""	"ID"	"Description"	"Count"	"GeneRatio"	"geneID"
"GO:0071827"	"GO:0071827"	"plasma lipoprotein particle organization"	0	"0/139"	""
"GO:0080189"	"GO:0080189"	"primary growth"	0	"0/139"	""
"GO:0090130"	"GO:0090130"	"tissue migration"	0	"0/139"	""
"GO:0090664"	"GO:0090664"	"response to high population density"	0	"0/139"	""
"GO:0097207"	"GO:0097207"	"bud dormancy process"	0	"0/139"	""
"GO:0097242"	"GO:0097242"	"amyloid-beta clearance"	0	"0/139"	""
"GO:1990110"	"GO:1990110"	"callus formation"	0	"0/139"	""
"GO:0009653"	"GO:0009653"	"anatomical structure morphogenesis"	4	"4/139"	"541908/541908/541908/541908"
"GO:0009838"	"GO:0009838"	"abscission"	0	"0/139"	""
"GO:0010014"	"GO:0010014"	"meristem initiation"	0	"0/139"	""
"GO:0021700"	"GO:0021700"	"developmental maturation"	0	"0/139"	""
"GO:0022611"	"GO:0022611"	"dormancy process"	0	"0/139"	""
"GO:0030583"	"GO:0030583"	"myxococcal fruiting body development"	0	"0/139"	""
"GO:0031128"	"GO:0031128"	"developmental induction"	0	"0/139"	""
"GO:0043696"	"GO:0043696"	"dedifferentiation"	0	"0/139"	""
"GO:0043934"	"GO:0043934"	"sporulation"	0	"0/139"	""
"GO:0048532"	"GO:0048532"	"anatomical structure arrangement"	0	"0/139"	""
"GO:0048589"	"GO:0048589"	"developmental growth"	0	"0/139"	""
"GO:0048646"	"GO:0048646"	"anatomical structure formation involved in morphogenesis"	0	"0/139"	""
"GO:0048856"	"GO:0048856"	"anatomical structure development"	34	"34/139"	"541908/541908/541908/541908/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/103630699/103630699/103630699/103630699/103630699"
"GO:0050793"	"GO:0050793"	"regulation of developmental process"	5	"5/139"	"103630699/103630699/103630699/103630699/103630699"
"GO:0051093"	"GO:0051093"	"negative regulation of developmental process"	0	"0/139"	""
"GO:0051094"	"GO:0051094"	"positive regulation of developmental process"	0	"0/139"	""
"GO:0060033"	"GO:0060033"	"anatomical structure regression"	0	"0/139"	""
"GO:0090644"	"GO:0090644"	"age-related resistance"	0	"0/139"	""
"GO:0090693"	"GO:0090693"	"plant organ senescence"	0	"0/139"	""
"GO:0097737"	"GO:0097737"	"acquisition of mycelium reproductive competence"	0	"0/139"	""
"GO:0098727"	"GO:0098727"	"maintenance of cell number"	0	"0/139"	""
"GO:0030447"	"GO:0030447"	"filamentous growth"	0	"0/139"	""
"GO:0040008"	"GO:0040008"	"regulation of growth"	0	"0/139"	""
"GO:0045926"	"GO:0045926"	"negative regulation of growth"	0	"0/139"	""
"GO:0045927"	"GO:0045927"	"positive regulation of growth"	0	"0/139"	""
"GO:0080190"	"GO:0080190"	"lateral growth"	0	"0/139"	""
"GO:0031987"	"GO:0031987"	"locomotion involved in locomotory behavior"	0	"0/139"	""
"GO:0033058"	"GO:0033058"	"directional locomotion"	0	"0/139"	""
"GO:0036268"	"GO:0036268"	"swimming"	0	"0/139"	""
"GO:0040012"	"GO:0040012"	"regulation of locomotion"	0	"0/139"	""
"GO:0040013"	"GO:0040013"	"negative regulation of locomotion"	0	"0/139"	""
"GO:0040017"	"GO:0040017"	"positive regulation of locomotion"	0	"0/139"	""
"GO:0042330"	"GO:0042330"	"taxis"	0	"0/139"	""
"GO:0060361"	"GO:0060361"	"flight"	0	"0/139"	""
"GO:0071965"	"GO:0071965"	"multicellular organismal locomotion"	0	"0/139"	""
"GO:0002358"	"GO:0002358"	"B cell homeostatic proliferation"	0	"0/139"	""
"GO:0019725"	"GO:0019725"	"cellular homeostasis"	0	"0/139"	""
"GO:0048878"	"GO:0048878"	"chemical homeostasis"	0	"0/139"	""
"GO:0033060"	"GO:0033060"	"ocellus pigmentation"	0	"0/139"	""
"GO:0043474"	"GO:0043474"	"pigment metabolic process involved in pigmentation"	0	"0/139"	""
"GO:0043476"	"GO:0043476"	"pigment accumulation"	0	"0/139"	""
"GO:0048066"	"GO:0048066"	"developmental pigmentation"	0	"0/139"	""
"GO:0120305"	"GO:0120305"	"regulation of pigmentation"	0	"0/139"	""
"GO:0035821"	"GO:0035821"	"modulation of process of another organism"	0	"0/139"	""
"GO:0044111"	"GO:0044111"	"formation of structure involved in a symbiotic process"	0	"0/139"	""
"GO:0044403"	"GO:0044403"	"biological process involved in symbiotic interaction"	0	"0/139"	""
"GO:0051707"	"GO:0051707"	"response to other organism"	124	"124/139"	"100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928"
"GO:0141060"	"GO:0141060"	"disruption of anatomical structure in another organism"	0	"0/139"	""
"GO:0022403"	"GO:0022403"	"cell cycle phase"	0	"0/139"	""
"GO:0022601"	"GO:0022601"	"menstrual cycle phase"	0	"0/139"	""
"GO:0044851"	"GO:0044851"	"hair cycle phase"	0	"0/139"	""
"GO:0060206"	"GO:0060206"	"estrous cycle phase"	0	"0/139"	""
"GO:0072690"	"GO:0072690"	"single-celled organism vegetative growth phase"	0	"0/139"	""
"GO:1990636"	"GO:1990636"	"reproductive senescence"	0	"0/139"	""
"GO:0007623"	"GO:0007623"	"circadian rhythm"	47	"47/139"	"100274071/100274071/100274071/100274071/100192612/100192612/100192612/100192612/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100381542/100381542/100381542/100381542/100381542/100381542/100381542/100381542/100381542/100381542/100381542/100381542/100381542/100381542/100381542"
"GO:0007624"	"GO:0007624"	"ultradian rhythm"	0	"0/139"	""
"GO:0042698"	"GO:0042698"	"ovulation cycle"	0	"0/139"	""
"GO:0023056"	"GO:0023056"	"positive regulation of signaling"	0	"0/139"	""
"GO:0031139"	"GO:0031139"	"positive regulation of conjugation with cellular fusion"	0	"0/139"	""
"GO:0032849"	"GO:0032849"	"positive regulation of cellular pH reduction"	0	"0/139"	""
"GO:0042753"	"GO:0042753"	"positive regulation of circadian rhythm"	0	"0/139"	""
"GO:0044149"	"GO:0044149"	"positive regulation of formation of structure involved in a symbiotic process"	0	"0/139"	""
"GO:0045760"	"GO:0045760"	"positive regulation of action potential"	0	"0/139"	""
"GO:0048087"	"GO:0048087"	"positive regulation of developmental pigmentation"	0	"0/139"	""
"GO:0048584"	"GO:0048584"	"positive regulation of response to stimulus"	0	"0/139"	""
"GO:0051050"	"GO:0051050"	"positive regulation of transport"	0	"0/139"	""
"GO:0051919"	"GO:0051919"	"positive regulation of fibrinolysis"	0	"0/139"	""
"GO:0060148"	"GO:0060148"	"positive regulation of post-transcriptional gene silencing"	0	"0/139"	""
"GO:0075294"	"GO:0075294"	"positive regulation by symbiont of entry into host"	0	"0/139"	""
"GO:0106428"	"GO:0106428"	"positive regulation of kainate selective glutamate receptor signaling pathway"	0	"0/139"	""
"GO:0140471"	"GO:0140471"	"positive regulation of transepithelial migration of symbiont in host"	0	"0/139"	""
"GO:1900048"	"GO:1900048"	"positive regulation of hemostasis"	0	"0/139"	""
"GO:1900454"	"GO:1900454"	"positive regulation of long-term synaptic depression"	0	"0/139"	""
"GO:1902632"	"GO:1902632"	"positive regulation of membrane hyperpolarization"	0	"0/139"	""
"GO:1902685"	"GO:1902685"	"positive regulation of receptor localization to synapse"	0	"0/139"	""
"GO:1903666"	"GO:1903666"	"positive regulation of asexual reproduction"	0	"0/139"	""
"GO:1903781"	"GO:1903781"	"positive regulation of cardiac conduction"	0	"0/139"	""
"GO:1904181"	"GO:1904181"	"positive regulation of membrane depolarization"	0	"0/139"	""
"GO:1904874"	"GO:1904874"	"positive regulation of telomerase RNA localization to Cajal body"	0	"0/139"	""
"GO:1904912"	"GO:1904912"	"positive regulation of establishment of RNA localization to telomere"	0	"0/139"	""
"GO:1904915"	"GO:1904915"	"positive regulation of establishment of protein-containing complex localization to telomere"	0	"0/139"	""
"GO:1905033"	"GO:1905033"	"positive regulation of membrane repolarization during cardiac muscle cell action potential"	0	"0/139"	""
"GO:1905339"	"GO:1905339"	"positive regulation of cohesin unloading"	0	"0/139"	""
"GO:1905514"	"GO:1905514"	"positive regulation of short-term synaptic potentiation"	0	"0/139"	""
"GO:1905954"	"GO:1905954"	"positive regulation of lipid localization"	0	"0/139"	""
"GO:0023057"	"GO:0023057"	"negative regulation of signaling"	0	"0/139"	""
"GO:0031138"	"GO:0031138"	"negative regulation of conjugation with cellular fusion"	0	"0/139"	""
"GO:0032848"	"GO:0032848"	"negative regulation of cellular pH reduction"	0	"0/139"	""
"GO:0034260"	"GO:0034260"	"negative regulation of GTPase activity"	0	"0/139"	""
"GO:0042754"	"GO:0042754"	"negative regulation of circadian rhythm"	0	"0/139"	""
"GO:0044147"	"GO:0044147"	"negative regulation of formation of structure involved in a symbiotic process"	0	"0/139"	""
"GO:0045759"	"GO:0045759"	"negative regulation of action potential"	0	"0/139"	""
"GO:0048086"	"GO:0048086"	"negative regulation of developmental pigmentation"	0	"0/139"	""
"GO:0048585"	"GO:0048585"	"negative regulation of response to stimulus"	0	"0/139"	""
"GO:0051051"	"GO:0051051"	"negative regulation of transport"	0	"0/139"	""
"GO:0051918"	"GO:0051918"	"negative regulation of fibrinolysis"	0	"0/139"	""
"GO:0060149"	"GO:0060149"	"negative regulation of post-transcriptional gene silencing"	0	"0/139"	""
"GO:0060967"	"GO:0060967"	"negative regulation of gene silencing by regulatory ncRNA"	0	"0/139"	""
"GO:0090394"	"GO:0090394"	"negative regulation of excitatory postsynaptic potential"	0	"0/139"	""
"GO:0106427"	"GO:0106427"	"negative regulation of kainate selective glutamate receptor signaling pathway"	0	"0/139"	""
"GO:0110066"	"GO:0110066"	"negative regulation of interphase mitotic telomere clustering"	0	"0/139"	""
"GO:1900047"	"GO:1900047"	"negative regulation of hemostasis"	0	"0/139"	""
"GO:1900272"	"GO:1900272"	"negative regulation of long-term synaptic potentiation"	0	"0/139"	""
"GO:1900453"	"GO:1900453"	"negative regulation of long-term synaptic depression"	0	"0/139"	""
"GO:1902631"	"GO:1902631"	"negative regulation of membrane hyperpolarization"	0	"0/139"	""
"GO:1902684"	"GO:1902684"	"negative regulation of receptor localization to synapse"	0	"0/139"	""
"GO:1902735"	"GO:1902735"	"negative regulation of receptor-mediated virion attachment to host cell"	0	"0/139"	""
"GO:1903665"	"GO:1903665"	"negative regulation of asexual reproduction"	0	"0/139"	""
"GO:1903780"	"GO:1903780"	"negative regulation of cardiac conduction"	0	"0/139"	""
"GO:1904180"	"GO:1904180"	"negative regulation of membrane depolarization"	0	"0/139"	""
"GO:1904537"	"GO:1904537"	"negative regulation of mitotic telomere tethering at nuclear periphery"	0	"0/139"	""
"GO:1904873"	"GO:1904873"	"negative regulation of telomerase RNA localization to Cajal body"	0	"0/139"	""
"GO:1904911"	"GO:1904911"	"negative regulation of establishment of RNA localization to telomere"	0	"0/139"	""
"GO:1904914"	"GO:1904914"	"negative regulation of establishment of protein-containing complex localization to telomere"	0	"0/139"	""
"GO:1905032"	"GO:1905032"	"negative regulation of membrane repolarization during cardiac muscle cell action potential"	0	"0/139"	""
"GO:1905338"	"GO:1905338"	"negative regulation of cohesin unloading"	0	"0/139"	""
"GO:1905513"	"GO:1905513"	"negative regulation of short-term synaptic potentiation"	0	"0/139"	""
"GO:1905869"	"GO:1905869"	"negative regulation of 3'-UTR-mediated mRNA stabilization"	0	"0/139"	""
"GO:1905953"	"GO:1905953"	"negative regulation of lipid localization"	0	"0/139"	""
"GO:2000536"	"GO:2000536"	"negative regulation of entry of bacterium into host cell"	0	"0/139"	""
"GO:0023051"	"GO:0023051"	"regulation of signaling"	21	"21/139"	"100274370/100274370/100274370/100274370/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056"
"GO:0023052"	"GO:0023052"	"signaling"	42	"42/139"	"100274370/100274370/100274370/100274370/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100281022/100281022/100281022/100281022/100281022/100281022/100281022/100281022/100281022/100281022/100281022/100273598/100273598/100273598/100273598/100273598/100273598/100273598/100273598/100273598/100273598"
"GO:0031137"	"GO:0031137"	"regulation of conjugation with cellular fusion"	0	"0/139"	""
"GO:0032847"	"GO:0032847"	"regulation of cellular pH reduction"	0	"0/139"	""
"GO:0032879"	"GO:0032879"	"regulation of localization"	0	"0/139"	""
"GO:0042752"	"GO:0042752"	"regulation of circadian rhythm"	32	"32/139"	"100274071/100274071/100274071/100274071/100192612/100192612/100192612/100192612/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175"
"GO:0043903"	"GO:0043903"	"regulation of biological process involved in symbiotic interaction"	0	"0/139"	""
"GO:0044145"	"GO:0044145"	"modulation of formation of structure involved in a symbiotic process"	0	"0/139"	""
"GO:0048518"	"GO:0048518"	"positive regulation of biological process"	0	"0/139"	""
"GO:0048519"	"GO:0048519"	"negative regulation of biological process"	0	"0/139"	""
"GO:0048583"	"GO:0048583"	"regulation of response to stimulus"	51	"51/139"	"100274370/100274370/100274370/100274370/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/103630699/103630699/103630699/103630699/103630699"
"GO:0060306"	"GO:0060306"	"regulation of membrane repolarization"	0	"0/139"	""
"GO:0097006"	"GO:0097006"	"regulation of plasma lipoprotein particle levels"	0	"0/139"	""
"GO:0098900"	"GO:0098900"	"regulation of action potential"	0	"0/139"	""
"GO:1900046"	"GO:1900046"	"regulation of hemostasis"	0	"0/139"	""
"GO:1902630"	"GO:1902630"	"regulation of membrane hyperpolarization"	0	"0/139"	""
"GO:1903664"	"GO:1903664"	"regulation of asexual reproduction"	0	"0/139"	""
"GO:0006950"	"GO:0006950"	"response to stress"	216	"216/139"	"100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100274071/100274071/100274071/100274071/100192603/100192603/100192603/100192603/100192603/100192603/100192603/100192603/100192603/100192603/100192603/100192603/100192603/100192603/100192603/100192603/100192603/100192603/100192603/100192603/100192603/100192612/100192612/100192612/100192612/103640631/103640631/103640631/103640631/103640631/103640631/100284970/100284970/100284970/100284970/103640644/103640644/103640644/103640644/100284970/100284970/100284970/100284970/103640644/103640644/103640644/103640644/100274370/100274370/100274370/100274370/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/542723/542723/542723/542723/542723/542723/542723/542723/542723/103649719/103649719/103649719/103649719/103649719/103649719/100191769/100191769/100191769/100191769/100191769/100191769/100191769/100191769/100191769/103626019/103626019/103633630/103633630/103633630/103633630/103633630/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/103638672/103638672/103638672/103638672/103638672/103638672/103638672/103638672/100283766/100283766/100283766/100283766/100283766/100283766/100283766/100283766/100278780/100278780/100191153/100191153/100191153/100191153/100191153/100191153/100191153/100191153/100191153/100191153/100191153/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928"
"GO:0009605"	"GO:0009605"	"response to external stimulus"	124	"124/139"	"100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928"
"GO:0009607"	"GO:0009607"	"response to biotic stimulus"	124	"124/139"	"100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/100285987/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/103641105/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928"
"GO:0009628"	"GO:0009628"	"response to abiotic stimulus"	224	"224/139"	"100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100274071/100274071/100274071/100274071/100192612/100192612/100192612/100192612/103640631/103640631/103640631/103640631/103640631/103640631/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/542716/542716/542716/542716/542716/542716/542716/542716/542716/542716/542716/542716/542716/542716/542716/542716/542723/542723/542723/542723/542723/542723/542723/542723/542723/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/542320/542320/542320/542320/542320/542320/542320/542320/542320/542320/542320/542320/542320/542320/103630699/103630699/103630699/103630699/103630699/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/100282512/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/542714/100274453/100274453/100274453/100274453/100274453/100274453/100274453/100274453/100274453/100274453/100274453/100274453/100274453/100274453/100274453/100274453/103638672/103638672/103638672/103638672/103638672/103638672/103638672/103638672/100283766/100283766/100283766/100283766/100283766/100283766/100283766/100283766/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928"
"GO:0009719"	"GO:0009719"	"response to endogenous stimulus"	51	"51/139"	"100274370/100274370/100274370/100274370/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100281022/100281022/100281022/100281022/100281022/100281022/100281022/100281022/100281022/100281022/100281022/100281169/100273598/100273598/100273598/100273598/100273598/100273598/100273598/100273598/100273598/100273598/103638672/103638672/103638672/103638672/103638672/103638672/103638672/103638672"
"GO:0014823"	"GO:0014823"	"response to activity"	0	"0/139"	""
"GO:0014854"	"GO:0014854"	"response to inactivity"	0	"0/139"	""
"GO:0014874"	"GO:0014874"	"response to stimulus involved in regulation of muscle adaptation"	0	"0/139"	""
"GO:0042221"	"GO:0042221"	"response to chemical"	107	"107/139"	"103640631/103640631/103640631/103640631/103640631/103640631/100274370/100274370/100274370/100274370/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/542723/542723/542723/542723/542723/542723/542723/542723/542723/100281022/100281022/100281022/100281022/100281022/100281022/100281022/100281022/100281022/100281022/100281022/100274648/103626569/103626569/103626569/103626569/103626569/103626569/103626569/103626569/103626569/103626569/103626569/103626569/103626569/103626569/103626569/103626569/103626569/103626569/103626569/103626569/103626569/103626569/103626569/103626569/103626569/103626569/100281169/100273598/100273598/100273598/100273598/100273598/100273598/100273598/100273598/100273598/100273598/542632/542632/542632/542632/542632/542632/103638672/103638672/103638672/103638672/103638672/103638672/103638672/103638672/100283766/100283766/100283766/100283766/100283766/100283766/100283766/100283766"
"GO:0043500"	"GO:0043500"	"muscle adaptation"	0	"0/139"	""
"GO:0051606"	"GO:0051606"	"detection of stimulus"	6	"6/139"	"103640631/103640631/103640631/103640631/103640631/103640631"
"GO:0051775"	"GO:0051775"	"response to redox state"	0	"0/139"	""
"GO:0031503"	"GO:0031503"	"protein-containing complex localization"	0	"0/139"	""
"GO:0033036"	"GO:0033036"	"macromolecule localization"	0	"0/139"	""
"GO:0035732"	"GO:0035732"	"nitric oxide storage"	0	"0/139"	""
"GO:0036214"	"GO:0036214"	"contractile ring localization"	0	"0/139"	""
"GO:0051234"	"GO:0051234"	"establishment of localization"	66	"66/139"	"100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/103626569/103626569/103626569/103626569/103626569/103626569/103626569/103626569/103626569/103626569/103626569/103626569/103626569/103626569/103626569/103626569/103626569/103626569/103626569/103626569/103626569/103626569/103626569/103626569/103626569/103626569/103627571/103627571/103627571/103627571/103627571/103627571/103627571/103627571/103627571/103627571/103627571/541897/541897/541897/541897/541897/541897/541897/541897/541897/541897/541897/541897"
"GO:0051235"	"GO:0051235"	"maintenance of location"	0	"0/139"	""
"GO:0051640"	"GO:0051640"	"organelle localization"	0	"0/139"	""
"GO:0000128"	"GO:0000128"	"flocculation"	0	"0/139"	""
"GO:0000758"	"GO:0000758"	"agglutination involved in conjugation with mutual genetic exchange"	0	"0/139"	""
"GO:0035176"	"GO:0035176"	"social behavior"	0	"0/139"	""
"GO:0044010"	"GO:0044010"	"single-species biofilm formation"	0	"0/139"	""
"GO:0099120"	"GO:0099120"	"socially cooperative development"	0	"0/139"	""
"GO:0120318"	"GO:0120318"	"olfactory sociosexual communication"	0	"0/139"	""
"GO:0006885"	"GO:0006885"	"regulation of pH"	0	"0/139"	""
"GO:0031413"	"GO:0031413"	"regulation of buoyancy"	0	"0/139"	""
"GO:0050789"	"GO:0050789"	"regulation of biological process"	157	"157/139"	"100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100280131/100274071/100274071/100274071/100274071/100192612/100192612/100192612/100192612/100274370/100274370/100274370/100274370/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100501175/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100272803/100281022/100281022/100281022/100281022/100281022/100281022/100281022/100281022/100281022/100281022/100281022/103626984/103626984/100501680/100501680/103630699/103630699/103630699/103630699/103630699/100273598/100273598/100273598/100273598/100273598/100273598/100273598/100273598/100273598/100273598/100381542/100381542/100381542/100381542/100381542/100381542/100381542/100381542/100381542/100381542/100381542/100381542/100381542/100381542/100381542/100192099/100192099/100192099/100192099/100192099/100192099/100284818/100284818/100284818/100284818/100284818/100284818/100284818/100284818"
"GO:0060378"	"GO:0060378"	"regulation of brood size"	0	"0/139"	""
"GO:0065008"	"GO:0065008"	"regulation of biological quality"	31	"31/139"	"100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100273056/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928/100196928"
"GO:0065009"	"GO:0065009"	"regulation of molecular function"	0	"0/139"	""
"GO:0009407"	"GO:0009407"	"toxin catabolic process"	0	"0/139"	""
"GO:0010127"	"GO:0010127"	"mycothiol-dependent detoxification"	0	"0/139"	""
"GO:0010312"	"GO:0010312"	"detoxification of zinc ion"	0	"0/139"	""
"GO:0051410"	"GO:0051410"	"detoxification of nitrogen compound"	0	"0/139"	""
"GO:0061687"	"GO:0061687"	"detoxification of inorganic compound"	0	"0/139"	""
"GO:0071722"	"GO:0071722"	"detoxification of arsenic-containing substance"	0	"0/139"	""
"GO:0140330"	"GO:0140330"	"xenobiotic detoxification by transmembrane export across the cell outer membrane"	0	"0/139"	""
"GO:0140725"	"GO:0140725"	"detoxification of free heme"	0	"0/139"	""
"GO:0140729"	"GO:0140729"	"self-resistance to endogenously produced metabolite"	0	"0/139"	""
"GO:1990961"	"GO:1990961"	"xenobiotic detoxification by transmembrane export across the plasma membrane"	0	"0/139"	""
