""	"V1"
"Zm00001eb426990"	0.917347661870351
"Zm00001eb232800"	0.917572009759597
"Zm00001eb049370"	0.917669304937115
"Zm00001eb386840"	0.917730144770838
"Zm00001eb250520"	0.91778028339631
"Zm00001eb094690"	0.918063437181727
"Zm00001eb160700"	0.918270931135553
"Zm00001eb419310"	0.918529214279098
"Zm00001eb094710"	0.918538046636515
"Zm00001eb049190"	0.918832073065127
"Zm00001eb261200"	0.918939162575836
"Zm00001eb394770"	0.919011458063321
"Zm00001eb343760"	0.919024326675207
"Zm00001eb165890"	0.919141137073635
"Zm00001eb222070"	0.91915502976973
"Zm00001eb127310"	0.919310871809954
"Zm00001eb192120"	0.919356656019073
"Zm00001eb260740"	0.919356725130195
"Zm00001eb330510"	0.919362972479707
"Zm00001eb123330"	0.91953605517731
"Zm00001eb385570"	0.91963223347644
"Zm00001eb205970"	0.919753943377943
"Zm00001eb175620"	0.919765269927314
"Zm00001eb377890"	0.919823924708459
"Zm00001eb369700"	0.919929586108758
"Zm00001eb208970"	0.919934383536868
"Zm00001eb406830"	0.919958295301267
"Zm00001eb020170"	0.919959945349513
"Zm00001eb075450"	0.920047362358745
"Zm00001eb357740"	0.920222071738874
"Zm00001eb215470"	0.920246942667526
"Zm00001eb125930"	0.920440078040947
"Zm00001eb031280"	0.920499814751655
"Zm00001eb293830"	0.920520842468947
"Zm00001eb166400"	0.920621148384824
"Zm00001eb223320"	0.92063547178307
"Zm00001eb008140"	0.920647134906535
"Zm00001eb151820"	0.920729533140783
"Zm00001eb062880"	0.920761121207267
"Zm00001eb215310"	0.920811581289588
"Zm00001eb007060"	0.920819247308039
"Zm00001eb186940"	0.920861232247703
"Zm00001eb277560"	0.92089617260829
"Zm00001eb215410"	0.920960074874593
"Zm00001eb283990"	0.921027038266874
"Zm00001eb372790"	0.921172767496882
"Zm00001eb289870"	0.921397047327968
"Zm00001eb250750"	0.921422613352596
"Zm00001eb015290"	0.921462535144423
"Zm00001eb293110"	0.921490028974644
"Zm00001eb357440"	0.921513533780891
"Zm00001eb016620"	0.921530782298139
"Zm00001eb297450"	0.921710686017063
"Zm00001eb223890"	0.921776638848372
"Zm00001eb239790"	0.921779586678895
"Zm00001eb319720"	0.921781163217317
"Zm00001eb077490"	0.921862474864026
"Zm00001eb217120"	0.921875850410095
"Zm00001eb373970"	0.921883270587017
"Zm00001eb186150"	0.92200257606395
"Zm00001eb120910"	0.922009380235209
"Zm00001eb136300"	0.922052058983269
"Zm00001eb051770"	0.922061684406417
"Zm00001eb122990"	0.922175715108184
"Zm00001eb403330"	0.922245204062589
"Zm00001eb194820"	0.922269919694553
"Zm00001eb143480"	0.922359442038812
"Zm00001eb063500"	0.922363676182064
"Zm00001eb409530"	0.922367129288442
"Zm00001eb126500"	0.922398075942427
"Zm00001eb368960"	0.922472772242131
"Zm00001eb149500"	0.922558916092929
"Zm00001eb292460"	0.922561825739225
"Zm00001eb224250"	0.922592385923411
"Zm00001eb303540"	0.922621859192533
"Zm00001eb354450"	0.922636395745468
"Zm00001eb054420"	0.922710096050316
"Zm00001eb016160"	0.922771929868383
"Zm00001eb340790"	0.922778521845924
"Zm00001eb362240"	0.922780421144876
"Zm00001eb242780"	0.922948900778121
"Zm00001eb297300"	0.922977509873487
"Zm00001eb011820"	0.923058056144361
"Zm00001eb045620"	0.923078380486432
"Zm00001eb293260"	0.923271797864376
"Zm00001eb043140"	0.923287887187124
"Zm00001eb290720"	0.92331306069271
"Zm00001eb137810"	0.923349649822404
"Zm00001eb425990"	0.923411501430651
"Zm00001eb096950"	0.923478471547388
"Zm00001eb093420"	0.923532630918015
"Zm00001eb374350"	0.923552676680869
"Zm00001eb328370"	0.923593576609557
"Zm00001eb316790"	0.923712959960607
"Zm00001eb197630"	0.923816436822107
"Zm00001eb432370"	0.923842122533493
"Zm00001eb317060"	0.923859489186001
"Zm00001eb057040"	0.923884507535355
"Zm00001eb158690"	0.923928960494895
"Zm00001eb319660"	0.923972998741952
"Zm00001eb137290"	0.924074462464865
"Zm00001eb408350"	0.924095099273101
"Zm00001eb122210"	0.924338353988376
"Zm00001eb178110"	0.924449776963215
"Zm00001eb382650"	0.924629037311928
"Zm00001eb145820"	0.92473098089347
"Zm00001eb275030"	0.924734856494888
"Zm00001eb247330"	0.924920639010652
"Zm00001eb009370"	0.924955434511725
"Zm00001eb026640"	0.924972118669456
"Zm00001eb244840"	0.925018083980709
"Zm00001eb140280"	0.925090174581779
"Zm00001eb283610"	0.925138491734437
"Zm00001eb310440"	0.925211105936554
"Zm00001eb377750"	0.925224140648271
"Zm00001eb342010"	0.925357584806892
"Zm00001eb195450"	0.925360257485646
"Zm00001eb182780"	0.925393532123985
"Zm00001eb387450"	0.92560701035575
"Zm00001eb321900"	0.925730809001345
"Zm00001eb163350"	0.9258428719113
"Zm00001eb198180"	0.925936751949148
"Zm00001eb105540"	0.926217817282544
"Zm00001eb142210"	0.926259353205447
"Zm00001eb280010"	0.926323432333292
"Zm00001eb059770"	0.926400373740367
"Zm00001eb126640"	0.926473093253948
"Zm00001eb411080"	0.926542895014992
"Zm00001eb300100"	0.926696780500373
"Zm00001eb007810"	0.92680251937163
"Zm00001eb424060"	0.926814509878369
"Zm00001eb301840"	0.926946392679487
"Zm00001eb062210"	0.927121968323081
"Zm00001eb326290"	0.927134918815148
"Zm00001eb425710"	0.927216837799789
"Zm00001eb371720"	0.927256244469792
"Zm00001eb222700"	0.927295114337944
"Zm00001eb132420"	0.927354298592836
"Zm00001eb229740"	0.927420532006031
"Zm00001eb078200"	0.927448400821893
"Zm00001eb097780"	0.927454734298861
"Zm00001eb339370"	0.927469362018359
"Zm00001eb224310"	0.927708427499142
"Zm00001eb250650"	0.92776727273604
"Zm00001eb226530"	0.927776299979237
"Zm00001eb254080"	0.927847701473413
"Zm00001eb150150"	0.927888740045165
"Zm00001eb378320"	0.927928582255157
"Zm00001eb066480"	0.927930976150563
"Zm00001eb241970"	0.927957350348345
"Zm00001eb153010"	0.928068142584952
"Zm00001eb285970"	0.928187476605413
"Zm00001eb267900"	0.928238661479459
"Zm00001eb155300"	0.928251466846087
"Zm00001eb330530"	0.928318520913492
"Zm00001eb111940"	0.928320907203239
"Zm00001eb426300"	0.928375638604922
"Zm00001eb108830"	0.928406247207078
"Zm00001eb237810"	0.928616623232975
"Zm00001eb310180"	0.928700553012722
"Zm00001eb184930"	0.928773680025294
"Zm00001eb243850"	0.928814785298146
"Zm00001eb402300"	0.928898008159524
"Zm00001eb346940"	0.92896439784805
"Zm00001eb336280"	0.928981296925739
"Zm00001eb198560"	0.929022222003178
"Zm00001eb389710"	0.929029244747264
"Zm00001eb228960"	0.929032848312048
"Zm00001eb401810"	0.929108284416923
"Zm00001eb193140"	0.929228608101432
"Zm00001eb038600"	0.929249317666521
"Zm00001eb031690"	0.929730613262518
"Zm00001eb034130"	0.929732603913135
"Zm00001eb045800"	0.929759058135484
"Zm00001eb386770"	0.929772829397548
"Zm00001eb240130"	0.929784352679654
"Zm00001eb398550"	0.929989719517142
"Zm00001eb179340"	0.930063914517722
"Zm00001eb253350"	0.930105711473703
"Zm00001eb249320"	0.930106711982168
"Zm00001eb182190"	0.930164441521133
"Zm00001eb161310"	0.930246044850665
"Zm00001eb390530"	0.930258190237108
"Zm00001eb386900"	0.930275965975152
"Zm00001eb069280"	0.930284096188877
"Zm00001eb348730"	0.930355224088843
"Zm00001eb357070"	0.930385977633985
"Zm00001eb425560"	0.930495796436966
"Zm00001eb260560"	0.930531120563045
"Zm00001eb048640"	0.930536545127397
"Zm00001eb391270"	0.93054426069087
"Zm00001eb201870"	0.930571563377397
"Zm00001eb132300"	0.930581326030949
"Zm00001eb290950"	0.930585199709671
"Zm00001eb288400"	0.930742174417211
"Zm00001eb176050"	0.930832587357891
"Zm00001eb165060"	0.930854048039501
"Zm00001eb154060"	0.930888180524409
"Zm00001eb345380"	0.931062888548679
"Zm00001eb053200"	0.931188204193474
"Zm00001eb005900"	0.931375711722375
"Zm00001eb018850"	0.931386544513535
"Zm00001eb350650"	0.931436348187032
"Zm00001eb155830"	0.931468745294897
"Zm00001eb397950"	0.931486948756162
"Zm00001eb153840"	0.931555987924078
"Zm00001eb109660"	0.931605892080021
"Zm00001eb095530"	0.931694285269367
"Zm00001eb185530"	0.931709611427094
"Zm00001eb064750"	0.931711364078501
"Zm00001eb170390"	0.93182263417184
"Zm00001eb202580"	0.931918109074559
"Zm00001eb096680"	0.931944350060271
"Zm00001eb108330"	0.932132488402651
"Zm00001eb032930"	0.932252804206801
"Zm00001eb112550"	0.932319272338757
"Zm00001eb023620"	0.932373072876928
"Zm00001eb255980"	0.932593022810386
"Zm00001eb232600"	0.932641525282371
"Zm00001eb264920"	0.932649989929414
"Zm00001eb251040"	0.9326751189354
"Zm00001eb099590"	0.932809658015052
"Zm00001eb244130"	0.932929963356508
"Zm00001eb326180"	0.932939528824239
"Zm00001eb308150"	0.933016804710133
"Zm00001eb058570"	0.933028679018017
"Zm00001eb179600"	0.933044093508975
"Zm00001eb204030"	0.933065657260102
"Zm00001eb105000"	0.933071038372541
"Zm00001eb315840"	0.933119799960092
"Zm00001eb342840"	0.933171381585981
"Zm00001eb021760"	0.933314770304596
"Zm00001eb334030"	0.933534948796928
"Zm00001eb080870"	0.933568857908646
"Zm00001eb237900"	0.933614680656568
"Zm00001eb065650"	0.933769911905025
"Zm00001eb275000"	0.933769987489665
"Zm00001eb177070"	0.93403322112606
"Zm00001eb342120"	0.934149041877529
"Zm00001eb128000"	0.934171789954059
"Zm00001eb266650"	0.934237309231657
"Zm00001eb214290"	0.934337604452092
"Zm00001eb150140"	0.934352875585732
"Zm00001eb414740"	0.93456840400951
"Zm00001eb354190"	0.934585174849186
"Zm00001eb076610"	0.93461411459221
"Zm00001eb240640"	0.934801345205171
"Zm00001eb274660"	0.934834905432191
"Zm00001eb322280"	0.934860311204195
"Zm00001eb095370"	0.934962091921471
"Zm00001eb432800"	0.93506691678213
"Zm00001eb015110"	0.935101116782165
"Zm00001eb392630"	0.935102392622787
"Zm00001eb200990"	0.935148299844784
"Zm00001eb315000"	0.935290534730837
"Zm00001eb344580"	0.935291384276023
"Zm00001eb092080"	0.935338265255089
"Zm00001eb056480"	0.935393163256969
"Zm00001eb140990"	0.935405856838289
"Zm00001eb032370"	0.935462304604966
"Zm00001eb236910"	0.935462385329714
"Zm00001eb363100"	0.935516072529057
"Zm00001eb227790"	0.935581464777362
"Zm00001eb343460"	0.935588769387526
"Zm00001eb262610"	0.935633001615745
"Zm00001eb235860"	0.935687836582756
"Zm00001eb122500"	0.935786290601485
"Zm00001eb198730"	0.935902638895843
"Zm00001eb403790"	0.936036214071905
"Zm00001eb212840"	0.936089321482298
"Zm00001eb409030"	0.936169314328345
"Zm00001eb244430"	0.936180494030741
"Zm00001eb348710"	0.936266531491234
"Zm00001eb289690"	0.936295720211383
"Zm00001eb326630"	0.936510746656564
"Zm00001eb401340"	0.936547978510343
"Zm00001eb091670"	0.936677982597571
"Zm00001eb320660"	0.936731399089386
"Zm00001eb153940"	0.936752052884946
"Zm00001eb002980"	0.936803868069254
"Zm00001eb190570"	0.936825240767221
"Zm00001eb356350"	0.936870384524917
"Zm00001eb295170"	0.936911284220289
"Zm00001eb129010"	0.937023295583471
"Zm00001eb298060"	0.937117584001424
"Zm00001eb086790"	0.937141876441096
"Zm00001eb043410"	0.937157413998995
"Zm00001eb354240"	0.937223692449158
"Zm00001eb022440"	0.937277269510472
"Zm00001eb277390"	0.937489734689368
"Zm00001eb228180"	0.937504330601605
"Zm00001eb346280"	0.937505811147071
"Zm00001eb214800"	0.937513134710698
"Zm00001eb013510"	0.937615530997951
"Zm00001eb429300"	0.937694586555665
"Zm00001eb078100"	0.937743377936517
"Zm00001eb371080"	0.937743672090036
"Zm00001eb030760"	0.937830701696617
"Zm00001eb407660"	0.937841844842383
"Zm00001eb260310"	0.93787214590231
"Zm00001eb210450"	0.937950776152858
"Zm00001eb014010"	0.937986209630727
"Zm00001eb076240"	0.938023519520838
"Zm00001eb216090"	0.938100704353823
"Zm00001eb379610"	0.938132027039541
"Zm00001eb366900"	0.938164292802887
"Zm00001eb134130"	0.938197133276731
"Zm00001eb434590"	0.938217408948417
"Zm00001eb215170"	0.938267846803867
"Zm00001eb010070"	0.938281431563203
"Zm00001eb186300"	0.938379183750911
"Zm00001eb016540"	0.93840540097093
"Zm00001eb423570"	0.938429810024765
"Zm00001eb078000"	0.938433109534391
"Zm00001eb260120"	0.938497319958387
"Zm00001eb391370"	0.938593682598156
"Zm00001eb371200"	0.938805534693864
"Zm00001eb068330"	0.9388214916509
"Zm00001eb173240"	0.938985265527644
"Zm00001eb024990"	0.939267601318545
"Zm00001eb111780"	0.939405161475525
"Zm00001eb383910"	0.939426123437243
"Zm00001eb420410"	0.93953090585894
"Zm00001eb208580"	0.939542643406216
"Zm00001eb155080"	0.939644820798438
"Zm00001eb337830"	0.939834314958167
"Zm00001eb423040"	0.93984542575499
"Zm00001eb373660"	0.939953290378809
"Zm00001eb353140"	0.939983461303623
"Zm00001eb279780"	0.940179975569154
"Zm00001eb292780"	0.940249977051639
"Zm00001eb108390"	0.940356807557916
"Zm00001eb099620"	0.940363105552054
"Zm00001eb319380"	0.940429297212496
"Zm00001eb284280"	0.940432295992004
"Zm00001eb111920"	0.940607219506246
"Zm00001eb252570"	0.940802565353679
"Zm00001eb060630"	0.940830708237747
"Zm00001eb318160"	0.940862909565928
"Zm00001eb111310"	0.941227166282976
"Zm00001eb208050"	0.941294255938605
"Zm00001eb200880"	0.94148961677903
"Zm00001eb422370"	0.941510637446264
"Zm00001eb340460"	0.941623439172897
"Zm00001eb303380"	0.94185040918058
"Zm00001eb405060"	0.941954071897558
"Zm00001eb073870"	0.941954821860041
"Zm00001eb246750"	0.941986728074094
"Zm00001eb316450"	0.942023060199577
"Zm00001eb087080"	0.942055626183211
"Zm00001eb260440"	0.942089254034168
"Zm00001eb258980"	0.94215293998444
"Zm00001eb421600"	0.94222827772148
"Zm00001eb409280"	0.942229874512553
"Zm00001eb080210"	0.942230697357956
"Zm00001eb199590"	0.942239081643528
"Zm00001eb294900"	0.942286540026811
"Zm00001eb230870"	0.942415733836997
"Zm00001eb151630"	0.942499129516448
"Zm00001eb095500"	0.942625180094914
"Zm00001eb055110"	0.9426825368809
"Zm00001eb365570"	0.942745332768323
"Zm00001eb027760"	0.942901190756868
"Zm00001eb025040"	0.942955124981527
"Zm00001eb238170"	0.942972595053147
"Zm00001eb280720"	0.943287456430443
"Zm00001eb198750"	0.943320494394724
"Zm00001eb398010"	0.943516550627443
"Zm00001eb156860"	0.943637363530317
"Zm00001eb292410"	0.943663276892357
"Zm00001eb147900"	0.943704872671996
"Zm00001eb224870"	0.943714167825504
"Zm00001eb363920"	0.943769408289754
"Zm00001eb185950"	0.943886585851839
"Zm00001eb078900"	0.943974163644164
"Zm00001eb252430"	0.943989203341038
"Zm00001eb217230"	0.944039820081419
"Zm00001eb255580"	0.944043832472651
"Zm00001eb287570"	0.944050325318748
"Zm00001eb285790"	0.944342725534328
"Zm00001eb258680"	0.944449443784517
"Zm00001eb182330"	0.944462029711719
"Zm00001eb320030"	0.944469717118235
"Zm00001eb415420"	0.944470361884658
"Zm00001eb364400"	0.944494480372601
"Zm00001eb167810"	0.944611544311448
"Zm00001eb425650"	0.944653484452154
"Zm00001eb069300"	0.944812915278278
"Zm00001eb185090"	0.944847635723268
"Zm00001eb320790"	0.944868356070892
"Zm00001eb334960"	0.944935038830932
"Zm00001eb080120"	0.945055989883844
"Zm00001eb390330"	0.945095588349337
"Zm00001eb092810"	0.945191706639899
"Zm00001eb053710"	0.945202511748082
"Zm00001eb424590"	0.945250504979869
"Zm00001eb199260"	0.945258286187825
"Zm00001eb298580"	0.945291807501422
"Zm00001eb177150"	0.945389555772516
"Zm00001eb016180"	0.945407892604783
"Zm00001eb136920"	0.945449655389839
"Zm00001eb048210"	0.945484104066393
"Zm00001eb221780"	0.945543071839562
"Zm00001eb085560"	0.945572639990779
"Zm00001eb269220"	0.94558256924954
"Zm00001eb140090"	0.945613082557714
"Zm00001eb082370"	0.94568683150043
"Zm00001eb044920"	0.945709543895129
"Zm00001eb025500"	0.94577374526137
"Zm00001eb067550"	0.945916158095971
"Zm00001eb431950"	0.945956843278188
"Zm00001eb121100"	0.945999050614733
"Zm00001eb033110"	0.946003635401036
"Zm00001eb261880"	0.946105239257437
"Zm00001eb127990"	0.946164976474806
"Zm00001eb253030"	0.946302070717932
"Zm00001eb237880"	0.946449107414995
"Zm00001eb146170"	0.946535214855346
"Zm00001eb042190"	0.946619448545769
"Zm00001eb163370"	0.946774478071051
"Zm00001eb057820"	0.946813185602642
"Zm00001eb208030"	0.946830559206979
"Zm00001eb398970"	0.946872819385018
"Zm00001eb417220"	0.946895029476876
"Zm00001eb245560"	0.947011422404228
"Zm00001eb362840"	0.94716231375789
"Zm00001eb144560"	0.947295329059038
"Zm00001eb028220"	0.947317131651969
"Zm00001eb416160"	0.947386082833136
"Zm00001eb213060"	0.947493578625069
"Zm00001eb130690"	0.947592960068574
"Zm00001eb151150"	0.947627958347931
"Zm00001eb048810"	0.947681861076941
"Zm00001eb367970"	0.947765323331892
"Zm00001eb236440"	0.947927606934001
"Zm00001eb410080"	0.947944854601524
"Zm00001eb393840"	0.947955234230156
"Zm00001eb371090"	0.947961066189179
"Zm00001eb320210"	0.948001267993729
"Zm00001eb176360"	0.948015811819491
"Zm00001eb254110"	0.948019963820739
"Zm00001eb395640"	0.948067026764596
"Zm00001eb406860"	0.948096069171371
"Zm00001eb199560"	0.948143202559852
"Zm00001eb169740"	0.948187161976219
"Zm00001eb239990"	0.948207106251553
"Zm00001eb335630"	0.94821461956199
"Zm00001eb381020"	0.948246601982049
"Zm00001eb043580"	0.948288001680588
"Zm00001eb385760"	0.948291411248754
"Zm00001eb297290"	0.948314026826182
"Zm00001eb234090"	0.948340071507533
"Zm00001eb130330"	0.94837484033759
"Zm00001eb149140"	0.948412863520429
"Zm00001eb004790"	0.948424759579356
"Zm00001eb053490"	0.948531816252941
"Zm00001eb259370"	0.94855253318104
"Zm00001eb177930"	0.948663239014229
"Zm00001eb326800"	0.948729206091126
"Zm00001eb147480"	0.948747561149238
"Zm00001eb121400"	0.948793514005629
"Zm00001eb275620"	0.948841937792137
"Zm00001eb198450"	0.948850986563528
"Zm00001eb189830"	0.948878111714
"Zm00001eb425860"	0.948882980292793
"Zm00001eb275270"	0.948972866188213
"Zm00001eb116650"	0.94910529266022
"Zm00001eb042530"	0.949187922395237
"Zm00001eb411360"	0.949214637518723
"Zm00001eb043150"	0.949232946321126
"Zm00001eb109300"	0.949254823636814
"Zm00001eb291810"	0.949291466394301
"Zm00001eb280540"	0.949330701382958
"Zm00001eb397760"	0.949351861978272
"Zm00001eb043920"	0.949376480493626
"Zm00001eb054470"	0.949401493629834
"Zm00001eb429930"	0.949415334393388
"Zm00001eb287420"	0.949422683498362
"Zm00001eb251510"	0.949506907269212
"Zm00001eb027960"	0.949583853241018
"Zm00001eb031790"	0.949601877380902
"Zm00001eb363500"	0.949612959775874
"Zm00001eb146710"	0.949615485221964
"Zm00001eb008850"	0.949798753369393
"Zm00001eb333890"	0.949974123276536
"Zm00001eb207790"	0.950069513010736
"Zm00001eb332330"	0.950131875685391
"Zm00001eb345400"	0.950245612584061
"Zm00001eb030710"	0.950281087103283
"Zm00001eb365840"	0.950332437694601
"Zm00001eb433480"	0.950382446784435
"Zm00001eb309660"	0.950392770124419
"Zm00001eb275040"	0.950461808611325
"Zm00001eb021090"	0.950507819326844
"Zm00001eb396520"	0.950704272370953
"Zm00001eb030240"	0.950713142705173
"Zm00001eb156280"	0.950757774345083
"Zm00001eb143680"	0.950783930253701
"Zm00001eb036170"	0.950798027358483
"Zm00001eb050350"	0.950839812757815
"Zm00001eb138030"	0.950873943562485
"Zm00001eb063400"	0.950900158318034
"Zm00001eb371230"	0.95101276615033
"Zm00001eb015990"	0.951042033041016
"Zm00001eb359850"	0.951174358140234
"Zm00001eb258900"	0.951230700832315
"Zm00001eb186130"	0.951370052704461
"Zm00001eb391690"	0.951389164008614
"Zm00001eb085230"	0.951405882935856
"Zm00001eb327390"	0.951446839952815
"Zm00001eb405760"	0.951541908136043
"Zm00001eb242870"	0.951893286084187
"Zm00001eb014120"	0.951939582204068
"Zm00001eb044360"	0.952022463302075
"Zm00001eb415770"	0.95203919195571
"Zm00001eb372130"	0.952045557073116
"Zm00001eb188540"	0.952075879391472
"Zm00001eb126450"	0.952136922817102
"Zm00001eb241910"	0.952181428515617
"Zm00001eb275490"	0.952247401814339
"Zm00001eb422700"	0.952319312086722
"Zm00001eb255130"	0.952336672757228
"Zm00001eb222840"	0.952376087344507
"Zm00001eb189060"	0.952473066764968
"Zm00001eb327340"	0.952535497298928
"Zm00001eb284250"	0.95283025300321
"Zm00001eb136840"	0.952843796611134
"Zm00001eb058670"	0.9528611891287
"Zm00001eb047150"	0.952977902416029
"Zm00001eb271370"	0.952988753649508
"Zm00001eb329130"	0.953025418969553
"Zm00001eb213500"	0.953140858230679
"Zm00001eb413140"	0.953193217055832
"Zm00001eb013990"	0.95320478506945
"Zm00001eb212720"	0.953260287110228
"Zm00001eb053310"	0.953337093752752
"Zm00001eb100030"	0.953445077852069
"Zm00001eb088500"	0.953452179989704
"Zm00001eb379340"	0.953526963639855
"Zm00001eb119140"	0.953661443375859
"Zm00001eb013130"	0.953688212648011
"Zm00001eb389980"	0.953913018200846
"Zm00001eb248510"	0.953948713321538
"Zm00001eb292830"	0.95401231765649
"Zm00001eb143050"	0.954071848647308
"Zm00001eb288670"	0.954116613487971
"Zm00001eb179130"	0.954143006215653
"Zm00001eb251390"	0.954166518100193
"Zm00001eb015310"	0.954269986925292
"Zm00001eb010150"	0.954310205221692
"Zm00001eb239300"	0.954461211028062
"Zm00001eb012920"	0.954588349914216
"Zm00001eb307290"	0.954704218658891
"Zm00001eb214550"	0.954764419945161
"Zm00001eb123220"	0.954771565328098
"Zm00001eb300000"	0.954878546476051
"Zm00001eb158040"	0.954888518501467
"Zm00001eb160790"	0.95491115725397
"Zm00001eb320820"	0.954963162043153
"Zm00001eb301300"	0.955006944061417
"Zm00001eb135520"	0.955155649843251
"Zm00001eb058410"	0.955274823378195
"Zm00001eb106940"	0.955281466248417
"Zm00001eb089420"	0.955290194504464
"Zm00001eb052960"	0.955362092481879
"Zm00001eb129820"	0.955380846565962
"Zm00001eb053390"	0.955662058713145
"Zm00001eb017230"	0.955770233493995
"Zm00001eb236990"	0.955807517184692
"Zm00001eb389660"	0.955825792008703
"Zm00001eb182650"	0.955897129690548
"Zm00001eb213670"	0.955919550098653
"Zm00001eb337350"	0.955945464037946
"Zm00001eb263100"	0.955964700865946
"Zm00001eb279350"	0.955971672669191
"Zm00001eb417750"	0.956041343768147
"Zm00001eb102130"	0.956058096674375
"Zm00001eb062410"	0.956071115301676
"Zm00001eb086820"	0.95614906372345
"Zm00001eb316640"	0.956220592525589
"Zm00001eb246400"	0.956319730462966
"Zm00001eb135750"	0.956600292112303
"Zm00001eb123190"	0.956617179171426
"Zm00001eb027720"	0.956712065855613
"Zm00001eb102800"	0.956767145159563
"Zm00001eb374110"	0.956840103427873
"Zm00001eb245230"	0.956842893620996
"Zm00001eb321470"	0.95691736206327
"Zm00001eb380640"	0.956975576827375
"Zm00001eb091640"	0.956989227452699
"Zm00001eb084860"	0.957079041284317
"Zm00001eb053810"	0.957212640077697
"Zm00001eb224690"	0.957398962236545
"Zm00001eb212080"	0.957453595462712
"Zm00001eb385850"	0.957536667836526
"Zm00001eb050490"	0.957568210450344
"Zm00001eb350780"	0.957570873933277
"Zm00001eb291600"	0.957622981426103
"Zm00001eb133890"	0.957696040766511
"Zm00001eb016450"	0.957699616105056
"Zm00001eb383810"	0.957784890947776
"Zm00001eb084430"	0.957808035057742
"Zm00001eb190880"	0.95781872726505
"Zm00001eb140820"	0.957831352517141
"Zm00001eb279920"	0.957918015469921
"Zm00001eb353340"	0.957920994427782
"Zm00001eb138290"	0.957974624799554
"Zm00001eb371240"	0.958110108710791
"Zm00001eb208420"	0.95814007501748
"Zm00001eb056950"	0.958215468390728
"Zm00001eb176800"	0.958531899021074
"Zm00001eb292650"	0.958650053336107
"Zm00001eb067650"	0.958672496555779
"Zm00001eb131160"	0.958694445236132
"Zm00001eb297830"	0.958797495372973
"Zm00001eb095550"	0.958809918955964
"Zm00001eb273640"	0.958964787333089
"Zm00001eb211870"	0.959025778646387
"Zm00001eb086170"	0.959083760020915
"Zm00001eb195130"	0.95910933499546
"Zm00001eb305760"	0.959185743600341
"Zm00001eb307330"	0.959243770446804
"Zm00001eb088190"	0.959352943499827
"Zm00001eb226490"	0.959377090787867
"Zm00001eb104420"	0.959444555212138
"Zm00001eb296010"	0.95948827753561
"Zm00001eb413810"	0.959575892259124
"Zm00001eb110650"	0.959582339098403
"Zm00001eb027690"	0.959589815452123
"Zm00001eb279300"	0.959721549224087
"Zm00001eb227980"	0.959761645590258
"Zm00001eb008070"	0.95979911175636
"Zm00001eb066840"	0.959810908642827
"Zm00001eb192860"	0.959849148372315
"Zm00001eb345580"	0.959960338677931
"Zm00001eb396360"	0.960034775690851
"Zm00001eb282520"	0.960075314316942
"Zm00001eb397520"	0.960284358155315
"Zm00001eb001240"	0.960402079411271
"Zm00001eb402740"	0.960477652203406
"Zm00001eb247110"	0.960581276757895
"Zm00001eb369470"	0.960619343314958
"Zm00001eb023600"	0.960689800118668
"Zm00001eb145690"	0.96085614233612
"Zm00001eb129970"	0.960893275466844
"Zm00001eb178520"	0.960935224608174
"Zm00001eb148680"	0.960946433194061
"Zm00001eb278050"	0.960965498090139
"Zm00001eb039400"	0.961091286819567
"Zm00001eb241200"	0.961120488184609
"Zm00001eb002220"	0.961131144898363
"Zm00001eb297610"	0.961135972799535
"Zm00001eb195390"	0.96124168374942
"Zm00001eb346590"	0.96125869640193
"Zm00001eb201230"	0.961334458324483
"Zm00001eb012880"	0.961374953167771
"Zm00001eb229120"	0.961388767541129
"Zm00001eb295610"	0.961523810506972
"Zm00001eb075190"	0.961552412358308
"Zm00001eb346920"	0.961579131757654
"Zm00001eb390210"	0.96157917719634
"Zm00001eb003140"	0.961682549135549
"Zm00001eb128130"	0.961759886769553
"Zm00001eb283420"	0.961843751965839
"Zm00001eb399450"	0.961877734472199
"Zm00001eb259300"	0.961937898982738
"Zm00001eb171990"	0.962076776039568
"Zm00001eb116770"	0.962097400532927
"Zm00001eb103940"	0.962196556992541
"Zm00001eb006070"	0.962265548182509
"Zm00001eb282460"	0.962418449695
"Zm00001eb431990"	0.962442061710781
"Zm00001eb158820"	0.962537850735335
"Zm00001eb371680"	0.962751079379644
"Zm00001eb368980"	0.962762950466781
"Zm00001eb015200"	0.962849341449225
"Zm00001eb373400"	0.96290029277813
"Zm00001eb363580"	0.962972075836181
"Zm00001eb191980"	0.963303171860902
"Zm00001eb073200"	0.963318923692563
"Zm00001eb303080"	0.963330000311332
"Zm00001eb036640"	0.963646090128949
"Zm00001eb251370"	0.963687364114764
"Zm00001eb332720"	0.963721488466759
"Zm00001eb179290"	0.963829123453689
"Zm00001eb221050"	0.963920357711871
"Zm00001eb076160"	0.963962739319882
"Zm00001eb064230"	0.963968719036349
"Zm00001eb046310"	0.963979601170949
"Zm00001eb008800"	0.963982942972778
"Zm00001eb069130"	0.964067945413452
"Zm00001eb077760"	0.964174296910907
"Zm00001eb388180"	0.964190788291101
"Zm00001eb295490"	0.96420860794623
"Zm00001eb289530"	0.964259178835566
"Zm00001eb038400"	0.964327479629131
"Zm00001eb043350"	0.964355787774267
"Zm00001eb311110"	0.964370400018881
"Zm00001eb051910"	0.964389293290054
