""	"bwnet_30$colors"
"Zm00001eb081350"	"turquoise"
"Zm00001eb106060"	"green"
"Zm00001eb082270"	"paleturquoise"
"Zm00001eb058000"	"purple"
"Zm00001eb165870"	"turquoise"
"Zm00001eb340730"	"darkred"
"Zm00001eb104520"	"turquoise"
"Zm00001eb208390"	"red"
"Zm00001eb173390"	"yellow"
"Zm00001eb243690"	"purple"
"Zm00001eb408940"	"blue"
"Zm00001eb134020"	"cyan"
"Zm00001eb291320"	"blue"
"Zm00001eb376490"	"blue"
"Zm00001eb232980"	"darkred"
"Zm00001eb243840"	"blue"
"Zm00001eb251530"	"darkgrey"
"Zm00001eb005440"	"turquoise"
"Zm00001eb017830"	"green"
"Zm00001eb085010"	"brown"
"Zm00001eb207560"	"red"
"Zm00001eb274030"	"turquoise"
"Zm00001eb399580"	"blue"
"Zm00001eb068520"	"brown"
"Zm00001eb012360"	"brown"
"Zm00001eb364700"	"lightcyan"
"Zm00001eb026420"	"red"
"Zm00001eb126640"	"darkgreen"
"Zm00001eb283840"	"greenyellow"
"Zm00001eb061880"	"blue"
"Zm00001eb067200"	"black"
"Zm00001eb139960"	"blue"
"Zm00001eb286910"	"midnightblue"
"Zm00001eb014750"	"darkorange2"
"Zm00001eb269570"	"brown"
"Zm00001eb356330"	"grey"
"Zm00001eb160120"	"yellow"
"Zm00001eb236850"	"brown"
"Zm00001eb236880"	"turquoise"
"Zm00001eb146530"	"blue"
"Zm00001eb208500"	"turquoise"
"Zm00001eb281510"	"turquoise"
"Zm00001eb008640"	"turquoise"
"Zm00001eb093430"	"turquoise"
"Zm00001eb177980"	"blue"
"Zm00001eb389910"	"skyblue"
"Zm00001eb208040"	"blue"
"Zm00001eb266340"	"brown"
"Zm00001eb006040"	"royalblue"
"Zm00001eb359670"	"black"
"Zm00001eb005340"	"midnightblue"
"Zm00001eb404660"	"skyblue"
"Zm00001eb022240"	"royalblue"
"Zm00001eb368390"	"turquoise"
"Zm00001eb361070"	"turquoise"
"Zm00001eb059780"	"turquoise"
"Zm00001eb072330"	"red"
"Zm00001eb275120"	"turquoise"
"Zm00001eb189970"	"blue"
"Zm00001eb256110"	"yellow"
"Zm00001eb007960"	"brown"
"Zm00001eb244720"	"black"
"Zm00001eb397900"	"red"
"Zm00001eb347190"	"brown"
"Zm00001eb316790"	"salmon"
"Zm00001eb198620"	"midnightblue"
"Zm00001eb059800"	"salmon"
"Zm00001eb220370"	"turquoise"
"Zm00001eb283770"	"yellow"
"Zm00001eb345400"	"red"
"Zm00001eb049750"	"green"
"Zm00001eb121420"	"midnightblue"
"Zm00001eb312390"	"purple"
"Zm00001eb137920"	"yellow"
"Zm00001eb281080"	"tan"
"Zm00001eb404100"	"blue"
"Zm00001eb334440"	"tan"
"Zm00001eb388020"	"brown"
"Zm00001eb187630"	"royalblue"
"Zm00001eb185650"	"magenta"
"Zm00001eb186920"	"turquoise"
"Zm00001eb314010"	"black"
"Zm00001eb058940"	"red"
"Zm00001eb354280"	"brown"
"Zm00001eb141560"	"brown"
"Zm00001eb169280"	"purple"
"Zm00001eb224060"	"turquoise"
"Zm00001eb304750"	"turquoise"
"Zm00001eb042780"	"turquoise"
"Zm00001eb007820"	"blue"
"Zm00001eb094320"	"yellow"
"Zm00001eb154040"	"purple"
"Zm00001eb173930"	"salmon"
"Zm00001eb230490"	"darkgreen"
"Zm00001eb286330"	"yellow"
"Zm00001eb340400"	"brown"
"Zm00001eb410630"	"greenyellow"
"Zm00001eb003020"	"turquoise"
"Zm00001eb162530"	"turquoise"
"Zm00001eb219080"	"darkmagenta"
"Zm00001eb227850"	"turquoise"
"Zm00001eb319560"	"turquoise"
"Zm00001eb356080"	"blue"
"Zm00001eb319410"	"blue"
"Zm00001eb090350"	"red"
"Zm00001eb173820"	"red"
"Zm00001eb395630"	"green"
"Zm00001eb412290"	"brown"
"Zm00001eb128680"	"red"
"Zm00001eb145670"	"lightcyan"
"Zm00001eb140160"	"darkred"
"Zm00001eb250380"	"blue"
"Zm00001eb399210"	"green"
"Zm00001eb384950"	"blue"
"Zm00001eb386870"	"red"
"Zm00001eb433490"	"turquoise"
"Zm00001eb012780"	"turquoise"
"Zm00001eb167370"	"grey60"
"Zm00001eb365950"	"blue"
"Zm00001eb053190"	"green"
"Zm00001eb128010"	"red"
"Zm00001eb143350"	"blue"
"Zm00001eb190130"	"turquoise"
"Zm00001eb202370"	"black"
"Zm00001eb094410"	"brown"
"Zm00001eb110630"	"blue"
"Zm00001eb118790"	"brown"
"Zm00001eb126680"	"brown"
"Zm00001eb173900"	"turquoise"
"Zm00001eb322970"	"yellow"
"Zm00001eb327310"	"greenyellow"
"Zm00001eb393920"	"pink"
"Zm00001eb409430"	"lightsteelblue1"
"Zm00001eb077700"	"green"
"Zm00001eb210500"	"midnightblue"
"Zm00001eb006310"	"magenta"
"Zm00001eb200250"	"turquoise"
"Zm00001eb265500"	"green"
"Zm00001eb365760"	"blue"
"Zm00001eb084630"	"greenyellow"
"Zm00001eb271200"	"turquoise"
"Zm00001eb198950"	"midnightblue"
"Zm00001eb229530"	"royalblue"
"Zm00001eb299300"	"greenyellow"
"Zm00001eb403560"	"red"
"Zm00001eb006680"	"magenta"
"Zm00001eb079750"	"yellow"
"Zm00001eb280810"	"blue"
"Zm00001eb011460"	"green"
"Zm00001eb377970"	"green"
"Zm00001eb005860"	"turquoise"
"Zm00001eb109670"	"blue"
"Zm00001eb195960"	"blue"
"Zm00001eb328920"	"brown"
"Zm00001eb337890"	"brown"
"Zm00001eb138110"	"skyblue3"
"Zm00001eb415760"	"pink"
"Zm00001eb159120"	"blue"
"Zm00001eb013450"	"red"
"Zm00001eb028560"	"orange"
"Zm00001eb181690"	"blue"
"Zm00001eb093320"	"thistle1"
"Zm00001eb288940"	"turquoise"
"Zm00001eb345630"	"black"
"Zm00001eb405350"	"lightsteelblue1"
"Zm00001eb333260"	"darkred"
"Zm00001eb094460"	"yellow"
"Zm00001eb410330"	"turquoise"
"Zm00001eb167850"	"red"
"Zm00001eb397660"	"magenta"
"Zm00001eb230310"	"black"
"Zm00001eb238020"	"red"
"Zm00001eb258330"	"darkorange2"
"Zm00001eb300280"	"green"
"Zm00001eb336730"	"blue"
"Zm00001eb342360"	"black"
"Zm00001eb374990"	"turquoise"
"Zm00001eb430300"	"lightcyan"
"Zm00001eb043850"	"saddlebrown"
"Zm00001eb267510"	"lightyellow"
"Zm00001eb403460"	"pink"
"Zm00001eb066870"	"greenyellow"
"Zm00001eb218720"	"brown"
"Zm00001eb318570"	"turquoise"
"Zm00001eb425720"	"brown"
"Zm00001eb043960"	"magenta"
"Zm00001eb064540"	"yellow"
"Zm00001eb066000"	"brown"
"Zm00001eb199550"	"black"
"Zm00001eb365580"	"blue"
"Zm00001eb386270"	"blue"
"Zm00001eb061990"	"brown"
"Zm00001eb252760"	"green"
"Zm00001eb013690"	"brown"
"Zm00001eb127790"	"pink"
"Zm00001eb321280"	"red"
"Zm00001eb157230"	"yellow"
"Zm00001eb325370"	"yellowgreen"
"Zm00001eb363610"	"turquoise"
"Zm00001eb406060"	"greenyellow"
"Zm00001eb316910"	"blue"
"Zm00001eb079430"	"lightgreen"
"Zm00001eb098100"	"yellow"
"Zm00001eb120630"	"darkslateblue"
"Zm00001eb400610"	"turquoise"
"Zm00001eb414570"	"green"
"Zm00001eb206880"	"plum1"
"Zm00001eb190190"	"salmon"
"Zm00001eb398250"	"black"
"Zm00001eb044470"	"purple"
"Zm00001eb178960"	"grey"
"Zm00001eb324260"	"brown"
"Zm00001eb337030"	"red"
"Zm00001eb015000"	"turquoise"
"Zm00001eb292230"	"turquoise"
"Zm00001eb319610"	"turquoise"
"Zm00001eb021350"	"salmon"
"Zm00001eb028310"	"yellow"
"Zm00001eb420350"	"darkorange"
"Zm00001eb248750"	"black"
"Zm00001eb047140"	"red"
"Zm00001eb176940"	"turquoise"
"Zm00001eb424650"	"tan"
"Zm00001eb230950"	"darkgreen"
"Zm00001eb317630"	"thistle2"
"Zm00001eb149940"	"red"
"Zm00001eb313370"	"yellow"
"Zm00001eb407890"	"black"
"Zm00001eb135290"	"blue"
"Zm00001eb036440"	"blue"
"Zm00001eb051770"	"bisque4"
"Zm00001eb164950"	"blue"
"Zm00001eb406890"	"turquoise"
"Zm00001eb067560"	"blue"
"Zm00001eb201910"	"darkgreen"
"Zm00001eb241880"	"brown"
"Zm00001eb383780"	"royalblue"
"Zm00001eb398340"	"skyblue3"
"Zm00001eb161460"	"turquoise"
"Zm00001eb250670"	"royalblue"
"Zm00001eb336750"	"darkgrey"
"Zm00001eb005370"	"red"
"Zm00001eb111300"	"turquoise"
"Zm00001eb033140"	"black"
"Zm00001eb040870"	"grey60"
"Zm00001eb112900"	"green"
"Zm00001eb377150"	"skyblue"
"Zm00001eb268390"	"turquoise"
"Zm00001eb406730"	"pink"
"Zm00001eb144880"	"blue"
"Zm00001eb208220"	"magenta"
"Zm00001eb274960"	"green"
"Zm00001eb032640"	"yellow"
"Zm00001eb299950"	"blue"
"Zm00001eb397250"	"yellow"
"Zm00001eb127640"	"black"
"Zm00001eb162250"	"blue"
"Zm00001eb178890"	"yellow"
"Zm00001eb217130"	"red"
"Zm00001eb283800"	"pink"
"Zm00001eb386000"	"green"
"Zm00001eb430820"	"orangered4"
"Zm00001eb041750"	"brown"
"Zm00001eb375820"	"red"
"Zm00001eb390970"	"blue"
"Zm00001eb388080"	"black"
"Zm00001eb061500"	"blue"
"Zm00001eb151100"	"yellow"
"Zm00001eb159380"	"yellow"
"Zm00001eb246740"	"green"
"Zm00001eb321170"	"black"
"Zm00001eb020720"	"darkolivegreen"
"Zm00001eb021210"	"black"
"Zm00001eb151070"	"yellow"
"Zm00001eb389160"	"yellow"
"Zm00001eb014730"	"brown"
"Zm00001eb042370"	"red"
"Zm00001eb241730"	"red"
"Zm00001eb107420"	"brown"
"Zm00001eb241060"	"turquoise"
"Zm00001eb370870"	"darkgrey"
"Zm00001eb378520"	"magenta"
"Zm00001eb048390"	"yellow"
"Zm00001eb084300"	"magenta"
"Zm00001eb066140"	"blue"
"Zm00001eb292490"	"green"
"Zm00001eb020250"	"black"
"Zm00001eb212660"	"blue"
"Zm00001eb402240"	"blue"
"Zm00001eb182820"	"grey"
"Zm00001eb139760"	"brown"
"Zm00001eb262430"	"brown"
"Zm00001eb412150"	"darkgreen"
"Zm00001eb010860"	"green"
"Zm00001eb288130"	"brown"
"Zm00001eb388960"	"grey"
"Zm00001eb189550"	"pink"
"Zm00001eb206560"	"turquoise"
"Zm00001eb211520"	"blue"
"Zm00001eb365960"	"blue"
"Zm00001eb045730"	"green"
"Zm00001eb198810"	"red"
"Zm00001eb211170"	"black"
"Zm00001eb405860"	"magenta"
"Zm00001eb042150"	"brown"
"Zm00001eb106490"	"black"
"Zm00001eb416540"	"turquoise"
"Zm00001eb210200"	"turquoise"
"Zm00001eb215900"	"violet"
"Zm00001eb322370"	"turquoise"
"Zm00001eb412280"	"turquoise"
"Zm00001eb259280"	"black"
"Zm00001eb352780"	"brown"
"Zm00001eb133580"	"turquoise"
"Zm00001eb172120"	"salmon"
"Zm00001eb370230"	"green"
"Zm00001eb380630"	"brown"
"Zm00001eb053870"	"turquoise"
"Zm00001eb309040"	"green"
"Zm00001eb410870"	"blue"
"Zm00001eb089790"	"brown"
"Zm00001eb055200"	"floralwhite"
"Zm00001eb216800"	"darkgrey"
"Zm00001eb281700"	"blue"
"Zm00001eb095660"	"black"
"Zm00001eb173240"	"magenta"
"Zm00001eb282770"	"brown"
"Zm00001eb177060"	"turquoise"
"Zm00001eb333300"	"greenyellow"
"Zm00001eb023930"	"yellow"
"Zm00001eb166570"	"red"
"Zm00001eb221160"	"black"
"Zm00001eb144480"	"red"
"Zm00001eb153270"	"yellow"
"Zm00001eb166240"	"pink"
"Zm00001eb307470"	"yellow"
"Zm00001eb384940"	"black"
"Zm00001eb172900"	"black"
"Zm00001eb434250"	"brown"
"Zm00001eb038580"	"blue"
"Zm00001eb128490"	"yellow"
"Zm00001eb379330"	"blue"
"Zm00001eb000210"	"brown"
"Zm00001eb001510"	"brown4"
"Zm00001eb206500"	"yellow"
"Zm00001eb183100"	"red"
"Zm00001eb370620"	"purple"
"Zm00001eb417140"	"cyan"
"Zm00001eb036780"	"green"
"Zm00001eb097550"	"blue"
"Zm00001eb336160"	"yellow"
"Zm00001eb025540"	"green"
"Zm00001eb204300"	"pink"
"Zm00001eb243350"	"green"
"Zm00001eb387340"	"blue"
"Zm00001eb399570"	"black"
"Zm00001eb213480"	"black"
"Zm00001eb010340"	"grey"
"Zm00001eb358410"	"turquoise"
"Zm00001eb377210"	"orangered4"
"Zm00001eb072840"	"black"
"Zm00001eb107350"	"green"
"Zm00001eb035080"	"black"
"Zm00001eb182010"	"blue"
"Zm00001eb192780"	"magenta"
"Zm00001eb201880"	"green"
"Zm00001eb217340"	"blue"
"Zm00001eb346550"	"brown"
"Zm00001eb404680"	"brown"
"Zm00001eb033700"	"red"
"Zm00001eb159830"	"yellow"
"Zm00001eb347310"	"turquoise"
"Zm00001eb173650"	"brown"
"Zm00001eb064470"	"red"
"Zm00001eb190430"	"black"
"Zm00001eb267460"	"turquoise"
"Zm00001eb288180"	"green"
"Zm00001eb100770"	"purple"
"Zm00001eb195370"	"turquoise"
"Zm00001eb208350"	"turquoise"
"Zm00001eb086730"	"midnightblue"
"Zm00001eb047490"	"blue"
"Zm00001eb040700"	"blue"
"Zm00001eb178700"	"salmon"
"Zm00001eb320680"	"tan"
"Zm00001eb324750"	"yellow"
"Zm00001eb335810"	"purple"
"Zm00001eb107050"	"pink"
"Zm00001eb185630"	"red"
"Zm00001eb243000"	"magenta"
"Zm00001eb280680"	"black"
"Zm00001eb035390"	"grey"
"Zm00001eb221240"	"pink"
"Zm00001eb316640"	"skyblue"
"Zm00001eb343200"	"green"
"Zm00001eb158970"	"green"
"Zm00001eb170650"	"bisque4"
"Zm00001eb243450"	"salmon"
"Zm00001eb394290"	"green"
"Zm00001eb160190"	"turquoise"
"Zm00001eb268960"	"brown"
"Zm00001eb343120"	"salmon"
"Zm00001eb169240"	"brown"
"Zm00001eb357580"	"blue"
"Zm00001eb153020"	"purple"
"Zm00001eb416980"	"blue"
"Zm00001eb071170"	"greenyellow"
"Zm00001eb200870"	"green"
"Zm00001eb240620"	"turquoise"
"Zm00001eb328510"	"blue"
"Zm00001eb230080"	"turquoise"
"Zm00001eb045350"	"pink"
"Zm00001eb117400"	"greenyellow"
"Zm00001eb343240"	"green"
"Zm00001eb151870"	"magenta"
"Zm00001eb104980"	"brown"
"Zm00001eb212700"	"green"
"Zm00001eb319110"	"purple"
"Zm00001eb396950"	"brown"
"Zm00001eb029040"	"darkgrey"
"Zm00001eb124290"	"red"
"Zm00001eb184290"	"green"
"Zm00001eb156770"	"turquoise"
"Zm00001eb195340"	"turquoise"
"Zm00001eb074280"	"brown"
"Zm00001eb336410"	"purple"
"Zm00001eb405850"	"turquoise"
"Zm00001eb051830"	"lightyellow"
"Zm00001eb115120"	"brown"
"Zm00001eb157060"	"brown"
"Zm00001eb219260"	"brown"
"Zm00001eb220010"	"red"
"Zm00001eb030550"	"lightcyan"
"Zm00001eb124520"	"turquoise"
"Zm00001eb168340"	"blue"
"Zm00001eb281480"	"blue"
"Zm00001eb058800"	"red"
"Zm00001eb255830"	"blue"
"Zm00001eb315990"	"turquoise"
"Zm00001eb387770"	"turquoise"
"Zm00001eb387430"	"turquoise"
"Zm00001eb307280"	"cyan"
"Zm00001eb161660"	"royalblue"
"Zm00001eb063470"	"black"
"Zm00001eb347960"	"lightyellow"
"Zm00001eb351060"	"red"
"Zm00001eb042160"	"turquoise"
"Zm00001eb121740"	"blue"
"Zm00001eb150510"	"salmon"
"Zm00001eb408880"	"yellow"
"Zm00001eb051140"	"blue"
"Zm00001eb108600"	"brown"
"Zm00001eb218590"	"red"
"Zm00001eb032930"	"brown"
"Zm00001eb061810"	"blue"
"Zm00001eb081550"	"yellow"
"Zm00001eb176680"	"red"
"Zm00001eb208910"	"turquoise"
"Zm00001eb390640"	"blue"
"Zm00001eb420940"	"brown"
"Zm00001eb075980"	"turquoise"
"Zm00001eb393160"	"lightcyan"
"Zm00001eb034050"	"purple"
"Zm00001eb109140"	"blue"
"Zm00001eb273620"	"lightyellow"
"Zm00001eb229880"	"yellow"
"Zm00001eb016640"	"blue"
"Zm00001eb152520"	"yellow"
"Zm00001eb177880"	"grey"
"Zm00001eb047240"	"red"
"Zm00001eb049850"	"black"
"Zm00001eb016850"	"magenta"
"Zm00001eb033190"	"yellow"
"Zm00001eb274240"	"blue"
"Zm00001eb361620"	"salmon"
"Zm00001eb381590"	"salmon"
"Zm00001eb421140"	"pink"
"Zm00001eb049170"	"brown"
"Zm00001eb319960"	"green"
"Zm00001eb157260"	"darkorange"
"Zm00001eb214300"	"white"
"Zm00001eb303990"	"lightcyan"
"Zm00001eb355300"	"darkturquoise"
"Zm00001eb010710"	"brown"
"Zm00001eb038600"	"red"
"Zm00001eb117280"	"blue"
"Zm00001eb207970"	"blue"
"Zm00001eb243260"	"red"
"Zm00001eb322670"	"magenta"
"Zm00001eb009660"	"royalblue"
"Zm00001eb011200"	"blue"
"Zm00001eb354090"	"brown"
"Zm00001eb168120"	"turquoise"
"Zm00001eb235930"	"pink"
"Zm00001eb351780"	"grey"
"Zm00001eb415650"	"lightyellow"
"Zm00001eb257610"	"magenta"
"Zm00001eb085050"	"purple"
"Zm00001eb122000"	"cyan"
"Zm00001eb122340"	"pink"
"Zm00001eb057440"	"red"
"Zm00001eb281240"	"pink"
"Zm00001eb117770"	"green"
"Zm00001eb149120"	"yellow"
"Zm00001eb158200"	"blue"
"Zm00001eb211790"	"blue"
"Zm00001eb258820"	"red"
"Zm00001eb338070"	"skyblue"
"Zm00001eb348140"	"yellow"
"Zm00001eb418210"	"brown"
"Zm00001eb074120"	"royalblue"
"Zm00001eb222280"	"yellow"
"Zm00001eb378970"	"brown"
"Zm00001eb052850"	"lightcyan"
"Zm00001eb218020"	"darkslateblue"
"Zm00001eb420720"	"brown"
"Zm00001eb104710"	"steelblue"
"Zm00001eb007590"	"turquoise"
"Zm00001eb213010"	"pink"
"Zm00001eb302910"	"turquoise"
"Zm00001eb062040"	"turquoise"
"Zm00001eb395410"	"red"
"Zm00001eb053460"	"turquoise"
"Zm00001eb146160"	"purple"
"Zm00001eb342410"	"yellow"
"Zm00001eb298370"	"turquoise"
"Zm00001eb357600"	"turquoise"
"Zm00001eb054290"	"red"
"Zm00001eb095370"	"darkgrey"
"Zm00001eb423980"	"ivory"
"Zm00001eb231610"	"turquoise"
"Zm00001eb012330"	"turquoise"
"Zm00001eb333800"	"green"
"Zm00001eb114310"	"brown"
"Zm00001eb135930"	"tan"
"Zm00001eb148280"	"green"
"Zm00001eb258970"	"black"
"Zm00001eb301070"	"tan"
"Zm00001eb377420"	"grey"
"Zm00001eb022440"	"brown"
"Zm00001eb286950"	"cyan"
"Zm00001eb010550"	"yellow"
"Zm00001eb138250"	"turquoise"
"Zm00001eb237580"	"magenta"
"Zm00001eb100620"	"black"
"Zm00001eb304320"	"yellow"
"Zm00001eb154100"	"turquoise"
"Zm00001eb022040"	"purple"
"Zm00001eb008090"	"green"
"Zm00001eb052610"	"brown"
"Zm00001eb272360"	"green"
"Zm00001eb192400"	"yellow"
"Zm00001eb040450"	"black"
"Zm00001eb257330"	"turquoise"
"Zm00001eb073180"	"turquoise"
"Zm00001eb138900"	"brown"
"Zm00001eb075390"	"brown"
"Zm00001eb136720"	"darkorange"
"Zm00001eb191430"	"grey"
"Zm00001eb283520"	"turquoise"
"Zm00001eb424570"	"brown"
"Zm00001eb051370"	"darkgreen"
"Zm00001eb060070"	"turquoise"
"Zm00001eb173230"	"green"
"Zm00001eb195520"	"blue"
"Zm00001eb381830"	"grey"
"Zm00001eb076670"	"tan"
"Zm00001eb171240"	"red"
"Zm00001eb239210"	"red"
"Zm00001eb179120"	"green"
"Zm00001eb255570"	"blue"
"Zm00001eb217620"	"blue"
"Zm00001eb251170"	"yellow"
"Zm00001eb260150"	"blue"
"Zm00001eb316440"	"greenyellow"
"Zm00001eb410860"	"brown"
"Zm00001eb185040"	"brown"
"Zm00001eb150440"	"turquoise"
"Zm00001eb366040"	"grey60"
"Zm00001eb250700"	"green"
"Zm00001eb336450"	"grey"
"Zm00001eb072660"	"magenta"
"Zm00001eb269720"	"purple"
"Zm00001eb183530"	"red"
"Zm00001eb248150"	"green"
"Zm00001eb263000"	"grey"
"Zm00001eb286070"	"cyan"
"Zm00001eb339150"	"lightgreen"
"Zm00001eb120380"	"turquoise"
"Zm00001eb109800"	"magenta"
"Zm00001eb226270"	"brown"
"Zm00001eb186570"	"cyan"
"Zm00001eb121010"	"black"
"Zm00001eb382120"	"red"
"Zm00001eb005420"	"purple"
"Zm00001eb303850"	"turquoise"
"Zm00001eb320610"	"brown"
"Zm00001eb325920"	"blue"
"Zm00001eb121580"	"blue"
"Zm00001eb380960"	"blue"
"Zm00001eb079200"	"turquoise"
"Zm00001eb187730"	"grey60"
"Zm00001eb284080"	"purple"
"Zm00001eb401150"	"turquoise"
"Zm00001eb361230"	"green"
"Zm00001eb429440"	"pink"
"Zm00001eb164170"	"grey"
"Zm00001eb208100"	"red"
"Zm00001eb000980"	"blue"
"Zm00001eb046980"	"turquoise"
"Zm00001eb261890"	"yellow"
"Zm00001eb283470"	"turquoise"
"Zm00001eb188680"	"green"
"Zm00001eb230510"	"brown"
"Zm00001eb400630"	"pink"
"Zm00001eb052460"	"midnightblue"
"Zm00001eb353590"	"purple"
"Zm00001eb413270"	"red"
"Zm00001eb309350"	"turquoise"
"Zm00001eb411080"	"red"
"Zm00001eb042350"	"green"
"Zm00001eb393270"	"red"
"Zm00001eb189290"	"yellowgreen"
"Zm00001eb425020"	"white"
"Zm00001eb137800"	"yellowgreen"
"Zm00001eb145790"	"yellow"
"Zm00001eb031680"	"black"
"Zm00001eb109680"	"blue"
"Zm00001eb270030"	"blue"
"Zm00001eb294480"	"green"
"Zm00001eb313030"	"turquoise"
"Zm00001eb361330"	"turquoise"
"Zm00001eb064800"	"plum1"
"Zm00001eb266690"	"turquoise"
"Zm00001eb198850"	"red"
"Zm00001eb251310"	"turquoise"
"Zm00001eb294000"	"red"
"Zm00001eb162160"	"yellow"
"Zm00001eb291200"	"paleturquoise"
"Zm00001eb362420"	"green"
"Zm00001eb127890"	"royalblue"
"Zm00001eb220590"	"midnightblue"
"Zm00001eb291350"	"turquoise"
"Zm00001eb421180"	"darkgrey"
"Zm00001eb320340"	"grey60"
"Zm00001eb415000"	"turquoise"
"Zm00001eb161850"	"yellow"
"Zm00001eb348770"	"grey60"
"Zm00001eb397400"	"greenyellow"
"Zm00001eb091000"	"grey"
"Zm00001eb114070"	"brown"
"Zm00001eb122810"	"brown4"
"Zm00001eb280850"	"red"
"Zm00001eb308750"	"tan"
"Zm00001eb212460"	"brown"
"Zm00001eb364480"	"turquoise"
"Zm00001eb414180"	"orangered4"
"Zm00001eb006860"	"yellow"
"Zm00001eb138150"	"brown"
"Zm00001eb207380"	"brown"
"Zm00001eb352040"	"turquoise"
"Zm00001eb213330"	"turquoise"
"Zm00001eb432450"	"darkturquoise"
"Zm00001eb375480"	"bisque4"
"Zm00001eb042490"	"black"
"Zm00001eb334330"	"magenta"
"Zm00001eb402780"	"green"
"Zm00001eb129570"	"red"
"Zm00001eb374270"	"pink"
"Zm00001eb071070"	"red"
"Zm00001eb117610"	"tan"
"Zm00001eb314820"	"grey"
"Zm00001eb392970"	"blue"
"Zm00001eb014460"	"green"
"Zm00001eb147200"	"yellow"
"Zm00001eb226470"	"blue"
"Zm00001eb397350"	"green"
"Zm00001eb069570"	"darkred"
"Zm00001eb116750"	"blue"
"Zm00001eb306980"	"brown"
"Zm00001eb320360"	"turquoise"
"Zm00001eb323790"	"yellow"
"Zm00001eb008950"	"saddlebrown"
"Zm00001eb288350"	"turquoise"
"Zm00001eb366030"	"red"
"Zm00001eb063370"	"darkgrey"
"Zm00001eb295130"	"blue"
"Zm00001eb098590"	"saddlebrown"
"Zm00001eb147060"	"salmon4"
"Zm00001eb280480"	"green"
"Zm00001eb404820"	"pink"
"Zm00001eb191820"	"blue"
"Zm00001eb200730"	"turquoise"
"Zm00001eb252530"	"purple"
"Zm00001eb332510"	"white"
"Zm00001eb274710"	"turquoise"
"Zm00001eb363390"	"red"
"Zm00001eb385860"	"brown"
"Zm00001eb272160"	"turquoise"
"Zm00001eb372700"	"yellow"
"Zm00001eb026530"	"yellow"
"Zm00001eb212770"	"darkgrey"
"Zm00001eb170830"	"red"
"Zm00001eb387590"	"yellow"
"Zm00001eb120780"	"green"
"Zm00001eb237190"	"purple"
"Zm00001eb344890"	"turquoise"
"Zm00001eb410380"	"blue"
"Zm00001eb085610"	"brown"
"Zm00001eb257770"	"darkturquoise"
"Zm00001eb340170"	"red"
"Zm00001eb015680"	"lightgreen"
"Zm00001eb403360"	"turquoise"
"Zm00001eb034890"	"saddlebrown"
"Zm00001eb203790"	"blue"
"Zm00001eb255120"	"midnightblue"
"Zm00001eb215380"	"turquoise"
"Zm00001eb370260"	"green"
"Zm00001eb383910"	"brown"
"Zm00001eb158090"	"darkgreen"
"Zm00001eb413010"	"brown"
"Zm00001eb431870"	"skyblue3"
"Zm00001eb357160"	"lightgreen"
"Zm00001eb056300"	"turquoise"
"Zm00001eb064460"	"brown"
"Zm00001eb153480"	"red"
"Zm00001eb387270"	"midnightblue"
"Zm00001eb311940"	"green"
"Zm00001eb326360"	"violet"
"Zm00001eb163150"	"turquoise"
"Zm00001eb314040"	"tan"
"Zm00001eb403670"	"pink"
"Zm00001eb041170"	"black"
"Zm00001eb261870"	"blue"
"Zm00001eb210780"	"black"
"Zm00001eb343270"	"brown"
"Zm00001eb432800"	"red"
"Zm00001eb007570"	"yellow"
"Zm00001eb222510"	"red"
"Zm00001eb312740"	"darkred"
"Zm00001eb039830"	"turquoise"
"Zm00001eb091350"	"red"
"Zm00001eb219390"	"red"
"Zm00001eb288880"	"brown"
"Zm00001eb140940"	"red"
"Zm00001eb145320"	"blue"
"Zm00001eb248220"	"turquoise"
"Zm00001eb392750"	"tan"
"Zm00001eb077540"	"blue"
"Zm00001eb359190"	"blue"
"Zm00001eb008010"	"green"
"Zm00001eb044660"	"blue"
"Zm00001eb004990"	"red"
"Zm00001eb182290"	"red"
"Zm00001eb009150"	"grey"
"Zm00001eb154780"	"blue"
"Zm00001eb233840"	"bisque4"
"Zm00001eb313970"	"salmon"
"Zm00001eb108440"	"red"
"Zm00001eb225440"	"red"
"Zm00001eb094970"	"black"
"Zm00001eb014210"	"brown"
"Zm00001eb213700"	"pink"
"Zm00001eb271420"	"turquoise"
"Zm00001eb119030"	"lightgreen"
"Zm00001eb249730"	"blue"
"Zm00001eb070760"	"yellow"
"Zm00001eb033390"	"grey"
"Zm00001eb060170"	"darkturquoise"
"Zm00001eb035720"	"brown"
"Zm00001eb065710"	"sienna3"
"Zm00001eb174980"	"yellow"
"Zm00001eb002950"	"grey"
"Zm00001eb119390"	"green"
"Zm00001eb179340"	"orangered4"
"Zm00001eb266360"	"turquoise"
"Zm00001eb320670"	"pink"
"Zm00001eb040560"	"black"
"Zm00001eb118140"	"darkturquoise"
"Zm00001eb153730"	"yellow"
"Zm00001eb284350"	"magenta"
"Zm00001eb149010"	"brown"
"Zm00001eb321450"	"green"
"Zm00001eb360650"	"brown"
"Zm00001eb290910"	"blue"
"Zm00001eb029740"	"brown"
"Zm00001eb311620"	"brown"
"Zm00001eb399460"	"red"
"Zm00001eb249240"	"turquoise"
"Zm00001eb259890"	"blue"
"Zm00001eb253280"	"turquoise"
"Zm00001eb040680"	"turquoise"
