ENSEMBL_GeneID,C_6_Tol_1,C_6_Tol_2,T_6_Tol_1,T_6_Tol_2
Zm00001eb225990,7,5,4,10
Zm00001eb226000,166,159,298,304
Zm00001eb226010,0,0,0,0
Zm00001eb226020,67,91,83,71
Zm00001eb226030,138,145,291,258
Zm00001eb226040,483,527,662,626
Zm00001eb226060,693,756,452,430
Zm00001eb226070,77,108,110,110
Zm00001eb226080,7,10,12,11
Zm00001eb226090,0,0,0,0
Zm00001eb226100,11,20,8,3
Zm00001eb226110,298,339,340,311
Zm00001eb226120,208,168,112,136
Zm00001eb226140,1,0,5,3
Zm00001eb226150,495,483,578,527
Zm00001eb226160,955,962,906,970
Zm00001eb226170,44,33,50,40
Zm00001eb226180,24,22,13,15
Zm00001eb226190,68,53,43,33
Zm00001eb226200,2,0,1,0
Zm00001eb226210,289,283,319,303
Zm00001eb226220,24,36,32,27
Zm00001eb226230,464,477,750,828
Zm00001eb226240,274,243,335,347
Zm00001eb226250,0,0,0,1
Zm00001eb226260,311,311,361,333
Zm00001eb226270,196,212,158,168
Zm00001eb226280,8,14,12,4
Zm00001eb226290,21,26,27,19
Zm00001eb226300,0,0,5,1
Zm00001eb226310,11,11,11,5
Zm00001eb226320,0,0,1,1
Zm00001eb226330,4,7,6,0
Zm00001eb226340,0,0,0,0
Zm00001eb226350,0,0,0,0
Zm00001eb226360,6,7,5,4
Zm00001eb226370,3,0,3,1
Zm00001eb226380,146,135,160,182
Zm00001eb226390,467,457,575,584
Zm00001eb226400,15,7,6,8
Zm00001eb226410,0,0,0,0
Zm00001eb226420,12,13,11,10
Zm00001eb226430,157,160,255,256
Zm00001eb226440,179,134,390,371
Zm00001eb226450,3,0,3,8
Zm00001eb226460,0,0,0,0
Zm00001eb226470,227,268,358,366
Zm00001eb226480,0,0,0,0
Zm00001eb226490,3403,3390,1180,1234
Zm00001eb226510,0,0,1,2
Zm00001eb226520,0,0,0,0
Zm00001eb226530,350,348,539,553
Zm00001eb226540,0,0,0,0
Zm00001eb226550,80,69,39,64
Zm00001eb226560,645,613,1071,1077
Zm00001eb226570,1,0,0,0
Zm00001eb226580,0,0,0,0
Zm00001eb226590,2,1,0,0
Zm00001eb226600,10,4,6,10
Zm00001eb226610,0,0,0,0
Zm00001eb226630,1,0,1,3
Zm00001eb226640,723,730,1135,1180
Zm00001eb226650,442,440,474,434
Zm00001eb226660,136,136,112,109
Zm00001eb226670,14,12,7,19
Zm00001eb226680,11,23,7,4
Zm00001eb226690,18,13,18,11
Zm00001eb226700,52,50,48,46
Zm00001eb226710,146,127,59,71
Zm00001eb226720,144,132,173,189
Zm00001eb226730,559,541,657,706
Zm00001eb226740,569,623,697,805
Zm00001eb226760,4,4,7,6
Zm00001eb226770,744,718,794,817
Zm00001eb226780,198,204,193,216
Zm00001eb226800,67,70,83,58
Zm00001eb226810,95,94,77,85
Zm00001eb226820,530,567,956,963
Zm00001eb226830,56,76,60,72
Zm00001eb226840,96,103,84,84
Zm00001eb226850,544,532,689,669
Zm00001eb226870,1008,922,1546,1522
Zm00001eb226880,0,0,0,0
Zm00001eb226890,3,1,3,0
Zm00001eb226900,694,738,864,945
Zm00001eb226920,4322,4180,5868,5929
Zm00001eb226930,265,277,177,165
Zm00001eb226940,0,0,0,0
Zm00001eb226960,0,0,0,0
Zm00001eb226970,0,0,0,0
Zm00001eb226980,4,2,2,2
Zm00001eb226990,3368,3513,6689,6981
Zm00001eb227000,1,1,0,0
Zm00001eb227010,1,1,4,2
Zm00001eb227020,103,104,35,19
Zm00001eb227030,43,36,31,42
Zm00001eb227040,368,423,500,460
Zm00001eb227060,0,1,0,0
Zm00001eb227070,136,150,104,93
Zm00001eb227080,76,82,65,90
Zm00001eb227090,580,558,789,735
Zm00001eb227100,1156,1260,1962,1873
Zm00001eb227120,1,1,4,0
Zm00001eb227130,360,339,331,365
Zm00001eb227140,3,0,1,0
Zm00001eb227150,114,129,100,123
Zm00001eb227160,221,213,267,251
Zm00001eb227170,1,3,0,0
Zm00001eb227180,218,247,302,244
Zm00001eb227190,0,0,0,0
Zm00001eb227200,533,568,763,849
Zm00001eb227210,76,87,59,62
Zm00001eb227220,59,68,46,53
Zm00001eb227230,0,1,2,9
Zm00001eb227240,198,247,328,338
Zm00001eb227270,0,0,0,0
Zm00001eb227280,0,0,0,0
Zm00001eb227290,0,0,0,0
Zm00001eb227300,0,0,0,0
Zm00001eb227310,1302,1225,773,767
Zm00001eb227320,175,154,342,349
Zm00001eb227330,25,33,26,29
Zm00001eb227340,228,229,202,193
Zm00001eb227350,188,222,394,336
Zm00001eb227360,31,38,19,11
Zm00001eb227380,1211,1203,1444,1346
Zm00001eb227390,32,44,27,26
Zm00001eb227400,994,1060,1415,1444
Zm00001eb227410,40,38,33,40
Zm00001eb227420,74,48,49,54
Zm00001eb227430,296,310,483,506
Zm00001eb227450,0,0,0,0
Zm00001eb227460,791,783,1020,1058
Zm00001eb227470,2603,2609,3838,3612
Zm00001eb227480,0,0,0,0
Zm00001eb227490,0,2,0,0
Zm00001eb227500,100,86,87,69
Zm00001eb227520,0,0,0,0
Zm00001eb227530,0,0,0,0
Zm00001eb227540,27,29,27,40
Zm00001eb227560,135,130,230,231
Zm00001eb227580,1,4,13,19
Zm00001eb227590,1,1,1,3
Zm00001eb227600,297,288,320,314
Zm00001eb227610,10,7,8,6
Zm00001eb227630,59,73,69,51
Zm00001eb227640,356,359,578,596
Zm00001eb227660,371,347,475,499
Zm00001eb227670,71,66,63,68
Zm00001eb227680,20,23,11,13
Zm00001eb227690,69,69,32,46
Zm00001eb227700,125,156,109,128
Zm00001eb227710,590,574,934,930
Zm00001eb227720,26,42,88,103
Zm00001eb227730,278,266,470,473
Zm00001eb227740,0,0,0,0
Zm00001eb227750,0,0,0,0
Zm00001eb227760,352,330,836,894
Zm00001eb227770,93,94,110,102
Zm00001eb227780,330,331,498,560
Zm00001eb227790,656,661,790,827
Zm00001eb227800,40,33,87,85
Zm00001eb227810,186,165,267,297
Zm00001eb227820,294,298,329,289
Zm00001eb227830,824,870,496,581
Zm00001eb227840,0,0,0,0
Zm00001eb227850,194,205,254,282
Zm00001eb227870,0,0,0,0
Zm00001eb227880,0,0,0,0
Zm00001eb227890,0,0,0,0
Zm00001eb227900,0,0,0,0
Zm00001eb227910,0,0,0,0
Zm00001eb227920,185,157,274,240
Zm00001eb227930,1201,1282,1423,1442
Zm00001eb227940,1347,1294,1733,1673
Zm00001eb227950,525,513,653,632
Zm00001eb227960,0,0,2,0
Zm00001eb227970,47,38,70,93
Zm00001eb227980,449,486,492,506
Zm00001eb227990,0,0,0,0
Zm00001eb228000,38,51,60,51
Zm00001eb228010,236,244,266,271
Zm00001eb228020,147,162,116,112
Zm00001eb228030,9,14,10,11
Zm00001eb228040,96,91,86,87
Zm00001eb228050,733,749,1257,1238
Zm00001eb228060,454,458,602,539
Zm00001eb228070,370,351,726,712
Zm00001eb228080,221,239,505,510
Zm00001eb228090,94,92,57,51
Zm00001eb228100,210,200,67,57
Zm00001eb228120,1256,1150,909,901
Zm00001eb228130,83,75,105,114
Zm00001eb228140,117,128,72,79
Zm00001eb228160,188,167,109,112
Zm00001eb228170,258,269,453,453
Zm00001eb228180,329,345,269,260
Zm00001eb228190,716,668,852,961
Zm00001eb228200,0,0,0,0
Zm00001eb228210,0,0,0,0
Zm00001eb228220,31,21,16,19
Zm00001eb228230,113,85,52,64
Zm00001eb228240,11,8,15,5
Zm00001eb228250,7,9,10,13
Zm00001eb228260,0,0,0,0
Zm00001eb228270,638,728,783,756
Zm00001eb228280,365,347,388,378
Zm00001eb228290,312,313,183,205
Zm00001eb228300,524,587,789,741
Zm00001eb228310,285,296,228,260
Zm00001eb228320,741,691,1628,1770
Zm00001eb228330,102,123,51,74
Zm00001eb228340,460,484,738,706
Zm00001eb228350,236,249,696,709
Zm00001eb228360,1,1,0,0
Zm00001eb228370,7985,8027,3306,3320
Zm00001eb228380,0,0,0,0
Zm00001eb228390,2,2,1,3
Zm00001eb228400,0,0,0,0
Zm00001eb228410,0,0,0,0
Zm00001eb228420,0,0,0,0
Zm00001eb228430,4,1,0,4
Zm00001eb228440,0,0,0,0
Zm00001eb228450,4,4,25,31
Zm00001eb228460,0,0,0,0
Zm00001eb228470,3,1,0,0
Zm00001eb228480,57,67,41,42
Zm00001eb228490,90,100,222,259
Zm00001eb228500,1,0,4,2
Zm00001eb228510,0,0,0,0
Zm00001eb228520,14,23,9,9
Zm00001eb228530,868,852,976,1042
Zm00001eb228540,206,193,267,186
Zm00001eb228550,36,29,27,53
Zm00001eb228560,0,0,0,0
Zm00001eb228570,2507,2698,2221,2208
Zm00001eb228580,150,142,169,189
Zm00001eb228590,22,39,36,17
Zm00001eb228600,88,90,77,60
Zm00001eb228610,176,165,219,219
Zm00001eb228620,12677,12788,15756,15942
Zm00001eb228630,0,0,0,0
Zm00001eb228650,398,371,434,427
Zm00001eb228660,1221,1157,1100,1129
Zm00001eb228670,81,70,1331,1293
Zm00001eb228680,479,445,565,554
Zm00001eb228690,650,678,629,589
Zm00001eb228700,1820,1834,1384,1292
Zm00001eb228710,31,29,35,35
Zm00001eb228720,61,65,84,85
Zm00001eb228730,0,0,0,1
Zm00001eb228740,1,2,2,0
Zm00001eb228750,29,13,33,43
Zm00001eb228760,9,8,9,18
Zm00001eb228770,22,25,23,29
Zm00001eb228780,1311,1251,1074,1069
Zm00001eb228790,1283,1438,1729,1756
Zm00001eb228800,132,160,140,130
Zm00001eb228810,214,202,299,316
Zm00001eb228820,1,2,0,2
Zm00001eb228830,242,229,435,400
Zm00001eb228840,8,7,8,11
Zm00001eb228850,10,10,10,8
Zm00001eb228860,5,4,6,1
Zm00001eb228870,1,4,2,6
Zm00001eb228880,0,0,0,0
Zm00001eb228890,2,0,2,0
Zm00001eb228900,155,159,170,165
Zm00001eb228910,909,934,1009,1064
Zm00001eb228920,172,204,488,524
Zm00001eb228930,65,61,83,66
Zm00001eb228940,370,328,532,491
Zm00001eb228950,0,0,0,1
Zm00001eb228960,309,297,528,550
Zm00001eb228970,122,119,97,87
Zm00001eb228990,1094,1142,1202,1149
Zm00001eb229000,168,171,210,220
Zm00001eb229010,680,681,563,583
Zm00001eb229020,739,771,933,838
Zm00001eb229030,53,67,40,38
Zm00001eb229050,806,724,632,633
Zm00001eb229060,899,826,812,748
Zm00001eb229070,357,397,358,350
Zm00001eb229080,0,0,0,0
Zm00001eb229100,398,424,474,476
Zm00001eb229110,3,3,4,2
Zm00001eb229120,374,394,329,324
Zm00001eb229140,471,434,407,392
Zm00001eb229150,1,0,1,0
Zm00001eb229160,0,0,0,0
Zm00001eb229170,495,490,625,561
Zm00001eb229180,422,401,384,398
Zm00001eb229190,961,1040,13,12
Zm00001eb229200,22,29,16,19
Zm00001eb229230,0,0,0,0
Zm00001eb229240,497,452,221,264
Zm00001eb229250,30,37,11,10
Zm00001eb229260,404,414,547,537
Zm00001eb229270,2103,2053,1686,1703
Zm00001eb229280,0,0,0,0
Zm00001eb229290,387,394,525,514
Zm00001eb229310,115,113,152,146
Zm00001eb229320,494,473,856,914
Zm00001eb229330,0,0,0,0
Zm00001eb229340,1,1,4,9
Zm00001eb229350,1,0,2,3
Zm00001eb229360,4,6,13,14
Zm00001eb229370,0,0,1,1
Zm00001eb229380,0,0,0,0
Zm00001eb229390,330,330,232,225
Zm00001eb229400,205,210,217,227
Zm00001eb229410,808,804,541,542
Zm00001eb229420,9,4,5,17
Zm00001eb229430,0,0,0,0
Zm00001eb229440,21,20,7,7
Zm00001eb229450,1236,1272,1689,1746
Zm00001eb229460,8209,8283,8339,8625
Zm00001eb229470,2,0,0,0
Zm00001eb229480,274,281,389,418
Zm00001eb229490,0,0,0,0
Zm00001eb229500,0,0,0,0
Zm00001eb229510,225,212,378,357
Zm00001eb229520,195,161,265,313
Zm00001eb229530,230,217,181,212
Zm00001eb229540,536,543,777,811
Zm00001eb229550,10044,10287,16306,16086
Zm00001eb229570,12,12,3,4
Zm00001eb229580,1,0,1,0
Zm00001eb229590,0,0,0,0
Zm00001eb229600,37,17,77,62
Zm00001eb229610,478,446,482,461
Zm00001eb229620,69,71,66,58
Zm00001eb229630,827,878,1247,1190
Zm00001eb229640,112,132,97,95
Zm00001eb229650,383,356,282,306
Zm00001eb229660,281,292,225,222
Zm00001eb229670,545,512,344,342
Zm00001eb229690,2952,2976,5497,5556
Zm00001eb229700,593,596,754,776
Zm00001eb229720,274,258,408,429
Zm00001eb229730,199,154,189,189
Zm00001eb229740,282,325,587,592
Zm00001eb229750,16,12,22,20
Zm00001eb229760,1745,1770,1199,1256
Zm00001eb229770,0,0,0,0
Zm00001eb229780,1,4,1,4
Zm00001eb229790,941,950,802,870
Zm00001eb229800,803,848,851,801
Zm00001eb229830,249,288,305,285
Zm00001eb229840,1,1,0,0
Zm00001eb229850,85,65,137,145
Zm00001eb229870,48,34,102,86
Zm00001eb229880,40,52,354,319
Zm00001eb229900,663,661,736,723
Zm00001eb229910,6,5,3,4
Zm00001eb229920,0,0,0,0
Zm00001eb229930,1722,1713,1974,2077
Zm00001eb229940,267,267,421,412
Zm00001eb229950,211,206,293,323
Zm00001eb229960,14,35,17,21
Zm00001eb229980,11,16,32,27
Zm00001eb229990,1219,1138,1117,1037
Zm00001eb230000,0,0,0,0
Zm00001eb230010,0,3,0,0
Zm00001eb230020,0,0,0,0
Zm00001eb230030,0,1,0,0
Zm00001eb230040,317,350,454,429
Zm00001eb230050,1026,1020,1731,1672
Zm00001eb230060,184,134,216,192
Zm00001eb230070,660,651,1602,1544
Zm00001eb230080,133,127,161,168
Zm00001eb230090,4,7,4,5
Zm00001eb230100,106,97,47,61
Zm00001eb230110,149,143,108,90
Zm00001eb230120,0,0,0,0
Zm00001eb230130,131,134,164,168
Zm00001eb230150,1,0,0,0
Zm00001eb230160,0,0,0,0
Zm00001eb230170,253,238,228,264
Zm00001eb230180,2,1,6,1
Zm00001eb230190,0,2,0,0
Zm00001eb230200,1,3,0,0
Zm00001eb230210,2,0,5,5
Zm00001eb230220,3,0,7,7
Zm00001eb230230,813,796,1218,1286
Zm00001eb230240,654,724,1064,1057
Zm00001eb230250,254,245,310,294
Zm00001eb230260,0,0,0,0
Zm00001eb230270,50,45,48,42
Zm00001eb230280,12,8,11,17
Zm00001eb230290,0,7,4,8
Zm00001eb230300,602,653,745,706
Zm00001eb230310,176,198,181,189
Zm00001eb230320,0,0,3,0
Zm00001eb230330,1,2,0,0
Zm00001eb230340,0,0,0,0
Zm00001eb230350,0,0,0,0
Zm00001eb230360,0,0,0,0
Zm00001eb230370,0,0,1,2
Zm00001eb230390,11,11,8,12
Zm00001eb230400,12,33,22,13
Zm00001eb230410,1,3,0,0
Zm00001eb230420,0,0,0,0
Zm00001eb230430,0,0,0,0
Zm00001eb230440,1,0,0,0
Zm00001eb230450,1,1,0,0
Zm00001eb230460,7,5,3,6
Zm00001eb230470,849,856,1043,1027
Zm00001eb230480,29,26,12,9
Zm00001eb230490,220,198,197,183
Zm00001eb230500,4,7,21,19
Zm00001eb230510,171,138,202,228
Zm00001eb230520,197,197,340,316
Zm00001eb230540,461,458,1094,1032
Zm00001eb230550,103,79,63,56
Zm00001eb230560,0,0,0,0
Zm00001eb230570,11,9,15,7
Zm00001eb230580,31,31,50,49
Zm00001eb230590,0,0,0,0
Zm00001eb230600,0,0,0,0
Zm00001eb230610,0,0,0,0
Zm00001eb230630,0,0,0,0
Zm00001eb230640,24,16,12,10
Zm00001eb230650,0,0,0,0
Zm00001eb230660,0,0,0,0
Zm00001eb230670,0,0,0,0
Zm00001eb230680,0,0,1,3
Zm00001eb230690,0,0,0,0
Zm00001eb230700,0,0,0,0
Zm00001eb230710,0,0,0,0
Zm00001eb230720,0,0,0,0
Zm00001eb230730,0,0,0,0
Zm00001eb230740,661,645,542,560
Zm00001eb230750,560,572,756,756
Zm00001eb230760,128,99,148,180
Zm00001eb230770,179,162,139,137
Zm00001eb230780,2099,2025,3522,3409
Zm00001eb230790,4,4,5,1
Zm00001eb230800,739,778,1485,1640
Zm00001eb230820,772,797,306,278
Zm00001eb230840,4,4,6,7
Zm00001eb230860,7,6,10,9
Zm00001eb230870,566,531,603,499
Zm00001eb230880,0,0,0,0
Zm00001eb230890,53,86,90,108
Zm00001eb230900,80,82,79,98
Zm00001eb230910,322,311,252,245
Zm00001eb230920,9,13,9,6
Zm00001eb230930,212,219,213,196
Zm00001eb230940,202,221,264,259
Zm00001eb230950,182,181,183,190
Zm00001eb230960,0,0,0,0
Zm00001eb230970,0,0,0,0
Zm00001eb231000,0,3,1,2
Zm00001eb231010,252,238,204,206
Zm00001eb231020,521,536,839,881
Zm00001eb231030,81,90,92,126
Zm00001eb231040,77,66,79,71
Zm00001eb231050,523,520,781,825
Zm00001eb231060,490,530,586,600
Zm00001eb231070,551,593,739,767
Zm00001eb231080,21,14,12,10
Zm00001eb231100,41,44,44,66
Zm00001eb231110,56,54,349,356
Zm00001eb231120,84,61,159,168
Zm00001eb231130,0,0,0,0
Zm00001eb231140,59,57,23,22
Zm00001eb231150,139,152,150,155
Zm00001eb231160,57,74,55,63
Zm00001eb231170,116,119,99,85
Zm00001eb231180,74,83,47,48
Zm00001eb231190,0,2,2,0
Zm00001eb231200,6,4,49,44
Zm00001eb231210,314,368,243,230
Zm00001eb231220,2736,2707,4752,4709
Zm00001eb231230,289,247,412,450
Zm00001eb231240,18,17,12,12
Zm00001eb231250,4176,4271,4412,4433
Zm00001eb231260,0,0,2,4
Zm00001eb231270,0,1,0,2
Zm00001eb231280,64,61,76,76
Zm00001eb231290,73,72,50,54
Zm00001eb231300,0,0,1,0
Zm00001eb231310,280,311,429,440
Zm00001eb231320,0,0,0,0
Zm00001eb231330,623,601,955,891
Zm00001eb231340,75,99,92,76
Zm00001eb231350,4,0,0,0
Zm00001eb231360,94,104,53,49
Zm00001eb231370,245,240,295,267
Zm00001eb231380,0,0,0,0
Zm00001eb231390,0,0,0,0
Zm00001eb231410,63,65,54,59
Zm00001eb231420,51,46,33,57
Zm00001eb231430,1565,1562,1962,1871
Zm00001eb231440,0,0,0,0
Zm00001eb231450,0,0,0,0
Zm00001eb231460,1516,1576,1783,1724
Zm00001eb231470,12,21,4,1
Zm00001eb231480,0,0,0,0
Zm00001eb231490,1297,1295,1286,1303
Zm00001eb231500,205,173,108,128
Zm00001eb231510,79,91,120,90
Zm00001eb231540,38,37,188,177
Zm00001eb231550,31,33,22,18
Zm00001eb231570,664,684,672,694
Zm00001eb231580,0,0,0,0
Zm00001eb231590,0,0,0,0
Zm00001eb231600,5,0,0,0
Zm00001eb231610,176,171,269,263
Zm00001eb231620,514,563,858,862
Zm00001eb231630,386,374,379,373
Zm00001eb231640,6,4,5,6
Zm00001eb231660,1,4,3,4
Zm00001eb231670,2,5,0,0
Zm00001eb231700,89,92,112,118
Zm00001eb231720,169,190,296,322
Zm00001eb231730,241,192,255,247
Zm00001eb231740,0,0,0,0
Zm00001eb231750,0,0,0,0
Zm00001eb231770,431,516,472,517
Zm00001eb231780,0,0,0,0
Zm00001eb231790,292,319,387,422
Zm00001eb231800,1098,1131,1125,1157
Zm00001eb231810,292,345,268,281
Zm00001eb231820,853,810,725,669
Zm00001eb231830,1621,1574,1668,1570
Zm00001eb231840,227,228,195,174
Zm00001eb231850,325,314,344,324
Zm00001eb231860,345,344,370,347
Zm00001eb231870,0,0,0,0
Zm00001eb231880,0,0,0,0
Zm00001eb231890,0,0,4,4
Zm00001eb231900,0,0,0,0
Zm00001eb231910,21,14,22,32
Zm00001eb231920,126,122,87,66
Zm00001eb231930,0,1,0,0
Zm00001eb231940,1,0,1,0
Zm00001eb231950,0,0,0,0
Zm00001eb231960,11,11,23,19
Zm00001eb231970,1,0,2,0
Zm00001eb231980,325,298,55,61
Zm00001eb231990,3,2,2,3
Zm00001eb232000,15,24,25,29
Zm00001eb232010,245,235,236,231
Zm00001eb232020,839,851,1237,1185
Zm00001eb232030,308,276,320,288
Zm00001eb232040,0,0,1,0
Zm00001eb232050,136,125,110,99
Zm00001eb232070,402,427,314,331
Zm00001eb232080,1,1,0,0
Zm00001eb232090,0,0,0,0
Zm00001eb232100,393,409,548,524
Zm00001eb232110,257,255,279,302
Zm00001eb232120,426,408,352,363
Zm00001eb232140,710,724,673,713
Zm00001eb232150,544,569,528,508
Zm00001eb232160,166,178,187,180
Zm00001eb232170,1287,1284,1187,1176
Zm00001eb232190,385,373,317,374
Zm00001eb232200,1181,1151,1601,1608
Zm00001eb232210,1,3,2,1
Zm00001eb232220,1945,1981,2309,2284
Zm00001eb232230,497,484,859,830
Zm00001eb232240,313,301,446,436
Zm00001eb232250,140,173,228,211
Zm00001eb232260,1366,1268,1200,1176
Zm00001eb232280,1,2,0,0
Zm00001eb232290,2635,2597,2430,2430
Zm00001eb232310,355,326,340,360
Zm00001eb232320,37,24,34,29
Zm00001eb232330,2,0,0,0
Zm00001eb232340,72,73,58,53
Zm00001eb232350,0,0,0,0
Zm00001eb232360,368,392,561,541
Zm00001eb232370,0,0,0,0
Zm00001eb232380,4,4,0,0
Zm00001eb232390,27,24,47,58
Zm00001eb232400,316,367,279,299
Zm00001eb232410,766,768,783,832
Zm00001eb232420,31,30,41,63
Zm00001eb232430,205,203,403,414
Zm00001eb232440,8,7,9,11
Zm00001eb232450,854,804,1264,1277
Zm00001eb232460,0,0,3,1
Zm00001eb232470,4,5,1,0
Zm00001eb232480,0,0,0,0
Zm00001eb232490,350,371,427,447
Zm00001eb232500,61,54,157,144
Zm00001eb232510,16,16,40,33
Zm00001eb232520,3714,3624,6061,6197
Zm00001eb232530,1282,1240,2603,2565
Zm00001eb232560,119,98,310,272
Zm00001eb232570,0,0,0,0
Zm00001eb232580,30,42,43,58
Zm00001eb232590,201,242,178,172
Zm00001eb232600,365,329,435,451
Zm00001eb232610,37,49,44,41
Zm00001eb232620,10,21,57,29
Zm00001eb232630,1,3,0,0
Zm00001eb232640,295,272,713,743
Zm00001eb232650,4,2,1,1
Zm00001eb232660,455,472,634,635
Zm00001eb232670,113,103,124,133
Zm00001eb232690,108,86,74,82
Zm00001eb232700,121,88,145,172
Zm00001eb232710,228,208,115,106
Zm00001eb232720,455,437,443,419
Zm00001eb232730,1,0,2,0
Zm00001eb232740,37,31,25,15
Zm00001eb232750,13,7,24,19
Zm00001eb232770,0,0,0,0
Zm00001eb232780,40,40,32,32
Zm00001eb232790,0,0,0,0
Zm00001eb232800,9,8,0,0
Zm00001eb232830,24,12,23,18
Zm00001eb232840,0,0,0,0
Zm00001eb232850,18,16,28,45
Zm00001eb232860,335,295,389,399
Zm00001eb232870,0,0,1,0
Zm00001eb232880,64,64,104,97
Zm00001eb232890,2,2,0,2
Zm00001eb232900,0,0,0,0
Zm00001eb232910,716,626,761,783
Zm00001eb232940,23,42,45,42
Zm00001eb232950,50,48,64,58
Zm00001eb232960,376,356,581,579
Zm00001eb232970,261,303,367,391
Zm00001eb232980,234,228,221,209
Zm00001eb232990,46,66,82,110
Zm00001eb233000,385,378,661,633
Zm00001eb233010,3,9,7,12
Zm00001eb233020,1340,1222,1640,1596
Zm00001eb233030,61,52,60,74
Zm00001eb233040,27,32,26,28
Zm00001eb233050,28,41,23,41
Zm00001eb233060,1067,1025,1928,1845
Zm00001eb233070,8648,8600,10214,10156
Zm00001eb233080,61,71,8,11
Zm00001eb233090,1626,1614,3213,3402
Zm00001eb233100,88,80,91,82
Zm00001eb233110,2,4,0,0
Zm00001eb233120,0,0,0,0
Zm00001eb233130,0,0,0,0
Zm00001eb233140,1658,1675,2542,2505
Zm00001eb233150,0,0,0,0
Zm00001eb233160,0,0,0,0
Zm00001eb233170,1144,1100,334,297
Zm00001eb233190,7,11,7,6
Zm00001eb233200,384,396,441,497
Zm00001eb233210,0,0,0,0
Zm00001eb233230,18,20,24,18
Zm00001eb233240,37,55,52,46
Zm00001eb233250,134,181,371,354
Zm00001eb233260,0,0,0,0
Zm00001eb233270,704,721,795,817
Zm00001eb233280,248,233,313,306
Zm00001eb233290,406,388,382,366
Zm00001eb233300,283,307,359,352
Zm00001eb233310,68,52,50,54
Zm00001eb233320,97,109,135,122
Zm00001eb233330,0,0,0,0
Zm00001eb233340,0,0,0,0
Zm00001eb233350,72,80,65,69
Zm00001eb233360,1,6,1,2
Zm00001eb233370,3,4,3,0
Zm00001eb233380,431,390,656,636
Zm00001eb233390,0,0,0,0
Zm00001eb233400,0,0,1,1
Zm00001eb233410,387,376,465,500
Zm00001eb233420,405,399,648,572
Zm00001eb233430,1,1,5,9
Zm00001eb233440,192,233,344,325
Zm00001eb233450,6052,6059,7592,7453
Zm00001eb233460,0,0,0,0
Zm00001eb233470,0,0,0,0
Zm00001eb233480,0,0,1,2
Zm00001eb233490,359,287,536,538
Zm00001eb233500,30,35,12,19
Zm00001eb233510,35,27,38,43
Zm00001eb233520,92,88,80,108
Zm00001eb233530,2567,2668,6355,6322
Zm00001eb233540,917,946,633,653
Zm00001eb233550,5,4,6,4
Zm00001eb233560,1,0,0,0
Zm00001eb233570,0,0,0,0
Zm00001eb233580,9,10,19,6
Zm00001eb233590,110,94,189,207
Zm00001eb233600,78,82,130,117
Zm00001eb233610,417,398,548,537
Zm00001eb233630,9,14,7,5
Zm00001eb233640,462,445,832,868
Zm00001eb233650,416,367,550,528
Zm00001eb233670,2,1,0,0
Zm00001eb233680,1,2,0,0
Zm00001eb233690,17,7,12,10
Zm00001eb233700,0,0,0,0
Zm00001eb233710,2,5,1,0
Zm00001eb233720,3785,3899,5029,4937
Zm00001eb233730,699,678,1380,1325
Zm00001eb233740,0,0,0,0
Zm00001eb233750,0,0,0,0
Zm00001eb233760,1000,969,619,655
Zm00001eb233770,642,636,822,796
Zm00001eb233790,1446,1394,2108,2239
Zm00001eb233800,171,202,298,315
Zm00001eb233810,0,0,0,0
Zm00001eb233820,0,0,0,0
Zm00001eb233830,937,971,1609,1650
Zm00001eb233840,155,182,230,179
Zm00001eb233850,9,8,1,3
Zm00001eb233860,10,12,21,20
Zm00001eb233880,1001,1045,1023,1016
Zm00001eb233890,3,12,14,11
Zm00001eb233900,7,8,8,3
Zm00001eb233910,218,228,301,276
Zm00001eb233920,106,92,133,128
Zm00001eb233930,7,9,2,1
Zm00001eb233940,565,548,722,767
Zm00001eb233960,235,214,141,169
Zm00001eb233980,240,215,185,195
Zm00001eb233990,0,0,0,0
Zm00001eb234000,0,0,0,0
Zm00001eb234010,226,205,209,242
Zm00001eb234020,94,113,122,127
Zm00001eb234030,353,340,369,409
Zm00001eb234050,227,217,395,378
Zm00001eb234060,274,317,455,407
Zm00001eb234070,10,4,11,10
Zm00001eb234080,267,284,260,281
Zm00001eb234090,269,308,419,376
Zm00001eb234110,1,5,0,0
Zm00001eb234120,402,368,669,632
Zm00001eb234130,114,118,70,59
Zm00001eb234140,0,1,1,1
Zm00001eb234150,98,88,95,68
Zm00001eb234160,412,449,394,379
Zm00001eb234170,1145,1123,1195,1208
Zm00001eb234180,4,3,3,4
Zm00001eb234190,573,546,845,821
Zm00001eb234200,150,137,148,115
Zm00001eb234210,2,2,0,0
Zm00001eb234220,0,0,0,1
Zm00001eb234230,10,11,8,18
Zm00001eb234240,33,24,49,49
Zm00001eb234250,2,1,1,1
Zm00001eb234260,146,106,123,134
Zm00001eb234270,470,437,532,515
Zm00001eb234280,12,13,9,8
Zm00001eb234310,253,195,287,236
Zm00001eb234320,53,51,68,58
Zm00001eb234330,13,15,22,19
Zm00001eb234340,0,0,0,0
Zm00001eb234350,62,52,83,63
Zm00001eb234360,41,39,57,48
Zm00001eb234370,147,159,177,164
Zm00001eb234380,191,162,305,300
Zm00001eb234390,2542,2476,3300,3274
Zm00001eb234400,1082,1078,1458,1504
Zm00001eb234410,716,689,910,849
