ENSEMBL_GeneID,C_6_Susc_1,C_6_Susc_2,T_6_Susc_1,T_6_Susc_2
Zm00001eb161390,45,54,15,15
Zm00001eb161400,0,0,0,0
Zm00001eb161410,0,0,0,0
Zm00001eb161420,856,897,737,728
Zm00001eb161430,0,0,0,0
Zm00001eb161440,0,0,0,0
Zm00001eb161450,66,49,64,57
Zm00001eb161460,184,210,237,237
Zm00001eb161470,7,3,4,9
Zm00001eb161480,16,17,24,24
Zm00001eb161490,1456,1571,1337,1332
Zm00001eb161500,60,79,44,59
Zm00001eb161510,87,95,128,112
Zm00001eb161520,148,152,195,155
Zm00001eb161530,116,116,298,298
Zm00001eb161540,11,9,11,5
Zm00001eb161550,176,164,520,544
Zm00001eb161560,0,1,2,0
Zm00001eb161570,114,140,202,168
Zm00001eb161580,84,76,102,121
Zm00001eb161590,305,268,141,150
Zm00001eb161610,59,58,4,3
Zm00001eb161620,18,28,13,10
Zm00001eb161640,241,238,243,241
Zm00001eb161660,349,392,159,170
Zm00001eb161670,4,0,0,4
Zm00001eb161680,0,4,0,2
Zm00001eb161690,792,796,838,825
Zm00001eb161700,323,302,297,329
Zm00001eb161710,971,1027,805,789
Zm00001eb161720,35,36,23,25
Zm00001eb161730,1,0,3,3
Zm00001eb161740,0,0,0,0
Zm00001eb161750,0,0,0,0
Zm00001eb161760,0,0,0,0
Zm00001eb161770,3106,3153,3233,3224
Zm00001eb161780,303,353,1084,1083
Zm00001eb161790,265,227,247,242
Zm00001eb161800,0,0,0,0
Zm00001eb161810,1458,1505,1708,1696
Zm00001eb161820,662,638,999,1061
Zm00001eb161830,526,540,635,585
Zm00001eb161840,1,2,0,3
Zm00001eb161850,231,237,165,154
Zm00001eb161860,295,286,284,279
Zm00001eb161870,206,208,334,373
Zm00001eb161880,2,3,7,3
Zm00001eb161890,123,93,79,79
Zm00001eb161900,1216,1259,1593,1630
Zm00001eb161910,58,49,71,70
Zm00001eb161920,315,297,342,356
Zm00001eb161940,0,0,0,0
Zm00001eb161950,115,132,128,118
Zm00001eb161970,185,138,146,167
Zm00001eb161980,512,436,552,523
Zm00001eb161990,11,8,2,11
Zm00001eb162000,431,418,471,547
Zm00001eb162010,77,82,77,58
Zm00001eb162020,379,362,381,376
Zm00001eb162030,774,747,635,707
Zm00001eb162040,0,0,0,0
Zm00001eb162050,12,4,14,9
Zm00001eb162060,550,576,510,483
Zm00001eb162070,487,527,373,349
Zm00001eb162090,3038,3011,2481,2439
Zm00001eb162110,199,225,278,289
Zm00001eb162120,468,501,428,476
Zm00001eb162130,546,502,504,528
Zm00001eb162140,367,392,601,568
Zm00001eb162150,22,29,9,8
Zm00001eb162160,210,208,144,168
Zm00001eb162170,0,0,0,0
Zm00001eb162180,507,481,491,573
Zm00001eb162190,0,0,2,1
Zm00001eb162210,2764,2723,1849,1779
Zm00001eb162220,290,291,342,334
Zm00001eb162230,450,430,344,351
Zm00001eb162240,369,370,569,581
Zm00001eb162250,223,240,180,193
Zm00001eb162270,343,323,243,250
Zm00001eb162280,0,0,0,0
Zm00001eb162290,0,0,6,4
Zm00001eb162300,352,353,295,292
Zm00001eb162310,0,0,0,0
Zm00001eb162320,0,0,0,0
Zm00001eb162330,547,575,648,643
Zm00001eb162340,0,0,0,0
Zm00001eb162350,0,1,0,0
Zm00001eb162360,4,5,2,2
Zm00001eb162370,1075,1109,840,807
Zm00001eb162380,355,406,287,305
Zm00001eb162390,0,0,3,1
Zm00001eb162400,1406,1554,1371,1297
Zm00001eb162410,1596,1536,2325,2137
Zm00001eb162420,66,68,92,78
Zm00001eb162430,3243,3291,2380,2378
Zm00001eb162450,23,27,49,38
Zm00001eb162470,6,0,9,5
Zm00001eb162480,128,139,143,155
Zm00001eb162490,0,0,0,0
Zm00001eb162500,0,0,0,2
Zm00001eb162510,0,0,0,0
Zm00001eb162520,2,2,1,2
Zm00001eb162530,237,243,187,181
Zm00001eb162550,626,676,1004,995
Zm00001eb162560,1082,1094,1056,1140
Zm00001eb162570,91,77,7,12
Zm00001eb162580,0,0,0,0
Zm00001eb162590,1,2,2,1
Zm00001eb162610,0,0,0,0
Zm00001eb162620,4637,4818,2888,2836
Zm00001eb162630,213,201,406,353
Zm00001eb162640,0,0,0,0
Zm00001eb162650,165,154,148,210
Zm00001eb162660,0,0,0,0
Zm00001eb162670,4,5,9,11
Zm00001eb162680,38,28,20,30
Zm00001eb162700,1033,1040,1851,1808
Zm00001eb162710,119,101,596,574
Zm00001eb162720,61,61,31,25
Zm00001eb162730,5,2,0,0
Zm00001eb162740,139,153,300,277
Zm00001eb162750,0,0,0,0
Zm00001eb162760,37,39,41,69
Zm00001eb162770,0,0,0,0
Zm00001eb162780,99,106,74,77
Zm00001eb162790,510,479,522,514
Zm00001eb162800,441,433,658,610
Zm00001eb162810,201,225,189,206
Zm00001eb162820,155,135,149,138
Zm00001eb162830,1778,1806,1475,1532
Zm00001eb162840,0,0,0,0
Zm00001eb162850,0,0,0,0
Zm00001eb162870,0,0,0,0
Zm00001eb162880,9,9,8,8
Zm00001eb162890,403,430,415,465
Zm00001eb162900,3,5,1,7
Zm00001eb162910,507,501,691,700
Zm00001eb162920,530,539,743,733
Zm00001eb162930,1377,1251,1303,1457
Zm00001eb162950,156,143,138,161
Zm00001eb162960,0,0,0,1
Zm00001eb162970,0,0,0,0
Zm00001eb162980,0,0,0,0
Zm00001eb162990,217,217,401,434
Zm00001eb163000,1068,1154,1683,1737
Zm00001eb163010,0,0,0,0
Zm00001eb163020,10,6,5,2
Zm00001eb163030,0,1,0,0
Zm00001eb163040,1,0,0,1
Zm00001eb163050,8,8,5,3
Zm00001eb163060,9,2,2,1
Zm00001eb163070,357,358,404,441
Zm00001eb163080,193,192,306,299
Zm00001eb163090,7,15,6,6
Zm00001eb163100,106,117,121,127
Zm00001eb163110,0,1,0,1
Zm00001eb163120,681,664,966,996
Zm00001eb163130,623,556,747,725
Zm00001eb163140,623,650,839,848
Zm00001eb163150,119,134,161,162
Zm00001eb163160,135,147,156,153
Zm00001eb163180,0,0,0,0
Zm00001eb163190,0,0,0,0
Zm00001eb163200,34,50,12,18
Zm00001eb163210,92,103,58,56
Zm00001eb163220,0,1,0,0
Zm00001eb163230,0,0,0,0
Zm00001eb163240,415,447,96,94
Zm00001eb163250,2826,2766,4418,4361
Zm00001eb163260,331,333,654,660
Zm00001eb163270,83,85,80,72
Zm00001eb163280,81,92,201,197
Zm00001eb163290,194,167,177,189
Zm00001eb163300,51,51,35,33
Zm00001eb163310,321,285,253,253
Zm00001eb163320,0,0,0,1
Zm00001eb163330,157,130,112,123
Zm00001eb163340,10,17,19,24
Zm00001eb163350,72,73,49,53
Zm00001eb163360,20,18,9,6
Zm00001eb163370,38,26,15,15
Zm00001eb163380,29,29,35,44
Zm00001eb163390,1,0,1,6
Zm00001eb163400,21,24,10,7
Zm00001eb163410,0,0,0,0
Zm00001eb163420,0,0,0,0
Zm00001eb163430,0,0,0,0
Zm00001eb163440,54,73,4,3
Zm00001eb163450,0,0,0,0
Zm00001eb163460,17,24,54,45
Zm00001eb163470,264,278,379,418
Zm00001eb163480,35,29,52,63
Zm00001eb163490,0,0,0,0
Zm00001eb163500,50,48,76,81
Zm00001eb163510,109,102,137,178
Zm00001eb163520,969,902,1014,988
Zm00001eb163530,4189,4161,2782,2922
Zm00001eb163540,140,125,144,149
Zm00001eb163550,22,23,54,54
Zm00001eb163560,49,44,99,86
Zm00001eb163570,359,370,563,613
Zm00001eb163580,37,41,9,7
Zm00001eb163590,54,43,56,53
Zm00001eb163600,128,139,64,78
Zm00001eb163630,119,118,90,82
Zm00001eb163640,19,15,16,17
Zm00001eb163650,31,26,30,34
Zm00001eb163660,0,0,0,0
Zm00001eb163670,0,0,0,0
Zm00001eb163680,146,152,156,163
Zm00001eb163690,99,108,86,89
Zm00001eb163700,3861,3662,7974,7972
Zm00001eb163710,963,975,859,881
Zm00001eb163720,21,28,38,43
Zm00001eb163730,357,368,260,274
Zm00001eb163740,60,67,46,71
Zm00001eb163750,65,64,58,77
Zm00001eb163760,0,0,2,0
Zm00001eb163780,11,21,20,21
Zm00001eb163790,444,501,947,943
Zm00001eb163800,687,659,734,700
Zm00001eb163810,148,153,156,203
Zm00001eb163820,1,0,2,0
Zm00001eb163830,914,928,648,690
Zm00001eb163840,3,2,0,0
Zm00001eb163850,0,0,0,0
Zm00001eb163860,2852,2922,1047,1107
Zm00001eb163870,0,0,0,0
Zm00001eb163880,0,0,0,0
Zm00001eb163890,0,0,1,2
Zm00001eb163900,0,0,0,0
Zm00001eb163910,0,0,0,0
Zm00001eb163920,26,29,37,42
Zm00001eb163930,434,403,342,337
Zm00001eb163940,13,6,1,1
Zm00001eb163950,320,283,187,167
Zm00001eb163960,313,320,238,225
Zm00001eb163970,131,140,130,134
Zm00001eb163980,1516,1519,1106,1135
Zm00001eb163990,29,16,9,9
Zm00001eb164010,488,460,505,494
Zm00001eb164020,1032,999,1272,1251
Zm00001eb164030,459,440,626,588
Zm00001eb164040,73,67,48,55
Zm00001eb164050,5,8,2,0
Zm00001eb164060,0,1,0,1
Zm00001eb164070,50,38,43,37
Zm00001eb164080,39,42,33,27
Zm00001eb164090,29,32,105,111
Zm00001eb164110,0,0,0,0
Zm00001eb164120,178,176,121,140
Zm00001eb164130,391,364,549,577
Zm00001eb164140,0,0,0,1
Zm00001eb164150,35,29,58,60
Zm00001eb164160,4,3,7,4
Zm00001eb164170,200,228,215,178
Zm00001eb164180,0,0,0,0
Zm00001eb164190,2,1,0,0
Zm00001eb164200,3,2,1,5
Zm00001eb164210,73,44,53,58
Zm00001eb164230,477,417,640,666
Zm00001eb164240,2,3,1,10
Zm00001eb164250,80,109,128,104
Zm00001eb164270,0,0,0,0
Zm00001eb164280,4,15,25,30
Zm00001eb164300,362,382,267,271
Zm00001eb164310,373,358,290,257
Zm00001eb164320,8,14,23,16
Zm00001eb164330,936,1050,1161,1183
Zm00001eb164340,4,3,1,0
Zm00001eb164350,9,11,2,5
Zm00001eb164360,276,251,283,299
Zm00001eb164370,0,0,0,1
Zm00001eb164380,0,0,0,0
Zm00001eb164390,19,9,5,3
Zm00001eb164400,6,2,5,10
Zm00001eb164410,249,234,246,217
Zm00001eb164420,0,0,0,0
Zm00001eb164430,1,0,2,5
Zm00001eb164440,0,0,0,0
Zm00001eb164450,59,66,52,49
Zm00001eb164460,108,113,138,146
Zm00001eb164470,8,7,12,9
Zm00001eb164480,111,126,98,100
Zm00001eb164490,112,113,60,54
Zm00001eb164500,100,117,59,53
Zm00001eb164530,161,126,118,125
Zm00001eb164550,1,0,4,5
Zm00001eb164560,50,54,67,34
Zm00001eb164570,108,106,98,96
Zm00001eb164580,70,70,76,75
Zm00001eb164590,749,729,628,640
Zm00001eb164600,0,0,2,7
Zm00001eb164610,28118,28911,27047,27095
Zm00001eb164620,105,112,80,79
Zm00001eb164630,35,47,30,38
Zm00001eb164640,20,17,10,6
Zm00001eb164650,150,132,117,102
Zm00001eb164660,437,431,480,479
Zm00001eb164670,0,1,0,0
Zm00001eb164680,0,0,0,1
Zm00001eb164690,0,0,0,0
Zm00001eb164700,0,0,0,0
Zm00001eb164710,8,4,2,1
Zm00001eb164720,155,162,107,91
Zm00001eb164730,2,1,0,1
Zm00001eb164740,473,445,511,460
Zm00001eb164750,55152,55026,59906,60264
Zm00001eb164760,0,0,0,2
Zm00001eb164770,0,0,0,0
Zm00001eb164780,4967,5116,5645,5621
Zm00001eb164790,1066,1017,1248,1179
Zm00001eb164810,76,73,68,61
Zm00001eb164820,286,299,398,374
Zm00001eb164840,1,5,12,11
Zm00001eb164850,0,0,0,0
Zm00001eb164860,22512,22472,23765,23760
Zm00001eb164870,0,0,0,0
Zm00001eb164880,0,0,0,0
Zm00001eb164890,0,0,1,0
Zm00001eb164900,0,0,0,0
Zm00001eb164910,0,0,0,0
Zm00001eb164920,0,0,0,0
Zm00001eb164930,0,0,0,0
Zm00001eb164940,21,23,19,5
Zm00001eb164950,79,86,63,55
Zm00001eb164960,162,184,10,9
Zm00001eb164970,0,0,0,0
Zm00001eb164990,0,0,0,0
Zm00001eb165000,260,276,160,180
Zm00001eb165010,0,0,0,0
Zm00001eb165030,22,23,280,308
Zm00001eb165040,27,27,24,31
Zm00001eb165050,0,0,0,0
Zm00001eb165060,994,1039,1582,1529
Zm00001eb165070,0,0,0,0
Zm00001eb165080,23,15,1,5
Zm00001eb165090,17,7,8,11
Zm00001eb165100,0,0,0,0
Zm00001eb165120,33,37,31,12
Zm00001eb165130,13,11,2,5
Zm00001eb165140,0,0,0,0
Zm00001eb165160,0,0,0,0
Zm00001eb165170,56,61,33,40
Zm00001eb165180,485,467,218,202
Zm00001eb165190,14,15,15,11
Zm00001eb165200,135,145,82,95
Zm00001eb165210,74,85,122,125
Zm00001eb165220,0,0,4,0
Zm00001eb165230,40,59,57,61
Zm00001eb165240,0,0,0,0
Zm00001eb165250,6,8,3,4
Zm00001eb165260,190,204,261,285
Zm00001eb165270,61,59,133,122
Zm00001eb165280,103,103,81,105
Zm00001eb165290,0,0,2,0
Zm00001eb165300,50,56,64,51
Zm00001eb165310,1072,1049,288,312
Zm00001eb165320,15,17,18,25
Zm00001eb165330,158,163,201,165
Zm00001eb165340,8,11,6,7
Zm00001eb165350,0,0,0,0
Zm00001eb165360,0,0,0,0
Zm00001eb165370,454,495,444,412
Zm00001eb165400,117,142,143,110
Zm00001eb165410,106,121,105,155
Zm00001eb165420,2124,2102,2175,2241
Zm00001eb165430,37,62,11,12
Zm00001eb165440,414,417,563,612
Zm00001eb165450,56,60,69,89
Zm00001eb165460,242,275,1335,1322
Zm00001eb165470,26,33,94,70
Zm00001eb165480,100,85,141,115
Zm00001eb165490,361,342,365,356
Zm00001eb165500,0,0,1,1
Zm00001eb165510,0,0,1,4
Zm00001eb165520,105,104,79,78
Zm00001eb165530,15,5,9,10
Zm00001eb165540,4,5,5,2
Zm00001eb165550,24306,24116,11563,11365
Zm00001eb165560,2,0,0,0
Zm00001eb165570,0,0,0,0
Zm00001eb165580,39975,39503,29369,29092
Zm00001eb165590,7291,7569,7067,6953
Zm00001eb165600,328,357,102,100
Zm00001eb165610,24337,24967,17599,18307
Zm00001eb165620,16794,16849,7401,7339
Zm00001eb165630,0,0,0,0
Zm00001eb165640,1,0,0,0
Zm00001eb165650,0,0,0,0
Zm00001eb165660,3,2,1,3
Zm00001eb165670,0,0,0,0
Zm00001eb165680,0,0,1,0
Zm00001eb165690,0,0,0,0
Zm00001eb165700,122,124,152,159
Zm00001eb165710,456,438,439,422
Zm00001eb165740,0,0,0,0
Zm00001eb165750,0,0,0,0
Zm00001eb165760,0,0,0,0
Zm00001eb165770,436,450,290,257
Zm00001eb165790,49,30,57,49
Zm00001eb165810,0,0,0,0
Zm00001eb165820,20,20,22,18
Zm00001eb165830,160,188,300,262
Zm00001eb165840,2,3,1,0
Zm00001eb165850,0,0,0,0
Zm00001eb165860,143,117,156,134
Zm00001eb165870,245,244,308,345
Zm00001eb165880,373,384,374,398
Zm00001eb165890,30,37,163,119
Zm00001eb165900,20,21,20,26
Zm00001eb165910,2,1,0,2
Zm00001eb165920,0,0,0,0
Zm00001eb165930,1,0,1,1
Zm00001eb165940,77,97,142,146
Zm00001eb165950,323,336,523,449
Zm00001eb165960,96,104,81,100
Zm00001eb165970,17,31,13,15
Zm00001eb165980,0,0,0,1
Zm00001eb165990,0,0,0,0
Zm00001eb166010,0,0,0,0
Zm00001eb166020,0,0,0,1
Zm00001eb166030,0,0,0,0
Zm00001eb166040,0,0,0,0
Zm00001eb166050,0,0,0,0
Zm00001eb166070,0,0,0,2
Zm00001eb166080,0,0,0,0
Zm00001eb166090,12,9,3,9
Zm00001eb166100,113,105,105,99
Zm00001eb166120,73,53,74,66
Zm00001eb166140,0,1,2,3
Zm00001eb166150,2278,2241,1879,1990
Zm00001eb166160,0,0,0,0
Zm00001eb166170,10,4,1,9
Zm00001eb166180,640,662,1192,1227
Zm00001eb166190,110,80,122,123
Zm00001eb166200,118,125,158,162
Zm00001eb166210,47,68,51,50
Zm00001eb166220,5,3,5,2
Zm00001eb166230,2,2,1,4
Zm00001eb166240,341,320,237,222
Zm00001eb166250,36,32,45,36
Zm00001eb166260,497,531,457,422
Zm00001eb166270,3,4,2,2
Zm00001eb166280,0,0,0,0
Zm00001eb166290,0,0,0,2
Zm00001eb166300,0,0,0,3
Zm00001eb166310,0,0,0,0
Zm00001eb166320,73,100,89,90
Zm00001eb166340,109,104,86,82
Zm00001eb166360,0,0,0,1
Zm00001eb166370,30,42,20,23
Zm00001eb166380,321,309,343,337
Zm00001eb166390,311,288,115,119
Zm00001eb166400,47,35,38,21
Zm00001eb166410,113,102,23,30
Zm00001eb166420,0,0,1,0
Zm00001eb166430,0,0,0,0
Zm00001eb166440,642,702,610,580
Zm00001eb166450,3056,3122,1102,1160
Zm00001eb166460,603,575,392,350
Zm00001eb166470,0,0,0,0
Zm00001eb166480,0,0,0,0
Zm00001eb166490,102,96,47,58
Zm00001eb166510,4,1,5,5
Zm00001eb166520,0,0,0,0
Zm00001eb166530,0,0,0,0
Zm00001eb166540,125,117,61,76
Zm00001eb166550,773,806,788,734
Zm00001eb166560,0,0,0,0
Zm00001eb166570,345,369,99,113
Zm00001eb166580,0,0,0,0
Zm00001eb166590,0,0,0,0
Zm00001eb166600,0,0,0,0
Zm00001eb166610,0,0,0,0
Zm00001eb166620,0,0,0,0
Zm00001eb166630,312,313,194,176
Zm00001eb166640,0,0,0,0
Zm00001eb166650,0,0,0,0
Zm00001eb166660,0,0,0,0
Zm00001eb166670,0,0,0,0
Zm00001eb166680,129,119,46,37
Zm00001eb166690,4,1,9,12
Zm00001eb166700,425,424,306,305
Zm00001eb166710,1192,1340,1097,1122
Zm00001eb166740,2,6,8,13
Zm00001eb166750,54,41,92,89
Zm00001eb166760,175,176,184,136
Zm00001eb166770,4,3,1,3
Zm00001eb166790,677,682,443,444
Zm00001eb166800,529,564,722,724
Zm00001eb166810,1519,1643,1589,1505
Zm00001eb166820,119,152,133,95
Zm00001eb166830,117,109,89,94
Zm00001eb166840,55,52,79,72
Zm00001eb166850,1254,1267,621,569
Zm00001eb166860,0,0,0,0
Zm00001eb166870,100,98,76,84
Zm00001eb166880,0,0,0,0
Zm00001eb166890,0,0,0,0
Zm00001eb166900,0,0,0,0
Zm00001eb166910,0,0,0,0
Zm00001eb166920,113,103,40,49
Zm00001eb166930,91,112,106,70
Zm00001eb166940,0,1,1,2
Zm00001eb166950,0,0,0,0
Zm00001eb166960,0,0,0,0
Zm00001eb166970,0,0,0,0
Zm00001eb166980,230,191,125,183
Zm00001eb166990,552,621,850,856
Zm00001eb167000,11,16,22,15
Zm00001eb167010,49,63,82,58
Zm00001eb167020,1,2,0,1
Zm00001eb167030,0,0,0,0
Zm00001eb167040,0,2,2,1
Zm00001eb167050,1,0,2,5
Zm00001eb167060,31,39,14,31
Zm00001eb167070,7,2,0,1
Zm00001eb167080,1297,1245,1464,1507
Zm00001eb167090,17,23,124,105
Zm00001eb167100,0,0,2,1
Zm00001eb167110,0,0,0,0
Zm00001eb167120,30,33,16,27
Zm00001eb167130,22,31,34,33
Zm00001eb167140,368,341,307,318
Zm00001eb167150,170,188,99,135
Zm00001eb167160,38,60,43,38
Zm00001eb167200,1,1,1,2
Zm00001eb167210,35,39,26,14
Zm00001eb167220,0,0,0,0
Zm00001eb167230,707,727,572,569
Zm00001eb167240,318,364,654,550
Zm00001eb167250,319,336,383,377
Zm00001eb167260,392,426,333,370
Zm00001eb167270,0,0,0,0
Zm00001eb167280,0,0,0,0
Zm00001eb167290,335,300,376,333
Zm00001eb167300,641,655,628,616
Zm00001eb167310,187,176,157,174
Zm00001eb167320,962,912,1561,1602
Zm00001eb167330,5,4,6,4
Zm00001eb167340,4296,4242,3452,3384
Zm00001eb167350,0,0,0,0
Zm00001eb167360,370,377,1185,1157
Zm00001eb167370,208,208,224,256
Zm00001eb167380,167,190,214,195
Zm00001eb167390,0,0,0,0
Zm00001eb167400,0,0,0,0
Zm00001eb167410,1,1,0,2
Zm00001eb167430,201,170,224,234
Zm00001eb167440,0,0,0,0
Zm00001eb167460,0,0,0,0
Zm00001eb167470,0,0,0,0
Zm00001eb167480,0,0,0,0
Zm00001eb167490,0,0,0,0
Zm00001eb167500,0,1,0,1
Zm00001eb167510,6,9,1,2
Zm00001eb167520,595,570,512,489
Zm00001eb167530,0,0,0,0
Zm00001eb167540,0,0,0,0
Zm00001eb167550,0,0,0,0
Zm00001eb167560,1,3,6,4
Zm00001eb167570,0,0,0,0
Zm00001eb167580,17,29,14,11
Zm00001eb167590,0,0,0,0
Zm00001eb167600,0,0,0,0
Zm00001eb167610,1,7,8,2
Zm00001eb167620,6,7,11,6
Zm00001eb167630,0,0,1,0
Zm00001eb167640,0,0,0,0
Zm00001eb167650,51,50,50,54
Zm00001eb167660,273,292,72,72
Zm00001eb167670,542,491,321,387
Zm00001eb167680,0,0,0,0
Zm00001eb167690,27820,27908,11264,11099
Zm00001eb167700,56,43,17,12
Zm00001eb167710,1493,1503,1759,1825
Zm00001eb167720,1148,1130,1439,1354
Zm00001eb167740,2167,2199,1017,971
Zm00001eb167750,983,985,1113,1083
Zm00001eb167760,9,4,7,15
Zm00001eb167770,630,586,746,763
Zm00001eb167780,210,215,432,493
Zm00001eb167790,704,738,559,531
Zm00001eb167810,87,101,119,109
Zm00001eb167820,231,265,88,78
Zm00001eb167830,87,70,77,84
Zm00001eb167840,99,89,161,111
Zm00001eb167850,218,229,216,196
Zm00001eb167860,0,0,0,0
Zm00001eb167870,7,4,5,2
Zm00001eb167880,0,0,0,0
Zm00001eb167890,2,1,6,6
Zm00001eb167900,0,0,0,0
Zm00001eb167910,97,96,81,90
Zm00001eb167920,0,0,0,0
Zm00001eb167930,0,1,0,0
Zm00001eb167940,105,94,229,217
Zm00001eb167950,18,25,99,107
Zm00001eb167960,577,498,510,505
Zm00001eb167970,0,0,0,0
Zm00001eb167980,16,20,26,28
Zm00001eb168000,949,948,1048,1056
Zm00001eb168010,3,0,0,0
Zm00001eb168020,1,1,3,1
Zm00001eb168030,0,1,1,1
Zm00001eb168040,90,122,208,170
Zm00001eb168050,151,135,180,194
Zm00001eb168070,22,19,9,6
Zm00001eb168080,0,0,1,0
Zm00001eb168090,72,63,106,111
Zm00001eb168100,555,514,58,50
Zm00001eb168110,0,0,0,0
Zm00001eb168120,127,148,171,194
Zm00001eb168130,0,0,0,0
Zm00001eb168140,6,17,7,3
Zm00001eb168150,1,0,0,1
Zm00001eb168160,223,233,272,264
Zm00001eb168170,6,18,22,33
Zm00001eb168180,0,0,0,0
Zm00001eb168190,347,373,348,400
Zm00001eb168200,6,6,4,4
Zm00001eb168210,0,0,0,0
Zm00001eb168220,1264,1275,1004,1106
Zm00001eb168250,0,0,0,0
Zm00001eb168260,215,201,243,244
Zm00001eb168270,595,579,629,716
Zm00001eb168280,0,0,0,0
Zm00001eb168290,1153,1069,1047,984
Zm00001eb168300,2,3,0,0
Zm00001eb168310,3,6,11,10
Zm00001eb168320,0,1,0,0
Zm00001eb168340,208,237,292,295
Zm00001eb168350,1926,1952,453,473
Zm00001eb168360,0,0,0,0
Zm00001eb168370,0,0,0,0
Zm00001eb168380,0,0,0,0
Zm00001eb168390,0,0,0,1
Zm00001eb168400,0,0,0,0
Zm00001eb168410,795,842,1073,977
Zm00001eb168430,2751,2730,2582,2569
Zm00001eb168440,436,428,719,674
Zm00001eb168450,284,323,400,378
Zm00001eb168470,26,17,34,35
Zm00001eb168480,210,228,311,261
Zm00001eb168490,0,0,0,0
Zm00001eb168500,0,0,0,0
Zm00001eb168510,409,478,437,430
Zm00001eb168520,214,214,349,287
Zm00001eb168530,0,0,0,0
Zm00001eb168540,18,10,8,5
Zm00001eb168550,1541,1565,1318,1277
Zm00001eb168560,7,6,4,7
Zm00001eb168570,9,18,29,51
Zm00001eb168580,0,0,0,0
Zm00001eb168590,3,0,2,1
Zm00001eb168600,9,11,12,4
Zm00001eb168610,0,0,0,0
Zm00001eb168620,236,254,237,259
Zm00001eb168630,0,0,0,0
Zm00001eb168640,21,27,6,15
Zm00001eb168650,0,1,5,1
Zm00001eb168660,0,0,0,0
Zm00001eb168670,854,841,913,993
Zm00001eb168680,0,0,0,0
Zm00001eb168690,0,0,0,0
Zm00001eb168700,0,0,0,0
Zm00001eb168710,0,0,0,0
Zm00001eb168720,129,127,177,159
Zm00001eb168730,505,534,541,536
Zm00001eb168740,75,75,41,41
Zm00001eb168750,840,810,1227,1190
Zm00001eb168760,1254,1266,1308,1273
Zm00001eb168770,2,5,1,2
Zm00001eb168780,0,0,0,0
Zm00001eb168790,55,50,79,78
Zm00001eb168800,0,0,0,0
Zm00001eb168810,428,420,420,424
Zm00001eb168820,3,1,0,0
Zm00001eb168830,613,591,1353,1229
Zm00001eb168840,322,321,241,229
Zm00001eb168850,37,43,22,21
Zm00001eb168870,232,216,174,153
Zm00001eb168880,756,699,890,884
Zm00001eb168890,67,57,86,95
Zm00001eb168900,6,10,0,0
Zm00001eb168910,5933,5890,6338,6189
Zm00001eb168920,1062,1000,985,1072
Zm00001eb168930,118,145,132,128
Zm00001eb168940,26,14,24,9
Zm00001eb168950,142,140,66,86
Zm00001eb168970,6,1,0,0
Zm00001eb168980,113,101,6,10
Zm00001eb168990,11,9,8,16
Zm00001eb169000,33,39,24,36
Zm00001eb169010,0,0,0,0
Zm00001eb169020,91,67,49,47
Zm00001eb169030,104,116,83,102
Zm00001eb169040,15,22,19,24
Zm00001eb169050,537,566,551,502
Zm00001eb169070,77,81,64,61
Zm00001eb169080,100,98,50,47
Zm00001eb169090,101,115,372,358
Zm00001eb169100,181,179,284,289
Zm00001eb169110,0,0,0,0
Zm00001eb169120,8,10,1,2
Zm00001eb169130,759,781,1216,1157
Zm00001eb169140,285,282,358,407
Zm00001eb169150,17,13,11,12
Zm00001eb169160,77,80,65,74
Zm00001eb169170,98,82,87,99
Zm00001eb169180,22,16,8,2
Zm00001eb169190,323,326,464,420
Zm00001eb169200,93,110,89,68
Zm00001eb169210,0,0,0,0
Zm00001eb169220,0,0,0,0
Zm00001eb169230,0,0,0,0
Zm00001eb169240,97,98,274,244
Zm00001eb169250,0,0,0,0
Zm00001eb169260,0,0,0,0
Zm00001eb169270,0,0,0,0
Zm00001eb169280,161,154,170,149
Zm00001eb169290,149,186,152,146
Zm00001eb169300,0,0,0,0
Zm00001eb169310,1525,1536,1828,1943
Zm00001eb169320,138,155,155,149
Zm00001eb169330,37,34,71,51
Zm00001eb169340,656,659,491,458
Zm00001eb169350,120,147,119,132
Zm00001eb169360,448,417,546,542
Zm00001eb169370,160,177,85,65
Zm00001eb169380,3,3,7,3
Zm00001eb169390,0,0,0,0
Zm00001eb169400,750,708,823,912
Zm00001eb169410,104,105,34,39
Zm00001eb169420,899,885,572,540
Zm00001eb169430,0,0,1,1
Zm00001eb169440,14,17,16,26
Zm00001eb169450,348,347,257,251
Zm00001eb169460,5,8,12,6
Zm00001eb169470,1,0,3,0
Zm00001eb169480,227,226,89,61
Zm00001eb169490,225,189,103,76
Zm00001eb169500,0,1,0,1
Zm00001eb169510,132,139,48,29
Zm00001eb169520,30533,31567,36149,36697
Zm00001eb169540,290,292,382,371
Zm00001eb169550,0,0,0,0
Zm00001eb169560,77,72,77,62
Zm00001eb169570,940,1000,1655,1667
Zm00001eb169580,717,677,844,909
Zm00001eb169590,389,409,463,423
Zm00001eb169600,7,1,5,4
Zm00001eb169610,856,828,1536,1521
Zm00001eb169620,2341,2396,2669,2691
Zm00001eb169630,125,135,78,74
Zm00001eb169640,527,493,787,770
Zm00001eb169650,0,0,0,0
Zm00001eb169670,16,16,10,6
Zm00001eb169680,5,14,22,24
