ENSEMBL_GeneID,C_24_Tol_1,C_24_Tol_2,T_24_Tol_1,T_24_Tol_2
Zm00001eb197500,38,65,21,19
Zm00001eb197510,0,0,0,0
Zm00001eb197520,22,20,16,20
Zm00001eb197530,246,245,211,224
Zm00001eb197540,0,1,0,1
Zm00001eb197550,6,8,5,6
Zm00001eb197560,0,0,0,0
Zm00001eb197570,53,51,47,41
Zm00001eb197580,297,286,214,198
Zm00001eb197590,243,226,109,112
Zm00001eb197600,68,44,22,25
Zm00001eb197610,317,290,187,218
Zm00001eb197620,408,412,335,322
Zm00001eb197630,528,495,282,303
Zm00001eb197640,540,585,331,350
Zm00001eb197650,52,60,27,44
Zm00001eb197670,0,0,0,0
Zm00001eb197690,9,14,7,17
Zm00001eb197710,290,375,188,213
Zm00001eb197720,0,0,0,0
Zm00001eb197740,286,263,288,308
Zm00001eb197750,30,45,20,29
Zm00001eb197770,2,0,0,2
Zm00001eb197780,251,255,376,350
Zm00001eb197790,0,0,1,0
Zm00001eb197800,4,2,8,8
Zm00001eb197810,161,134,183,191
Zm00001eb197820,0,0,0,0
Zm00001eb197830,0,0,0,0
Zm00001eb197840,0,0,0,0
Zm00001eb197850,0,0,0,0
Zm00001eb197860,432,444,496,530
Zm00001eb197870,3717,3810,743,745
Zm00001eb197880,0,0,0,0
Zm00001eb197890,340,357,200,183
Zm00001eb197900,104,118,103,98
Zm00001eb197910,1084,1083,854,826
Zm00001eb197920,2,0,0,0
Zm00001eb197940,441,440,420,398
Zm00001eb197960,50,40,20,41
Zm00001eb197970,0,0,0,0
Zm00001eb197980,0,0,0,0
Zm00001eb197990,401,407,212,187
Zm00001eb198000,75,76,53,60
Zm00001eb198010,72,72,36,50
Zm00001eb198020,1,0,2,1
Zm00001eb198030,0,0,0,0
Zm00001eb198040,0,0,0,0
Zm00001eb198050,14,10,8,3
Zm00001eb198060,0,2,0,0
Zm00001eb198070,3,2,0,0
Zm00001eb198080,487,448,440,477
Zm00001eb198090,6,13,1,8
Zm00001eb198100,85,94,74,74
Zm00001eb198110,87,91,61,54
Zm00001eb198120,655,656,444,512
Zm00001eb198140,18,23,2,10
Zm00001eb198150,91,82,14,17
Zm00001eb198170,0,0,0,0
Zm00001eb198180,1316,1361,1111,1219
Zm00001eb198190,2,0,0,1
Zm00001eb198200,0,0,0,0
Zm00001eb198210,52,70,67,62
Zm00001eb198220,821,887,412,408
Zm00001eb198230,20,17,6,17
Zm00001eb198240,143,158,140,130
Zm00001eb198250,462,419,188,234
Zm00001eb198260,133,130,73,106
Zm00001eb198270,2,2,0,2
Zm00001eb198280,661,732,474,477
Zm00001eb198290,29,11,7,7
Zm00001eb198300,719,760,699,710
Zm00001eb198310,353,317,123,100
Zm00001eb198320,428,417,206,219
Zm00001eb198330,0,2,0,0
Zm00001eb198340,0,0,0,0
Zm00001eb198350,1070,1028,972,1007
Zm00001eb198360,1,1,0,0
Zm00001eb198370,68,64,49,46
Zm00001eb198390,0,0,0,0
Zm00001eb198410,0,2,0,0
Zm00001eb198420,7917,7881,7755,7940
Zm00001eb198430,182,164,136,184
Zm00001eb198440,194,193,38,53
Zm00001eb198450,1232,1297,760,913
Zm00001eb198460,2025,2023,2265,2201
Zm00001eb198470,138,156,163,134
Zm00001eb198490,885,921,315,297
Zm00001eb198500,169,144,172,165
Zm00001eb198510,0,1,0,0
Zm00001eb198520,0,1,0,0
Zm00001eb198530,0,0,0,0
Zm00001eb198540,39,25,32,30
Zm00001eb198550,4,5,0,0
Zm00001eb198560,359,297,142,138
Zm00001eb198570,0,0,0,0
Zm00001eb198580,1083,1159,918,981
Zm00001eb198590,248,218,176,148
Zm00001eb198600,512,569,503,508
Zm00001eb198610,0,1,2,2
Zm00001eb198620,264,275,144,150
Zm00001eb198640,334,300,239,238
Zm00001eb198650,569,600,383,447
Zm00001eb198660,13,22,13,9
Zm00001eb198670,305,288,185,243
Zm00001eb198680,0,0,0,0
Zm00001eb198690,927,897,452,487
Zm00001eb198700,2215,2256,1219,1232
Zm00001eb198710,549,572,517,543
Zm00001eb198720,667,753,474,458
Zm00001eb198730,1272,1284,1217,1170
Zm00001eb198740,766,854,814,814
Zm00001eb198750,845,869,836,767
Zm00001eb198760,0,0,0,0
Zm00001eb198770,10,13,4,11
Zm00001eb198790,162,191,34,36
Zm00001eb198800,0,0,0,0
Zm00001eb198810,207,190,110,121
Zm00001eb198820,481,469,488,437
Zm00001eb198830,407,443,387,423
Zm00001eb198840,380,428,189,207
Zm00001eb198850,247,247,146,186
Zm00001eb198860,30,32,15,12
Zm00001eb198870,45,68,20,22
Zm00001eb198880,1469,1415,1056,1154
Zm00001eb198890,0,0,0,0
Zm00001eb198900,35,43,10,10
Zm00001eb198910,1302,1327,679,675
Zm00001eb198940,0,0,1,0
Zm00001eb198950,213,209,202,197
Zm00001eb198960,194,212,610,635
Zm00001eb198970,0,0,0,0
Zm00001eb198990,544,615,600,630
Zm00001eb199000,0,0,0,0
Zm00001eb199010,0,0,0,0
Zm00001eb199020,76,99,96,75
Zm00001eb199040,0,0,0,0
Zm00001eb199050,622,655,193,207
Zm00001eb199060,207,215,121,150
Zm00001eb199070,11,23,4,12
Zm00001eb199080,24,26,12,10
Zm00001eb199090,1922,1848,1371,1455
Zm00001eb199100,403,402,224,234
Zm00001eb199110,26,39,31,30
Zm00001eb199140,304,327,422,414
Zm00001eb199150,1076,1162,610,610
Zm00001eb199160,858,915,641,660
Zm00001eb199170,2,10,0,1
Zm00001eb199180,53,49,19,16
Zm00001eb199190,111,140,55,62
Zm00001eb199200,1,3,2,0
Zm00001eb199210,0,0,0,0
Zm00001eb199220,0,0,0,0
Zm00001eb199230,2231,2275,1852,1753
Zm00001eb199240,228,203,203,183
Zm00001eb199250,0,0,0,0
Zm00001eb199260,15,17,3,4
Zm00001eb199270,0,0,0,0
Zm00001eb199280,0,0,0,0
Zm00001eb199290,0,0,0,0
Zm00001eb199300,245,243,268,217
Zm00001eb199310,2,0,0,0
Zm00001eb199320,615,672,232,228
Zm00001eb199330,473,443,324,287
Zm00001eb199340,37,26,1,2
Zm00001eb199350,1,1,1,0
Zm00001eb199360,12,8,2,3
Zm00001eb199370,18,22,2,6
Zm00001eb199380,0,0,0,0
Zm00001eb199390,1,2,1,4
Zm00001eb199400,170,203,215,254
Zm00001eb199410,490,509,160,169
Zm00001eb199420,1,0,0,2
Zm00001eb199430,255,278,149,145
Zm00001eb199440,0,0,0,0
Zm00001eb199450,0,0,0,0
Zm00001eb199460,1542,1656,932,919
Zm00001eb199470,6601,6607,2810,2816
Zm00001eb199490,1131,1092,711,760
Zm00001eb199500,34,41,24,27
Zm00001eb199510,0,0,0,0
Zm00001eb199520,104,87,56,53
Zm00001eb199530,43,37,29,38
Zm00001eb199540,274,276,290,309
Zm00001eb199550,194,195,189,182
Zm00001eb199560,259,300,248,235
Zm00001eb199570,139,145,78,75
Zm00001eb199580,192,176,218,233
Zm00001eb199590,9657,9800,6678,6676
Zm00001eb199600,130,111,109,115
Zm00001eb199610,0,0,0,0
Zm00001eb199620,3,1,1,0
Zm00001eb199630,0,0,0,0
Zm00001eb199640,1,1,0,1
Zm00001eb199650,0,0,0,0
Zm00001eb199660,391,383,328,310
Zm00001eb199670,906,902,883,838
Zm00001eb199680,0,0,0,0
Zm00001eb199690,1,1,2,0
Zm00001eb199700,261,268,376,382
Zm00001eb199710,16,16,6,8
Zm00001eb199720,15,11,23,24
Zm00001eb199730,0,0,0,0
Zm00001eb199740,0,0,0,0
Zm00001eb199750,47,54,19,23
Zm00001eb199770,95,102,54,46
Zm00001eb199780,51,49,57,37
Zm00001eb199800,5593,5563,5207,5222
Zm00001eb199810,250,231,169,159
Zm00001eb199820,232,241,271,291
Zm00001eb199840,85,71,43,52
Zm00001eb199870,0,0,0,0
Zm00001eb199880,128,139,106,122
Zm00001eb199890,0,0,0,0
Zm00001eb199900,141,150,91,101
Zm00001eb199910,0,0,0,0
Zm00001eb199930,180,192,137,138
Zm00001eb199940,381,363,331,345
Zm00001eb199950,581,588,264,297
Zm00001eb199960,294,319,248,236
Zm00001eb199970,1121,1166,1165,1193
Zm00001eb199980,56,71,43,50
Zm00001eb199990,0,0,0,0
Zm00001eb200000,39,49,39,62
Zm00001eb200010,288,293,190,192
Zm00001eb200020,0,0,0,0
Zm00001eb200030,60,43,16,21
Zm00001eb200040,1,7,1,0
Zm00001eb200050,180,214,49,49
Zm00001eb200060,205,202,161,147
Zm00001eb200070,889,828,643,629
Zm00001eb200080,277,272,192,216
Zm00001eb200090,0,0,0,0
Zm00001eb200100,0,0,0,0
Zm00001eb200110,0,0,0,0
Zm00001eb200120,24,17,1,0
Zm00001eb200130,739,765,884,885
Zm00001eb200140,661,655,577,577
Zm00001eb200150,1009,1096,1051,1106
Zm00001eb200160,2,1,1,1
Zm00001eb200170,300,301,263,270
Zm00001eb200180,345,373,145,181
Zm00001eb200190,0,0,0,0
Zm00001eb200200,0,0,0,0
Zm00001eb200210,24,31,6,10
Zm00001eb200220,0,0,0,0
Zm00001eb200230,105,89,28,24
Zm00001eb200250,376,397,356,361
Zm00001eb200260,18,13,3,4
Zm00001eb200270,0,0,0,0
Zm00001eb200280,0,0,0,0
Zm00001eb200290,0,0,0,0
Zm00001eb200300,591,598,607,571
Zm00001eb200320,1658,1697,1388,1414
Zm00001eb200350,182,192,114,106
Zm00001eb200360,5,4,3,2
Zm00001eb200370,544,488,376,362
Zm00001eb200380,35,21,23,22
Zm00001eb200390,169,189,50,66
Zm00001eb200400,1110,1109,936,909
Zm00001eb200420,0,2,0,0
Zm00001eb200430,3168,3388,2732,2942
Zm00001eb200440,111,129,105,127
Zm00001eb200450,152,158,146,135
Zm00001eb200460,10,13,7,10
Zm00001eb200470,405,463,309,320
Zm00001eb200480,18,12,19,16
Zm00001eb200500,25,31,31,25
Zm00001eb200510,29,21,22,25
Zm00001eb200520,10,11,15,9
Zm00001eb200530,10,11,7,9
Zm00001eb200540,140,114,150,128
Zm00001eb200550,2,3,1,4
Zm00001eb200560,0,0,1,2
Zm00001eb200570,199,180,76,72
Zm00001eb200590,482,476,339,330
Zm00001eb200600,0,0,0,0
Zm00001eb200610,100,97,54,77
Zm00001eb200620,647,636,390,404
Zm00001eb200630,98,88,72,74
Zm00001eb200650,1326,1354,1125,1098
Zm00001eb200660,2,7,0,0
Zm00001eb200680,432,470,281,320
Zm00001eb200690,1,0,0,0
Zm00001eb200700,391,351,267,241
Zm00001eb200710,357,339,408,373
Zm00001eb200720,518,464,232,227
Zm00001eb200730,19,18,11,5
Zm00001eb200740,263,263,164,186
Zm00001eb200750,446,406,245,272
Zm00001eb200760,408,436,288,300
Zm00001eb200770,438,388,240,254
Zm00001eb200780,3,3,0,0
Zm00001eb200790,1,1,1,0
Zm00001eb200800,0,0,0,0
Zm00001eb200810,2815,2760,3292,3273
Zm00001eb200820,43,40,21,31
Zm00001eb200830,206,180,102,87
Zm00001eb200840,69,65,31,40
Zm00001eb200860,29,20,17,16
Zm00001eb200870,260,290,187,186
Zm00001eb200880,2377,2479,2635,2640
Zm00001eb200890,572,588,298,286
Zm00001eb200900,393,369,221,240
Zm00001eb200910,33,40,0,1
Zm00001eb200920,290,297,199,189
Zm00001eb200930,384,427,260,275
Zm00001eb200940,265,280,234,278
Zm00001eb200950,0,0,0,0
Zm00001eb200960,1,1,0,1
Zm00001eb200970,0,0,0,0
Zm00001eb200990,676,642,573,559
Zm00001eb201000,1,3,3,2
Zm00001eb201010,65,63,54,51
Zm00001eb201020,7,5,0,0
Zm00001eb201030,92,95,84,79
Zm00001eb201040,1,0,0,0
Zm00001eb201050,0,0,0,0
Zm00001eb201060,1698,1668,705,699
Zm00001eb201070,9,25,13,17
Zm00001eb201080,108,113,63,56
Zm00001eb201090,96,92,153,160
Zm00001eb201100,221,207,64,68
Zm00001eb201110,255,300,338,371
Zm00001eb201120,0,0,0,0
Zm00001eb201130,1725,1683,830,838
Zm00001eb201140,854,824,759,718
Zm00001eb201150,283,284,111,125
Zm00001eb201160,0,0,0,0
Zm00001eb201170,0,0,0,0
Zm00001eb201180,1400,1309,270,266
Zm00001eb201190,144,119,68,71
Zm00001eb201210,671,708,594,588
Zm00001eb201220,419,412,497,492
Zm00001eb201230,1581,1556,1276,1326
Zm00001eb201240,25,53,17,9
Zm00001eb201250,2524,2520,1795,1785
Zm00001eb201260,825,834,599,661
Zm00001eb201270,0,0,0,0
Zm00001eb201280,0,0,0,0
Zm00001eb201290,685,704,1534,1531
Zm00001eb201300,0,1,0,0
Zm00001eb201310,0,0,0,0
Zm00001eb201330,2785,2828,2604,2553
Zm00001eb201340,1076,1163,1024,1055
Zm00001eb201350,31,32,10,8
Zm00001eb201360,0,0,0,1
Zm00001eb201370,10,15,25,23
Zm00001eb201380,0,0,0,1
Zm00001eb201390,12,18,12,5
Zm00001eb201400,0,0,0,0
Zm00001eb201410,376,395,318,298
Zm00001eb201420,0,0,0,0
Zm00001eb201430,9,14,6,5
Zm00001eb201440,519,488,387,386
Zm00001eb201450,123,124,64,78
Zm00001eb201460,0,0,0,0
Zm00001eb201480,4,2,3,0
Zm00001eb201500,0,0,0,0
Zm00001eb201510,0,0,0,0
Zm00001eb201520,107,110,93,101
Zm00001eb201530,0,0,0,0
Zm00001eb201540,0,0,1,0
Zm00001eb201560,0,0,0,0
Zm00001eb201570,5083,5139,5354,5187
Zm00001eb201580,7,2,158,137
Zm00001eb201590,13,13,11,3
Zm00001eb201600,0,3,0,0
Zm00001eb201610,2,1,0,0
Zm00001eb201620,0,0,0,0
Zm00001eb201630,0,0,0,0
Zm00001eb201640,0,0,0,0
Zm00001eb201650,0,0,0,0
Zm00001eb201670,0,0,1,0
Zm00001eb201680,8,28,5,6
Zm00001eb201700,0,0,0,0
Zm00001eb201710,430,421,208,186
Zm00001eb201720,104,95,76,77
Zm00001eb201730,120,121,68,84
Zm00001eb201740,785,756,718,735
Zm00001eb201750,386,369,298,254
Zm00001eb201760,0,0,0,0
Zm00001eb201770,1046,1103,497,493
Zm00001eb201780,0,0,0,0
Zm00001eb201790,0,0,0,0
Zm00001eb201800,0,0,0,0
Zm00001eb201810,8,16,13,2
Zm00001eb201820,0,0,0,0
Zm00001eb201830,0,0,0,0
Zm00001eb201840,0,0,0,0
Zm00001eb201850,47,53,36,29
Zm00001eb201870,4,13,9,6
Zm00001eb201880,195,208,116,123
Zm00001eb201890,1,0,0,0
Zm00001eb201900,0,0,0,0
Zm00001eb201910,273,275,208,220
Zm00001eb201920,383,366,362,384
Zm00001eb201930,21,33,8,4
Zm00001eb201940,2446,2603,1347,1387
Zm00001eb201960,5,2,0,0
Zm00001eb201970,0,0,0,0
Zm00001eb201990,0,0,0,0
Zm00001eb202000,0,0,0,0
Zm00001eb202010,0,1,0,0
Zm00001eb202020,9,20,8,9
Zm00001eb202030,14,12,21,16
Zm00001eb202040,221,205,650,643
Zm00001eb202050,98,136,80,85
Zm00001eb202060,2,1,0,0
Zm00001eb202070,1,0,0,0
Zm00001eb202080,197,202,70,71
Zm00001eb202090,52,83,50,54
Zm00001eb202100,1,1,2,2
Zm00001eb202110,24,18,25,17
Zm00001eb202120,539,566,363,367
Zm00001eb202130,899,903,695,717
Zm00001eb202140,239,264,330,317
Zm00001eb202150,27,26,25,34
Zm00001eb202170,0,0,0,0
Zm00001eb202180,1382,1290,1571,1454
Zm00001eb202190,0,0,0,0
Zm00001eb202200,3046,3047,2072,2103
Zm00001eb202220,223,218,95,94
Zm00001eb202240,2,0,0,0
Zm00001eb202260,289,274,328,331
Zm00001eb202270,14,31,0,1
Zm00001eb202280,0,0,0,2
Zm00001eb202290,0,0,0,0
Zm00001eb202300,0,0,1,3
Zm00001eb202310,119,120,81,84
Zm00001eb202330,2,0,0,0
Zm00001eb202340,0,1,0,0
Zm00001eb202350,179,166,161,145
Zm00001eb202360,145,150,41,30
Zm00001eb202370,211,248,226,217
Zm00001eb202380,282,292,124,160
Zm00001eb202390,411,385,291,306
Zm00001eb202400,3142,2971,2255,2261
Zm00001eb202410,88,106,45,33
Zm00001eb202420,939,1001,709,640
Zm00001eb202430,0,0,0,0
Zm00001eb202440,2,1,5,0
Zm00001eb202450,4,8,6,7
Zm00001eb202460,27,36,4,6
Zm00001eb202470,53,42,39,36
Zm00001eb202480,11,9,5,0
Zm00001eb202490,0,0,0,0
Zm00001eb202500,0,0,0,0
Zm00001eb202510,0,1,0,0
Zm00001eb202520,619,602,666,722
Zm00001eb202530,0,1,0,2
Zm00001eb202540,11,10,22,25
Zm00001eb202550,0,0,0,0
Zm00001eb202560,0,0,0,0
Zm00001eb202570,42,35,59,49
Zm00001eb202580,3083,3039,3245,3057
Zm00001eb202590,1240,1417,1487,1551
Zm00001eb202600,30,47,26,30
Zm00001eb202610,370,351,280,343
Zm00001eb202620,74,69,82,70
Zm00001eb202630,2,0,1,0
Zm00001eb202640,42,42,48,68
Zm00001eb202650,43,37,24,15
Zm00001eb202660,6,6,0,8
Zm00001eb202670,14,9,0,4
Zm00001eb202680,2,1,0,0
Zm00001eb202690,594,584,450,429
Zm00001eb202700,209,247,114,152
Zm00001eb202710,0,0,1,2
Zm00001eb202720,1,0,0,0
Zm00001eb202730,87,112,55,55
Zm00001eb202740,0,0,0,0
Zm00001eb202750,0,5,1,3
Zm00001eb202760,791,807,644,651
Zm00001eb202790,3128,3145,2564,2615
Zm00001eb202800,92,101,51,51
Zm00001eb202810,0,0,0,0
Zm00001eb202820,0,0,0,0
Zm00001eb202830,1519,1648,1489,1433
Zm00001eb202840,0,1,5,1
Zm00001eb202850,21,15,6,4
Zm00001eb202860,1523,1482,1689,1866
Zm00001eb202870,372,334,106,117
Zm00001eb202880,0,0,0,0
Zm00001eb202890,24,26,25,24
Zm00001eb202900,1,0,0,0
Zm00001eb202910,3634,3778,3182,3206
Zm00001eb202920,24,25,40,39
Zm00001eb202930,1,1,0,0
Zm00001eb202940,412,453,290,292
Zm00001eb202950,447,458,409,394
Zm00001eb202960,600,532,585,585
Zm00001eb202970,3,8,4,0
Zm00001eb202980,2524,2548,1793,1788
Zm00001eb202990,6,13,11,8
Zm00001eb203010,0,0,0,0
Zm00001eb203020,1,0,0,3
Zm00001eb203030,1,3,1,0
Zm00001eb203040,1106,1104,852,896
Zm00001eb203050,105,79,44,56
Zm00001eb203060,77,66,66,69
Zm00001eb203070,115,112,86,102
Zm00001eb203090,617,599,430,460
Zm00001eb203100,0,0,0,0
Zm00001eb203110,121,113,79,76
Zm00001eb203130,278,302,241,231
Zm00001eb203140,437,461,285,324
Zm00001eb203150,116,103,93,105
Zm00001eb203180,0,0,0,0
Zm00001eb203190,0,0,0,0
Zm00001eb203200,192,195,177,179
Zm00001eb203220,0,0,0,0
Zm00001eb203230,406,408,243,226
Zm00001eb203240,754,710,605,622
Zm00001eb203250,3,3,0,0
Zm00001eb203260,142,153,122,122
Zm00001eb203270,0,0,0,0
Zm00001eb203280,685,687,671,647
Zm00001eb203290,0,0,0,0
Zm00001eb203300,4,12,0,0
Zm00001eb203310,337,299,217,219
Zm00001eb203320,289,264,277,271
Zm00001eb203330,172,194,329,322
Zm00001eb203340,3666,3918,3447,3514
Zm00001eb203350,307,286,274,293
Zm00001eb203360,781,738,713,692
Zm00001eb203380,380,396,212,233
Zm00001eb203390,22,40,15,16
Zm00001eb203400,32,31,10,19
Zm00001eb203410,0,0,0,0
Zm00001eb203420,26,30,2,2
Zm00001eb203430,3,4,3,1
Zm00001eb203440,0,0,0,0
Zm00001eb203450,75,76,85,76
Zm00001eb203460,30,33,16,10
Zm00001eb203470,3036,3033,3348,3381
Zm00001eb203540,0,0,0,0
Zm00001eb203550,0,0,0,0
Zm00001eb203560,0,0,0,0
Zm00001eb203570,1764,1815,1862,1920
Zm00001eb203580,0,0,0,0
Zm00001eb203590,3,0,0,0
Zm00001eb203600,771,781,515,496
Zm00001eb203610,0,0,0,0
Zm00001eb203620,1248,1194,1199,1277
Zm00001eb203630,58,58,15,27
Zm00001eb203660,0,0,0,0
Zm00001eb203670,0,0,0,0
Zm00001eb203680,5,0,2,1
Zm00001eb203690,1900,1914,1475,1504
Zm00001eb203700,0,0,0,0
Zm00001eb203710,0,0,0,0
Zm00001eb203720,0,0,0,0
Zm00001eb203730,0,0,0,0
Zm00001eb203740,0,0,0,0
Zm00001eb203760,7,6,1,4
Zm00001eb203770,271,258,105,107
Zm00001eb203780,300,302,187,158
Zm00001eb203790,297,302,221,254
Zm00001eb203800,83,76,112,108
Zm00001eb203810,268,251,167,196
Zm00001eb203830,11,20,2,6
Zm00001eb203840,485,529,261,271
Zm00001eb203850,399,420,542,546
Zm00001eb203860,191,198,154,144
Zm00001eb203870,26,33,19,15
Zm00001eb203880,0,0,1,1
Zm00001eb203890,41,65,40,39
Zm00001eb203900,2,3,0,4
Zm00001eb203910,10,6,5,5
Zm00001eb203920,268,284,226,225
Zm00001eb203940,46,40,16,18
Zm00001eb203950,979,1030,1050,1014
Zm00001eb203960,743,759,792,756
Zm00001eb203970,0,0,0,0
Zm00001eb203980,436,445,471,482
Zm00001eb203990,734,698,556,616
Zm00001eb204000,541,556,495,526
Zm00001eb204010,379,378,224,224
Zm00001eb204020,121,105,101,87
Zm00001eb204030,490,550,517,454
Zm00001eb204040,0,0,0,0
Zm00001eb204050,210,217,208,193
Zm00001eb204060,11,9,10,8
Zm00001eb204070,0,0,0,0
Zm00001eb204080,3,2,5,2
Zm00001eb204090,0,0,0,0
Zm00001eb204100,0,0,5,1
Zm00001eb204110,28,33,29,25
Zm00001eb204130,13,31,30,23
Zm00001eb204140,0,0,0,0
Zm00001eb204150,0,0,0,0
Zm00001eb204160,250,244,129,146
Zm00001eb204180,523,525,459,459
Zm00001eb204190,77,50,55,67
Zm00001eb204200,86,66,34,32
Zm00001eb204210,533,563,233,259
Zm00001eb204230,683,651,500,458
Zm00001eb204240,0,0,0,0
Zm00001eb204250,5,12,1,6
Zm00001eb204260,3443,3535,3055,3077
Zm00001eb204270,56,44,18,15
Zm00001eb204280,0,0,0,0
Zm00001eb204290,204,181,78,105
Zm00001eb204300,287,275,169,130
Zm00001eb204310,2,0,6,5
Zm00001eb204320,39,52,7,13
Zm00001eb204330,1,1,1,3
Zm00001eb204350,2,0,0,0
Zm00001eb204360,434,333,190,205
Zm00001eb204370,295,303,257,302
Zm00001eb204380,0,0,0,0
Zm00001eb204390,65,79,85,82
Zm00001eb204400,14,12,7,5
Zm00001eb204410,487,425,232,207
Zm00001eb204420,47,58,12,4
Zm00001eb204430,3,7,0,0
Zm00001eb204440,0,0,0,0
Zm00001eb204450,0,0,0,0
Zm00001eb204470,0,0,0,0
Zm00001eb204480,0,0,0,0
Zm00001eb204490,357,396,227,200
Zm00001eb204510,0,0,0,0
Zm00001eb204520,0,0,0,0
Zm00001eb204530,26,20,5,7
Zm00001eb204540,61,58,28,34
Zm00001eb204550,32,24,16,12
Zm00001eb204560,109,142,164,147
Zm00001eb204570,921,1055,850,895
Zm00001eb204580,0,0,2,0
Zm00001eb204590,924,948,539,544
Zm00001eb204600,2587,2564,2205,2200
Zm00001eb204620,87,95,39,42
Zm00001eb204630,81,99,47,37
Zm00001eb204640,1149,1118,777,826
Zm00001eb204650,0,0,0,0
Zm00001eb204660,4,0,0,1
Zm00001eb204670,0,0,0,0
Zm00001eb204690,0,0,0,2
Zm00001eb204700,377,350,600,602
Zm00001eb204710,175,223,239,228
Zm00001eb204720,0,0,0,0
Zm00001eb204730,7,8,4,2
Zm00001eb204740,0,0,3,0
Zm00001eb204750,4,7,1,0
Zm00001eb204760,0,0,0,1
Zm00001eb204770,0,0,0,0
Zm00001eb204780,0,0,0,0
Zm00001eb204790,1,0,0,2
Zm00001eb204800,0,0,0,0
Zm00001eb204810,0,0,0,0
Zm00001eb204820,0,0,0,0
Zm00001eb204830,0,0,1,0
Zm00001eb204840,1,1,2,2
Zm00001eb204850,290,301,256,297
Zm00001eb204870,0,0,0,0
Zm00001eb204880,29,23,11,10
Zm00001eb204890,111,113,68,65
Zm00001eb204900,252,283,141,157
Zm00001eb204910,4221,4096,3789,3871
Zm00001eb204920,877,835,788,815
Zm00001eb204930,0,0,0,0
Zm00001eb204940,66,79,41,40
Zm00001eb204950,1845,1889,2024,2140
Zm00001eb204960,2,2,3,1
Zm00001eb204970,492,542,364,353
Zm00001eb204980,238,278,243,212
Zm00001eb204990,230,234,301,330
Zm00001eb205000,4,5,9,9
Zm00001eb205010,633,586,374,443
Zm00001eb205020,953,886,869,870
Zm00001eb205030,90,92,50,47
Zm00001eb205040,46,51,35,55
Zm00001eb205050,224,188,192,235
Zm00001eb205070,1265,1261,580,652
Zm00001eb205080,1601,1615,841,791
Zm00001eb205090,3,3,0,0
Zm00001eb205110,100,88,50,47
Zm00001eb205120,1,0,2,2
Zm00001eb205130,396,389,278,317
Zm00001eb205140,609,704,647,670
Zm00001eb205150,1,2,0,0
Zm00001eb205160,3208,3291,3719,3801
Zm00001eb205170,1,0,1,0
Zm00001eb205180,0,0,1,0
Zm00001eb205190,1962,1893,1575,1574
Zm00001eb205200,180,251,113,126
Zm00001eb205210,3,12,19,22
Zm00001eb205220,0,0,0,0
Zm00001eb205230,18,20,4,7
Zm00001eb205240,45,35,12,17
Zm00001eb205250,658,659,768,717
Zm00001eb205260,388,400,327,279
Zm00001eb205270,5425,5328,3846,3882
Zm00001eb205280,3,2,2,4
Zm00001eb205290,1978,1959,1909,1959
Zm00001eb205300,0,0,0,0
Zm00001eb205310,0,0,0,0
Zm00001eb205330,0,0,0,0
Zm00001eb205340,0,0,0,0
Zm00001eb205350,24,30,5,3
Zm00001eb205360,5,5,0,0
Zm00001eb205370,21,22,1,4
Zm00001eb205380,11,10,1,2
Zm00001eb205390,105,81,53,48
Zm00001eb205400,194,175,72,91
Zm00001eb205410,181,167,176,183
Zm00001eb205430,1371,1351,1049,1041
Zm00001eb205450,890,927,742,713
Zm00001eb205470,241,253,217,286
Zm00001eb205480,181,170,125,132
Zm00001eb205490,490,496,428,402
Zm00001eb205500,1478,1459,1441,1487
Zm00001eb205510,35,29,18,15
Zm00001eb205530,0,0,0,1
Zm00001eb205540,545,580,440,424
Zm00001eb205550,1592,1648,933,892
Zm00001eb205560,210,251,196,201
Zm00001eb205570,0,0,0,0
Zm00001eb205580,593,557,655,657
Zm00001eb205590,238,248,153,145
Zm00001eb205600,120,133,84,105
Zm00001eb205610,407,459,466,461
Zm00001eb205620,311,313,242,237
Zm00001eb205630,96,122,89,67
Zm00001eb205640,0,0,0,0
Zm00001eb205650,7,5,3,1
Zm00001eb205660,435,473,278,302
Zm00001eb205670,1409,1383,1039,1002
Zm00001eb205690,474,453,318,291
Zm00001eb205700,600,532,525,501
Zm00001eb205710,1792,1786,1610,1612
Zm00001eb205720,0,0,0,1
Zm00001eb205730,1,0,0,0
Zm00001eb205740,0,0,0,0
Zm00001eb205750,9,5,10,7
Zm00001eb205760,131,125,67,67
Zm00001eb205770,223,260,170,158
Zm00001eb205780,1212,1155,947,928
Zm00001eb205790,439,487,361,334
Zm00001eb205800,0,0,0,0
Zm00001eb205810,477,472,346,369
Zm00001eb205820,2424,2346,2505,2566
Zm00001eb205830,232,229,291,261
Zm00001eb205840,31,23,14,9
Zm00001eb205850,2,4,1,2
Zm00001eb205860,1,4,0,3
Zm00001eb205880,0,0,0,0
Zm00001eb205890,1695,1719,1592,1560
Zm00001eb205910,1,5,1,0
Zm00001eb205920,51,48,34,24
Zm00001eb205930,433,455,355,321
Zm00001eb205940,0,2,1,2
Zm00001eb205950,126,133,77,97
Zm00001eb205960,643,628,336,338
Zm00001eb205970,279,310,218,235
Zm00001eb205980,0,0,0,0
Zm00001eb205990,1749,1808,1428,1349
Zm00001eb206000,32,18,27,18
