ENSEMBL_GeneID	cut_c_6_iii	cut_t_6_iii
Zm00001eb244230	13	9
Zm00001eb244240	1	9
Zm00001eb244250	0	0
Zm00001eb244270	0	0
Zm00001eb244300	0	0
Zm00001eb244320	0	0
Zm00001eb244330	0	0
Zm00001eb244350	0	0
Zm00001eb244370	0	0
Zm00001eb244380	1	0
Zm00001eb244390	1	0
Zm00001eb244400	4	2
Zm00001eb244410	3	2
Zm00001eb244420	3	1
Zm00001eb244430	0	0
Zm00001eb244440	0	0
Zm00001eb244450	4	2
Zm00001eb244460	3	0
Zm00001eb244470	1	1
Zm00001eb244480	0	0
Zm00001eb244490	0	0
Zm00001eb244500	0	0
Zm00001eb244510	12	14
Zm00001eb244520	7	14
Zm00001eb244530	4	4
Zm00001eb244540	2	0
Zm00001eb244550	5	7
Zm00001eb244560	12	16
Zm00001eb244570	0	0
Zm00001eb244580	0	0
Zm00001eb244590	8	14
Zm00001eb244600	4	0
Zm00001eb244610	0	0
Zm00001eb244620	0	0
Zm00001eb244630	0	1
Zm00001eb244640	0	0
Zm00001eb244650	37	48
Zm00001eb244660	0	0
Zm00001eb244670	0	0
Zm00001eb244680	20	23
Zm00001eb244690	0	1
Zm00001eb244700	0	0
Zm00001eb244710	0	0
Zm00001eb244720	8	3
Zm00001eb244740	0	0
Zm00001eb244750	0	0
Zm00001eb244760	9	7
Zm00001eb244770	11	14
Zm00001eb244780	9	6
Zm00001eb244790	0	0
Zm00001eb244810	6	15
Zm00001eb244820	0	0
Zm00001eb244830	0	0
Zm00001eb244840	7	16
Zm00001eb244850	0	0
Zm00001eb244860	8	3
Zm00001eb244880	0	0
Zm00001eb244890	2	0
Zm00001eb244910	0	0
Zm00001eb244920	6	21
Zm00001eb244930	0	1
Zm00001eb244940	0	0
Zm00001eb244950	0	0
Zm00001eb244960	9	12
Zm00001eb244980	0	0
Zm00001eb244990	4	0
Zm00001eb245000	2	1
Zm00001eb245020	27	29
Zm00001eb245030	2	2
Zm00001eb245040	1	2
Zm00001eb245050	0	0
Zm00001eb245060	6	3
Zm00001eb245070	14	3
Zm00001eb245080	0	0
Zm00001eb245090	0	0
Zm00001eb245100	1	0
Zm00001eb245110	0	1
Zm00001eb245130	0	0
Zm00001eb245150	0	0
Zm00001eb245160	0	0
Zm00001eb245170	3	4
Zm00001eb245180	0	0
Zm00001eb245190	0	0
Zm00001eb245200	1	1
Zm00001eb245210	0	0
Zm00001eb245220	1	2
Zm00001eb245230	1	1
Zm00001eb245240	1	4
Zm00001eb245250	1	1
Zm00001eb245260	0	0
Zm00001eb245270	0	0
Zm00001eb245280	8	4
Zm00001eb245300	0	0
Zm00001eb245310	9	10
Zm00001eb245320	0	0
Zm00001eb245330	0	0
Zm00001eb245340	12	3
Zm00001eb245350	0	0
Zm00001eb245360	0	5
Zm00001eb245370	4	0
Zm00001eb245380	0	0
Zm00001eb245390	0	2
Zm00001eb245400	4	3
Zm00001eb245410	13	21
Zm00001eb245420	0	0
Zm00001eb245430	0	0
Zm00001eb245440	0	0
Zm00001eb245460	0	0
Zm00001eb245480	0	0
Zm00001eb245490	1	0
Zm00001eb245500	0	0
Zm00001eb245520	5	0
Zm00001eb245530	0	0
Zm00001eb245540	0	0
Zm00001eb245550	0	0
Zm00001eb245560	23	14
Zm00001eb245570	0	0
Zm00001eb245580	16	13
Zm00001eb245590	6	4
Zm00001eb245600	0	0
Zm00001eb245610	327	275
Zm00001eb245620	31	17
Zm00001eb245630	0	0
Zm00001eb245640	22	54
Zm00001eb245650	0	1
Zm00001eb245660	0	0
Zm00001eb245670	0	0
Zm00001eb245680	0	0
Zm00001eb245690	9	8
Zm00001eb245700	0	0
Zm00001eb245710	0	3
Zm00001eb245720	1	3
Zm00001eb245730	2	6
Zm00001eb245740	27	38
Zm00001eb245750	0	0
Zm00001eb245760	8	16
Zm00001eb245770	1	2
Zm00001eb245790	0	0
Zm00001eb245810	11	8
Zm00001eb245830	0	0
Zm00001eb245840	5	10
Zm00001eb245850	0	0
Zm00001eb245860	0	0
Zm00001eb245870	0	0
Zm00001eb245880	0	0
Zm00001eb245890	0	0
Zm00001eb245900	0	0
Zm00001eb245910	3	2
Zm00001eb245920	1	0
Zm00001eb245930	11	12
Zm00001eb245940	0	0
Zm00001eb245950	79	89
Zm00001eb245960	0	0
Zm00001eb245970	0	0
Zm00001eb245990	0	0
Zm00001eb246000	2	12
Zm00001eb246010	0	2
Zm00001eb246020	9	18
Zm00001eb246030	0	0
Zm00001eb246040	0	1
Zm00001eb246050	0	0
Zm00001eb246060	1	0
Zm00001eb246070	7	14
Zm00001eb246080	3	3
Zm00001eb246090	12	12
Zm00001eb246100	0	0
Zm00001eb246110	0	0
Zm00001eb246120	1	1
Zm00001eb246130	0	0
Zm00001eb246140	0	0
Zm00001eb246150	29	30
Zm00001eb246160	2	0
Zm00001eb246170	2	4
Zm00001eb246180	10	3
Zm00001eb246190	1	0
Zm00001eb246200	0	2
Zm00001eb246210	10	16
Zm00001eb246220	30	20
Zm00001eb246230	2	0
Zm00001eb246250	5	10
Zm00001eb246270	17	27
Zm00001eb246280	5	3
Zm00001eb246290	15	11
Zm00001eb246300	7	12
Zm00001eb246310	0	0
Zm00001eb246320	0	0
Zm00001eb246330	56	75
Zm00001eb246340	10	11
Zm00001eb246350	77	68
Zm00001eb246360	20	14
Zm00001eb246370	84	139
Zm00001eb246380	0	0
Zm00001eb246390	0	1
Zm00001eb246400	36	12
Zm00001eb246410	11	16
Zm00001eb246420	2	0
Zm00001eb246430	4	0
Zm00001eb246440	4	1
Zm00001eb246450	4	4
Zm00001eb246460	0	0
Zm00001eb246470	0	0
Zm00001eb246480	1	2
Zm00001eb246490	0	0
Zm00001eb246500	0	0
Zm00001eb246510	0	0
Zm00001eb246520	2	1
Zm00001eb246530	38	20
Zm00001eb246540	0	1
Zm00001eb246550	45	37
Zm00001eb246560	6	25
Zm00001eb246580	5	5
Zm00001eb246590	10	7
Zm00001eb246600	17	53
Zm00001eb246610	0	0
Zm00001eb246620	7	10
Zm00001eb246630	1	5
Zm00001eb246640	13	11
Zm00001eb246650	4	6
Zm00001eb246660	3	3
Zm00001eb246670	1	0
Zm00001eb246680	0	0
Zm00001eb246690	0	0
Zm00001eb246700	4	8
Zm00001eb246710	19	13
Zm00001eb246720	10	11
Zm00001eb246730	2	4
Zm00001eb246740	1	4
Zm00001eb246750	3	4
Zm00001eb246760	18	11
Zm00001eb246770	16	16
Zm00001eb246800	17	31
Zm00001eb246810	1	2
Zm00001eb246820	4	3
Zm00001eb246840	0	0
Zm00001eb246850	17	14
Zm00001eb246860	83	68
Zm00001eb246870	3	13
Zm00001eb246880	0	0
Zm00001eb246920	0	0
Zm00001eb246930	0	0
Zm00001eb246940	7	13
Zm00001eb246950	3	0
Zm00001eb246960	0	2
Zm00001eb246980	0	1
Zm00001eb246990	16	19
Zm00001eb247000	5	6
Zm00001eb247020	0	0
Zm00001eb247030	0	0
Zm00001eb247040	24	25
Zm00001eb247050	0	0
Zm00001eb247060	5	7
Zm00001eb247070	5	10
Zm00001eb247080	0	2
Zm00001eb247090	0	0
Zm00001eb247100	0	0
Zm00001eb247110	2	1
Zm00001eb247120	0	1
Zm00001eb247140	0	0
Zm00001eb247150	0	0
Zm00001eb247160	11	7
Zm00001eb247170	1	0
Zm00001eb247180	2	1
Zm00001eb247190	10	16
Zm00001eb247200	0	0
Zm00001eb247210	15	26
Zm00001eb247220	0	0
Zm00001eb247230	0	0
Zm00001eb247240	0	0
Zm00001eb247250	0	0
Zm00001eb247260	0	0
Zm00001eb247270	0	0
Zm00001eb247280	0	0
Zm00001eb247290	0	0
Zm00001eb247300	0	0
Zm00001eb247310	27	39
Zm00001eb247320	13	7
Zm00001eb247330	16	5
Zm00001eb247350	11	14
Zm00001eb247370	0	0
Zm00001eb247380	0	0
Zm00001eb247390	3	4
Zm00001eb247410	0	0
Zm00001eb247420	0	3
Zm00001eb247430	7	1
Zm00001eb247440	1	1
Zm00001eb247450	16	28
Zm00001eb247460	4	2
Zm00001eb247470	0	0
Zm00001eb247480	0	0
Zm00001eb247490	0	1
Zm00001eb247500	28	34
Zm00001eb247510	12	20
Zm00001eb247520	0	0
Zm00001eb247530	0	0
Zm00001eb247540	1	0
Zm00001eb247550	0	0
Zm00001eb247560	0	0
Zm00001eb247570	0	0
Zm00001eb247580	2	1
Zm00001eb247590	243	313
Zm00001eb247610	519	303
Zm00001eb247630	291	291
Zm00001eb247640	0	0
Zm00001eb247650	0	0
Zm00001eb247660	32	40
Zm00001eb247670	0	0
Zm00001eb247680	0	0
Zm00001eb247690	0	0
Zm00001eb247710	40	34
Zm00001eb247720	3	10
Zm00001eb247730	0	0
Zm00001eb247740	0	0
Zm00001eb247750	0	0
Zm00001eb247760	149	74
Zm00001eb247770	0	0
Zm00001eb247790	0	0
Zm00001eb247800	2	1
Zm00001eb247810	25	80
Zm00001eb247820	0	0
Zm00001eb247830	0	0
Zm00001eb247840	5	6
Zm00001eb247850	0	0
Zm00001eb247860	3	4
Zm00001eb247870	0	0
Zm00001eb247880	0	0
Zm00001eb247890	8	17
Zm00001eb247900	0	0
Zm00001eb247910	7	6
Zm00001eb247920	1	0
Zm00001eb247930	0	0
Zm00001eb247940	0	0
Zm00001eb247950	0	0
Zm00001eb247960	0	0
Zm00001eb247970	0	0
Zm00001eb247980	0	0
Zm00001eb247990	0	0
Zm00001eb248000	0	0
Zm00001eb248010	0	0
Zm00001eb248020	4	0
Zm00001eb248030	0	0
Zm00001eb248040	4	1
Zm00001eb248060	5	2
Zm00001eb248070	10	20
Zm00001eb248080	0	1
Zm00001eb248090	0	0
Zm00001eb248100	0	0
Zm00001eb248110	0	0
Zm00001eb248120	0	0
Zm00001eb248140	0	0
Zm00001eb248150	5	2
Zm00001eb248160	2	7
Zm00001eb248170	1	0
Zm00001eb248190	3	2
Zm00001eb248200	5	1
Zm00001eb248210	5	7
Zm00001eb248220	4	5
Zm00001eb248230	0	0
Zm00001eb248240	27	20
Zm00001eb248250	11	20
Zm00001eb248260	0	0
Zm00001eb248270	0	1
Zm00001eb248280	2	5
Zm00001eb248290	8	7
Zm00001eb248300	6	3
Zm00001eb248310	7	3
Zm00001eb248320	0	1
Zm00001eb248330	6	7
Zm00001eb248340	2	3
Zm00001eb248350	6	5
Zm00001eb248360	0	0
Zm00001eb248370	1	0
Zm00001eb248380	0	0
Zm00001eb248390	0	0
Zm00001eb248400	0	0
Zm00001eb248410	0	0
Zm00001eb248420	1	0
Zm00001eb248430	0	0
Zm00001eb248440	9	11
Zm00001eb248450	18	23
Zm00001eb248460	5	1
Zm00001eb248470	0	0
Zm00001eb248500	5	6
Zm00001eb248510	0	0
Zm00001eb248520	5	0
Zm00001eb248530	0	0
Zm00001eb248540	3	4
Zm00001eb248550	2	0
Zm00001eb248560	8	1
Zm00001eb248580	15	13
Zm00001eb248590	0	0
Zm00001eb248600	0	0
Zm00001eb248610	0	0
Zm00001eb248620	0	1
Zm00001eb248630	3	3
Zm00001eb248640	6	12
Zm00001eb248650	4	12
Zm00001eb248660	3	0
Zm00001eb248670	1	3
Zm00001eb248680	0	0
Zm00001eb248690	3	0
Zm00001eb248700	12	13
Zm00001eb248720	0	1
Zm00001eb248730	9	6
Zm00001eb248740	0	1
Zm00001eb248750	9	5
Zm00001eb248760	3	0
Zm00001eb248770	0	0
Zm00001eb248780	3	4
Zm00001eb248790	0	0
Zm00001eb248800	2	0
Zm00001eb248810	0	0
Zm00001eb248820	0	0
Zm00001eb248840	10	11
Zm00001eb248850	0	0
Zm00001eb248860	0	0
Zm00001eb248870	0	0
Zm00001eb248880	0	0
Zm00001eb248890	0	0
Zm00001eb248900	0	0
Zm00001eb248910	0	0
Zm00001eb248920	3	1
Zm00001eb248930	1	7
Zm00001eb248940	3	5
Zm00001eb248950	27	14
Zm00001eb248960	6	7
Zm00001eb248970	0	0
Zm00001eb248980	8	13
Zm00001eb248990	0	0
Zm00001eb249000	0	0
Zm00001eb249010	0	0
Zm00001eb249020	0	0
Zm00001eb249030	0	0
Zm00001eb249040	1	2
Zm00001eb249050	0	0
Zm00001eb249060	16	6
Zm00001eb249080	0	0
Zm00001eb249090	0	0
Zm00001eb249100	8	1
Zm00001eb249110	0	0
Zm00001eb249120	0	0
Zm00001eb249130	8	10
Zm00001eb249140	0	0
Zm00001eb249150	10	3
Zm00001eb249160	9	5
Zm00001eb249170	0	0
Zm00001eb249190	2	4
Zm00001eb249200	2	5
Zm00001eb249210	12	11
Zm00001eb249220	39	44
Zm00001eb249230	9	17
Zm00001eb249240	5	0
Zm00001eb249250	17	21
Zm00001eb249260	2	0
Zm00001eb249270	0	0
Zm00001eb249280	0	0
Zm00001eb249290	4	1
Zm00001eb249310	0	0
Zm00001eb249320	2	0
Zm00001eb249330	16	35
Zm00001eb249340	22	12
Zm00001eb249350	7	2
Zm00001eb249360	11	5
Zm00001eb249370	0	0
Zm00001eb249380	19	7
Zm00001eb249390	1	7
Zm00001eb249400	1	2
Zm00001eb249420	6	12
Zm00001eb249430	9	13
Zm00001eb249440	5	3
Zm00001eb249450	1	0
Zm00001eb249460	0	0
Zm00001eb249470	8	9
Zm00001eb249480	0	0
Zm00001eb249490	6	2
Zm00001eb249510	0	0
Zm00001eb249520	0	0
Zm00001eb249530	0	0
Zm00001eb249540	0	0
Zm00001eb249550	0	0
Zm00001eb249570	3	0
Zm00001eb249580	0	0
Zm00001eb249590	24	8
Zm00001eb249600	26	38
Zm00001eb249610	0	0
Zm00001eb249630	0	0
Zm00001eb249640	0	0
Zm00001eb249650	0	0
Zm00001eb249660	0	0
Zm00001eb249670	0	0
Zm00001eb249680	15	9
Zm00001eb249690	3	3
Zm00001eb249700	2	4
Zm00001eb249710	0	0
Zm00001eb249720	0	0
Zm00001eb249730	2	2
Zm00001eb249740	0	0
Zm00001eb249750	0	0
Zm00001eb249760	0	0
Zm00001eb249770	0	0
Zm00001eb249790	0	0
Zm00001eb249800	3	2
Zm00001eb249820	0	0
Zm00001eb249830	9	9
Zm00001eb249840	4	3
Zm00001eb249850	0	0
Zm00001eb249860	2	2
Zm00001eb249870	0	0
Zm00001eb249880	0	0
Zm00001eb249890	0	0
Zm00001eb249900	85	65
Zm00001eb249910	6	7
Zm00001eb249930	0	0
Zm00001eb249940	283	141
Zm00001eb249950	8	10
Zm00001eb249960	14	2
Zm00001eb249970	13	23
Zm00001eb249980	3	4
Zm00001eb249990	0	0
Zm00001eb250000	0	0
Zm00001eb250010	0	0
Zm00001eb250020	0	0
Zm00001eb250030	11	1
Zm00001eb250040	0	0
Zm00001eb250050	0	1
Zm00001eb250070	3	1
Zm00001eb250080	3	7
Zm00001eb250090	0	0
Zm00001eb250100	11	5
Zm00001eb250110	0	1
Zm00001eb250120	26	30
Zm00001eb250130	1	1
Zm00001eb250140	1	5
Zm00001eb250150	0	0
Zm00001eb250160	0	0
Zm00001eb250170	0	0
Zm00001eb250180	3	0
Zm00001eb250190	20	53
Zm00001eb250200	0	0
Zm00001eb250210	27	16
Zm00001eb250220	2	1
Zm00001eb250230	1	2
Zm00001eb250240	9	8
Zm00001eb250250	0	0
Zm00001eb250270	0	0
Zm00001eb250280	0	0
Zm00001eb250300	11	14
Zm00001eb250310	10	16
Zm00001eb250320	0	0
Zm00001eb250330	24	10
Zm00001eb250340	0	0
Zm00001eb250350	0	0
Zm00001eb250360	0	0
Zm00001eb250370	9	10
Zm00001eb250380	2	2
Zm00001eb250390	5	2
Zm00001eb250400	0	0
Zm00001eb250410	0	0
Zm00001eb250420	0	0
Zm00001eb250440	0	0
Zm00001eb250450	0	0
Zm00001eb250460	0	0
Zm00001eb250470	0	0
Zm00001eb250480	17	29
Zm00001eb250490	0	0
Zm00001eb250500	0	0
Zm00001eb250510	0	0
Zm00001eb250520	0	0
Zm00001eb250530	0	0
Zm00001eb250540	0	0
Zm00001eb250550	0	0
Zm00001eb250560	0	0
Zm00001eb250570	0	0
Zm00001eb250580	3	14
Zm00001eb250590	0	1
Zm00001eb250600	0	0
Zm00001eb250610	66	55
Zm00001eb250620	1	6
Zm00001eb250630	0	0
Zm00001eb250640	3	2
Zm00001eb250650	2	14
Zm00001eb250660	2	1
Zm00001eb250670	4	3
Zm00001eb250680	0	0
Zm00001eb250700	22	2
Zm00001eb250710	0	0
Zm00001eb250730	1	0
Zm00001eb250740	2	1
Zm00001eb250750	3	4
Zm00001eb250760	0	3
Zm00001eb250770	0	1
Zm00001eb250780	1	5
Zm00001eb250790	0	0
Zm00001eb250800	1	1
Zm00001eb250810	2	5
Zm00001eb250820	0	0
Zm00001eb250830	0	0
Zm00001eb250840	0	0
Zm00001eb250850	0	0
Zm00001eb250860	0	0
Zm00001eb250890	0	0
Zm00001eb250900	23	10
Zm00001eb250910	10	6
Zm00001eb250930	0	0
Zm00001eb250940	0	4
Zm00001eb250950	1	0
Zm00001eb250960	3	2
Zm00001eb250970	0	2
Zm00001eb250980	0	0
Zm00001eb250990	0	0
Zm00001eb251010	16	14
Zm00001eb251020	0	1
Zm00001eb251030	6	1
Zm00001eb251040	0	1
Zm00001eb251050	11	8
Zm00001eb251060	8	1
Zm00001eb251070	3	0
Zm00001eb251080	0	0
Zm00001eb251090	3	0
Zm00001eb251100	8	15
Zm00001eb251110	0	1
Zm00001eb251120	0	0
Zm00001eb251130	5	3
Zm00001eb251140	0	0
Zm00001eb251150	0	0
Zm00001eb251160	1	1
Zm00001eb251170	7	7
Zm00001eb251180	27	41
Zm00001eb251190	6	18
Zm00001eb251200	5	3
Zm00001eb251210	12	10
Zm00001eb251220	0	0
Zm00001eb251230	0	0
Zm00001eb251240	0	0
Zm00001eb251250	7	12
Zm00001eb251270	0	0
Zm00001eb251280	0	2
Zm00001eb251290	7	10
Zm00001eb251300	2	4
Zm00001eb251310	3	3
Zm00001eb251320	2	2
Zm00001eb251330	0	0
Zm00001eb251340	9	8
Zm00001eb251350	0	0
Zm00001eb251360	0	0
Zm00001eb251370	2	5
Zm00001eb251380	11	22
Zm00001eb251390	0	0
Zm00001eb251400	1	5
Zm00001eb251410	49	67
Zm00001eb251420	0	0
Zm00001eb251480	0	0
Zm00001eb251490	0	0
Zm00001eb251500	9	5
Zm00001eb251510	13	4
Zm00001eb251520	2	0
Zm00001eb251530	1	6
Zm00001eb251540	0	1
Zm00001eb251550	5	5
Zm00001eb251560	0	0
Zm00001eb251570	0	0
Zm00001eb251580	1	2
Zm00001eb251590	4	4
Zm00001eb251610	18	27
Zm00001eb251620	8	34
Zm00001eb251630	9	4
Zm00001eb251650	0	1
Zm00001eb251660	0	0
Zm00001eb251670	5	2
Zm00001eb251680	10	15
Zm00001eb251690	3	1
Zm00001eb251700	35	42
Zm00001eb251710	1	1
Zm00001eb251720	0	0
Zm00001eb251730	0	0
Zm00001eb251740	0	0
Zm00001eb251750	0	0
Zm00001eb251760	0	0
Zm00001eb251770	0	0
Zm00001eb251780	0	0
Zm00001eb251790	0	0
Zm00001eb251800	0	0
Zm00001eb251810	0	0
Zm00001eb251820	1	2
Zm00001eb251840	0	0
Zm00001eb251850	0	0
Zm00001eb251860	23	15
Zm00001eb251870	4	1
Zm00001eb251880	3	0
Zm00001eb251890	0	0
Zm00001eb251900	3	5
Zm00001eb251910	33	42
Zm00001eb251920	4	2
Zm00001eb251930	16	15
Zm00001eb251940	0	0
Zm00001eb251950	2	1
Zm00001eb251960	9	8
Zm00001eb251970	0	0
Zm00001eb251980	8	13
Zm00001eb251990	0	0
Zm00001eb252000	3	5
Zm00001eb252010	1	4
Zm00001eb252020	7	4
Zm00001eb252030	5	1
Zm00001eb252040	7	14
Zm00001eb252050	5	3
Zm00001eb252060	4	4
Zm00001eb252070	0	0
Zm00001eb252080	0	0
Zm00001eb252090	2	1
Zm00001eb252100	5	13
Zm00001eb252110	12	1
Zm00001eb252120	12	16
Zm00001eb252130	0	0
Zm00001eb252160	0	0
Zm00001eb252170	4	10
Zm00001eb252180	0	3
Zm00001eb252190	11	2
Zm00001eb252200	4	3
Zm00001eb252210	15	18
Zm00001eb252220	4	1
Zm00001eb252230	2	6
Zm00001eb252240	9	11
Zm00001eb252250	6	20
Zm00001eb252260	20	18
Zm00001eb252270	0	0
Zm00001eb252280	0	0
Zm00001eb252290	0	0
Zm00001eb252300	12	5
Zm00001eb252310	0	0
Zm00001eb252320	2	0
Zm00001eb252330	13	29
Zm00001eb252340	0	0
Zm00001eb252350	0	0
Zm00001eb252360	0	0
Zm00001eb252370	0	0
Zm00001eb252380	1	2
Zm00001eb252390	1	1
Zm00001eb252400	14	7
Zm00001eb252410	14	48
Zm00001eb252420	3	8
Zm00001eb252430	4	1
Zm00001eb252440	4	6
Zm00001eb252460	0	0
Zm00001eb252470	0	0
Zm00001eb252480	0	0
Zm00001eb252490	7	13
Zm00001eb252510	28	38
Zm00001eb252520	0	0
Zm00001eb252530	5	3
Zm00001eb252540	0	1
Zm00001eb252550	0	0
Zm00001eb252560	0	0
Zm00001eb252570	6	8
Zm00001eb252580	5	7
Zm00001eb252590	1	0
Zm00001eb252600	0	0
Zm00001eb252610	0	0
Zm00001eb252620	6	3
Zm00001eb252630	43	95
Zm00001eb252640	0	1
Zm00001eb252650	5	14
Zm00001eb252660	10	14
Zm00001eb252670	0	0
Zm00001eb252680	4	2
Zm00001eb252690	21	21
Zm00001eb252700	0	0
Zm00001eb252710	0	0
Zm00001eb252720	184	71
Zm00001eb252730	0	0
Zm00001eb252740	0	0
Zm00001eb252750	0	0
Zm00001eb252760	9	5
Zm00001eb252770	1	3
Zm00001eb252780	16	29
Zm00001eb252790	34	30
Zm00001eb252800	5	4
Zm00001eb252820	0	0
Zm00001eb252830	49	79
Zm00001eb252840	15	12
Zm00001eb252850	0	0
Zm00001eb252860	7	3
Zm00001eb252870	228	392
Zm00001eb252880	13	12
Zm00001eb252890	2	2
Zm00001eb252900	0	0
Zm00001eb252910	0	0
Zm00001eb252920	0	0
Zm00001eb252930	10	3
Zm00001eb252940	5	14
Zm00001eb252950	0	0
Zm00001eb252960	0	0
Zm00001eb252970	0	2
Zm00001eb252980	0	0
Zm00001eb252990	8	1
Zm00001eb253000	0	0
Zm00001eb253020	0	0
Zm00001eb253030	22	8
Zm00001eb253040	1	1
Zm00001eb253050	20	37
Zm00001eb253060	0	0
Zm00001eb253070	2	12
Zm00001eb253080	9	12
Zm00001eb253090	45	54
Zm00001eb253100	1	1
Zm00001eb253110	10	8
Zm00001eb253120	27	34
Zm00001eb253130	7	6
Zm00001eb253140	19	49
Zm00001eb253150	1	3
Zm00001eb253160	1	1
Zm00001eb253170	0	0
Zm00001eb253180	3	7
Zm00001eb253190	1	5
Zm00001eb253200	17	20
Zm00001eb253210	0	0
Zm00001eb253220	2	2
Zm00001eb253230	1	1
Zm00001eb253240	1	0
Zm00001eb253250	1	2
Zm00001eb253260	0	0
Zm00001eb253270	0	0
Zm00001eb253280	1	4
Zm00001eb253290	0	0
Zm00001eb253300	0	0
Zm00001eb253310	0	0
Zm00001eb253320	12	5
Zm00001eb253330	2	0
Zm00001eb253350	4	6
Zm00001eb253360	0	0
Zm00001eb253370	0	0
Zm00001eb253380	7	11
Zm00001eb253390	10	14
Zm00001eb253400	0	0
Zm00001eb253410	23	35
Zm00001eb253420	4	7
Zm00001eb253430	0	0
Zm00001eb253440	0	0
Zm00001eb253450	5	0
Zm00001eb253460	1	4
Zm00001eb253470	105	82
Zm00001eb253480	0	0
Zm00001eb253490	0	0
Zm00001eb253500	10	16
Zm00001eb253510	5	8
Zm00001eb253530	2	8
Zm00001eb253540	0	0
Zm00001eb253560	2	3
Zm00001eb253570	0	0
Zm00001eb253580	3	4
Zm00001eb253590	0	0
Zm00001eb253620	2	3
Zm00001eb253630	0	1
Zm00001eb253640	0	0
Zm00001eb253650	0	0
Zm00001eb253670	0	0
Zm00001eb253680	0	0
Zm00001eb253690	8	9
Zm00001eb253700	28	45
Zm00001eb253710	1	0
Zm00001eb253720	5	1
Zm00001eb253730	0	0
Zm00001eb253740	2	4
Zm00001eb253750	0	1
Zm00001eb253760	3	4
Zm00001eb253770	0	0
Zm00001eb253780	0	0
Zm00001eb253790	2	1
Zm00001eb253800	0	0
Zm00001eb253810	4	5
Zm00001eb253820	128	92
Zm00001eb253830	5	4
Zm00001eb253840	5	9
Zm00001eb253850	11	9
Zm00001eb253860	7	4
Zm00001eb253880	3	3
Zm00001eb253890	46	34
Zm00001eb253900	7	16
Zm00001eb253910	0	0
Zm00001eb253920	0	0
Zm00001eb253950	0	0
Zm00001eb253960	0	1
Zm00001eb253970	24	23
Zm00001eb253980	9	22
Zm00001eb253990	21	32
Zm00001eb254000	0	0
Zm00001eb254020	0	0
Zm00001eb254030	3	13
Zm00001eb254040	5	6
Zm00001eb254050	18	14
Zm00001eb254060	26	28
Zm00001eb254070	0	2
Zm00001eb254080	52	56
Zm00001eb254090	7	9
Zm00001eb254100	0	0
Zm00001eb254110	0	0
Zm00001eb254120	5	0
Zm00001eb254130	3	2
Zm00001eb254140	0	0
Zm00001eb254150	0	0
Zm00001eb254160	7	25
Zm00001eb254180	10	8
Zm00001eb254190	4	6
Zm00001eb254200	79	58
Zm00001eb254220	0	0
Zm00001eb254230	0	0
Zm00001eb254240	0	0
Zm00001eb254250	7	15
Zm00001eb254260	14	21
Zm00001eb254270	25	21
Zm00001eb254280	3	2
Zm00001eb254290	4	12
Zm00001eb254300	1	0
Zm00001eb254310	5	3
Zm00001eb254320	4	11
Zm00001eb254330	0	0
Zm00001eb254350	2	2
Zm00001eb254360	3	1
Zm00001eb254370	0	0
Zm00001eb254380	0	0
Zm00001eb254390	10	20
Zm00001eb254410	18	17
Zm00001eb254420	0	0
Zm00001eb254430	7	1
Zm00001eb254440	2	3
Zm00001eb254450	0	0
Zm00001eb254460	0	0
Zm00001eb254480	8	4
Zm00001eb254490	1	1
Zm00001eb254500	0	0
Zm00001eb254510	13	9
Zm00001eb254520	0	0
Zm00001eb254530	10	6
Zm00001eb254540	26	10
Zm00001eb254550	0	0
Zm00001eb254560	1	0
Zm00001eb254570	7	5
Zm00001eb254580	1	0
Zm00001eb254590	11	21
Zm00001eb254600	1	3
Zm00001eb254610	3	0
Zm00001eb254630	0	0
Zm00001eb254640	0	0
Zm00001eb254650	0	0
Zm00001eb254660	0	0
Zm00001eb254670	0	0
Zm00001eb254680	0	0
Zm00001eb254690	0	0
Zm00001eb254700	0	1
Zm00001eb254710	0	0
Zm00001eb254720	0	0
Zm00001eb254730	0	0
Zm00001eb254740	0	0
Zm00001eb254750	3	1
Zm00001eb254760	0	0
Zm00001eb254770	2	3
Zm00001eb254780	0	0
Zm00001eb254790	0	0
Zm00001eb254800	0	0
Zm00001eb254810	0	0
Zm00001eb254820	0	0
Zm00001eb254830	2	0
Zm00001eb254840	0	0
Zm00001eb254850	5	2
Zm00001eb254860	6	6
Zm00001eb254880	0	0
Zm00001eb254890	0	0
Zm00001eb254900	2	10
Zm00001eb254910	4	6
Zm00001eb254920	3	0
Zm00001eb254930	2	7
Zm00001eb254940	25	24
Zm00001eb254950	16	19
Zm00001eb254960	0	0
Zm00001eb254990	2	0
Zm00001eb255000	0	0
Zm00001eb255020	0	0
Zm00001eb255040	4	6
Zm00001eb255050	4	6
Zm00001eb255060	0	0
Zm00001eb255070	0	0
Zm00001eb255080	0	0
Zm00001eb255090	2	9
Zm00001eb255100	0	1
Zm00001eb255110	1	1
Zm00001eb255120	2	0
Zm00001eb255130	0	0
Zm00001eb255140	43	35
Zm00001eb255150	2	0
Zm00001eb255160	6	7
Zm00001eb255170	0	2
Zm00001eb255180	0	0
Zm00001eb255190	4	1
Zm00001eb255200	4	4
Zm00001eb255210	7	1
Zm00001eb255230	0	1
Zm00001eb255240	194	233
Zm00001eb255250	0	0
