ENSEMBL_GeneID	name_C_24_III	name_C_6_II	name_C_6_III	name_T_24_II	name_T_24_III	name_T_6_II	name_T_6_III
Zm00001eb214340	35	165	165	99	8	156	156
Zm00001eb214350	0	0	0	0	0	0	0
Zm00001eb214360	1895	1226	1226	2102	1428	2166	2166
Zm00001eb214370	84	58	58	112	77	73	73
Zm00001eb214380	6	10	10	13	4	15	15
Zm00001eb214390	0	0	0	0	0	0	0
Zm00001eb214400	0	4	4	9	5	2	2
Zm00001eb214410	500	300	300	1504	2677	1084	1084
Zm00001eb214420	657	543	543	2445	4779	2491	2491
Zm00001eb214440	108	17	17	15	35	29	29
Zm00001eb214450	0	47	47	10	0	31	31
Zm00001eb214460	10	67	67	40	9	43	43
Zm00001eb214470	0	140	140	128	0	117	117
Zm00001eb214480	0	0	0	1	0	3	3
Zm00001eb214490	78	64	64	85	45	71	71
Zm00001eb214500	92	163	163	109	162	248	248
Zm00001eb214510	267	482	482	689	177	541	541
Zm00001eb214520	571	1020	1020	697	558	673	673
Zm00001eb214530	1130	500	500	922	988	738	738
Zm00001eb214540	1958	3517	3517	2690	2391	2874	2874
Zm00001eb214550	18	4	4	193	212	46	46
Zm00001eb214560	9203	12143	12143	8967	11442	15825	15825
Zm00001eb214570	0	1	1	0	0	2	2
Zm00001eb214580	536	645	645	667	333	778	778
Zm00001eb214590	19	0	0	0	38	0	0
Zm00001eb214600	0	0	0	0	0	0	0
Zm00001eb214610	1318	1079	1079	831	882	1231	1231
Zm00001eb214620	63	53	53	23	23	49	49
Zm00001eb214630	900	1235	1235	833	762	896	896
Zm00001eb214650	6642	3688	3688	5420	5815	6714	6714
Zm00001eb214660	3214	2175	2175	3715	3459	3529	3529
Zm00001eb214670	1668	1709	1709	3758	2013	2384	2384
Zm00001eb214680	0	29	29	0	0	6	6
Zm00001eb214700	0	22	22	0	0	0	0
Zm00001eb214710	1	1	1	0	0	1	1
Zm00001eb214720	1025	1583	1583	1147	1303	1364	1364
Zm00001eb214730	512	618	618	544	481	726	726
Zm00001eb214740	0	1	1	2	0	3	3
Zm00001eb214750	0	0	0	3	0	0	0
Zm00001eb214760	0	0	0	0	0	0	0
Zm00001eb214770	0	0	0	0	0	0	0
Zm00001eb214780	142	433	433	111	4	612	612
Zm00001eb214790	385	162	162	172	150	175	175
Zm00001eb214800	231	397	397	143	185	208	208
Zm00001eb214820	715	693	693	125	353	244	244
Zm00001eb214830	12	17	17	2	6	12	12
Zm00001eb214840	474	481	481	666	526	598	598
Zm00001eb214850	232	138	138	294	115	273	273
Zm00001eb214860	677	662	662	679	684	661	661
Zm00001eb214870	3213	4300	4300	5039	2008	6933	6933
Zm00001eb214880	40	103	103	34	14	127	127
Zm00001eb214890	23	0	0	3	14	0	0
Zm00001eb214900	524	662	662	554	506	537	537
Zm00001eb214910	400	548	548	402	301	350	350
Zm00001eb214920	481	492	492	587	418	502	502
Zm00001eb214930	380	557	557	691	385	576	576
Zm00001eb214940	6	31	31	46	43	52	52
Zm00001eb214950	990	1401	1401	934	1462	1828	1828
Zm00001eb214960	80	80	80	203	106	77	77
Zm00001eb214970	895	874	874	588	539	735	735
Zm00001eb214980	52	6	6	3	10	6	6
Zm00001eb214990	4000	2429	2429	4401	3209	4713	4713
Zm00001eb215000	1377	943	943	1487	898	1566	1566
Zm00001eb215010	963	1455	1455	1160	1181	1822	1822
Zm00001eb215020	0	2	2	0	0	0	0
Zm00001eb215030	68	157	157	229	40	120	120
Zm00001eb215040	3630	2326	2326	2500	3227	3017	3017
Zm00001eb215050	1	3	3	0	2	0	0
Zm00001eb215060	479	381	381	490	368	618	618
Zm00001eb215070	657	496	496	819	430	469	469
Zm00001eb215080	2323	1350	1350	2184	3434	2510	2510
Zm00001eb215090	0	3	3	0	0	0	0
Zm00001eb215100	0	2	2	2	0	0	0
Zm00001eb215110	3137	2712	2712	3470	2637	3312	3312
Zm00001eb215120	10370	6546	6546	7942	12564	13797	13797
Zm00001eb215130	446	541	541	371	349	428	428
Zm00001eb215150	49	36	36	40	24	59	59
Zm00001eb215160	0	0	0	0	0	0	0
Zm00001eb215170	149	99	99	115	109	133	133
Zm00001eb215180	141	166	166	134	197	174	174
Zm00001eb215190	403	222	222	364	303	415	415
Zm00001eb215200	0	0	0	0	0	1	1
Zm00001eb215210	1251	670	670	1166	1099	1237	1237
Zm00001eb215220	493	349	349	447	411	562	562
Zm00001eb215230	4	8	8	3	1	4	4
Zm00001eb215240	0	4	4	0	3	0	0
Zm00001eb215250	7	0	0	1	2	1	1
Zm00001eb215260	2	6	6	4	4	0	0
Zm00001eb215270	13	12	12	61	151	12	12
Zm00001eb215280	1706	1939	1939	1162	1026	1929	1929
Zm00001eb215290	1410	1276	1276	1186	1512	1732	1732
Zm00001eb215300	1631	1165	1165	1939	1444	1940	1940
Zm00001eb215310	9644	12168	12168	10270	13289	11593	11593
Zm00001eb215320	655	512	512	338	310	323	323
Zm00001eb215330	1	2	2	1	6	4	4
Zm00001eb215340	2	1	1	0	0	0	0
Zm00001eb215350	1087	440	440	1050	666	1104	1104
Zm00001eb215370	327	179	179	193	222	440	440
Zm00001eb215380	476	297	297	214	338	331	331
Zm00001eb215390	0	0	0	0	0	0	0
Zm00001eb215400	0	0	0	0	0	0	0
Zm00001eb215410	30	58	58	45	54	40	40
Zm00001eb215420	274	330	330	265	200	326	326
Zm00001eb215430	1489	1292	1292	1890	1416	1813	1813
Zm00001eb215440	115	92	92	64	58	61	61
Zm00001eb215450	901	606	606	810	778	1012	1012
Zm00001eb215460	18	14	14	5	20	12	12
Zm00001eb215470	356	189	189	504	398	388	388
Zm00001eb215480	349	217	217	374	320	340	340
Zm00001eb215490	0	2	2	0	0	0	0
Zm00001eb215500	0	1	1	0	2	0	0
Zm00001eb215510	318	267	267	297	246	434	434
Zm00001eb215520	0	0	0	0	0	0	0
Zm00001eb215540	40	41	41	31	31	43	43
Zm00001eb215550	176	188	188	180	122	161	161
Zm00001eb215560	126	147	147	173	84	154	154
Zm00001eb215570	0	0	0	0	0	0	0
Zm00001eb215580	433	244	244	323	300	296	296
Zm00001eb215590	0	0	0	0	0	0	0
Zm00001eb215600	0	0	0	0	0	0	0
Zm00001eb215610	550	468	468	739	461	543	543
Zm00001eb215620	684	580	580	742	450	833	833
Zm00001eb215640	96	83	83	46	48	94	94
Zm00001eb215650	788	673	673	792	704	799	799
Zm00001eb215660	175	180	180	165	98	180	180
Zm00001eb215670	184	237	237	194	173	180	180
Zm00001eb215680	17	15	15	4	4	23	23
Zm00001eb215690	0	0	0	0	0	0	0
Zm00001eb215700	4	1	1	0	0	0	0
Zm00001eb215710	25630	22101	22101	22559	34956	27613	27613
Zm00001eb215720	2	0	0	0	3	0	0
Zm00001eb215730	0	0	0	0	0	0	0
Zm00001eb215740	61	115	115	108	31	53	53
Zm00001eb215750	1800	1488	1488	1294	1356	1540	1540
Zm00001eb215760	0	1	1	0	1	0	0
Zm00001eb215770	0	0	0	0	0	0	0
Zm00001eb215780	778	481	481	1037	692	907	907
Zm00001eb215790	361	355	355	248	244	363	363
Zm00001eb215800	35	64	64	54	49	57	57
Zm00001eb215810	88	22	22	38	66	33	33
Zm00001eb215820	575	643	643	538	492	580	580
Zm00001eb215830	47	41	41	10	52	21	21
Zm00001eb215840	8	76	76	168	25	196	196
Zm00001eb215850	176	204	204	76	200	92	92
Zm00001eb215860	142	32	32	540	222	722	722
Zm00001eb215870	65	56	56	48	31	52	52
Zm00001eb215880	0	0	0	0	0	6	6
Zm00001eb215890	1709	1141	1141	1532	1747	2040	2040
Zm00001eb215900	500	327	327	377	449	332	332
Zm00001eb215910	2195	1557	1557	1271	1283	2002	2002
Zm00001eb215920	4446	2256	2256	2187	1628	2551	2551
Zm00001eb215930	0	0	0	0	0	0	0
Zm00001eb215950	108	72	72	120	100	136	136
Zm00001eb215960	3	1	1	0	0	0	0
Zm00001eb215970	2	52	52	52	5	86	86
Zm00001eb215980	622	524	524	391	411	473	473
Zm00001eb215990	873	632	632	540	391	660	660
Zm00001eb216000	575	97	97	1400	492	550	550
Zm00001eb216010	722	906	906	852	691	707	707
Zm00001eb216020	3191	2052	2052	5403	4449	8745	8745
Zm00001eb216030	82	69	69	59	143	98	98
Zm00001eb216040	166	243	243	241	610	292	292
Zm00001eb216050	0	0	0	0	0	0	0
Zm00001eb216060	0	0	0	0	0	0	0
Zm00001eb216070	2693	2098	2098	3111	2892	3166	3166
Zm00001eb216080	606	491	491	387	383	360	360
Zm00001eb216090	466	423	423	411	350	400	400
Zm00001eb216100	0	0	0	0	0	0	0
Zm00001eb216110	44	27	27	50	26	40	40
Zm00001eb216120	507	556	556	585	488	503	503
Zm00001eb216130	32	40	40	28	9	23	23
Zm00001eb216140	379	313	313	188	195	228	228
Zm00001eb216150	4	7	7	8	1	9	9
Zm00001eb216160	501	408	408	534	430	663	663
Zm00001eb216170	768	824	824	977	852	952	952
Zm00001eb216180	869	708	708	1301	938	1249	1249
Zm00001eb216190	19	5	5	0	0	0	0
Zm00001eb216200	0	2	2	3	0	0	0
Zm00001eb216210	5370	4254	4254	5663	5959	6210	6210
Zm00001eb216220	192	77	77	45	93	46	46
Zm00001eb216230	2367	1543	1543	1184	1906	1664	1664
Zm00001eb216240	498	93	93	74	347	119	119
Zm00001eb216250	0	13	13	6	2	4	4
Zm00001eb216260	11239	12482	12482	13528	15558	17482	17482
Zm00001eb216280	3	0	0	17	0	17	17
Zm00001eb216290	355	520	520	447	421	487	487
Zm00001eb216310	740	557	557	762	620	699	699
Zm00001eb216320	445	310	310	198	169	287	287
Zm00001eb216330	526	190	190	179	301	163	163
Zm00001eb216350	511	89	89	66	380	160	160
Zm00001eb216380	442	247	247	188	348	267	267
Zm00001eb216390	2127	2079	2079	1513	1675	2180	2180
Zm00001eb216400	2952	3739	3739	2634	2641	3698	3698
Zm00001eb216410	274	65	65	112	44	67	67
Zm00001eb216420	1039	901	901	937	946	1207	1207
Zm00001eb216430	243	288	288	203	178	318	318
Zm00001eb216440	847	379	379	510	639	346	346
Zm00001eb216450	162	111	111	240	126	207	207
Zm00001eb216460	0	0	0	0	0	0	0
Zm00001eb216470	0	0	0	0	0	0	0
Zm00001eb216480	656	384	384	487	540	512	512
Zm00001eb216490	4	0	0	0	0	0	0
Zm00001eb216500	89	107	107	71	85	54	54
Zm00001eb216510	224	612	612	176	221	279	279
Zm00001eb216520	563	837	837	1183	962	1114	1114
Zm00001eb216530	0	0	0	0	0	0	0
Zm00001eb216540	252	511	511	925	190	359	359
Zm00001eb216550	1981	826	826	986	1684	830	830
Zm00001eb216560	3	0	0	0	1	0	0
Zm00001eb216570	0	107	107	104	0	124	124
Zm00001eb216580	22	61	61	58	17	84	84
Zm00001eb216590	1843	774	774	1288	763	2231	2231
Zm00001eb216600	114	70	70	53	126	42	42
Zm00001eb216610	1164	1119	1119	1120	861	1770	1770
Zm00001eb216620	1129	1043	1043	764	853	1004	1004
Zm00001eb216630	0	0	0	0	0	0	0
Zm00001eb216640	148	61	61	141	418	156	156
Zm00001eb216660	550	591	591	748	594	759	759
Zm00001eb216680	481	498	498	290	295	422	422
Zm00001eb216690	280	217	217	387	269	345	345
Zm00001eb216700	0	0	0	1	0	1	1
Zm00001eb216710	0	0	0	0	0	1	1
Zm00001eb216720	306	244	244	262	241	313	313
Zm00001eb216730	51	7	7	8	33	6	6
Zm00001eb216740	0	0	0	0	0	0	0
Zm00001eb216750	21	9	9	20	13	16	16
Zm00001eb216770	0	0	0	0	0	0	0
Zm00001eb216780	1232	961	961	1299	1566	1736	1736
Zm00001eb216790	4	2	2	4	1	3	3
Zm00001eb216800	438	376	376	350	275	350	350
Zm00001eb216810	1068	845	845	965	986	1109	1109
Zm00001eb216820	144	55	55	18	41	43	43
Zm00001eb216830	53	37	37	53	51	69	69
Zm00001eb216840	480	108	108	170	83	67	67
Zm00001eb216850	0	0	0	0	0	0	0
Zm00001eb216860	121	62	62	87	58	119	119
Zm00001eb216870	1028	1489	1489	945	935	1565	1565
Zm00001eb216880	561	478	478	5040	809	1957	1957
Zm00001eb216890	147	108	108	89	59	109	109
Zm00001eb216900	644	490	490	591	537	673	673
Zm00001eb216910	429	668	668	685	606	442	442
Zm00001eb216920	955	583	583	723	548	671	671
Zm00001eb216930	535	603	603	327	498	543	543
Zm00001eb216940	0	1	1	1	0	2	2
Zm00001eb216950	175	49	49	88	112	65	65
Zm00001eb216960	82	35	35	43	11	38	38
Zm00001eb216970	41	21	21	34	23	32	32
Zm00001eb216980	89	124	124	94	84	87	87
Zm00001eb216990	1103	989	989	1300	1044	1367	1367
Zm00001eb217000	66	77	77	86	82	63	63
Zm00001eb217010	732	571	571	427	254	324	324
Zm00001eb217020	559	325	325	464	562	435	435
Zm00001eb217030	6	7	7	4	5	9	9
Zm00001eb217040	0	0	0	0	0	0	0
Zm00001eb217050	8	9	9	9	8	5	5
Zm00001eb217060	807	719	719	675	691	734	734
Zm00001eb217070	353	378	378	363	195	271	271
Zm00001eb217080	29	280	280	175	10	180	180
Zm00001eb217090	119	67	67	82	39	63	63
Zm00001eb217100	37	103	103	105	12	60	60
Zm00001eb217110	51	135	135	129	39	88	88
Zm00001eb217120	1447	1496	1496	1230	1456	1494	1494
Zm00001eb217130	364	256	256	451	484	447	447
Zm00001eb217140	1248	1094	1094	586	744	908	908
Zm00001eb217150	0	0	0	0	0	0	0
Zm00001eb217160	602	529	529	488	474	542	542
Zm00001eb217170	154	152	152	69	76	124	124
Zm00001eb217180	260	349	349	307	320	326	326
Zm00001eb217190	2316	2355	2355	2329	3498	2147	2147
Zm00001eb217200	117	91	91	111	82	86	86
Zm00001eb217210	149	0	0	13	155	0	0
Zm00001eb217220	891	267	267	425	1037	448	448
Zm00001eb217230	543	354	354	625	526	327	327
Zm00001eb217240	8	192	192	158	13	103	103
Zm00001eb217250	0	0	0	0	0	0	0
Zm00001eb217260	101	0	0	3	67	3	3
Zm00001eb217270	1282	1123	1123	1454	1174	1424	1424
Zm00001eb217280	31	0	0	1	47	0	0
Zm00001eb217290	1429	817	817	840	904	928	928
Zm00001eb217310	322	362	362	323	256	332	332
Zm00001eb217320	181	199	199	131	99	200	200
Zm00001eb217330	0	0	0	0	0	0	0
Zm00001eb217340	202	558	558	487	158	572	572
Zm00001eb217350	1415	1575	1575	3064	2571	2990	2990
Zm00001eb217360	99	5	5	4	71	5	5
Zm00001eb217370	1388	698	698	460	678	745	745
Zm00001eb217380	109	18	18	15	223	19	19
Zm00001eb217390	2417	2559	2559	6715	2461	4804	4804
Zm00001eb217400	1192	611	611	744	1143	930	930
Zm00001eb217410	58	39	39	25	94	68	68
Zm00001eb217420	185	333	333	368	274	271	271
Zm00001eb217440	278	448	448	493	204	334	334
Zm00001eb217450	0	26	26	7	0	19	19
Zm00001eb217460	0	0	0	0	0	0	0
Zm00001eb217470	0	2	2	0	0	0	0
Zm00001eb217480	0	0	0	2	0	0	0
Zm00001eb217490	0	0	0	0	0	0	0
Zm00001eb217500	0	0	0	0	0	0	0
Zm00001eb217510	0	0	0	0	0	0	0
Zm00001eb217520	0	0	0	0	0	0	0
Zm00001eb217530	0	0	0	0	0	0	0
Zm00001eb217540	82	11	11	23	74	11	11
Zm00001eb217550	1583	1024	1024	1377	855	1412	1412
Zm00001eb217560	3888	2282	2282	1769	4322	1596	1596
Zm00001eb217570	128	139	139	196	165	167	167
Zm00001eb217580	0	0	0	0	0	0	0
Zm00001eb217590	648	143	143	736	1727	495	495
Zm00001eb217610	151	99	99	68	97	127	127
Zm00001eb217620	293	458	458	334	269	474	474
Zm00001eb217630	0	0	0	0	0	0	0
Zm00001eb217640	33	37	37	24	23	32	32
Zm00001eb217660	0	0	0	0	0	0	0
Zm00001eb217670	0	0	0	0	0	0	0
Zm00001eb217680	0	0	0	0	0	0	0
Zm00001eb217690	0	0	0	0	0	0	0
Zm00001eb217700	0	0	0	0	0	0	0
Zm00001eb217710	0	0	0	0	0	0	0
Zm00001eb217720	2	0	0	0	0	0	0
Zm00001eb217730	0	0	0	0	0	0	0
Zm00001eb217740	1302	1591	1591	1055	903	1420	1420
Zm00001eb217750	2001	1438	1438	1497	1906	2044	2044
Zm00001eb217760	13	6	6	9	18	21	21
Zm00001eb217770	0	0	0	0	0	0	0
Zm00001eb217780	121	39	39	42	92	61	61
Zm00001eb217790	281	884	884	871	337	1092	1092
Zm00001eb217800	1411	1815	1815	1228	1067	1555	1555
Zm00001eb217810	0	0	0	0	0	0	0
Zm00001eb217820	0	1	1	0	0	0	0
Zm00001eb217830	10	9	9	7	2	8	8
Zm00001eb217840	5	6	6	2	3	15	15
Zm00001eb217850	2	1	1	9	9	4	4
Zm00001eb217860	1019	738	738	771	1317	1012	1012
Zm00001eb217870	0	0	0	0	0	0	0
Zm00001eb217880	238	283	283	165	152	254	254
Zm00001eb217890	525	893	893	667	718	1566	1566
Zm00001eb217900	354	608	608	535	323	632	632
Zm00001eb217920	1	0	0	2	2	1	1
Zm00001eb217930	383	295	295	500	390	504	504
Zm00001eb217940	337	3	3	15	237	4	4
Zm00001eb217950	3726	3146	3146	4880	3785	5056	5056
Zm00001eb217960	392	451	451	409	361	632	632
Zm00001eb217970	764	921	921	211	234	167	167
Zm00001eb217990	126	206	206	65	91	120	120
Zm00001eb218000	5879	6851	6851	3519	7171	5700	5700
Zm00001eb218020	320	305	305	575	314	364	364
Zm00001eb218030	0	0	0	0	0	0	0
Zm00001eb218060	10	0	0	0	0	0	0
Zm00001eb218070	1	8	8	0	0	2	2
Zm00001eb218080	4	3	3	2	4	0	0
Zm00001eb218090	1374	1471	1471	1457	1500	1627	1627
Zm00001eb218100	0	0	0	1	0	0	0
Zm00001eb218110	305	206	206	236	136	263	263
Zm00001eb218120	131	172	172	82	101	85	85
Zm00001eb218130	2969	1881	1881	3241	2015	3203	3203
Zm00001eb218140	786	868	868	1649	882	1778	1778
Zm00001eb218160	5	550	550	492	8	1292	1292
Zm00001eb218170	0	13	13	3	1	3	3
Zm00001eb218190	650	494	494	879	851	770	770
Zm00001eb218200	501	384	384	896	447	470	470
Zm00001eb218210	1	0	0	0	0	0	0
Zm00001eb218220	68	56	56	87	83	27	27
Zm00001eb218230	0	0	0	0	0	0	0
Zm00001eb218240	0	0	0	2	0	1	1
Zm00001eb218250	32	36	36	23	8	40	40
Zm00001eb218260	0	0	0	0	0	0	0
Zm00001eb218270	277	174	174	322	222	301	301
Zm00001eb218280	212	131	131	66	151	113	113
Zm00001eb218290	0	0	0	0	0	0	0
Zm00001eb218300	1103	594	594	1195	1061	1157	1157
Zm00001eb218310	46	67	67	108	30	140	140
Zm00001eb218320	24372	21906	21906	29998	51653	43499	43499
Zm00001eb218330	0	0	0	0	0	1	1
Zm00001eb218340	2	0	0	0	1	0	0
Zm00001eb218350	22	19	19	19	150	28	28
Zm00001eb218360	40	1	1	7	53	1	1
Zm00001eb218380	0	0	0	0	0	0	0
Zm00001eb218390	535	456	456	604	332	436	436
Zm00001eb218400	4294	7481	7481	2441	3954	4173	4173
Zm00001eb218410	1520	1583	1583	2085	1395	2286	2286
Zm00001eb218420	1209	807	807	1911	1019	2058	2058
Zm00001eb218430	4	2	2	7	7	28	28
Zm00001eb218440	0	0	0	0	0	0	0
Zm00001eb218450	777	541	541	773	527	666	666
Zm00001eb218460	499	369	369	630	683	657	657
Zm00001eb218470	30	30	30	21	41	12	12
Zm00001eb218490	173	168	168	83	126	214	214
Zm00001eb218500	110	47	47	72	56	94	94
Zm00001eb218510	562	418	418	599	504	556	556
Zm00001eb218520	0	0	0	0	0	0	0
Zm00001eb218530	839	957	957	626	499	764	764
Zm00001eb218540	105	52	52	133	135	144	144
Zm00001eb218560	7324	2976	2976	2788	4797	3278	3278
Zm00001eb218570	0	0	0	0	0	0	0
Zm00001eb218580	2	0	0	0	0	0	0
Zm00001eb218590	410	597	597	336	255	326	326
Zm00001eb218600	894	916	916	723	907	1077	1077
Zm00001eb218610	104	65	65	120	122	114	114
Zm00001eb218620	132	45	45	83	84	95	95
Zm00001eb218630	612	862	862	846	587	771	771
Zm00001eb218640	0	0	0	0	0	0	0
Zm00001eb218650	2609	2202	2202	1751	1959	1918	1918
Zm00001eb218660	0	0	0	0	0	0	0
Zm00001eb218670	0	0	0	0	0	0	0
Zm00001eb218680	10	15	15	30	19	56	56
Zm00001eb218690	1319	1516	1516	2362	1543	2064	2064
Zm00001eb218700	4	6	6	13	12	13	13
Zm00001eb218710	903	901	901	712	718	883	883
Zm00001eb218720	392	321	321	400	341	488	488
Zm00001eb218730	767	827	827	668	635	689	689
Zm00001eb218740	222	225	225	407	156	341	341
Zm00001eb218750	117	277	277	272	283	405	405
Zm00001eb218760	1239	1028	1028	423	1998	2675	2675
Zm00001eb218770	897	480	480	1042	734	1165	1165
Zm00001eb218780	0	0	0	0	0	0	0
Zm00001eb218790	0	0	0	0	0	0	0
Zm00001eb218810	64	55	55	20	16	53	53
Zm00001eb218820	114	161	161	115	55	112	112
Zm00001eb218840	189	383	383	242	150	148	148
Zm00001eb218850	596	452	452	579	342	504	504
Zm00001eb218860	1990	886	886	982	4565	2901	2901
Zm00001eb218870	489	680	680	686	387	707	707
Zm00001eb218880	259	143	143	83	352	166	166
Zm00001eb218890	574	446	446	652	567	608	608
Zm00001eb218900	36	325	325	493	13	515	515
Zm00001eb218910	3	0	0	0	0	0	0
Zm00001eb218920	202	191	191	93	83	214	214
Zm00001eb218930	54	69	69	15	39	61	61
Zm00001eb218940	86	87	87	83	59	86	86
Zm00001eb218950	0	0	0	0	0	0	0
Zm00001eb218960	53	350	350	299	46	548	548
Zm00001eb218970	16	125	125	169	6	323	323
Zm00001eb218980	1173	724	724	1218	980	1358	1358
Zm00001eb218990	1	1	1	0	0	0	0
Zm00001eb219000	0	0	0	0	0	0	0
Zm00001eb219010	24	0	0	0	2	0	0
Zm00001eb219020	42	8	8	50	23	24	24
Zm00001eb219030	44	20	20	27	5	29	29
Zm00001eb219040	166	25	25	20	73	60	60
Zm00001eb219050	0	1	1	0	1	2	2
Zm00001eb219060	0	0	0	0	0	0	0
Zm00001eb219070	3	0	0	0	1	0	0
Zm00001eb219080	586	255	255	371	347	375	375
Zm00001eb219090	1567	944	944	1368	1413	1576	1576
Zm00001eb219100	26	20	20	13	8	10	10
Zm00001eb219110	0	1	1	0	0	1	1
Zm00001eb219120	0	17	17	17	0	22	22
Zm00001eb219130	0	1	1	4	3	0	0
Zm00001eb219150	0	0	0	0	0	0	0
Zm00001eb219160	789	867	867	679	604	604	604
Zm00001eb219170	1601	1357	1357	1211	1610	1462	1462
Zm00001eb219180	160	0	0	1	103	0	0
Zm00001eb219190	1126	778	778	755	980	847	847
Zm00001eb219200	351	298	298	292	377	316	316
Zm00001eb219210	54	53	53	241	9	100	100
Zm00001eb219220	21	45	45	22	9	47	47
Zm00001eb219230	890	647	647	843	1005	817	817
Zm00001eb219240	219	122	122	157	85	132	132
Zm00001eb219250	43	81	81	36	23	56	56
Zm00001eb219260	427	275	275	448	423	426	426
Zm00001eb219270	12086	10566	10566	16513	12346	21876	21876
Zm00001eb219280	318	229	229	450	408	399	399
Zm00001eb219290	0	0	0	0	0	4	4
Zm00001eb219300	1857	700	700	448	1100	661	661
Zm00001eb219310	401	548	548	510	377	533	533
Zm00001eb219320	3839	4212	4212	9933	3875	9598	9598
Zm00001eb219330	478	110	110	118	349	186	186
Zm00001eb219340	1	0	0	0	0	1	1
Zm00001eb219360	247	225	225	157	214	166	166
Zm00001eb219370	0	2	2	0	0	0	0
Zm00001eb219380	1	408	408	218	0	147	147
Zm00001eb219390	349	369	369	409	403	345	345
Zm00001eb219400	222	273	273	197	131	227	227
Zm00001eb219410	0	0	0	0	0	0	0
Zm00001eb219420	1	5	5	2	0	5	5
Zm00001eb219430	0	0	0	0	0	1	1
Zm00001eb219440	0	12	12	31	0	21	21
Zm00001eb219450	1	1	1	5	3	1	1
Zm00001eb219460	0	0	0	0	0	1	1
Zm00001eb219470	0	0	0	0	0	0	0
Zm00001eb219480	0	0	0	0	0	0	0
Zm00001eb219490	10430	7269	7269	13244	10869	13419	13419
Zm00001eb219500	1319	1119	1119	2237	1575	2081	2081
Zm00001eb219510	1156	662	662	1018	748	1363	1363
Zm00001eb219520	1131	684	684	1270	1016	1235	1235
Zm00001eb219530	6	14	14	34	60	11	11
Zm00001eb219540	8	41	41	35	6	36	36
Zm00001eb219550	1	0	0	0	0	1	1
Zm00001eb219560	1	3	3	0	0	0	0
Zm00001eb219570	7347	5641	5641	7761	7480	9636	9636
Zm00001eb219580	100	28	28	74	331	47	47
Zm00001eb219590	354	131	131	76	216	171	171
Zm00001eb219600	6	1	1	0	4	1	1
Zm00001eb219610	11	12	12	9	6	3	3
Zm00001eb219620	0	0	0	0	0	0	0
Zm00001eb219630	0	0	0	0	0	0	0
Zm00001eb219640	0	1	1	0	0	0	0
Zm00001eb219650	0	0	0	0	0	0	0
Zm00001eb219660	2	0	0	0	2	0	0
Zm00001eb219670	0	0	0	0	0	1	1
Zm00001eb219680	781	563	563	1127	762	831	831
Zm00001eb219690	580	514	514	645	316	831	831
Zm00001eb219700	552	201	201	322	401	371	371
Zm00001eb219710	181	364	364	390	169	629	629
Zm00001eb219720	13	46	46	23	28	31	31
Zm00001eb219740	2	10	10	3	2	4	4
Zm00001eb219750	382	276	276	198	423	247	247
Zm00001eb219760	0	0	0	1	0	0	0
Zm00001eb219770	14073	3457	3457	6279	7243	5302	5302
Zm00001eb219780	0	0	0	0	0	0	0
Zm00001eb219790	1050	1394	1394	3138	1335	2450	2450
Zm00001eb219810	412	130	130	83	386	191	191
Zm00001eb219820	4150	3104	3104	6718	4103	6228	6228
Zm00001eb219830	64	69	69	37	98	73	73
Zm00001eb219840	0	0	0	0	0	0	0
Zm00001eb219850	168	284	284	286	169	293	293
Zm00001eb219860	167	124	124	148	123	213	213
Zm00001eb219870	0	0	0	0	0	0	0
Zm00001eb219880	82	112	112	98	44	89	89
Zm00001eb219890	18	1	1	9	32	3	3
Zm00001eb219900	92	39	39	16	46	20	20
Zm00001eb219910	9	25	25	12	11	16	16
Zm00001eb219920	1	8	8	12	7	2	2
Zm00001eb219930	0	0	0	0	0	0	0
Zm00001eb219950	47	21	21	15	4	21	21
Zm00001eb219960	440	406	406	198	247	276	276
Zm00001eb219970	238	426	426	877	329	777	777
Zm00001eb219980	0	0	0	0	0	0	0
Zm00001eb219990	160	103	103	102	205	105	105
Zm00001eb220000	346	266	266	207	223	250	250
Zm00001eb220010	471	407	407	264	205	386	386
Zm00001eb220020	3041	2920	2920	2951	1953	3460	3460
Zm00001eb220030	299	334	334	99	99	147	147
Zm00001eb220040	0	0	0	0	0	0	0
Zm00001eb220050	825	602	602	690	1607	1275	1275
Zm00001eb220060	714	916	916	641	605	784	784
Zm00001eb220070	0	3	3	1	1	3	3
Zm00001eb220090	1423	1028	1028	1175	1193	1348	1348
Zm00001eb220100	0	0	0	0	0	0	0
Zm00001eb220110	259	601	601	709	250	893	893
Zm00001eb220120	886	921	921	709	499	863	863
Zm00001eb220130	0	0	0	0	0	0	0
Zm00001eb220140	3236	2512	2512	2525	2228	2900	2900
Zm00001eb220150	0	0	0	1	0	1	1
Zm00001eb220160	0	17	17	7	2	12	12
Zm00001eb220170	0	0	0	2	0	0	0
Zm00001eb220180	0	6	6	1	1	11	11
Zm00001eb220190	42	1320	1320	1507	6	1614	1614
Zm00001eb220200	0	0	0	0	0	0	0
Zm00001eb220210	0	0	0	0	0	0	0
Zm00001eb220220	327	241	241	343	262	236	236
Zm00001eb220240	352	309	309	221	217	347	347
Zm00001eb220250	503	938	938	674	508	610	610
Zm00001eb220260	0	0	0	0	0	0	0
Zm00001eb220270	0	0	0	0	0	0	0
Zm00001eb220290	8	1	1	0	1	4	4
