Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
MSTRG.13999	-	chr7	+	181459126	181473214	0.748795	7.077743	8.033834
Zm00001eb330270	-	chr7	-	181482735	181485632	0.192547	1.812673	2.057536
Zm00001eb330280	-	chr7	+	181485099	181487213	0.000000	0.000000	0.000000
Zm00001eb330300	-	chr7	+	181543256	181544342	0.421343	3.966600	4.502425
MSTRG.14006	-	chr7	+	181604872	181606854	0.252386	2.376008	2.696969
MSTRG.14001	-	chr7	-	181610867	181618423	0.185506	2.083396	2.364830
MSTRG.14024	-	chr7	+	181621575	181622171	2.083752	19.616823	22.266745
MSTRG.14008	-	chr7	+	181681199	181693190	5.280450	123.688614	140.396988
MSTRG.14021	-	chr7	-	181707793	181717832	0.743179	7.353088	8.346375
MSTRG.14022	-	chr7	-	181714230	181714567	0.000000	0.000000	0.000000
Zm00001eb330430	-	chr7	-	181720552	181722435	0.338641	3.188028	3.618681
MSTRG.14048	-	chr7	-	181725167	181727542	3.225893	30.369148	34.471539
MSTRG.14049	-	chr7	-	181728196	181733762	0.620508	5.841576	6.630681
MSTRG.14018	-	chr7	-	181737556	181738263	1.385593	13.044227	14.806295
MSTRG.14009	-	chr7	+	181773608	181775454	31.515902	296.696472	336.775482
MSTRG.14016	-	chr7	+	181789847	181792362	9.029350	85.003960	96.486649
Zm00001eb330490	-	chr7	-	181792450	181793710	0.372093	3.502952	3.976145
Zm00001eb330500	-	chr7	-	181798418	181801793	1.976158	18.603914	21.117008
Zm00001eb330510	-	chr7	+	181799628	181801895	0.000000	0.000000	0.000000
MSTRG.14025	-	chr7	+	181814911	181817292	8.905326	86.130005	97.764809
MSTRG.14034	-	chr7	+	181831453	181833093	0.979561	9.221766	10.467482
MSTRG.14030	-	chr7	+	181842470	181844103	13.221787	139.756729	158.635666
MSTRG.14027	-	chr7	+	181888151	181890097	2.611710	24.587116	27.908447
MSTRG.14028	-	chr7	-	181888286	181890102	0.000000	0.000000	0.000000
MSTRG.14050	-	chr7	+	181939892	181941508	2.341373	22.042114	25.019655
MSTRG.14026	-	chr7	-	181977849	181986648	9.743930	140.354614	159.314301
MSTRG.14045	-	chr7	-	181993814	181997946	0.960038	9.583121	10.877649
Zm00001eb330620	-	chr7	+	182005259	182006593	0.471536	4.439126	5.038782
Zm00001eb330630	-	chr7	-	182005528	182006665	0.553163	5.207578	5.911039
MSTRG.14032	-	chr7	+	182037303	182042011	2.538541	25.128958	28.523483
MSTRG.14059	-	chr7	-	182190235	182195900	0.549795	5.628928	6.389307
MSTRG.14042	-	chr7	-	182217234	182224317	0.875061	9.116337	10.347811
MSTRG.14039	-	chr7	.	182236100	182236430	23.169184	218.118942	247.583359
MSTRG.14038	-	chr7	-	182246314	182268566	0.336736	3.251998	3.691291
MSTRG.14054	-	chr7	+	182290937	182294703	1.025516	9.670071	10.976344
MSTRG.14031	-	chr7	-	182296841	182300676	3.801072	36.580185	41.521587
MSTRG.14029	-	chr7	-	182301132	182306327	1.244870	13.069267	14.834720
Zm00001eb330780	-	chr7	+	182357727	182359033	0.165264	1.555826	1.765993
MSTRG.14074	-	chr7	+	182449947	182463761	0.313704	2.956468	3.355840
MSTRG.14035	-	chr7	+	182465096	182475496	0.391224	3.683054	4.180577
MSTRG.14033	-	chr7	+	182475829	182482091	0.088699	0.901935	1.023772
Zm00001eb330820	-	chr7	+	182483837	182484917	0.498462	4.692612	5.326510
MSTRG.14040	-	chr7	-	182487358	182491564	0.848806	8.536518	9.689667
MSTRG.14043	-	chr7	+	182528757	182532945	1.260957	14.698448	16.683977
MSTRG.14036	-	chr7	+	182614902	182616925	15.301867	147.548508	167.479980
MSTRG.14064	-	chr7	+	182651454	182652478	2.288293	21.542408	24.452448
MSTRG.14037	-	chr7	+	182704718	182706122	1.334164	12.560064	14.256730
MSTRG.14044	-	chr7	+	182734869	182736688	0.867837	8.169976	9.273611
MSTRG.14041	-	chr7	+	182793242	182797113	0.210070	2.187734	2.483262
MSTRG.14058	-	chr7	-	182798875	182802975	2.593919	24.419628	27.718334
Zm00001eb331010	-	chr7	-	182809977	182813133	0.259297	2.441070	2.770819
MSTRG.14052	-	chr7	-	182815155	182831476	0.750796	7.318859	8.307521
Zm00001eb331060	-	chr7	-	182876732	182878951	0.008559	0.080576	0.091461
Zm00001eb331070	-	chr7	+	182876732	182878951	0.000000	0.000000	0.000000
MSTRG.14046	-	chr7	-	182941331	182942644	1.197108	11.269794	12.792165
Zm00001eb331120	-	chr7	-	183075602	183081317	0.097759	1.124016	1.275853
Zm00001eb331140	-	chr7	+	183126166	183130282	0.125091	1.317477	1.495448
MSTRG.14077	-	chr7	+	183190533	183193395	2.002224	27.117367	30.780495
MSTRG.14062	-	chr7	-	183196613	183202611	1.362568	14.357843	16.297361
MSTRG.14071	-	chr7	-	183219012	183222947	0.280023	2.645489	3.002853
MSTRG.14047	-	chr7	+	183229239	183231037	15.014694	193.609055	219.762589
MSTRG.14056	-	chr7	+	183231155	183235284	2.606020	36.422691	41.342823
MSTRG.14057	-	chr7	-	183233180	183237067	0.087214	0.978463	1.110638
Zm00001eb331230	-	chr7	-	183243755	183245562	0.109685	1.032595	1.172082
Zm00001eb331250	-	chr7	-	183251171	183253887	0.155513	1.464028	1.661795
MSTRG.14051	-	chr7	+	183321470	183327052	0.140123	1.319144	1.497339
MSTRG.14055	-	chr7	-	183327454	183328417	0.781120	7.353607	8.346963
MSTRG.14066	-	chr7	-	183358766	183364962	2.850247	27.022028	30.672277
Zm00001eb331310	-	chr7	-	183365789	183378835	0.000000	0.000000	0.000000
Zm00001eb331330	-	chr7	-	183400681	183402527	0.476540	4.486235	5.092254
MSTRG.14065	-	chr7	-	183441099	183449010	2.390724	22.506712	25.547014
MSTRG.14102	-	chr7	+	183492045	183501750	0.933597	8.802967	9.992109
MSTRG.14053	-	chr7	+	183502809	183505183	0.452975	4.264390	4.840441
Zm00001eb331390	-	chr7	+	183511730	183514157	0.463509	4.363558	4.953006
MSTRG.14061	-	chr7	-	183515476	183522123	0.661461	6.256280	7.101405
MSTRG.14069	-	chr7	+	183528521	183532791	2.934143	28.885681	32.787678
MSTRG.14060	-	chr7	+	183567469	183568331	6.127462	57.685047	65.477386
MSTRG.14082	-	chr7	-	183580360	183583351	7.759029	73.044914	82.912132
Zm00001eb331500	-	chr7	+	183672151	183674473	0.336634	3.169134	3.597234
MSTRG.14063	-	chr7	+	183739273	183745334	1.357711	13.459344	15.277490
MSTRG.14115	-	chr7	+	183751569	183759747	2.179502	20.585447	23.366217
MSTRG.14116	-	chr7	-	183759760	183762467	2.933590	27.617353	31.348022
MSTRG.14080	-	chr7	+	183773565	183785894	1.096162	10.788043	12.245336
MSTRG.14067	-	chr7	-	183786300	183789051	1.119729	10.541334	11.965302
MSTRG.14068	-	chr7	+	183788655	183809289	2.004475	18.870497	21.419601
Zm00001eb331600	-	chr7	-	183835667	183837914	0.273815	2.577745	2.925957
MSTRG.14104	-	chr7	-	183870008	183875596	1.177468	11.084898	12.582294
MSTRG.14070	-	chr7	+	183947136	183980571	0.017584	1.032783	1.172296
MSTRG.14072	-	chr7	-	184160125	184167873	1.993314	18.934212	21.491924
MSTRG.14079	-	chr7	.	184177743	184178216	5.533755	52.095783	59.133099
MSTRG.14075	-	chr7	+	184184036	184186322	0.854307	10.243150	11.626837
MSTRG.14076	-	chr7	-	184185527	184189547	0.110256	1.037970	1.178184
MSTRG.14113	-	chr7	+	184263715	184273270	0.840391	10.343881	11.741176
MSTRG.14078	-	chr7	+	184275647	184278810	1.337832	13.585890	15.421129
MSTRG.14090	-	chr7	-	184288826	184291879	1.808594	17.026436	19.326437
Zm00001eb331780	-	chr7	+	184330442	184333780	0.438017	6.198156	7.035430
MSTRG.14073	-	chr7	+	184333897	184336313	3.726375	35.080780	39.819633
Zm00001eb331850	-	chr7	+	184493338	184498966	0.122832	1.156363	1.312569
MSTRG.14100	-	chr7	-	184546234	184553606	1.557025	19.875713	22.560608
MSTRG.14101	-	chr7	+	184552334	184556321	0.466441	13.342119	15.144428
MSTRG.14086	-	chr7	+	184616130	184619309	3.577185	46.948856	53.290909
MSTRG.14081	-	chr7	-	184651731	184655894	0.153763	1.447553	1.643095
MSTRG.14083	-	chr7	+	184818709	184833544	1.818055	21.548838	24.459747
MSTRG.14084	-	chr7	-	184824751	184835697	0.000000	0.000000	0.000000
Zm00001eb331990	-	chr7	-	184836442	184837527	1.608575	15.143419	17.189056
MSTRG.14095	-	chr7	+	184918318	184934185	0.055755	2.240237	2.542857
Zm00001eb332010	-	chr7	-	185034577	185038486	0.305344	2.874564	3.262872
Zm00001eb332020	-	chr7	-	185145186	185147430	0.424697	4.138465	4.697507
Zm00001eb332030	-	chr7	+	185147528	185155361	0.561425	6.727573	7.636362
MSTRG.14088	-	chr7	-	185171089	185173422	3.162061	32.671844	37.085297
MSTRG.14085	-	chr7	+	185225371	185226895	6.144108	57.841759	65.655266
MSTRG.14097	-	chr7	-	185230938	185240058	1.033974	21.901052	24.859539
Zm00001eb332090	-	chr7	+	185400814	185403407	0.498843	5.834271	6.622388
MSTRG.14091	-	chr7	-	185555401	185557010	0.033788	0.375701	0.426453
Zm00001eb332130	-	chr7	-	185580195	185584060	0.341587	3.215763	3.650161
MSTRG.14107	-	chr8	+	263678	266412	0.132932	1.251446	1.420497
MSTRG.14106	-	chr8	-	363466	365101	7.109527	66.930389	75.971626
MSTRG.14087	-	chr8	-	514887	521368	1.979868	20.253824	22.989796
MSTRG.14096	-	chr8	-	612300	628907	0.275862	2.626755	2.981588
MSTRG.14089	-	chr8	+	743358	750058	2.363780	24.507586	27.818172
MSTRG.14109	-	chr8	-	809706	811358	4.361162	41.056782	46.602901
Zm00001eb332260	-	chr8	-	869007	870654	0.390777	3.678846	4.175800
MSTRG.14092	-	chr8	+	923884	927735	3.596479	40.708324	46.207371
MSTRG.14099	-	chr8	+	1130567	1142298	0.557640	5.803044	6.586943
Zm00001eb332350	-	chr8	+	1145764	1146951	0.383838	3.613521	4.101651
MSTRG.14094	-	chr8	.	1158990	1159190	26.353233	248.094177	281.607788
MSTRG.14117	-	chr8	-	1194159	1200344	0.584302	5.500726	6.243787
MSTRG.14105	-	chr8	+	1250934	1254390	0.282152	2.656231	3.015045
MSTRG.14151	-	chr8	+	1409743	1411858	0.000000	0.000000	0.000000
MSTRG.14152	-	chr8	-	1409777	1415983	0.560890	12.383793	14.056648
MSTRG.14111	-	chr8	+	1470417	1471783	0.000000	0.000000	0.000000
MSTRG.14112	-	chr8	-	1470694	1471850	2.014693	18.966688	21.528790
MSTRG.14098	-	chr8	-	1528841	1532827	0.536025	5.046237	5.727904
Zm00001eb332500	-	chr8	+	1617872	1619766	0.178685	1.682173	1.909408
Zm00001eb332510	-	chr8	-	1624406	1629193	0.985401	10.684241	12.127513
MSTRG.14103	-	chr8	+	1682623	1686740	7.963498	76.002106	86.268791
MSTRG.14125	-	chr8	+	1749178	1755251	1.790967	21.370260	24.257046
Zm00001eb332550	-	chr8	+	1820022	1823306	0.119726	1.165862	1.323351
MSTRG.14108	-	chr8	+	1824595	1826681	1.476519	13.958061	15.843575
MSTRG.14130	-	chr8	-	1828971	1833118	5.310029	50.536381	57.363045
MSTRG.14150	-	chr8	-	2052376	2057146	0.177985	6.891521	7.822456
MSTRG.14127	-	chr8	+	2140074	2141650	2.194670	20.661026	23.452003
MSTRG.14124	-	chr8	+	2197715	2200150	1.506900	14.696895	16.682215
MSTRG.14114	-	chr8	+	2226177	2235643	0.440393	4.145940	4.705991
MSTRG.14162	-	chr8	+	2362404	2370829	0.809699	7.886299	8.951613
Zm00001eb332700	-	chr8	-	2388816	2391274	0.929871	10.475614	11.890703
MSTRG.14136	-	chr8	+	2420362	2425037	2.467532	23.229799	26.367777
Zm00001eb332750	-	chr8	+	2588723	2589974	0.211262	1.988859	2.257523
MSTRG.14134	-	chr8	+	2591782	2602427	1.725514	18.810141	21.351093
MSTRG.14135	-	chr8	-	2616557	2624123	4.957194	51.796234	58.793087
MSTRG.14131	-	chr8	+	2654645	2657800	7.324015	68.949623	78.263626
MSTRG.14118	-	chr8	+	2726568	2736932	0.255615	2.552308	2.897084
MSTRG.14120	-	chr8	-	2819567	2842510	0.000000	0.000000	0.000000
MSTRG.14121	-	chr8	+	2831448	2839057	1.612739	18.631073	21.147837
MSTRG.14122	-	chr8	-	2831576	2832369	0.000000	0.000000	0.000000
MSTRG.14123	-	chr8	+	3092516	3094596	0.140892	1.326383	1.505556
MSTRG.14119	-	chr8	-	3246199	3249205	2.767622	28.752827	32.636879
MSTRG.14157	-	chr8	+	3325364	3353976	3.156702	31.003353	35.191418
MSTRG.14158	-	chr8	-	3341056	3341849	0.000000	0.000000	0.000000
MSTRG.14146	-	chr8	+	3411747	3424544	5.338733	50.259811	57.049118
MSTRG.14126	-	chr8	+	3463874	3468232	0.348550	3.797794	4.310816
MSTRG.14128	-	chr8	-	3472248	3476150	14.154676	133.254715	151.255325
MSTRG.14133	-	chr8	+	3503382	3504923	2.755513	29.939804	33.984200
MSTRG.14129	-	chr8	-	3505015	3511701	0.537736	8.450529	9.592061
MSTRG.14137	-	chr8	-	3548389	3551595	0.000000	0.000000	0.000000
MSTRG.14174	-	chr8	-	3640393	3642855	2.226521	20.960876	23.792360
MSTRG.14175	-	chr8	+	3640451	3641604	2.842352	26.758421	30.373062
MSTRG.14141	-	chr8	+	3659542	3662271	11.372581	121.072395	137.427368
MSTRG.14144	-	chr8	+	3705130	3714769	0.137357	1.499002	1.701493
MSTRG.14140	-	chr8	+	3737438	3742197	3.079188	28.988041	32.903866
Zm00001eb333090	-	chr8	+	3822214	3823961	0.444643	5.086935	5.774099
MSTRG.14153	-	chr8	+	3886073	3889852	16.137175	152.347290	172.927002
Zm00001eb333110	-	chr8	-	3948914	3952987	0.057596	0.579396	0.657663
Zm00001eb333130	-	chr8	+	3971868	3976028	0.098743	0.929585	1.055157
MSTRG.14139	-	chr8	+	4099296	4102887	0.504365	5.158455	5.855280
Zm00001eb333150	-	chr8	-	4103053	4104781	0.255639	2.406632	2.731730
MSTRG.14148	-	chr8	-	4107482	4111057	6.458359	63.667366	72.267822
MSTRG.14143	-	chr8	+	4189038	4196749	1.394466	15.427813	17.511866
MSTRG.14138	-	chr8	+	4227864	4230622	15.761864	148.385071	168.429550
MSTRG.14142	-	chr8	-	4281495	4295146	2.793534	26.306608	29.860214
Zm00001eb333220	-	chr8	-	4422350	4427305	0.826911	8.060405	9.149238
MSTRG.14147	-	chr8	+	4487416	4493181	0.935102	10.049679	11.407231
MSTRG.14156	-	chr8	+	4559556	4563348	6.185175	85.929153	97.536812
MSTRG.14170	-	chr8	-	4585154	4587081	1.963174	18.481680	20.978262
MSTRG.14149	-	chr8	-	4608400	4612900	3.417057	32.168800	36.514297
Zm00001eb333280	-	chr8	+	4663596	4665917	0.118863	1.118998	1.270157
MSTRG.14164	-	chr8	-	4677513	4679675	0.569877	5.364927	6.089643
MSTRG.14167	-	chr8	+	4688594	4690305	0.715775	6.738437	7.648693
MSTRG.14145	-	chr8	+	4822675	4824876	0.123153	1.229360	1.395428
MSTRG.14160	-	chr8	+	4851544	4856342	1.038105	15.451573	17.538837
MSTRG.14155	-	chr8	-	4893195	4913338	0.103462	1.019999	1.157784
MSTRG.14169	-	chr8	+	4941980	4951032	2.340716	26.781601	30.399370
MSTRG.14165	-	chr8	-	4964973	4967089	6.623306	62.353012	70.775925
MSTRG.14208	-	chr8	-	5053167	5060405	0.325711	3.066303	3.480512
MSTRG.14154	-	chr8	+	5177791	5186437	2.678037	27.499327	31.214052
MSTRG.14159	-	chr8	+	5207237	5225062	1.161678	12.111619	13.747708
MSTRG.14168	-	chr8	+	5263105	5271979	1.552394	16.103281	18.278580
MSTRG.14197	-	chr8	+	5301499	5307938	1.847483	18.407270	20.893801
MSTRG.14198	-	chr8	+	5357342	5357743	0.557214	5.245715	5.954328
MSTRG.14176	-	chr8	+	5362620	5371972	1.835404	17.278830	19.612926
MSTRG.14163	-	chr8	+	5456317	5473304	0.117068	1.152861	1.308594
Zm00001eb333520	-	chr8	+	5487801	5489896	0.571088	5.376327	6.102584
MSTRG.14161	-	chr8	-	5536709	5543312	1.806995	17.011383	19.309351
MSTRG.14166	-	chr8	+	5572110	5591165	2.726536	27.091930	30.751621
MSTRG.14171	-	chr8	+	5633265	5638250	0.455082	10.321400	11.715658
MSTRG.14191	-	chr8	+	5653478	5657859	2.352941	22.151018	25.143270
MSTRG.14177	-	chr8	+	5827007	5850764	0.094001	0.909834	1.032738
MSTRG.14178	-	chr8	-	5845710	5846066	0.000000	0.000000	0.000000
MSTRG.14179	-	chr8	-	5847296	5847601	0.000000	0.000000	0.000000
Zm00001eb333620	-	chr8	-	5879551	5883711	0.065509	0.616714	0.700022
MSTRG.14180	-	chr8	+	5947527	5950825	3.279188	34.172901	38.789120
Zm00001eb333650	-	chr8	-	5953610	5955003	0.149928	1.411450	1.602114
MSTRG.14183	-	chr8	-	6028655	6035079	1.977296	44.440948	50.444221
Zm00001eb333710	-	chr8	+	6230395	6232011	0.000000	0.000000	0.000000
Zm00001eb333720	-	chr8	+	6232037	6234648	0.526563	4.957160	5.626794
MSTRG.14172	-	chr8	+	6242136	6254150	1.062266	13.604417	15.442159
MSTRG.14182	-	chr8	-	6255192	6255986	1.837736	17.300783	19.637846
Zm00001eb333750	-	chr8	-	6258746	6262968	0.000000	0.000000	0.000000
MSTRG.14184	-	chr8	-	6265048	6269005	1.600421	15.879261	18.024298
MSTRG.14181	-	chr8	+	6363319	6364132	7.873465	74.122238	84.134987
MSTRG.14173	-	chr8	-	6388596	6394264	3.880215	47.415024	53.820042
MSTRG.14185	-	chr8	-	6455828	6478953	1.768817	20.602449	23.385515
MSTRG.14214	-	chr8	-	6503305	6504087	2.809346	27.528238	31.246868
MSTRG.14205	-	chr8	-	6592272	6603413	0.000000	0.000000	0.000000
MSTRG.14206	-	chr8	+	6603091	6604849	0.779412	7.693939	8.733269
MSTRG.14193	-	chr8	-	6629128	6639874	1.239666	12.600179	14.302263
MSTRG.14217	-	chr8	-	6706603	6708771	0.110478	1.244960	1.413134
Zm00001eb333920	-	chr8	+	6776264	6778297	0.000000	0.000000	0.000000
Zm00001eb333930	-	chr8	+	6780251	6783160	0.000000	0.000000	0.000000
MSTRG.14186	-	chr8	+	6789381	6793997	1.826277	17.983425	20.412701
MSTRG.14194	-	chr8	-	6795479	6798992	2.506684	23.598383	26.786150
MSTRG.14192	-	chr8	+	6858181	6859570	14.315468	134.768433	152.973526
MSTRG.14199	-	chr8	+	6894037	6897523	2.791962	26.284040	29.834600
MSTRG.14187	-	chr8	+	6910550	6916638	0.859466	8.091170	9.184159
MSTRG.14188	-	chr8	-	6916192	6918801	0.000000	0.000000	0.000000
Zm00001eb334020	-	chr8	-	6942319	6946217	0.000000	0.000000	0.000000
MSTRG.14189	-	chr8	+	6995879	7002257	0.431618	4.063331	4.612223
MSTRG.14196	-	chr8	+	7005425	7007314	45.995598	471.439728	535.123779
MSTRG.14219	-	chr8	+	7073451	7083349	1.683782	15.851432	17.992710
MSTRG.14227	-	chr8	+	7112060	7117971	3.651097	39.060905	44.337418
Zm00001eb334080	-	chr8	+	7210916	7219746	0.425256	4.609401	5.232058
MSTRG.14190	-	chr8	+	7255873	7259867	1.099333	10.351930	11.750312
MSTRG.14200	-	chr8	+	7262314	7264610	0.000000	0.000000	0.000000
MSTRG.14201	-	chr8	-	7264252	7267240	8.995041	108.659096	123.337219
MSTRG.14202	-	chr8	+	7295291	7298307	0.287380	4.157200	4.718772
MSTRG.14226	-	chr8	+	7323087	7323898	10.955050	103.132843	117.064468
Zm00001eb334160	-	chr8	+	7439793	7442406	0.314045	2.956477	3.355850
MSTRG.14210	-	chr8	-	7922139	7926502	0.887577	8.355813	9.484550
MSTRG.14195	-	chr8	+	8047137	8051660	2.962625	27.890694	31.658287
Zm00001eb334230	-	chr8	-	8052925	8054340	0.368644	3.470482	3.939289
Zm00001eb334240	-	chr8	+	8104008	8107403	0.256478	2.414531	2.740696
MSTRG.14203	-	chr8	-	8136115	8137532	0.000000	0.000000	0.000000
MSTRG.14204	-	chr8	+	8137450	8141425	1.528566	15.691278	17.810923
Zm00001eb334270	-	chr8	-	8149962	8155901	0.496018	4.670555	5.301473
Zm00001eb334280	-	chr8	-	8178334	8182294	0.430447	4.052307	4.599710
MSTRG.14220	-	chr8	-	8278460	8289173	0.866123	10.820012	12.281625
MSTRG.14228	-	chr8	+	8389418	8394802	0.845155	8.471004	9.615303
Zm00001eb334330	-	chr8	-	8410546	8412909	0.326142	3.070361	3.485118
Zm00001eb334340	-	chr8	+	8417540	8418019	0.758333	7.139086	8.103463
MSTRG.14207	-	chr8	+	8421251	8422740	0.826200	12.090390	13.723611
Zm00001eb334360	-	chr8	-	8428288	8432128	0.173406	1.711668	1.942887
Zm00001eb334370	-	chr8	+	8506875	8510867	0.178218	1.677777	1.904418
Zm00001eb334380	-	chr8	+	8511105	8513522	0.525229	4.944602	5.612540
MSTRG.14211	-	chr8	-	8514610	8527495	5.065966	50.632656	57.472332
MSTRG.14254	-	chr8	-	8529535	8552171	0.860418	10.413902	11.820658
MSTRG.14209	-	chr8	-	8687341	8690864	0.569250	7.524625	8.541082
MSTRG.14223	-	chr8	+	8695876	8703670	1.628860	24.273727	27.552725
MSTRG.14224	-	chr8	-	8703801	8708044	0.000000	0.000000	0.000000
MSTRG.14225	-	chr8	+	8706344	8706855	0.000000	0.000000	0.000000
MSTRG.14236	-	chr8	-	8769838	8775463	1.118567	10.530395	11.952885
MSTRG.14215	-	chr8	-	8834296	8836197	0.504555	4.749973	5.391620
Zm00001eb334600	-	chr8	-	9249898	9253335	0.928902	8.744853	9.926145
Zm00001eb334610	-	chr8	+	9252808	9253774	0.126739	1.193144	1.354319
Zm00001eb334630	-	chr8	-	9316123	10067523	0.002505	5.860047	6.651646
Zm00001eb334640	-	chr8	+	9416682	9417288	0.000000	0.000000	0.000000
Zm00001eb334650	-	chr8	+	9422194	9438346	0.000000	0.000000	0.000000
Zm00001eb334670	-	chr8	+	9681891	9698791	0.000000	0.000000	0.000000
Zm00001eb334680	-	chr8	+	9870181	9888061	0.149051	1.403193	1.592743
Zm00001eb334690	-	chr8	+	9891419	9893374	0.000000	0.000000	0.000000
Zm00001eb334700	-	chr8	+	9895756	9896159	0.000000	0.000000	0.000000
Zm00001eb334710	-	chr8	+	9973584	9974565	0.000000	0.000000	0.000000
Zm00001eb334720	-	chr8	-	10055865	10056228	0.000000	0.000000	0.000000
Zm00001eb334730	-	chr8	+	10061697	10065621	0.000000	0.000000	0.000000
MSTRG.14213	-	chr8	-	10263392	10267843	2.307323	32.448467	36.831741
MSTRG.14212	-	chr8	+	10351507	10358403	0.247767	2.503100	2.841229
MSTRG.14232	-	chr8	-	10430655	10434494	0.479358	4.530999	5.143065
Zm00001eb334780	-	chr8	-	10442562	10444619	0.000000	0.000000	0.000000
MSTRG.14218	-	chr8	-	10499417	10508395	0.250389	2.357208	2.675630
MSTRG.14221	-	chr8	-	10509994	10513612	0.437878	4.122264	4.679116
MSTRG.14216	-	chr8	-	10518943	10521047	0.386087	3.634694	4.125683
MSTRG.14242	-	chr8	-	10545618	10548371	2.476675	29.880373	33.916740
MSTRG.14222	-	chr8	+	10712264	10715479	2.376812	24.051571	27.300558
MSTRG.14295	-	chr8	-	10716212	10720003	0.625205	6.157911	6.989748
MSTRG.14230	-	chr8	+	10814201	10814501	3.409524	32.097881	36.433800
MSTRG.14231	-	chr8	+	11059736	11081360	0.311898	10.137437	11.506845
MSTRG.14235	-	chr8	-	11167123	11174804	1.169422	11.061382	12.555601
Zm00001eb334920	-	chr8	+	11256958	11261516	0.317862	3.644720	4.137064
Zm00001eb334940	-	chr8	+	11309826	11312598	0.236147	2.459069	2.791251
Zm00001eb334950	-	chr8	-	11316451	11319965	0.226022	2.192733	2.488936
MSTRG.14279	-	chr8	+	11322489	11328585	3.599612	33.887405	38.465061
MSTRG.14251	-	chr8	+	11378029	11391257	1.256004	11.985620	13.604688
MSTRG.14229	-	chr8	.	11441517	11442233	21.907949	206.245453	234.105957
MSTRG.14244	-	chr8	+	11555701	11556433	3.030696	28.531527	32.385685
Zm00001eb335050	-	chr8	+	11838232	11841439	0.485366	4.569324	5.186568
Zm00001eb335060	-	chr8	-	11932475	11934336	0.000000	0.000000	0.000000
MSTRG.14292	-	chr8	+	11952663	11964360	5.054701	47.585880	54.013981
MSTRG.14274	-	chr8	-	11978528	11981111	0.333489	4.140339	4.699633
MSTRG.14233	-	chr8	-	11981749	11986929	2.058062	23.621765	26.812695
MSTRG.14234	-	chr8	-	12085035	12088417	0.533916	5.026383	5.705368
Zm00001eb335120	-	chr8	+	12260808	12261893	0.130755	1.230952	1.397234
Zm00001eb335130	-	chr8	-	12260887	12261863	0.145343	1.368286	1.553119
MSTRG.14239	-	chr8	+	12356544	12357628	10.731797	101.031105	114.678810
MSTRG.14240	-	chr8	-	12561398	12564147	1.638909	15.428988	17.513203
MSTRG.14241	-	chr8	+	12561398	12564147	0.000000	0.000000	0.000000
Zm00001eb335220	-	chr8	+	12729836	12733638	0.261415	2.461009	2.793452
MSTRG.14238	-	chr8	+	13011083	13019792	0.692587	6.557534	7.443353
MSTRG.14256	-	chr8	+	13081333	13082635	1.526477	14.370533	16.311766
MSTRG.14249	-	chr8	+	13182467	13186259	2.035144	19.159220	21.747328
Zm00001eb335340	-	chr8	+	13187252	13192217	0.466347	4.390276	4.983333
MSTRG.14247	-	chr8	+	13195055	13202516	3.319970	35.452221	40.241257
MSTRG.14250	-	chr8	+	13300703	13304984	2.750865	25.897146	29.395443
Zm00001eb335390	-	chr8	+	13335330	13338025	0.000000	0.000000	0.000000
MSTRG.14253	-	chr8	-	13446129	13447047	2.762242	26.004253	29.517015
Zm00001eb335470	-	chr8	-	13597363	13609738	0.150869	1.838995	2.087414
Zm00001eb335480	-	chr8	+	13598050	13598653	0.000000	0.000000	0.000000
MSTRG.14243	-	chr8	+	13728846	13732523	1.762159	29.474979	33.456581
MSTRG.14246	-	chr8	-	13735643	13739744	0.282041	2.660617	3.020025
Zm00001eb335590	-	chr8	-	13768096	13771513	0.671837	6.324797	7.179177
MSTRG.14257	-	chr8	+	13943254	13944253	31.427999	295.868958	335.836182
MSTRG.14245	-	chr8	+	13998284	14000403	0.920193	8.662866	9.833081
MSTRG.14260	-	chr8	-	14002943	14008576	2.310932	21.755537	24.694366
MSTRG.14252	-	chr8	-	14023078	14027912	0.534842	5.041822	5.722893
MSTRG.14248	-	chr8	+	14182221	14188503	0.419514	3.949382	4.482881
MSTRG.14294	-	chr8	-	14203119	14206058	0.719659	8.057298	9.145712
MSTRG.14298	-	chr8	+	14319884	14327098	0.859209	24.988564	28.364126
MSTRG.14263	-	chr8	+	14395402	14417328	0.909660	9.858532	11.190264
MSTRG.14268	-	chr8	-	14485981	14488772	2.153540	21.397310	24.287746
MSTRG.14265	-	chr8	-	14489458	14493625	0.637688	8.674850	9.846684
MSTRG.14264	-	chr8	-	14505126	14507260	0.453305	4.267496	4.843967
MSTRG.14255	-	chr8	+	14511199	14516446	1.455405	15.372072	17.448595
MSTRG.14266	-	chr8	-	14517367	14526818	0.671976	6.460860	7.333620
MSTRG.14258	-	chr8	+	14715897	14721502	0.625363	5.953557	6.757789
Zm00001eb335860	-	chr8	-	14774260	14778203	0.296467	2.790995	3.168014
MSTRG.14272	-	chr8	-	14817846	14821920	6.065202	59.636658	67.692627
MSTRG.14259	-	chr8	-	14983845	14985177	54.299065	637.858948	724.023621
Zm00001eb335890	-	chr8	-	14989006	14994422	0.303419	3.066087	3.480266
MSTRG.14262	-	chr8	-	15031856	15037393	2.256486	21.242971	24.112562
