Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
Zm00001eb316200	-	chr7	-	136425039	136425645	0.000000	0.000000	0.000000
Zm00001eb316240	-	chr7	+	136466870	136467256	7.586667	69.876450	64.507248
Zm00001eb316250	-	chr7	+	136467440	136468229	0.000000	0.000000	0.000000
MSTRG.13394	-	chr7	+	136526188	136527311	1.283808	11.824421	10.915851
Zm00001eb316290	-	chr7	+	136535251	136536395	0.475109	4.375957	4.039715
MSTRG.13405	-	chr7	-	136575819	136579093	1.168512	10.762496	9.935522
MSTRG.13399	-	chr7	-	136627409	136631370	1.225208	15.055633	13.898781
Zm00001eb316320	-	chr7	-	136708666	136710582	0.152466	1.404277	1.296375
Zm00001eb316330	-	chr7	-	136719336	136724408	1.192110	10.979843	10.136168
Zm00001eb316340	-	chr7	+	136780208	136782361	0.403345	3.714980	3.429527
MSTRG.13396	-	chr7	+	137154149	137157876	2.075969	19.120564	17.651367
MSTRG.13400	-	chr7	-	137201528	137205285	0.267114	5.006761	4.622049
MSTRG.13401	-	chr7	+	137202273	137202707	0.000000	0.000000	0.000000
MSTRG.13397	-	chr7	-	137403596	137410874	0.683286	6.293357	5.809784
MSTRG.13398	-	chr7	+	137410930	137421089	1.671886	15.676352	14.471804
MSTRG.13417	-	chr7	-	137427483	137429871	3.234408	30.041782	27.733418
MSTRG.13418	-	chr7	+	137427592	137429871	0.000000	0.000000	0.000000
MSTRG.13402	-	chr7	+	137505879	137511129	2.435576	31.714792	29.277876
Zm00001eb316510	-	chr7	-	137512753	137514848	0.076813	0.707481	0.653119
MSTRG.13416	-	chr7	+	137532247	137533808	35.719887	396.442688	365.980621
Zm00001eb316530	-	chr7	-	137534994	137552242	0.083125	0.765617	0.706788
MSTRG.13404	-	chr7	+	137747253	137749748	0.973465	8.966030	8.277093
Zm00001eb316580	-	chr7	+	137950838	137956276	0.000000	0.000000	0.000000
MSTRG.13411	-	chr7	+	137988784	137989795	0.260870	2.402725	2.218103
MSTRG.13403	-	chr7	.	137992859	137993970	6.370503	58.675060	54.166557
Zm00001eb316610	-	chr7	+	138089820	138091605	0.263718	2.428956	2.242318
MSTRG.13456	-	chr7	-	138165720	138171158	0.452745	4.329574	3.996896
MSTRG.13427	-	chr7	-	138173607	138179014	7.133261	74.681602	68.943176
MSTRG.13434	-	chr7	-	138180555	138182889	0.404035	3.721335	3.435394
Zm00001eb316660	-	chr7	+	138253084	138257108	0.315575	3.645709	3.365578
Zm00001eb316700	-	chr7	+	138417429	138422292	0.130614	1.297593	1.197888
Zm00001eb316710	-	chr7	-	138421040	138424049	0.316946	2.919208	2.694901
MSTRG.13409	-	chr7	-	138499842	138510542	0.158519	1.953513	1.803408
MSTRG.13425	-	chr7	-	138527438	138533335	0.264235	3.881827	3.583553
Zm00001eb316740	-	chr7	-	138540580	138544227	0.000000	0.000000	0.000000
MSTRG.13414	-	chr7	+	138739495	138747121	0.507261	4.672091	4.313094
Zm00001eb316800	-	chr7	-	138749491	138752755	0.203070	1.911974	1.765061
MSTRG.13420	-	chr7	-	138757402	138757864	1.793736	16.521076	15.251622
MSTRG.13469	-	chr7	-	138758665	138760634	0.239183	2.202978	2.033704
Zm00001eb316870	-	chr7	+	138892530	138894412	0.909719	8.378901	7.735079
Zm00001eb316880	-	chr7	+	138936978	138939870	0.000000	0.000000	0.000000
Zm00001eb316890	-	chr7	-	138937035	138938112	0.000000	0.000000	0.000000
MSTRG.13423	-	chr7	-	138978195	138980613	0.658972	6.543153	6.040387
MSTRG.13428	-	chr7	+	139006085	139007946	7.863050	76.682907	70.790710
MSTRG.13450	-	chr7	-	139201241	139206580	1.463447	13.478972	12.443270
MSTRG.13421	-	chr7	+	139324106	139328764	2.547094	25.375265	23.425467
MSTRG.13426	-	chr7	+	139383708	139390031	0.353214	3.450715	3.185567
Zm00001eb317010	-	chr7	+	139415429	139417010	0.115676	1.065426	0.983560
Zm00001eb317020	-	chr7	+	139439541	139440583	0.437200	4.026799	3.717386
MSTRG.13461	-	chr7	+	139469862	139475125	0.833376	32.340088	29.855124
MSTRG.13429	-	chr7	-	139475355	139488123	0.233801	2.504002	2.311599
MSTRG.13424	-	chr7	-	139490654	139493760	0.184609	1.700328	1.569677
MSTRG.13431	-	chr7	-	139515966	139522756	0.551652	5.080951	4.690538
MSTRG.13432	-	chr7	+	139523498	139528852	7.730496	71.201180	65.730186
MSTRG.13439	-	chr7	-	139529810	139535367	0.268005	4.980631	4.597927
MSTRG.13435	-	chr7	-	139677023	139723032	0.273623	3.511015	3.241234
MSTRG.13463	-	chr7	+	139965162	139969236	0.340314	3.134438	2.893592
Zm00001eb317170	-	chr7	-	140099430	140103250	0.054319	0.500301	0.461859
MSTRG.13436	-	chr7	+	140285989	140291703	9.600465	88.424393	81.629997
MSTRG.13438	-	chr7	-	140341852	140344052	2.225890	20.501400	18.926104
MSTRG.13437	-	chr7	-	140634391	140637696	0.686852	6.326200	5.840105
MSTRG.13457	-	chr7	+	140842329	140891166	0.711248	6.550899	6.047537
MSTRG.13442	-	chr7	-	141155439	141160134	0.194865	1.794790	1.656881
MSTRG.13440	-	chr7	-	141448199	141449796	1.550336	14.279259	13.182061
Zm00001eb317380	-	chr7	+	141579279	141580146	0.649770	5.984660	5.524807
MSTRG.13433	-	chr7	.	141671459	141672713	1.484462	13.672531	12.621954
MSTRG.13451	-	chr7	+	141747209	141764376	0.308975	2.847524	2.628724
MSTRG.13460	-	chr7	-	141766558	141768266	2.215960	20.409941	18.841671
MSTRG.13453	-	chr7	+	141770375	141771645	1.178599	10.855402	10.021289
MSTRG.13449	-	chr7	+	141773763	141775738	7.236276	67.792389	62.583324
MSTRG.13446	-	chr7	-	141800352	141802904	2.338603	22.696524	20.952555
MSTRG.13441	-	chr7	-	141827714	141829557	3.884615	35.778965	33.029766
MSTRG.13445	-	chr7	-	141829833	141834626	6.485816	59.737141	55.147030
MSTRG.13454	-	chr7	-	141949496	141955239	0.558621	5.145139	4.749794
Zm00001eb317500	-	chr7	-	142013797	142017764	0.240838	2.359233	2.177953
Zm00001eb317510	-	chr7	+	142050974	142053196	0.000000	0.000000	0.000000
Zm00001eb317520	-	chr7	-	142051798	142053196	0.203002	1.869735	1.726068
MSTRG.13443	-	chr7	+	142057573	142059668	1.046040	9.634477	8.894178
MSTRG.13444	-	chr7	-	142057579	142059596	1.086472	10.006873	9.237959
MSTRG.13448	-	chr7	+	142159140	142160030	0.932605	8.901105	8.217157
Zm00001eb317570	-	chr7	-	142160757	142162005	0.000000	0.000000	0.000000
MSTRG.13467	-	chr7	+	142211697	142217496	1.362090	23.854374	22.021439
MSTRG.13468	-	chr7	-	142217610	142236552	1.445807	15.676231	14.471694
MSTRG.13447	-	chr7	-	142271973	142276574	0.667014	6.143485	5.671428
Zm00001eb317650	-	chr7	-	142304092	142309800	0.314378	2.895556	2.673066
MSTRG.13466	-	chr7	+	142423003	142426546	5.038594	60.756084	56.087677
MSTRG.13455	-	chr7	-	142550887	142555365	8.311969	84.638710	78.135201
MSTRG.13452	-	chr7	-	142664641	142668087	7.638889	83.580444	77.158249
Zm00001eb317760	-	chr7	+	142908402	142913001	0.338424	3.117030	2.877522
MSTRG.13462	-	chr7	+	142963674	142975139	0.770790	7.099306	6.553806
MSTRG.13464	-	chr7	.	142979693	142980307	8.608943	79.292053	73.199371
Zm00001eb317790	-	chr7	+	143066599	143068418	0.720330	6.634548	6.124759
Zm00001eb317800	-	chr7	-	143068773	143071075	0.175634	2.449219	2.261024
MSTRG.13465	-	chr7	-	143097907	143100378	11.989852	116.718620	107.750137
MSTRG.13470	-	chr7	-	143201415	143207938	1.296049	11.937166	11.019933
Zm00001eb317890	-	chr7	+	143327976	143329299	0.000000	0.000000	0.000000
MSTRG.13545	-	chr7	+	143379868	143385705	3.522753	38.486794	35.529526
MSTRG.13458	-	chr7	+	143388870	143397096	2.014378	20.073502	18.531084
Zm00001eb317930	-	chr7	+	143398503	143406697	0.483999	4.470696	4.127174
MSTRG.13471	-	chr7	-	143407839	143414277	0.245693	2.278641	2.103554
Zm00001eb317960	-	chr7	-	143620275	143629594	0.152788	1.407243	1.299112
MSTRG.13479	-	chr7	+	143674798	143685598	1.007559	9.280049	8.566984
MSTRG.13459	-	chr7	-	143698761	143701295	0.471048	4.443507	4.102074
MSTRG.13487	-	chr7	-	143731226	143740280	1.194453	11.097480	10.244765
Zm00001eb318060	-	chr7	+	143777628	143778768	0.469407	4.323440	3.991233
MSTRG.13473	-	chr7	+	143797174	143801788	2.403080	22.915821	21.155005
Zm00001eb318080	-	chr7	+	143848204	143849314	0.188119	1.732656	1.599522
MSTRG.13523	-	chr7	+	143908647	143909615	0.223942	2.062602	1.904114
MSTRG.13504	-	chr7	-	144362605	144366841	2.582381	24.544548	22.658581
MSTRG.13486	-	chr7	+	144446656	144451778	0.478329	4.580217	4.228280
MSTRG.13484	-	chr7	+	144527754	144530955	1.061096	9.773148	9.022195
MSTRG.13475	-	chr7	+	144532753	144535864	2.628998	24.214199	22.353615
Zm00001eb318190	-	chr7	+	144558083	144558736	0.000000	0.000000	0.000000
MSTRG.13474	-	chr7	+	144562952	144566800	0.542278	7.567002	6.985565
MSTRG.13480	-	chr7	+	144574636	144592063	0.364057	3.353121	3.095472
MSTRG.13478	-	chr7	+	144649738	144652105	1.598575	14.723560	13.592224
MSTRG.13472	-	chr7	+	144666038	144670524	0.447402	4.640849	4.284253
MSTRG.13481	-	chr7	-	144689142	144700012	0.936291	8.623641	7.961013
Zm00001eb318250	-	chr7	+	144720678	144721995	0.000000	0.000000	0.000000
Zm00001eb318260	-	chr7	+	144722791	144723432	0.000000	0.000000	0.000000
MSTRG.13503	-	chr7	+	144875910	144880623	0.551463	5.267996	4.863212
MSTRG.13505	-	chr7	+	145083368	145094038	0.600235	9.459109	8.732285
MSTRG.13506	-	chr7	-	145091976	145095427	0.264918	2.556741	2.360285
Zm00001eb318340	-	chr7	+	145107432	145112668	0.000000	0.000000	0.000000
MSTRG.13476	-	chr7	-	145113443	145115972	2.285817	31.665821	29.232666
MSTRG.13477	-	chr7	+	145114839	145115956	2.229465	20.534328	18.956501
MSTRG.13483	-	chr7	+	145174164	145185159	0.747646	7.477587	6.903021
Zm00001eb318380	-	chr7	-	145186233	145187090	0.416667	3.837682	3.542800
MSTRG.13485	-	chr7	+	145323466	145331935	0.062401	0.586640	0.541563
MSTRG.13527	-	chr7	-	145332449	145338302	8.324006	76.667656	70.776634
Zm00001eb318410	-	chr7	-	145338748	145342517	0.000000	0.000000	0.000000
Zm00001eb318420	-	chr7	+	145342358	145346464	0.000000	0.000000	0.000000
MSTRG.13482	-	chr7	-	145482918	145487972	0.380597	4.191767	3.869678
MSTRG.13507	-	chr7	+	145569810	145572001	1.619048	15.259653	14.087124
Zm00001eb318520	-	chr7	+	145917725	145918469	0.268493	2.847385	2.628597
MSTRG.13489	-	chr7	+	145918790	145926018	0.343845	3.199712	2.953851
MSTRG.13495	-	chr7	-	145927031	145930964	1.518601	16.364241	15.106837
Zm00001eb318570	-	chr7	+	146013215	146015100	0.113559	1.045927	0.965560
MSTRG.13599	-	chr7	-	146192745	146196218	0.349163	3.215941	2.968833
Zm00001eb318600	-	chr7	+	146252829	146267516	0.346486	3.191285	2.946071
MSTRG.13493	-	chr7	+	146357421	146366268	2.578490	23.809885	21.980371
MSTRG.13496	-	chr7	+	146374416	146380887	0.887629	10.076632	9.302359
MSTRG.13501	-	chr7	+	146528975	146533629	1.056578	13.119739	12.111638
MSTRG.13488	-	chr7	+	146634612	146641467	1.389396	14.840606	13.700276
Zm00001eb318730	-	chr7	+	146647747	146653318	0.101499	1.104745	1.019858
MSTRG.13490	-	chr7	+	146668319	146671815	0.000000	0.000000	0.000000
MSTRG.13491	-	chr7	-	146671774	146672647	4.979030	45.858997	42.335262
MSTRG.13494	-	chr7	-	146780941	146784561	0.404774	3.728142	3.441677
MSTRG.13497	-	chr7	+	146785374	146790807	2.471845	23.706888	21.885284
MSTRG.13502	-	chr7	-	146872621	146874660	3.091050	28.469894	26.282310
MSTRG.13498	-	chr7	+	146980989	146987376	1.315077	12.457398	11.500191
Zm00001eb318810	-	chr7	+	146989069	146990969	0.412415	3.798519	3.506646
MSTRG.13499	-	chr7	+	147050157	147054111	2.326129	26.013168	24.014357
Zm00001eb318860	-	chr7	-	147101163	147101675	0.415205	3.824216	3.530369
MSTRG.13526	-	chr7	-	147102589	147108132	0.187212	1.799008	1.660775
Zm00001eb318910	-	chr7	-	147261646	147263036	0.177570	1.635496	1.509827
Zm00001eb318940	-	chr7	-	147650115	147652333	0.478143	4.403902	4.065513
Zm00001eb318950	-	chr7	+	147651253	147651627	0.000000	0.000000	0.000000
MSTRG.13517	-	chr7	-	147715244	147717880	3.225672	31.974047	29.517210
MSTRG.13509	-	chr7	-	147731360	147733872	2.565454	25.705153	23.730009
MSTRG.13548	-	chr7	-	147773749	147778434	0.904399	12.677776	11.703635
MSTRG.13519	-	chr7	+	147779934	147780802	0.326812	3.010078	2.778789
MSTRG.13520	-	chr7	-	147780699	147790384	2.822698	26.126467	24.118948
MSTRG.13518	-	chr7	-	147830796	147833634	2.989094	29.210495	26.966005
MSTRG.13516	-	chr7	-	147881484	147888019	0.544833	5.018146	4.632558
Zm00001eb319110	-	chr7	-	147945930	147951379	0.560736	5.164618	4.767777
MSTRG.13512	-	chr7	-	147973341	147975292	0.637255	5.869392	5.418396
MSTRG.13508	-	chr7	-	147976312	147980256	0.261544	2.408932	2.223833
Zm00001eb319160	-	chr7	-	148000313	148000849	0.845912	7.791212	7.192547
Zm00001eb319170	-	chr7	-	148001961	148003234	0.000000	0.000000	0.000000
Zm00001eb319180	-	chr7	-	148008660	148009182	0.000000	0.000000	0.000000
MSTRG.13514	-	chr7	+	148019596	148023694	1.603436	15.354383	14.174575
MSTRG.13515	-	chr7	-	148023190	148026200	0.000000	0.000000	0.000000
Zm00001eb319230	-	chr7	-	148027449	148035225	0.000000	0.000000	0.000000
MSTRG.13510	-	chr7	+	148039685	148042169	1.153039	12.690800	11.715658
Zm00001eb319250	-	chr7	+	148043140	148046414	0.000000	0.000000	0.000000
Zm00001eb319260	-	chr7	-	148068570	148070541	0.182049	1.676749	1.547910
Zm00001eb319270	-	chr7	+	148068871	148070402	0.234334	2.158316	1.992475
Zm00001eb319280	-	chr7	-	148076420	148086870	0.000000	0.000000	0.000000
MSTRG.13511	-	chr7	+	148244032	148252180	0.459992	4.236723	3.911180
Zm00001eb319310	-	chr7	+	148307133	148308826	0.000000	0.000000	0.000000
Zm00001eb319320	-	chr7	-	148309926	148313207	0.000000	0.000000	0.000000
Zm00001eb319330	-	chr7	+	148314919	148345199	0.127755	1.440400	1.329722
Zm00001eb319340	-	chr7	-	148364274	148368417	0.000000	0.000000	0.000000
MSTRG.13539	-	chr7	+	148373290	148375381	1.323124	13.863776	12.798504
MSTRG.13513	-	chr7	+	148531796	148542267	1.390566	16.356808	15.099976
MSTRG.13537	-	chr7	-	148545101	148546761	2.053727	18.915703	17.462250
Zm00001eb319410	-	chr7	-	148563965	148571077	0.177562	2.068358	1.909429
Zm00001eb319420	-	chr7	+	148567285	148568039	0.000000	0.000000	0.000000
MSTRG.13522	-	chr7	+	148842830	148847329	0.000000	0.000000	0.000000
MSTRG.13525	-	chr7	+	148972124	148975338	1.014774	10.779922	9.951609
MSTRG.13534	-	chr7	-	149013325	149018005	0.315654	3.653639	3.372899
MSTRG.13535	-	chr7	+	149013576	149018003	0.122472	1.158718	1.069684
Zm00001eb319530	-	chr7	-	149063306	149065181	0.160138	1.474940	1.361607
MSTRG.13528	-	chr7	-	149162356	149164248	0.319575	2.943423	2.717254
MSTRG.13546	-	chr7	-	149170577	149175477	0.940446	8.661910	7.996342
MSTRG.13521	-	chr7	-	149181028	149182975	0.285628	2.630756	2.428613
MSTRG.13524	-	chr7	-	149275677	149281853	1.453208	14.418077	13.310214
MSTRG.13529	-	chr7	+	149349585	149368712	0.312482	3.285415	3.032969
MSTRG.13530	-	chr7	-	149364659	149375517	0.356513	3.283637	3.031328
MSTRG.13540	-	chr7	+	149376706	149401753	1.006940	9.742846	8.994221
MSTRG.13541	-	chr7	-	149392346	149393434	0.000000	0.000000	0.000000
MSTRG.13542	-	chr7	-	149399852	149401753	0.000000	0.000000	0.000000
MSTRG.13531	-	chr7	+	149432598	149436424	1.588957	23.140491	21.362411
MSTRG.13563	-	chr7	-	149474851	149483722	4.228927	38.950230	35.957352
Zm00001eb319700	-	chr7	-	149542446	149547197	0.449438	4.139516	3.821442
MSTRG.13538	-	chr7	-	149558075	149563530	3.961607	40.486942	37.375988
Zm00001eb319720	-	chr7	-	149564247	149567044	0.164352	1.593036	1.470629
MSTRG.13532	-	chr7	+	149571732	149575851	1.592883	14.671134	13.543826
MSTRG.13543	-	chr7	+	149661999	149668277	3.059510	32.328972	29.844862
MSTRG.13544	-	chr7	-	149671226	149675207	2.300135	21.185226	19.557386
Zm00001eb319780	-	chr7	-	149779817	149782279	0.726913	7.323156	6.760456
MSTRG.13536	-	chr7	+	149840908	149845282	1.637508	15.674225	14.469840
Zm00001eb319800	-	chr7	+	149906151	149907928	0.615298	5.667158	5.231702
MSTRG.13533	-	chr7	-	149969318	149971057	5.707472	53.636932	49.515549
MSTRG.13566	-	chr7	-	150270338	150274993	2.473002	30.875841	28.503389
MSTRG.13562	-	chr7	-	150339973	150344389	0.118029	1.098997	1.014552
MSTRG.13552	-	chr7	+	150377470	150389322	1.113475	11.332013	10.461279
Zm00001eb319990	-	chr7	+	150457882	150461374	0.785529	9.545568	8.812100
MSTRG.13570	-	chr7	+	150535401	150537520	1.413065	13.014934	12.014886
MSTRG.13571	-	chr7	-	150537268	150538835	0.000000	0.000000	0.000000
MSTRG.13547	-	chr7	+	150622102	150626579	0.311139	3.037756	2.804339
Zm00001eb320050	-	chr7	+	150637450	150640463	0.091904	0.846475	0.781433
MSTRG.13573	-	chr7	-	150738964	150741660	0.729931	11.550790	10.663243
MSTRG.13551	-	chr7	-	150792596	150799468	0.566211	7.042220	6.501106
MSTRG.13594	-	chr7	+	150890989	150900199	1.202947	11.958562	11.039684
MSTRG.13550	-	chr7	-	150902016	150907997	0.161687	1.524031	1.406927
MSTRG.13565	-	chr7	+	150967574	150967840	1.569288	14.453815	13.343205
MSTRG.13549	-	chr7	-	151012776	151015769	0.792188	7.296391	6.735747
MSTRG.13560	-	chr7	-	151052571	151055161	1.582814	14.578394	13.458213
MSTRG.13553	-	chr7	+	151121697	151124376	1.267799	12.165143	11.230392
MSTRG.13556	-	chr7	-	151126305	151130385	0.537201	4.947851	4.567666
MSTRG.13557	-	chr7	+	151129521	151130385	0.000000	0.000000	0.000000
Zm00001eb320280	-	chr7	+	151322071	151324004	0.457305	4.252326	3.925583
MSTRG.13600	-	chr7	-	151357023	151359870	0.566112	6.272984	5.790977
MSTRG.13554	-	chr7	+	151452075	151455024	3.973082	42.616272	39.341702
MSTRG.13555	-	chr7	-	151456516	151461317	0.199378	1.836357	1.695254
MSTRG.13559	-	chr7	+	151533422	151539693	0.375904	4.248144	3.921723
MSTRG.13561	-	chr7	-	151590537	151599129	0.320877	2.955415	2.728325
Zm00001eb320400	-	chr7	-	151761224	151762048	0.157576	1.451342	1.339823
MSTRG.13572	-	chr7	-	151794068	151803804	0.716574	13.469349	12.434384
MSTRG.13564	-	chr7	+	151834776	151845600	1.087665	10.017860	9.248103
Zm00001eb320450	-	chr7	-	151858885	151861033	0.000000	0.000000	0.000000
MSTRG.13567	-	chr7	-	151862863	151868771	0.900065	8.494944	7.842205
Zm00001eb320470	-	chr7	-	151872221	151876853	0.427627	3.938628	3.635989
MSTRG.13568	-	chr7	+	151898541	151904632	0.938282	10.229902	9.443852
MSTRG.13569	-	chr7	-	151904096	151905227	0.487487	4.489964	4.144962
MSTRG.13575	-	chr7	-	151906032	151910697	4.268276	46.126026	42.581772
Zm00001eb320520	-	chr7	+	152063622	152066905	0.169306	1.559381	1.439560
Zm00001eb320530	-	chr7	+	152110509	152120525	0.308249	3.774544	3.484514
MSTRG.13596	-	chr7	+	152120926	152128343	0.102708	8.338661	7.697931
MSTRG.13613	-	chr7	-	152130594	152132554	1.093555	10.072109	9.298184
MSTRG.13588	-	chr7	-	152266431	152271899	0.298916	2.885738	2.664002
MSTRG.13581	-	chr7	+	152272155	152277875	4.505123	41.494114	38.305767
Zm00001eb320600	-	chr7	+	152398220	152404111	0.149038	1.480494	1.366735
Zm00001eb320610	-	chr7	+	152536360	152543729	0.370430	4.510604	4.164016
Zm00001eb320640	-	chr7	+	152645411	152665091	0.052209	1.875123	1.731042
MSTRG.13585	-	chr7	+	152669320	152672686	1.166827	10.746976	9.921195
Zm00001eb320670	-	chr7	-	152702071	152704586	0.788156	7.259254	6.701464
Zm00001eb320680	-	chr7	-	152705721	152708635	0.875303	8.600210	7.939383
Zm00001eb320750	-	chr7	-	152739354	152745482	0.213994	2.010738	1.856236
MSTRG.13584	-	chr7	+	152793134	152795179	2.506354	23.084595	21.310808
MSTRG.13576	-	chr7	+	152889117	152892313	0.894182	13.742188	12.686260
MSTRG.13578	-	chr7	-	152894336	152900464	35.070690	392.253784	362.113586
MSTRG.13604	-	chr7	+	152974384	152978588	0.555556	5.116909	4.723733
MSTRG.13605	-	chr7	-	152976769	152981351	0.000000	0.000000	0.000000
MSTRG.13574	-	chr7	-	152983278	152985817	0.814628	7.503073	6.926548
Zm00001eb320840	-	chr7	-	152992557	152994894	0.270734	2.493576	2.301973
MSTRG.13689	-	chr7	+	153157093	153180239	0.432539	10.831980	9.999666
MSTRG.13580	-	chr7	-	153283814	153285839	4.399793	40.953331	37.806538
MSTRG.13582	-	chr7	-	153471484	153472599	14.612904	144.844421	133.714798
MSTRG.13579	-	chr7	+	153473105	153476523	4.723493	43.505390	40.162502
MSTRG.13586	-	chr7	+	153479939	153486346	0.717127	7.233640	6.677818
Zm00001eb320920	-	chr7	+	153491401	153492274	0.324943	2.992864	2.762897
Zm00001eb320950	-	chr7	-	153524147	153529720	0.174380	1.663974	1.536117
MSTRG.13595	-	chr7	-	153546332	153548169	9.695216	128.765411	118.871277
MSTRG.13583	-	chr7	-	153569774	153572711	0.503844	4.640619	4.284041
Zm00001eb321010	-	chr7	-	153573993	153579216	0.115494	1.063749	0.982012
MSTRG.13593	-	chr7	-	153737749	153743724	0.235388	2.169010	2.002346
MSTRG.13617	-	chr7	+	153775213	153778212	0.422211	3.888744	3.589939
MSTRG.13589	-	chr7	-	153779357	153780213	1.060677	9.769290	9.018632
Zm00001eb321080	-	chr7	+	153780466	153781111	0.000000	0.000000	0.000000
MSTRG.13587	-	chr7	-	153812156	153812874	1.033380	9.517873	8.786533
MSTRG.13590	-	chr7	-	153814613	153815806	1.130653	10.413798	9.613618
MSTRG.13592	-	chr7	+	153819174	153820003	0.546988	5.037994	4.650882
MSTRG.13591	-	chr7	-	153856977	153858043	2.225908	20.501566	18.926256
Zm00001eb321170	-	chr7	+	153963165	153967384	0.546307	5.475148	5.054446
Zm00001eb321180	-	chr7	+	153972769	153973650	0.337940	3.112572	2.873407
MSTRG.13598	-	chr7	+	154096257	154105958	1.406151	13.120624	12.112454
Zm00001eb321220	-	chr7	-	154245727	154251644	0.375502	8.147351	7.521321
MSTRG.13657	-	chr7	-	154347556	154369145	1.092905	10.066124	9.292657
MSTRG.13597	-	chr7	+	154506013	154506662	1.424615	13.121314	12.113092
MSTRG.13607	-	chr7	-	154518929	154525750	0.459165	9.151555	8.448363
Zm00001eb321320	-	chr7	+	154601483	154604574	0.534537	4.923315	4.545014
MSTRG.13649	-	chr7	-	154608311	154612149	4.738461	43.643257	40.289772
MSTRG.13628	-	chr7	-	154680126	154686860	1.869636	17.220148	15.896977
MSTRG.13611	-	chr7	-	154725088	154728116	2.092834	22.441605	20.717226
Zm00001eb321360	-	chr7	-	154871803	154875866	0.345444	3.814490	3.521390
MSTRG.13601	-	chr7	-	154882436	154884373	3.498452	33.667534	31.080570
MSTRG.13602	-	chr7	+	154882579	154884373	0.000000	0.000000	0.000000
Zm00001eb321390	-	chr7	+	154906505	154909226	0.068332	0.629367	0.581007
MSTRG.13609	-	chr7	+	154994919	155027766	0.690632	6.410274	5.917718
Zm00001eb321410	-	chr7	-	155027802	155030401	0.351323	3.235835	2.987199
MSTRG.13606	-	chr7	+	155089858	155093602	0.087459	0.947412	0.874615
Zm00001eb321430	-	chr7	+	155108836	155113412	0.330011	3.039543	2.805989
Zm00001eb321440	-	chr7	-	155144131	155158389	0.221224	2.037568	1.881004
Zm00001eb321450	-	chr7	-	155259118	155265519	0.762402	7.566063	6.984698
Zm00001eb321460	-	chr7	+	155289254	155290450	0.277387	2.554853	2.358542
MSTRG.13618	-	chr7	-	155291064	155301390	0.777509	9.601033	8.863304
Zm00001eb321500	-	chr7	+	155342260	155345396	0.117934	1.086223	1.002759
MSTRG.13610	-	chr7	+	155416203	155448682	1.334845	12.294494	11.349804
MSTRG.13614	-	chr7	-	155586313	155589224	4.881372	49.738312	45.916492
MSTRG.13612	-	chr7	+	155589373	155595149	1.439695	13.260207	12.241313
MSTRG.13616	-	chr7	+	155651808	155654259	4.321392	39.801872	36.743553
MSTRG.13608	-	chr7	+	155760412	155762247	9.073667	90.551758	83.593895
MSTRG.13631	-	chr7	+	155779046	155787106	0.405996	3.805132	3.512751
MSTRG.13627	-	chr7	+	156016771	156018504	0.495085	4.559945	4.209566
MSTRG.13629	-	chr7	-	156055492	156074637	1.449517	13.350673	12.324826
MSTRG.13615	-	chr7	-	156173712	156178418	0.727910	6.704362	6.189209
MSTRG.13620	-	chr7	+	156213016	156219012	1.145896	11.330190	10.459595
MSTRG.13621	-	chr7	-	156218569	156222759	1.933781	25.665613	23.693506
MSTRG.13630	-	chr7	+	156312985	156315243	0.504521	6.403191	5.911180
MSTRG.13619	-	chr7	-	156315835	156320884	1.799649	21.404436	19.759752
MSTRG.13624	-	chr7	+	156362610	156374973	0.945195	13.694120	12.641884
MSTRG.13626	-	chr7	-	156377354	156379803	6.875930	71.054176	65.594475
MSTRG.13632	-	chr7	-	156407518	156409719	12.107947	111.519379	102.950394
MSTRG.13638	-	chr7	.	156483297	156484801	5.428571	49.999466	46.157581
Zm00001eb321890	-	chr7	-	156485227	156490084	0.102541	1.009481	0.931914
Zm00001eb321900	-	chr7	+	156502321	156507035	0.840423	7.740655	7.145875
MSTRG.13622	-	chr7	-	156507288	156511239	2.021778	55.022297	50.794464
MSTRG.13623	-	chr7	+	156552270	156553956	0.402740	3.709408	3.424382
Zm00001eb321950	-	chr7	-	159141163	159141957	1.390887	12.810665	11.826313
Zm00001eb321970	-	chr7	-	159197834	159200046	0.280691	2.585284	2.386635
MSTRG.13633	-	chr7	-	159213544	159223682	2.251589	21.585375	19.926788
MSTRG.13643	-	chr7	+	159342676	159346541	0.926165	8.530376	7.874915
MSTRG.13635	-	chr7	+	159432722	159443646	1.200712	11.461807	10.581099
MSTRG.13634	-	chr7	+	159473932	159482085	5.526566	50.902039	46.990803
MSTRG.13637	-	chr7	-	159589516	159592821	1.778384	19.715757	18.200830
MSTRG.13636	-	chr7	-	159674385	159696736	0.724444	6.672439	6.159739
Zm00001eb322080	-	chr7	+	159725133	159732502	0.310776	2.873524	2.652727
MSTRG.13639	-	chr7	-	159775242	159779932	0.000000	0.000000	0.000000
MSTRG.13640	-	chr7	+	159779409	159793646	0.151546	1.395804	1.288552
Zm00001eb322130	-	chr7	+	159874204	159899722	0.240138	4.954612	4.573907
Zm00001eb322140	-	chr7	+	159899349	159906906	0.000000	0.000000	0.000000
MSTRG.13642	-	chr7	-	159907310	159917573	1.249344	15.702397	14.495850
MSTRG.13651	-	chr7	-	159918149	159925734	1.725490	16.134691	14.894924
