ENSEMBL_GeneID	T_6_Susc	T_6_Tol
Zm00001eb233310	102	104
Zm00001eb235920	119	111
Zm00001eb355060	196	184
Zm00001eb369200	81	173
Zm00001eb426280	72	187
Zm00001eb105390	218	96
Zm00001eb356930	101	141
Zm00001eb407450	54	195
Zm00001eb011860	71	196
Zm00001eb153990	151	100
Zm00001eb163500	157	161
Zm00001eb200610	191	122
Zm00001eb250740	120	134
Zm00001eb027960	278	127
Zm00001eb265420	161	142
Zm00001eb111340	151	111
Zm00001eb228160	46	221
Zm00001eb228930	128	149
Zm00001eb283070	85	121
Zm00001eb073580	199	149
Zm00001eb111520	162	224
Zm00001eb169020	96	165
Zm00001eb213090	83	117
Zm00001eb231410	128	113
Zm00001eb373150	69	114
Zm00001eb405460	188	144
Zm00001eb433190	152	139
Zm00001eb224300	138	77
Zm00001eb235460	146	133
Zm00001eb302230	70	256
Zm00001eb405870	193	37
Zm00001eb236380	97	158
Zm00001eb292910	107	77
Zm00001eb312750	275	1
Zm00001eb430130	154	163
Zm00001eb431830	190	238
Zm00001eb119310	100	125
Zm00001eb322080	117	184
Zm00001eb409540	185	100
Zm00001eb126380	219	130
Zm00001eb259670	179	134
Zm00001eb291540	150	142
Zm00001eb144360	157	120
Zm00001eb251490	142	162
Zm00001eb269110	173	163
Zm00001eb277300	127	92
Zm00001eb349900	120	100
Zm00001eb166120	140	159
Zm00001eb350220	1	226
Zm00001eb029610	168	138
Zm00001eb195180	86	78
Zm00001eb212390	148	146
Zm00001eb213890	174	65
Zm00001eb361590	129	130
Zm00001eb055380	39	97
Zm00001eb224120	113	110
Zm00001eb227970	138	163
Zm00001eb390980	92	122
Zm00001eb422450	2	301
Zm00001eb078740	57	54
Zm00001eb343870	55	211
Zm00001eb100960	119	129
Zm00001eb131100	146	105
Zm00001eb009130	136	84
Zm00001eb156190	116	136
Zm00001eb292200	163	40
Zm00001eb403330	119	96
Zm00001eb011550	301	150
Zm00001eb037970	159	154
Zm00001eb038190	83	132
Zm00001eb123400	24	23
Zm00001eb224560	158	98
Zm00001eb232690	105	156
Zm00001eb284490	62	140
Zm00001eb302310	192	77
Zm00001eb413410	215	92
Zm00001eb054710	41	98
Zm00001eb110830	107	214
Zm00001eb233600	23	247
Zm00001eb239000	133	119
Zm00001eb096940	103	120
Zm00001eb111980	111	82
Zm00001eb211690	134	142
Zm00001eb231980	0	116
Zm00001eb248870	67	80
Zm00001eb420410	123	75
Zm00001eb019440	270	68
Zm00001eb227210	107	121
Zm00001eb251280	183	134
Zm00001eb393310	129	97
Zm00001eb048870	101	105
Zm00001eb214250	147	121
Zm00001eb022900	129	137
Zm00001eb402760	155	108
Zm00001eb080640	167	149
Zm00001eb155320	70	245
Zm00001eb205110	113	188
Zm00001eb216410	24	67
Zm00001eb054280	121	96
Zm00001eb075400	195	295
Zm00001eb122450	114	119
Zm00001eb150860	137	148
Zm00001eb237180	107	208
Zm00001eb327210	95	97
Zm00001eb360840	117	116
Zm00001eb284330	115	117
Zm00001eb380130	109	120
Zm00001eb073990	77	196
Zm00001eb119710	121	151
Zm00001eb213920	123	133
Zm00001eb340260	96	74
Zm00001eb362360	166	112
Zm00001eb057280	121	99
Zm00001eb129370	145	108
Zm00001eb134850	114	164
Zm00001eb135040	124	368
Zm00001eb137880	142	151
Zm00001eb434540	132	149
Zm00001eb121490	147	126
Zm00001eb227220	184	99
Zm00001eb358190	220	8
Zm00001eb428510	89	162
Zm00001eb006320	179	129
Zm00001eb023920	143	86
Zm00001eb060560	86	93
Zm00001eb065970	1	272
Zm00001eb334940	105	77
Zm00001eb126130	287	299
Zm00001eb401340	75	92
Zm00001eb037840	199	154
Zm00001eb186150	175	128
Zm00001eb238790	23	260
Zm00001eb339400	5	271
Zm00001eb024220	88	134
Zm00001eb072910	233	86
Zm00001eb118470	164	149
Zm00001eb191530	150	159
Zm00001eb206330	122	95
Zm00001eb256650	104	120
Zm00001eb278980	170	46
Zm00001eb287410	110	121
Zm00001eb341090	148	138
Zm00001eb002070	117	176
Zm00001eb077470	99	133
Zm00001eb252430	169	116
Zm00001eb429130	310	66
Zm00001eb068370	102	92
Zm00001eb034030	177	158
Zm00001eb101930	158	168
Zm00001eb288520	200	103
Zm00001eb010460	196	77
Zm00001eb013740	148	148
Zm00001eb171000	140	140
Zm00001eb377320	255	46
Zm00001eb032860	146	83
Zm00001eb054310	99	77
Zm00001eb100490	167	158
Zm00001eb107940	101	110
Zm00001eb115990	130	99
Zm00001eb150020	130	104
Zm00001eb175950	130	78
Zm00001eb368850	229	10
Zm00001eb427760	124	156
Zm00001eb294240	130	107
Zm00001eb342390	140	80
Zm00001eb394390	40	203
Zm00001eb115250	160	91
Zm00001eb292510	134	123
Zm00001eb035030	182	185
Zm00001eb264400	134	147
Zm00001eb032550	195	79
Zm00001eb041540	49	112
Zm00001eb192270	196	145
Zm00001eb249530	2	201
Zm00001eb362090	171	115
Zm00001eb184780	105	132
Zm00001eb214280	130	122
Zm00001eb111330	145	108
Zm00001eb402150	53	74
Zm00001eb155630	184	132
Zm00001eb261340	196	51
Zm00001eb308510	270	21
Zm00001eb038200	66	321
Zm00001eb119040	110	97
Zm00001eb137300	283	0
Zm00001eb298560	65	74
Zm00001eb073040	78	266
Zm00001eb081470	157	49
Zm00001eb139350	185	168
Zm00001eb140530	58	142
Zm00001eb258400	52	116
Zm00001eb321110	114	102
Zm00001eb179570	119	125
Zm00001eb104300	122	199
Zm00001eb121090	124	99
Zm00001eb297470	242	21
Zm00001eb300630	65	272
Zm00001eb328250	72	84
Zm00001eb031240	215	298
Zm00001eb073330	163	68
Zm00001eb103050	114	166
Zm00001eb243770	81	89
Zm00001eb290720	68	88
Zm00001eb355910	5	235
Zm00001eb372780	259	98
Zm00001eb025360	133	149
Zm00001eb080690	128	181
Zm00001eb152780	4	97
Zm00001eb033200	22	33
Zm00001eb182770	155	97
Zm00001eb274250	186	120
Zm00001eb431820	284	151
Zm00001eb040480	84	132
Zm00001eb109110	70	83
Zm00001eb238130	215	0
Zm00001eb286670	100	150
Zm00001eb299190	211	70
Zm00001eb314290	203	64
Zm00001eb413100	134	110
Zm00001eb145800	59	50
Zm00001eb394030	103	123
Zm00001eb098080	74	121
Zm00001eb210610	168	44
Zm00001eb250950	226	198
Zm00001eb270670	109	126
Zm00001eb113220	51	125
Zm00001eb280470	7	271
Zm00001eb307320	176	27
Zm00001eb351030	85	94
Zm00001eb069360	130	65
Zm00001eb107430	64	168
Zm00001eb149890	119	128
Zm00001eb178940	110	162
Zm00001eb297590	111	165
Zm00001eb323570	134	60
Zm00001eb324400	89	96
Zm00001eb368220	150	160
Zm00001eb299000	185	87
Zm00001eb346790	97	104
Zm00001eb356950	142	82
Zm00001eb086060	125	80
Zm00001eb145660	147	179
Zm00001eb298450	129	103
Zm00001eb340290	66	91
Zm00001eb298780	94	134
Zm00001eb306940	124	111
Zm00001eb327810	149	83
Zm00001eb069190	87	91
Zm00001eb098650	259	119
Zm00001eb104130	34	46
Zm00001eb321120	143	159
Zm00001eb408110	240	98
Zm00001eb423710	33	452
Zm00001eb151120	213	83
Zm00001eb190700	165	118
Zm00001eb252770	173	74
Zm00001eb289080	152	71
Zm00001eb373030	165	31
Zm00001eb033740	178	97
Zm00001eb225190	136	117
Zm00001eb227630	166	120
Zm00001eb320240	157	122
Zm00001eb356530	154	142
Zm00001eb419050	88	134
Zm00001eb121080	121	84
Zm00001eb164390	8	20
Zm00001eb168790	157	136
Zm00001eb389720	102	147
Zm00001eb428380	175	160
Zm00001eb023100	83	108
Zm00001eb078000	174	133
Zm00001eb078650	145	88
Zm00001eb104640	175	92
Zm00001eb106300	72	86
Zm00001eb196170	177	169
Zm00001eb250590	123	95
Zm00001eb376520	204	70
Zm00001eb021390	199	65
Zm00001eb250800	123	95
Zm00001eb286610	3	218
Zm00001eb366560	217	64
Zm00001eb432720	115	162
Zm00001eb432830	78	199
Zm00001eb038210	134	65
Zm00001eb085190	135	200
Zm00001eb419450	231	102
Zm00001eb425250	211	119
Zm00001eb130700	252	52
Zm00001eb154000	52	208
Zm00001eb170720	104	122
Zm00001eb311230	160	150
Zm00001eb145450	158	163
Zm00001eb369460	201	115
Zm00001eb009990	96	108
Zm00001eb011230	89	211
Zm00001eb084980	100	158
Zm00001eb197750	183	203
Zm00001eb256180	140	108
Zm00001eb338170	90	91
Zm00001eb130510	54	117
Zm00001eb191340	149	135
Zm00001eb402440	121	89
Zm00001eb415940	113	87
Zm00001eb001780	68	71
Zm00001eb056330	194	98
Zm00001eb057270	161	210
Zm00001eb127820	110	63
Zm00001eb144130	140	109
Zm00001eb158500	104	50
Zm00001eb301480	93	208
Zm00001eb410920	132	89
Zm00001eb031660	124	151
Zm00001eb074200	145	102
Zm00001eb170140	129	110
Zm00001eb198210	156	143
Zm00001eb209640	157	109
Zm00001eb331130	77	149
Zm00001eb390520	124	121
Zm00001eb125430	157	162
Zm00001eb139790	167	123
Zm00001eb208490	145	96
Zm00001eb223540	89	118
Zm00001eb234020	0	249
Zm00001eb217080	19	180
Zm00001eb227690	121	78
Zm00001eb261910	79	49
Zm00001eb328630	118	167
Zm00001eb334150	186	72
Zm00001eb385130	124	123
Zm00001eb388390	145	166
Zm00001eb015160	135	114
Zm00001eb015520	151	130
Zm00001eb015980	62	214
Zm00001eb019680	41	240
Zm00001eb135990	154	115
Zm00001eb282940	110	158
Zm00001eb346420	133	50
Zm00001eb050500	112	115
Zm00001eb092640	92	190
Zm00001eb196400	134	170
Zm00001eb196970	135	73
Zm00001eb197570	134	149
Zm00001eb324760	117	146
Zm00001eb432000	81	113
Zm00001eb241990	104	150
Zm00001eb405440	109	131
Zm00001eb038820	143	175
Zm00001eb070510	75	134
Zm00001eb105790	112	106
Zm00001eb179290	73	90
Zm00001eb186950	128	64
Zm00001eb215170	146	133
Zm00001eb064750	128	116
Zm00001eb278870	108	120
Zm00001eb315620	140	77
Zm00001eb035550	106	217
Zm00001eb200500	197	15
Zm00001eb206220	86	113
Zm00001eb017690	151	115
Zm00001eb176670	199	82
Zm00001eb302900	87	86
Zm00001eb402930	156	166
Zm00001eb049930	106	116
Zm00001eb242120	112	56
Zm00001eb325180	141	90
Zm00001eb335390	85	257
Zm00001eb346050	6	233
Zm00001eb371940	157	143
Zm00001eb053200	131	136
Zm00001eb056780	140	165
Zm00001eb079470	132	82
Zm00001eb085520	96	111
Zm00001eb153310	184	9
Zm00001eb154290	130	150
Zm00001eb172740	137	133
Zm00001eb237340	150	129
Zm00001eb335890	100	124
Zm00001eb135700	230	60
Zm00001eb135850	100	147
Zm00001eb138570	232	45
Zm00001eb169870	4	12
Zm00001eb195760	55	134
Zm00001eb195790	175	75
Zm00001eb218970	19	323
Zm00001eb393450	56	199
Zm00001eb033910	136	129
Zm00001eb100220	46	222
Zm00001eb206900	155	102
Zm00001eb340140	64	53
Zm00001eb055980	57	57
Zm00001eb081690	173	199
Zm00001eb246630	175	101
Zm00001eb373330	164	127
Zm00001eb023840	117	203
Zm00001eb122440	171	122
Zm00001eb181000	140	56
Zm00001eb186170	191	134
Zm00001eb285960	64	47
Zm00001eb097030	154	129
Zm00001eb104920	42	207
Zm00001eb141530	160	89
Zm00001eb153470	175	208
Zm00001eb007870	94	110
Zm00001eb142750	110	109
Zm00001eb420270	161	55
Zm00001eb042650	192	119
Zm00001eb192380	106	143
Zm00001eb318880	127	118
Zm00001eb017730	159	55
Zm00001eb352610	99	118
Zm00001eb014500	141	89
Zm00001eb025490	78	131
Zm00001eb062580	73	162
Zm00001eb143290	120	131
Zm00001eb173320	97	170
Zm00001eb186340	301	179
Zm00001eb408520	142	179
Zm00001eb033610	40	174
Zm00001eb132940	135	108
Zm00001eb163560	185	158
Zm00001eb420850	122	82
Zm00001eb007280	209	74
Zm00001eb361990	157	91
Zm00001eb373910	150	83
Zm00001eb426000	74	152
Zm00001eb080110	124	142
Zm00001eb111710	147	87
Zm00001eb307740	202	94
Zm00001eb344110	108	73
Zm00001eb379820	168	116
Zm00001eb402950	143	107
Zm00001eb057330	102	157
Zm00001eb061840	201	88
Zm00001eb161450	121	94
Zm00001eb164450	101	274
Zm00001eb345950	104	16
Zm00001eb422800	235	109
Zm00001eb125820	245	104
Zm00001eb162420	170	113
Zm00001eb182190	83	45
Zm00001eb204630	102	200
Zm00001eb213600	179	127
Zm00001eb427770	125	97
Zm00001eb431780	116	141
Zm00001eb060890	84	345
Zm00001eb127000	63	48
Zm00001eb151080	37	212
Zm00001eb200840	140	120
Zm00001eb430650	168	86
Zm00001eb151760	99	356
Zm00001eb331370	165	94
Zm00001eb065140	159	146
Zm00001eb256520	69	75
Zm00001eb071190	184	120
Zm00001eb265200	125	106
Zm00001eb267390	88	95
Zm00001eb309010	108	91
Zm00001eb097150	105	81
Zm00001eb166840	151	134
Zm00001eb368980	138	134
Zm00001eb369490	112	95
Zm00001eb390940	82	168
Zm00001eb405380	184	11
Zm00001eb032520	35	182
Zm00001eb064440	103	103
Zm00001eb100000	163	165
Zm00001eb186250	147	44
Zm00001eb312940	108	154
Zm00001eb344610	295	0
Zm00001eb057170	27	79
Zm00001eb152000	140	106
Zm00001eb186790	120	119
Zm00001eb188240	135	76
Zm00001eb211930	127	133
Zm00001eb224490	125	87
Zm00001eb297450	157	100
Zm00001eb328520	72	163
Zm00001eb330300	131	174
Zm00001eb338450	124	145
Zm00001eb421060	84	95
Zm00001eb430890	194	110
Zm00001eb053580	126	110
Zm00001eb142430	71	64
Zm00001eb169410	73	80
Zm00001eb305120	112	173
Zm00001eb396710	73	151
Zm00001eb012250	147	59
Zm00001eb169030	185	66
Zm00001eb202810	216	0
Zm00001eb348150	86	130
Zm00001eb354700	148	19
Zm00001eb158320	82	181
Zm00001eb165430	23	80
Zm00001eb329370	155	33
Zm00001eb351560	1	257
Zm00001eb369370	113	119
Zm00001eb401920	95	150
Zm00001eb141670	178	99
Zm00001eb221610	148	96
Zm00001eb279010	152	67
Zm00001eb279220	120	111
Zm00001eb311090	123	134
Zm00001eb416960	253	28
Zm00001eb073440	146	82
Zm00001eb259540	127	111
Zm00001eb432160	84	116
Zm00001eb325680	85	128
Zm00001eb342300	107	107
Zm00001eb431040	113	102
Zm00001eb067250	307	37
Zm00001eb168640	21	185
Zm00001eb179160	121	109
Zm00001eb192070	100	156
Zm00001eb249190	151	67
Zm00001eb276120	1	202
Zm00001eb324150	80	71
Zm00001eb327930	135	205
Zm00001eb097750	203	98
Zm00001eb130280	244	127
Zm00001eb341250	102	140
Zm00001eb393500	117	120
Zm00001eb197320	104	167
Zm00001eb206360	100	60
Zm00001eb284340	181	87
Zm00001eb368890	336	21
Zm00001eb368970	90	166
Zm00001eb372860	122	99
Zm00001eb074020	114	308
Zm00001eb163740	117	129
Zm00001eb348600	187	149
Zm00001eb135340	122	122
Zm00001eb160250	145	112
Zm00001eb166410	53	76
Zm00001eb209420	96	139
Zm00001eb045270	173	94
Zm00001eb170920	53	343
Zm00001eb428170	148	66
Zm00001eb020540	134	52
Zm00001eb082210	143	87
Zm00001eb123520	92	134
Zm00001eb197030	162	121
Zm00001eb233240	192	98
Zm00001eb274360	77	151
Zm00001eb291150	76	112
Zm00001eb318520	117	159
Zm00001eb387870	128	121
Zm00001eb067900	85	69
Zm00001eb091510	168	73
Zm00001eb267270	152	162
Zm00001eb412650	164	6
Zm00001eb070500	121	151
Zm00001eb212410	152	112
Zm00001eb252180	97	137
Zm00001eb293200	194	111
Zm00001eb360310	272	70
Zm00001eb009010	25	170
Zm00001eb292320	176	167
Zm00001eb142450	117	176
Zm00001eb195080	180	107
Zm00001eb270290	159	91
Zm00001eb274920	143	48
Zm00001eb326680	117	149
Zm00001eb431480	114	118
Zm00001eb016470	112	103
Zm00001eb082870	34	206
Zm00001eb082970	143	121
Zm00001eb169070	125	154
Zm00001eb207750	71	65
Zm00001eb231360	132	102
Zm00001eb285170	94	103
Zm00001eb290330	136	17
Zm00001eb369190	101	110
Zm00001eb004630	48	106
Zm00001eb149920	128	127
Zm00001eb229250	108	21
Zm00001eb415480	190	142
Zm00001eb002200	139	127
Zm00001eb104270	128	106
Zm00001eb122050	95	185
Zm00001eb217170	126	124
Zm00001eb391770	146	103
Zm00001eb423100	31	77
Zm00001eb426010	164	110
Zm00001eb000060	221	0
Zm00001eb149310	28	189
Zm00001eb333650	111	35
Zm00001eb027810	120	112
Zm00001eb074040	127	110
Zm00001eb135330	98	106
Zm00001eb271500	90	98
Zm00001eb303400	88	105
Zm00001eb375100	102	139
Zm00001eb405160	167	1
Zm00001eb012410	138	104
Zm00001eb075660	86	59
Zm00001eb171250	207	21
Zm00001eb210770	160	95
Zm00001eb216890	141	109
Zm00001eb235590	324	27
Zm00001eb333130	71	85
Zm00001eb396750	183	67
Zm00001eb399450	160	109
Zm00001eb028160	112	94
Zm00001eb180930	110	118
Zm00001eb195840	174	163
Zm00001eb123250	99	184
Zm00001eb125530	175	113
Zm00001eb296010	102	156
Zm00001eb344520	91	113
Zm00001eb374830	137	85
Zm00001eb414860	75	218
Zm00001eb063640	155	201
Zm00001eb067090	143	82
Zm00001eb081290	132	63
Zm00001eb114270	79	153
Zm00001eb136010	121	121
Zm00001eb301880	130	126
Zm00001eb195190	59	77
Zm00001eb264670	81	119
Zm00001eb295220	79	121
Zm00001eb010910	145	193
Zm00001eb060940	289	38
Zm00001eb244410	190	47
Zm00001eb428810	77	35
Zm00001eb029410	99	102
Zm00001eb062640	92	141
Zm00001eb164210	111	176
Zm00001eb378320	143	143
Zm00001eb019300	226	244
Zm00001eb047030	115	118
Zm00001eb155710	333	204
Zm00001eb249260	67	136
Zm00001eb260130	16	232
Zm00001eb323230	143	106
Zm00001eb396970	153	86
Zm00001eb045950	157	134
Zm00001eb074010	108	329
Zm00001eb105670	80	279
Zm00001eb273230	90	75
Zm00001eb410930	149	91
Zm00001eb045450	177	117
Zm00001eb047160	117	182
Zm00001eb215030	32	120
Zm00001eb280970	124	118
Zm00001eb313660	69	141
Zm00001eb333510	169	115
Zm00001eb014180	100	97
Zm00001eb046710	167	0
Zm00001eb281090	47	223
Zm00001eb294620	161	88
Zm00001eb390710	107	126
Zm00001eb411630	95	128
Zm00001eb029220	130	138
Zm00001eb045740	94	122
Zm00001eb094310	97	134
Zm00001eb155720	442	123
Zm00001eb359750	70	110
Zm00001eb115060	55	377
Zm00001eb173290	92	98
Zm00001eb192150	85	122
Zm00001eb349770	49	161
Zm00001eb388310	141	113
Zm00001eb428340	132	122
Zm00001eb041090	110	137
Zm00001eb088080	132	117
Zm00001eb268740	32	211
Zm00001eb314790	84	68
Zm00001eb352720	74	161
Zm00001eb399440	173	115
Zm00001eb028720	84	211
Zm00001eb126400	143	112
Zm00001eb246430	88	90
Zm00001eb270890	60	164
Zm00001eb015220	89	92
Zm00001eb163750	135	87
Zm00001eb253100	72	162
Zm00001eb283750	70	192
Zm00001eb307460	117	84
Zm00001eb327140	317	122
Zm00001eb003910	156	228
Zm00001eb163270	152	73
Zm00001eb169330	122	343
Zm00001eb224700	138	84
Zm00001eb371430	110	82
Zm00001eb392710	184	51
Zm00001eb078620	100	124
Zm00001eb146150	198	0
Zm00001eb167700	29	143
Zm00001eb203110	126	110
Zm00001eb243290	67	123
Zm00001eb063310	108	159
Zm00001eb078130	122	183
Zm00001eb189500	90	145
Zm00001eb208370	117	108
Zm00001eb054390	111	71
Zm00001eb219580	165	47
Zm00001eb291800	117	166
Zm00001eb314890	87	107
Zm00001eb406510	104	199
Zm00001eb194070	71	114
Zm00001eb203450	102	159
Zm00001eb222050	95	86
Zm00001eb316590	295	136
Zm00001eb326210	77	74
Zm00001eb392960	224	117
Zm00001eb032330	108	128
Zm00001eb033870	77	175
Zm00001eb147350	192	77
Zm00001eb153400	1	178
Zm00001eb167090	229	151
Zm00001eb251350	79	165
Zm00001eb279100	125	136
Zm00001eb134130	74	116
Zm00001eb371980	56	105
Zm00001eb388030	111	113
Zm00001eb008270	229	58
Zm00001eb023520	169	59
Zm00001eb145630	127	113
Zm00001eb416770	55	109
Zm00001eb083640	178	64
Zm00001eb218540	197	144
Zm00001eb244050	132	129
Zm00001eb107630	310	122
Zm00001eb283390	69	67
Zm00001eb313290	82	123
Zm00001eb418140	110	70
Zm00001eb025000	96	86
Zm00001eb212380	117	104
Zm00001eb102220	92	130
Zm00001eb293110	109	85
Zm00001eb427470	94	97
Zm00001eb051460	144	148
Zm00001eb113650	62	125
Zm00001eb129230	108	114
Zm00001eb237120	81	200
Zm00001eb225720	185	88
Zm00001eb249450	104	91
Zm00001eb275160	127	112
Zm00001eb306520	111	163
Zm00001eb175940	13	253
Zm00001eb178840	62	121
Zm00001eb234320	148	126
Zm00001eb422690	91	93
Zm00001eb156280	89	112
Zm00001eb032370	66	101
Zm00001eb057350	140	71
Zm00001eb084850	40	163
Zm00001eb089250	166	187
Zm00001eb205400	0	175
Zm00001eb367120	75	74
Zm00001eb165230	118	88
Zm00001eb202640	163	111
Zm00001eb289280	67	154
Zm00001eb357950	188	32
Zm00001eb103410	136	142
Zm00001eb159960	47	100
Zm00001eb237380	111	156
Zm00001eb323580	100	98
Zm00001eb347040	24	132
Zm00001eb400390	101	122
Zm00001eb406400	103	101
Zm00001eb034700	199	177
Zm00001eb056250	123	122
Zm00001eb105660	83	137
Zm00001eb231290	105	104
Zm00001eb299500	144	124
Zm00001eb301090	74	125
Zm00001eb333740	93	62
Zm00001eb354490	62	102
Zm00001eb368310	110	128
Zm00001eb387500	168	103
Zm00001eb081720	131	69
Zm00001eb149970	122	131
Zm00001eb204200	126	128
Zm00001eb217610	125	127
Zm00001eb047650	16	305
Zm00001eb244420	85	102
Zm00001eb355800	15	278
Zm00001eb366090	135	141
Zm00001eb367760	99	170
Zm00001eb374390	164	92
Zm00001eb426300	120	155
Zm00001eb069380	157	85
Zm00001eb197020	139	101
Zm00001eb224920	103	117
Zm00001eb249850	175	101
Zm00001eb295680	159	82
Zm00001eb366910	97	127
Zm00001eb083490	196	62
Zm00001eb126510	82	120
Zm00001eb135780	98	98
Zm00001eb226800	147	141
Zm00001eb264210	150	106
Zm00001eb285480	143	31
Zm00001eb351710	102	114
Zm00001eb401270	194	82
Zm00001eb072580	105	68
Zm00001eb083870	121	115
Zm00001eb169510	77	39
Zm00001eb190870	232	136
Zm00001eb088290	96	38
Zm00001eb180830	112	131
Zm00001eb242600	137	130
Zm00001eb101180	95	92
Zm00001eb160360	121	107
Zm00001eb271830	241	5
Zm00001eb079800	100	133
Zm00001eb186190	129	121
Zm00001eb211140	199	76
Zm00001eb304920	130	109
Zm00001eb406620	191	43
Zm00001eb087930	148	98
Zm00001eb117060	85	100
Zm00001eb353540	112	94
Zm00001eb381410	6	212
Zm00001eb221490	27	132
Zm00001eb274770	14	163
Zm00001eb309460	139	132
Zm00001eb358500	83	93
Zm00001eb395200	94	93
Zm00001eb016920	155	197
Zm00001eb110980	155	92
Zm00001eb287540	36	109
Zm00001eb300690	99	113
Zm00001eb343580	53	246
Zm00001eb383280	82	47
Zm00001eb289670	144	103
Zm00001eb314470	155	118
Zm00001eb391890	63	115
Zm00001eb331220	105	82
Zm00001eb338750	144	81
Zm00001eb039140	93	88
Zm00001eb187390	13	564
Zm00001eb251160	95	172
Zm00001eb354550	98	90
Zm00001eb032990	96	120
Zm00001eb041710	71	85
Zm00001eb256900	140	121
Zm00001eb364920	91	279
Zm00001eb418480	90	121
Zm00001eb098640	174	62
Zm00001eb202090	177	76
Zm00001eb332100	30	94
Zm00001eb348860	128	185
Zm00001eb392940	106	156
Zm00001eb175760	77	37
Zm00001eb191620	115	103
Zm00001eb284110	124	99
Zm00001eb322910	81	61
Zm00001eb157620	153	137
Zm00001eb248900	77	142
Zm00001eb257530	143	40
Zm00001eb023530	72	105
Zm00001eb046400	272	28
Zm00001eb132020	159	141
Zm00001eb254490	88	99
Zm00001eb379590	145	108
Zm00001eb382360	148	140
Zm00001eb138390	65	215
Zm00001eb143440	149	103
Zm00001eb209280	85	109
Zm00001eb267320	256	94
Zm00001eb352930	112	85
Zm00001eb207300	248	1
Zm00001eb237600	139	117
Zm00001eb256230	86	76
Zm00001eb271050	141	73
Zm00001eb399090	10	232
Zm00001eb429400	138	127
Zm00001eb023280	114	96
Zm00001eb054670	81	107
Zm00001eb088560	82	75
Zm00001eb393760	50	193
Zm00001eb005760	98	175
Zm00001eb140910	74	75
Zm00001eb144400	267	87
Zm00001eb157170	0	154
Zm00001eb285790	104	94
Zm00001eb408690	154	149
Zm00001eb002470	109	104
Zm00001eb042930	117	164
Zm00001eb403700	47	147
Zm00001eb404700	103	104
Zm00001eb030990	101	98
Zm00001eb051930	189	0
Zm00001eb119640	141	127
Zm00001eb196200	112	55
Zm00001eb303610	146	64
Zm00001eb404890	140	5
Zm00001eb035190	100	118
Zm00001eb369070	93	171
Zm00001eb009600	129	44
Zm00001eb072900	140	152
Zm00001eb326170	161	127
Zm00001eb422060	156	250
Zm00001eb108830	124	132
Zm00001eb170810	73	200
Zm00001eb189910	226	7
Zm00001eb309770	267	103
Zm00001eb427100	172	58
Zm00001eb254300	70	69
Zm00001eb266760	134	84
Zm00001eb341000	109	166
Zm00001eb400050	130	104
Zm00001eb020740	145	89
Zm00001eb113150	280	1
Zm00001eb323840	120	95
Zm00001eb400570	123	149
Zm00001eb406590	181	65
Zm00001eb253250	151	93
Zm00001eb288630	88	106
Zm00001eb363190	76	47
Zm00001eb051200	64	179
Zm00001eb054110	93	81
Zm00001eb154390	149	74
Zm00001eb264840	110	64
Zm00001eb367320	50	133
Zm00001eb015350	155	48
Zm00001eb221050	158	104
Zm00001eb279380	146	125
Zm00001eb373510	92	164
Zm00001eb405590	129	128
Zm00001eb000650	119	76
Zm00001eb093510	88	101
Zm00001eb359270	111	126
Zm00001eb374780	108	70
Zm00001eb094680	0	230
Zm00001eb261880	121	111
Zm00001eb297870	90	116
Zm00001eb373650	144	131
Zm00001eb000720	85	95
Zm00001eb260800	209	99
Zm00001eb387970	100	107
Zm00001eb147990	70	79
Zm00001eb345170	61	140
Zm00001eb103140	3	236
Zm00001eb104110	66	49
Zm00001eb160630	10	214
Zm00001eb277380	157	75
Zm00001eb304010	107	175
Zm00001eb316740	128	91
Zm00001eb331820	79	100
Zm00001eb362410	117	83
Zm00001eb043030	120	88
Zm00001eb051940	284	0
Zm00001eb216980	133	87
Zm00001eb293160	74	119
Zm00001eb315830	149	92
Zm00001eb329200	131	125
Zm00001eb403650	112	72
Zm00001eb036510	89	169
Zm00001eb044280	257	0
Zm00001eb058870	157	79
Zm00001eb113660	35	165
Zm00001eb119970	118	86
Zm00001eb399130	138	107
Zm00001eb109560	121	139
Zm00001eb170460	107	57
Zm00001eb192230	111	68
Zm00001eb400920	142	68
Zm00001eb095550	120	107
Zm00001eb173470	51	85
Zm00001eb307960	142	120
Zm00001eb433520	111	67
Zm00001eb004900	299	0
Zm00001eb033920	135	119
Zm00001eb075570	146	82
Zm00001eb390310	106	83
Zm00001eb415690	111	79
Zm00001eb185970	182	109
Zm00001eb391570	121	65
Zm00001eb136360	98	98
Zm00001eb143570	99	123
Zm00001eb216950	107	65
Zm00001eb272420	155	77
Zm00001eb347180	221	41
Zm00001eb429270	123	100
Zm00001eb082880	32	163
Zm00001eb372510	134	261
Zm00001eb426240	120	64
Zm00001eb124370	136	106
Zm00001eb194350	33	56
Zm00001eb257420	115	102
Zm00001eb275140	231	88
Zm00001eb306870	109	83
Zm00001eb333280	126	118
Zm00001eb023680	303	259
Zm00001eb218610	99	114
Zm00001eb243310	75	176
Zm00001eb083240	117	99
Zm00001eb193300	74	82
Zm00001eb342580	90	144
Zm00001eb408170	142	1
Zm00001eb121990	111	103
Zm00001eb223960	14	206
Zm00001eb361860	75	107
Zm00001eb010480	192	105
