GeneID	C_6_Susc	T_6_Susc	C_24_Susc	T_24_Susc	C_6_Tol	T_6_Tol	C_24_Tol	T_24_Tol
Zm00001eb361250	606	735	651	441	597	648	740	407
Zm00001eb361260	1068	1255	1074	916	900	1119	1325	955
Zm00001eb361300	1606	2346	1983	1641	1924	2692	2963	2814
Zm00001eb361310	691	1028	997	647	655	863	875	743
Zm00001eb361320	19	8	26	6	25	7	72	23
Zm00001eb361330	690	404	546	384	251	295	293	186
Zm00001eb361350	376	392	434	390	361	391	705	481
Zm00001eb361370	1853	3054	1483	2302	645	1326	920	835
Zm00001eb361380	8	5	10	3	9	1	9	17
Zm00001eb361390	4	9	8	5	4	9	4	13
Zm00001eb361410	1383	1528	1333	1067	1205	1166	1488	1108
Zm00001eb361450	191	182	155	117	182	166	212	184
Zm00001eb361460	1071	1386	1026	1224	1014	1466	1367	1112
Zm00001eb361470	1335	1845	1623	1689	1004	1775	1524	1623
Zm00001eb361480	448	371	462	142	372	343	253	153
Zm00001eb361490	178	183	130	197	137	177	167	195
Zm00001eb361500	1334	952	776	1011	510	684	518	738
Zm00001eb361520	1024	1570	1037	970	850	818	1046	792
Zm00001eb361550	0	0	4	0	3	20	5	0
Zm00001eb361590	148	129	127	112	171	130	179	95
Zm00001eb361600	18	58	27	23	3	24	20	27
Zm00001eb361610	6134	5701	6064	4787	4120	4886	4597	3631
Zm00001eb361620	238	882	309	268	400	468	417	160
Zm00001eb361640	336	780	598	761	495	1394	664	1321
Zm00001eb361650	19	33	34	24	3	10	5	5
Zm00001eb361660	0	0	4	2	29	28	34	20
Zm00001eb361670	258	421	296	209	212	456	465	274
Zm00001eb361690	204	106	191	111	295	247	359	137
Zm00001eb361700	6056	11712	10358	8587	6375	13328	12537	12732
Zm00001eb361710	644	542	547	320	560	495	762	515
Zm00001eb361730	0	0	0	0	14	6	32	4
Zm00001eb361750	392	732	665	361	235	374	495	313
Zm00001eb361760	369	2247	811	469	302	1373	886	265
Zm00001eb361780	105	261	308	165	76	138	129	39
Zm00001eb361790	15	42	31	17	11	28	37	24
Zm00001eb361800	1517	2023	1784	1502	1100	1441	1411	1263
Zm00001eb361810	9	4	4	1	7	10	20	4
Zm00001eb361830	27	24	21	54	5	3	7	1
Zm00001eb361840	275	230	249	161	464	468	470	276
Zm00001eb361850	211	283	256	167	179	201	407	225
Zm00001eb361860	38	75	140	95	40	107	85	301
Zm00001eb361870	145	271	249	248	122	153	156	155
Zm00001eb361880	11	15	6	3	35	37	52	23
Zm00001eb361900	1272	1671	1174	1047	799	1084	1037	1160
Zm00001eb361930	4	5	5	7	19	12	23	14
Zm00001eb361960	59	65	14	77	98	108	59	71
Zm00001eb361970	460	550	546	382	414	635	804	728
Zm00001eb361980	238	307	309	94	208	240	392	176
Zm00001eb361990	157	157	180	85	115	91	156	62
Zm00001eb362000	14	16	14	19	44	39	43	41
Zm00001eb362010	230	165	192	84	231	267	253	144
Zm00001eb362020	5488	6414	6009	5166	4831	7446	7369	7097
Zm00001eb362030	1207	2117	1766	1581	1333	2606	2457	2268
Zm00001eb362070	132	49	144	34	144	101	184	63
Zm00001eb362080	458	443	402	392	445	455	447	434
Zm00001eb362090	156	171	168	85	117	115	168	78
Zm00001eb362110	148	182	149	103	156	129	118	149
Zm00001eb362140	220	290	264	231	247	154	208	112
Zm00001eb362160	553	574	557	439	315	475	592	340
Zm00001eb362170	1096	2646	2426	994	32	125	89	58
Zm00001eb362180	824	1400	1008	1223	387	613	598	592
Zm00001eb362190	448	531	648	474	521	482	628	682
Zm00001eb362200	102	345	283	123	148	286	291	229
Zm00001eb362210	1536	1034	1185	917	550	646	717	503
Zm00001eb362220	3	4	3	13	0	0	0	0
Zm00001eb362230	186	435	397	90	110	164	136	103
Zm00001eb362240	148	53	31	96	84	69	29	123
Zm00001eb362250	4424	5755	4842	5083	4355	7155	6563	6178
Zm00001eb362260	2783	2990	2131	3165	2189	3466	3280	1997
Zm00001eb362270	92	81	140	51	197	165	326	92
Zm00001eb362280	11	4	10	7	5	0	0	0
Zm00001eb362290	528	434	757	784	246	200	502	283
Zm00001eb362300	251	295	199	257	169	135	220	163
Zm00001eb362310	17	15	24	5	6	6	21	18
Zm00001eb362330	4365	3773	3480	2592	3317	2643	3004	2383
Zm00001eb362340	38	23	26	16	45	26	53	9
Zm00001eb362350	0	0	1	1	102	79	127	77
Zm00001eb362360	170	166	109	79	139	112	190	111
Zm00001eb362370	158	119	237	97	217	117	226	204
Zm00001eb362380	1065	236	1002	561	538	274	908	456
Zm00001eb362390	16	53	26	13	47	57	107	60
Zm00001eb362400	50	55	39	39	37	30	38	31
Zm00001eb362410	117	117	169	105	105	83	122	75
Zm00001eb362420	529	487	419	378	340	234	392	266
Zm00001eb362450	0	0	0	0	10	5	4	7
Zm00001eb362460	27	7	13	10	23	10	43	15
Zm00001eb362470	12	0	8	4	12	2	13	5
Zm00001eb362480	174	311	292	261	193	323	365	193
Zm00001eb362490	2783	4412	3725	2848	2788	5123	4966	4455
Zm00001eb362500	705	676	681	543	557	692	749	551
Zm00001eb362510	326	754	546	669	314	761	799	774
Zm00001eb362520	2736	3171	2524	2534	1983	2959	2699	2429
Zm00001eb362540	59	33	62	38	44	39	29	23
Zm00001eb362550	819	1151	1188	926	724	1148	1107	991
Zm00001eb362560	198	105	235	94	141	83	202	98
Zm00001eb362570	1366	1485	1602	1032	1213	1668	2039	1231
Zm00001eb362580	866	1035	805	639	1085	861	886	814
Zm00001eb362590	227	474	277	204	216	363	455	355
Zm00001eb362600	202	248	286	145	218	257	355	210
Zm00001eb362610	882	739	541	731	728	670	615	675
Zm00001eb362630	107	175	56	101	180	262	119	190
Zm00001eb362640	1103	682	953	549	611	769	1147	1045
Zm00001eb362650	143	154	81	105	187	174	272	200
Zm00001eb362660	767	433	464	297	471	401	413	264
Zm00001eb362670	101	52	90	19	0	0	0	5
Zm00001eb362700	773	482	296	475	732	693	507	944
Zm00001eb362710	191	219	245	202	296	273	363	170
Zm00001eb362720	4	6	2	1	6	13	3	3
Zm00001eb362730	13	22	6	7	32	32	55	11
Zm00001eb362740	125	56	36	48	99	54	70	81
Zm00001eb362750	755	70	196	132	1	0	1	5
Zm00001eb362760	1323	1011	1144	895	470	656	421	261
Zm00001eb362820	143	197	208	160	143	94	216	102
Zm00001eb362830	2719	2534	3020	2266	2042	2773	2948	2102
Zm00001eb362840	630	783	471	490	669	619	630	467
Zm00001eb362850	0	4	1	7	15	13	3	12
Zm00001eb362860	2459	4040	3069	2530	2316	3279	3581	2609
Zm00001eb362870	3430	4587	3511	3162	2707	3603	3542	2998
Zm00001eb362900	1	15	15	6	12	19	36	16
Zm00001eb362930	122	155	87	65	20	30	53	41
Zm00001eb362980	0	0	0	0	52	92	64	87
Zm00001eb363000	2	4	3	7	2	4	6	12
Zm00001eb363010	0	0	0	0	9	3	13	3
Zm00001eb363040	14	36	12	8	18	9	12	12
Zm00001eb363050	464	611	547	495	244	476	539	515
Zm00001eb363070	68	83	102	82	43	57	115	54
Zm00001eb363080	209	208	227	132	123	221	337	244
Zm00001eb363090	312	632	564	442	339	615	617	556
Zm00001eb363100	1312	1019	421	505	764	993	603	744
Zm00001eb363120	1054	1060	1324	900	531	792	819	660
Zm00001eb363130	621	698	753	584	244	405	413	464
Zm00001eb363140	122	101	64	264	136	202	147	232
Zm00001eb363160	1652	2274	1846	1851	1450	2087	2051	2064
Zm00001eb363190	116	76	269	127	56	47	99	110
Zm00001eb363200	196	385	360	287	207	298	342	218
Zm00001eb363210	25	23	17	22	16	26	44	23
Zm00001eb363220	5	12	7	1	6	7	3	3
Zm00001eb363240	1833	2075	2075	1827	1514	2007	2154	1937
Zm00001eb363250	16	20	8	7	34	9	17	6
Zm00001eb363260	19	40	25	19	58	104	129	197
Zm00001eb363280	2157	1894	1864	1845	1420	1454	1956	1484
Zm00001eb363300	48	9	50	13	20	5	28	12
Zm00001eb363310	497	1282	660	776	809	1318	1332	1014
Zm00001eb363330	543	646	606	435	453	365	539	426
Zm00001eb363360	48	169	138	63	56	123	149	25
Zm00001eb363370	818	1003	960	524	713	970	1107	541
Zm00001eb363390	519	420	331	264	381	421	431	252
Zm00001eb363400	13	39	33	24	16	22	37	27
Zm00001eb363420	126	291	322	185	281	346	532	184
Zm00001eb363430	2748	2553	2425	1715	2838	2503	3324	1992
Zm00001eb363470	628	324	412	260	341	287	408	155
Zm00001eb363480	431	532	407	362	344	499	514	410
Zm00001eb363490	1245	832	622	1063	892	860	446	782
Zm00001eb363500	982	1201	929	1272	805	1213	1185	1223
Zm00001eb363530	5	7	29	3	11	8	24	3
Zm00001eb363540	1105	889	765	846	726	762	838	661
Zm00001eb363550	0	11	3	9	1	0	1	1
Zm00001eb363570	11	3	2	13	4	2	4	1
Zm00001eb363580	1036	517	507	500	739	540	522	736
Zm00001eb363590	735	1499	1703	824	801	1351	2170	1342
Zm00001eb363610	763	538	621	416	278	151	433	97
Zm00001eb363620	76	160	100	99	3	5	6	1
Zm00001eb363630	99	130	119	80	105	65	124	40
Zm00001eb363670	5	2	3	0	3	6	11	2
Zm00001eb363700	1486	2022	1539	1815	970	2074	1558	1878
Zm00001eb363720	1003	1412	1207	894	961	1390	1567	1183
Zm00001eb363730	584	568	509	309	596	557	552	427
Zm00001eb363740	58	70	45	97	45	79	77	50
Zm00001eb363750	333	248	287	177	285	252	422	210
Zm00001eb363760	1	2	9	1	96	79	123	80
Zm00001eb363800	30	17	24	9	32	20	39	21
Zm00001eb363810	2237	2739	1894	1835	2508	2187	2626	2357
Zm00001eb363820	55	58	74	75	21	15	45	38
Zm00001eb363830	388	821	702	602	618	1140	1390	1158
Zm00001eb363840	1354	797	1011	422	2330	2116	1447	1118
Zm00001eb363850	531	409	455	446	897	1067	1513	847
Zm00001eb363860	799	891	730	553	775	1024	1398	881
Zm00001eb363870	1210	1000	1118	1004	1166	1188	1437	654
Zm00001eb363880	9600	10894	9431	8913	5910	7604	7430	5634
Zm00001eb363890	1670	1603	1556	1292	1336	1785	2024	1503
Zm00001eb363900	6	11	7	8	6	0	4	7
Zm00001eb363910	50	28	33	11	19	12	23	24
Zm00001eb363920	23	15	26	22	29	21	21	17
Zm00001eb363930	2	2	6	17	5	8	8	5
Zm00001eb363940	534	394	437	488	634	580	808	542
Zm00001eb363950	450	449	352	472	599	484	571	685
Zm00001eb363960	1920	1531	1604	1321	933	1006	934	914
Zm00001eb363970	578	609	422	779	966	739	508	501
Zm00001eb364010	241	226	243	145	269	194	203	215
Zm00001eb364020	6	8	5	1	541	575	714	622
Zm00001eb364060	1678	2672	2058	2210	935	1995	2708	1177
Zm00001eb364070	1162	1457	1292	1111	1165	1222	1338	1150
Zm00001eb364080	1796	2373	1493	1838	1726	1913	2289	2110
Zm00001eb364090	2065	2727	1878	2645	1968	2205	2206	2475
Zm00001eb364100	146	158	183	162	365	165	304	153
Zm00001eb364110	39	26	15	35	45	27	44	38
Zm00001eb364130	0	1	0	0	12	4	3	4
Zm00001eb364140	2	2	8	0	30	5	33	4
Zm00001eb364170	0	2	2	0	345	319	414	300
Zm00001eb364180	0	0	0	0	18	10	9	11
Zm00001eb364190	4227	9084	8505	7504	4005	6587	5352	5527
Zm00001eb364200	2333	2204	3986	2152	1808	2016	3631	3131
Zm00001eb364210	834	1063	960	1118	948	1601	1401	1388
Zm00001eb364230	426	460	368	376	382	508	497	603
Zm00001eb364260	309	687	582	624	373	714	874	728
Zm00001eb364280	1888	1732	1511	1740	1348	1551	1494	1597
Zm00001eb364290	822	645	645	513	542	595	736	490
Zm00001eb364310	189	130	295	189	170	74	139	113
Zm00001eb364360	370	384	237	315	355	319	186	223
Zm00001eb364370	855	602	797	880	746	659	927	764
Zm00001eb364380	850	2243	1330	1629	1120	1948	1691	2160
Zm00001eb364390	272	263	259	272	195	314	336	284
Zm00001eb364400	10	30	15	12	9	32	16	12
Zm00001eb364410	49	78	82	61	71	90	106	59
Zm00001eb364420	505	143	349	101	763	181	365	138
Zm00001eb364430	5	13	12	5	0	0	0	0
Zm00001eb364440	4	7	16	8	3	0	0	1
Zm00001eb364450	1	3	18	3	0	2	3	4
Zm00001eb364460	4	3	18	2	0	0	0	5
Zm00001eb364470	2283	3046	2500	2254	1949	2471	2731	2061
Zm00001eb364480	308	258	340	332	431	294	535	540
Zm00001eb364510	254	186	185	140	184	154	198	157
Zm00001eb364520	209	112	163	116	254	87	317	213
Zm00001eb364530	0	0	0	0	172	158	263	193
Zm00001eb364540	0	1	0	0	134	99	242	142
Zm00001eb364580	880	1326	1348	1429	653	698	1199	613
Zm00001eb364590	271	345	278	200	394	374	419	250
Zm00001eb364600	15	12	5	5	9	2	11	2
Zm00001eb364610	0	0	0	0	4	14	13	2
Zm00001eb364620	10	24	4	22	1	1	2	6
Zm00001eb364640	803	867	849	712	568	800	937	738
Zm00001eb364650	44	29	93	35	31	15	112	53
Zm00001eb364660	2226	2695	2508	2266	1538	2027	2102	2140
Zm00001eb364680	981	1020	1199	993	1154	1646	1684	1346
Zm00001eb364690	67	30	86	43	47	34	72	20
Zm00001eb364700	328	315	427	332	311	515	861	313
Zm00001eb364710	0	0	0	0	5	12	12	5
Zm00001eb364720	0	2	3	1	6	2	16	14
Zm00001eb364730	946	1274	924	809	838	819	965	723
Zm00001eb364740	255	442	326	443	290	502	399	207
Zm00001eb364750	612	1122	1042	913	369	711	978	729
Zm00001eb364810	920	1240	1119	971	755	1273	1409	1414
Zm00001eb364820	1758	2347	1638	1704	1341	1844	1772	1689
Zm00001eb364830	109	157	224	119	29	33	49	25
Zm00001eb364840	1285	1257	1281	922	0	41	0	2
Zm00001eb364850	846	591	678	876	929	735	952	878
Zm00001eb364860	43	33	26	16	75	77	83	38
Zm00001eb364870	433	338	930	451	520	372	626	178
Zm00001eb364890	8	3	4	8	4	12	4	3
Zm00001eb364900	40	9	15	4	97	34	145	62
Zm00001eb364910	1073	1122	1076	944	948	1346	1307	1451
Zm00001eb364920	41	91	61	28	58	279	186	173
Zm00001eb364930	166	514	376	430	210	647	335	272
Zm00001eb364940	1064	2630	2670	2220	738	1572	1357	761
Zm00001eb364960	562	1277	1286	500	607	1325	1586	1272
Zm00001eb364970	147	195	245	104	185	259	348	218
Zm00001eb364980	13	20	20	12	23	32	77	30
Zm00001eb364990	1	0	7	5	16	11	11	9
Zm00001eb365000	366	404	379	329	322	294	420	307
Zm00001eb365010	1863	1899	1730	1420	935	1178	1310	932
Zm00001eb365020	2934	4229	3489	2548	2308	2957	3268	2137
Zm00001eb365030	261	353	286	329	295	384	498	430
Zm00001eb365040	1263	1470	2370	1000	474	908	847	162
Zm00001eb365050	1222	1519	1215	1433	1775	2755	2141	1056
Zm00001eb365060	953	1253	602	1958	433	790	722	490
Zm00001eb365080	572	1112	854	713	572	972	1327	911
Zm00001eb365110	26	20	26	25	24	39	20	23
Zm00001eb365120	23	22	23	18	25	11	18	7
Zm00001eb365130	6	9	15	7	186	188	287	161
Zm00001eb365170	4	13	4	2	650	403	1091	444
Zm00001eb365180	777	1159	648	1076	648	845	746	718
Zm00001eb365190	397	532	400	310	337	505	591	543
Zm00001eb365200	7938	13262	9038	8755	9988	14680	12818	11198
Zm00001eb365210	1139	1560	1543	737	1399	1950	2456	1246
Zm00001eb365220	96	5	91	9	77	24	145	6
Zm00001eb365230	3	5	1	11	0	0	0	0
Zm00001eb365330	1065	1385	1150	822	958	1290	1254	1075
Zm00001eb365340	205	223	165	87	170	111	186	147
Zm00001eb365370	711	913	919	1099	580	922	916	889
Zm00001eb365380	0	0	0	0	159	194	270	206
Zm00001eb365390	773	593	704	338	537	503	894	408
Zm00001eb365410	882	1352	1104	905	1610	2579	2260	2193
Zm00001eb365420	523	949	705	709	338	625	559	401
Zm00001eb365450	59	68	72	56	50	62	138	62
Zm00001eb365500	3	1	0	0	55	69	74	35
Zm00001eb365520	407	273	223	161	120	155	155	87
Zm00001eb365530	526	893	686	774	464	797	834	886
Zm00001eb365540	71	89	85	51	101	123	171	95
Zm00001eb365560	309	281	295	363	295	260	183	206
Zm00001eb365570	674	797	1203	584	648	459	1384	789
Zm00001eb365580	321	375	235	279	366	657	542	527
Zm00001eb365590	541	761	290	641	561	608	294	457
Zm00001eb365600	101	186	147	91	97	163	216	106
Zm00001eb365610	965	1068	890	695	574	844	830	519
Zm00001eb365640	838	787	698	387	511	567	593	317
Zm00001eb365660	3865	4629	3658	3684	3005	3947	3820	2974
Zm00001eb365670	2616	3186	2623	2202	2618	2938	4110	2962
Zm00001eb365680	203	135	80	121	274	79	220	153
Zm00001eb365690	4393	2114	3768	1170	6817	5328	8044	2201
Zm00001eb365700	1162	2033	1556	1335	1198	2292	2195	1924
Zm00001eb365710	19190	41770	33633	33915	18705	44744	40051	44301
Zm00001eb365740	390	796	767	311	540	679	1112	486
Zm00001eb365750	1147	891	843	1544	636	563	724	577
Zm00001eb365760	456	365	365	300	331	471	534	507
Zm00001eb365770	217	158	265	240	137	136	175	181
Zm00001eb365780	2540	1889	2293	1554	1516	1382	1902	1078
Zm00001eb365790	110	50	93	75	73	40	92	21
Zm00001eb365810	746	1587	1034	1320	646	1321	1042	1274
Zm00001eb365820	527	354	404	250	389	390	364	200
Zm00001eb365840	662	436	297	570	600	626	498	260
Zm00001eb365850	20	10	29	4	27	5	55	8
Zm00001eb365870	217	218	349	243	236	217	567	357
Zm00001eb365880	20	19	14	13	13	19	34	23
Zm00001eb365940	780	1196	903	857	718	1109	1004	985
Zm00001eb365950	423	556	429	395	312	320	512	396
Zm00001eb365960	421	347	377	194	488	478	537	397
Zm00001eb365980	879	492	660	274	1007	693	1045	450
Zm00001eb365990	1687	1809	1726	1580	1097	1480	1989	1717
Zm00001eb366000	2	1	1	0	6	9	10	8
Zm00001eb366020	788	398	664	180	417	304	671	245
Zm00001eb366030	291	425	309	425	322	464	355	434
Zm00001eb366040	407	337	437	204	342	375	621	362
Zm00001eb366050	733	668	667	580	897	997	1115	716
Zm00001eb366060	3	14	4	13	7	14	6	6
Zm00001eb366080	3096	4990	2825	3732	4220	4457	4679	3997
Zm00001eb366090	72	135	53	161	35	141	110	224
Zm00001eb366110	60	75	65	44	51	66	69	80
Zm00001eb366130	180	158	154	94	169	177	201	134
Zm00001eb366140	17	19	3	15	22	16	6	17
Zm00001eb366150	136	98	87	96	120	143	122	72
Zm00001eb366170	1250	1424	1475	1230	903	1604	1687	1425
Zm00001eb366180	67	65	62	23	138	106	160	89
Zm00001eb366200	169	84	234	21	450	149	424	41
Zm00001eb366220	192	223	213	155	181	192	204	149
Zm00001eb366250	1303	859	637	886	1289	989	1391	1183
Zm00001eb366280	136	190	180	84	220	321	333	236
Zm00001eb366290	3365	1885	2258	2475	2232	1268	1603	922
Zm00001eb366300	2	9	36	4	15	3	0	3
Zm00001eb366310	10	22	18	15	43	19	20	16
Zm00001eb366320	60	84	59	60	56	78	87	58
Zm00001eb366330	217	179	183	227	323	250	390	332
Zm00001eb366350	417	767	616	466	248	509	518	612
Zm00001eb366360	1330	1621	1265	1291	1321	1763	1960	1163
Zm00001eb366370	9	5	1	4	17	4	4	17
Zm00001eb366380	557	550	478	407	337	530	475	366
Zm00001eb366390	538	971	720	890	356	659	710	454
Zm00001eb366400	349	835	307	619	345	933	493	380
Zm00001eb366410	3522	1359	1830	3817	1910	571	915	1648
Zm00001eb366420	194	82	63	152	105	44	68	110
Zm00001eb366430	1061	1442	1113	1264	795	1284	1072	1425
Zm00001eb366440	440	305	394	218	243	205	391	279
Zm00001eb366460	808	2048	620	1558	98	302	125	339
Zm00001eb366470	1340	2025	1212	2039	1586	2267	1677	1980
Zm00001eb366490	4	1	8	10	11	21	29	0
Zm00001eb366500	142	67	201	104	159	156	280	307
Zm00001eb366510	0	7	0	2	16	20	28	62
Zm00001eb366520	10	26	6	23	4	6	11	7
Zm00001eb366530	1224	1574	2272	2036	1584	2924	4081	2407
Zm00001eb366540	341	110	152	218	361	221	390	206
Zm00001eb366560	165	217	90	203	108	64	116	71
Zm00001eb366580	1791	1536	1532	1046	1370	1415	1941	1171
Zm00001eb366610	423	641	503	422	318	638	673	572
Zm00001eb366620	157	254	112	198	244	334	300	281
Zm00001eb366630	0	0	1	0	19	12	13	9
Zm00001eb366640	981	845	642	895	914	839	1089	742
Zm00001eb366660	512	488	539	411	397	352	449	298
Zm00001eb366670	206	139	161	139	199	141	179	149
Zm00001eb366690	180	166	198	127	181	170	227	124
Zm00001eb366700	7466	3612	3827	5134	6263	4922	3597	2861
Zm00001eb366710	5478	11667	9873	11511	12897	17991	16270	25207
Zm00001eb366720	3890	2239	3125	2075	4047	2884	3573	1677
Zm00001eb366740	110	78	149	42	15	38	28	28
Zm00001eb366750	18	17	20	5	9	9	2	0
Zm00001eb366760	11	23	12	16	5	16	7	2
Zm00001eb366770	55	45	71	27	25	36	64	16
Zm00001eb366780	308	422	310	347	222	366	341	360
Zm00001eb366790	43	41	72	37	23	33	25	46
Zm00001eb366800	643	741	701	555	506	782	734	606
Zm00001eb366810	222	237	489	265	184	189	396	343
Zm00001eb366820	651	483	438	745	102	117	152	89
Zm00001eb366830	17	22	8	15	58	40	44	14
Zm00001eb366840	62	49	41	27	60	56	59	41
Zm00001eb366850	511	431	396	505	305	436	734	445
Zm00001eb366860	2766	1150	770	1749	1683	1048	904	1526
Zm00001eb366870	163	89	529	263	130	48	578	369
Zm00001eb366880	296	299	225	387	218	268	432	243
Zm00001eb366890	736	789	678	510	583	674	884	580
Zm00001eb366900	28	23	38	14	28	16	21	32
Zm00001eb366910	147	97	94	47	154	127	141	123
Zm00001eb366930	178	237	220	246	195	224	274	233
Zm00001eb366950	77	83	39	77	129	69	107	81
Zm00001eb366960	5	4	0	3	8	3	0	1
Zm00001eb366990	573	714	638	489	693	826	959	768
Zm00001eb367000	179	243	203	111	280	233	344	240
Zm00001eb367010	1	3	3	0	91	159	126	121
Zm00001eb367030	6	0	0	0	41	44	44	14
Zm00001eb367040	68	42	76	55	58	26	85	39
Zm00001eb367050	37	41	30	10	65	50	74	74
Zm00001eb367060	736	923	555	461	757	508	663	478
Zm00001eb367080	0	0	0	0	12	23	14	7
Zm00001eb367100	223	701	526	273	332	468	698	270
Zm00001eb367110	83	198	162	250	57	144	131	201
Zm00001eb367120	26	75	65	314	46	74	82	254
Zm00001eb367130	29	18	26	8	566	791	911	906
Zm00001eb367160	490	445	340	434	507	624	1020	311
Zm00001eb367170	2775	3282	2643	1866	2558	3060	3044	3048
Zm00001eb367200	18	9	15	1	15	49	23	20
Zm00001eb367220	115	74	189	71	58	36	62	29
Zm00001eb367240	213	165	117	41	83	181	120	369
Zm00001eb367250	1	7	0	6	562	1242	1311	869
Zm00001eb367280	0	0	0	0	7	4	17	4
Zm00001eb367290	442	273	245	236	555	313	198	225
Zm00001eb367300	238	203	121	136	327	374	227	403
Zm00001eb367310	1539	834	1018	973	547	631	752	762
Zm00001eb367320	85	50	88	110	109	133	140	184
Zm00001eb367330	103	67	57	58	91	95	110	118
Zm00001eb367410	617	974	996	881	397	602	665	755
Zm00001eb367440	7	11	13	2	9	10	4	16
Zm00001eb367450	657	921	1138	869	655	507	999	717
Zm00001eb367490	203	248	211	216	343	436	558	531
Zm00001eb367500	192	154	162	106	325	324	269	155
Zm00001eb367570	12	11	22	12	0	0	0	0
Zm00001eb367650	596	1040	1267	4293	581	1622	1784	3052
Zm00001eb367660	229	175	158	158	325	245	282	217
Zm00001eb367670	669	919	714	613	459	466	632	279
Zm00001eb367680	89	48	63	53	43	51	38	30
Zm00001eb367690	14	5	13	6	3	8	1	4
Zm00001eb367700	19	26	19	5	19	47	33	9
Zm00001eb367720	16	6	9	11	22	10	20	7
Zm00001eb367730	272	487	543	403	419	541	682	428
Zm00001eb367740	639	746	708	456	666	816	698	649
Zm00001eb367760	91	99	85	82	111	170	189	104
Zm00001eb367770	58	908	197	271	133	1327	292	352
Zm00001eb367780	605	1271	1050	1200	437	792	897	718
Zm00001eb367790	602	930	509	910	516	724	679	745
Zm00001eb367810	22	484	902	252	44	337	570	284
Zm00001eb367830	337	330	344	140	351	302	469	237
Zm00001eb367840	2498	3446	2956	2345	1541	2448	2158	2037
Zm00001eb367850	10	15	3	2	0	2	0	0
Zm00001eb367860	244	112	94	84	242	107	143	81
Zm00001eb367870	209	309	190	219	222	287	249	248
Zm00001eb367890	1585	2305	1766	2053	2979	4466	3058	3134
Zm00001eb367900	383	146	113	245	270	126	143	96
Zm00001eb367920	15	4	4	5	23	20	19	22
Zm00001eb367930	16	41	27	14	28	29	34	23
Zm00001eb367950	361	271	264	235	229	142	192	198
Zm00001eb367960	247	194	138	138	157	128	144	142
Zm00001eb367970	37	72	128	44	35	66	128	57
Zm00001eb368000	5405	2929	18065	3051	4954	3576	12265	4367
Zm00001eb368010	2745	2224	2267	1935	1026	1219	1400	743
Zm00001eb368020	1973	3803	4442	2019	3097	3497	4891	3411
Zm00001eb368030	842	1375	1355	880	969	1698	1709	1460
Zm00001eb368040	91	117	95	120	220	292	354	222
Zm00001eb368050	23	62	36	50	33	112	77	62
Zm00001eb368060	7316	5785	5929	5109	4633	5050	4832	4073
Zm00001eb368070	1	1	6	0	4	7	3	11
Zm00001eb368080	9	3	3	5	5	0	13	0
Zm00001eb368100	297	157	183	119	260	178	260	113
Zm00001eb368120	0	2	0	0	2	12	9	6
Zm00001eb368130	63	120	57	96	124	95	81	82
Zm00001eb368150	417	468	365	260	416	257	285	213
Zm00001eb368160	1430	792	607	1254	501	420	347	244
Zm00001eb368180	2564	3373	4135	2433	3076	3007	4068	2286
Zm00001eb368220	116	150	129	179	121	160	123	65
Zm00001eb368230	7	12	3	5	1	0	0	0
Zm00001eb368260	5	1	9	2	2	7	4	10
Zm00001eb368270	2352	3005	2421	2295	2005	3080	3259	2247
Zm00001eb368280	233	234	208	146	209	141	299	101
Zm00001eb368290	282	304	341	188	380	506	608	302
Zm00001eb368310	191	110	106	99	123	128	103	73
Zm00001eb368330	523	338	379	282	655	701	759	574
Zm00001eb368340	388	238	362	255	429	350	621	249
Zm00001eb368350	443	191	84	152	168	206	129	97
Zm00001eb368360	913	766	662	635	629	761	962	735
Zm00001eb368370	20	12	0	14	18	15	23	7
Zm00001eb368380	1020	783	700	504	974	906	839	749
Zm00001eb368390	506	450	529	347	258	345	592	359
Zm00001eb368400	394	428	550	461	330	541	635	810
Zm00001eb368420	402	330	320	325	285	295	245	274
Zm00001eb368430	265	324	250	339	247	348	317	373
Zm00001eb368460	139	218	167	146	179	231	261	203
Zm00001eb368480	6301	8425	6869	6553	3278	4941	5195	4696
Zm00001eb368510	980	997	1000	860	1015	1388	1751	966
Zm00001eb368530	264	392	191	556	54	111	87	54
Zm00001eb368550	79	113	87	73	34	77	72	45
Zm00001eb368570	922	447	835	954	341	308	368	367
Zm00001eb368580	718	430	314	535	1020	1009	1002	596
Zm00001eb368590	55	19	42	16	4	0	0	0
Zm00001eb368600	23	7	16	10	0	1	0	0
Zm00001eb368620	145	129	126	110	89	116	51	84
Zm00001eb368640	15	5	20	5	8	1	30	5
Zm00001eb368650	157	104	132	65	8	0	3	7
Zm00001eb368660	14	16	37	52	20	26	43	29
Zm00001eb368680	674	277	440	266	2534	1499	2112	1395
Zm00001eb368700	612	717	547	553	351	425	651	439
Zm00001eb368720	124	93	136	57	218	112	406	261
Zm00001eb368740	62	6	21	139	1492	2334	1227	1258
Zm00001eb368780	443	179	150	284	238	152	104	70
Zm00001eb368790	122	72	78	89	113	136	109	66
Zm00001eb368810	696	714	836	339	735	686	841	512
Zm00001eb368820	1530	2699	2099	2086	1443	2583	2524	2658
Zm00001eb368840	792	945	829	661	898	1031	1555	896
Zm00001eb368850	269	229	391	102	24	10	21	18
Zm00001eb368860	3	11	2	0	3	3	0	2
