GeneID	C_6_Susc	T_6_Susc	C_24_Susc	T_24_Susc	C_6_Tol	T_6_Tol	C_24_Tol	T_24_Tol
Zm00001eb317320	2	0	0	0	131	68	170	53
Zm00001eb308270	2	5	0	1	91	84	146	75
Zm00001eb424050	2	3	12	3	78	69	110	86
Zm00001eb114950	2	8	11	3	103	95	102	17
Zm00001eb027080	2	2	1	0	86	62	138	49
Zm00001eb022890	2	6	15	1	114	50	42	75
Zm00001eb400700	2	3	3	0	56	45	99	54
Zm00001eb053000	2	0	2	0	62	32	100	55
Zm00001eb070720	2	3	0	2	61	58	58	48
Zm00001eb112230	2	3	1	0	52	49	83	41
Zm00001eb032480	2	2	0	5	76	41	36	48
Zm00001eb084470	2	2	0	1	42	52	67	27
Zm00001eb237950	2	3	0	2	35	19	86	27
Zm00001eb136150	2	0	0	0	87	16	17	27
Zm00001eb206620	2	0	1	3	3	57	14	0
Zm00001eb265350	1	2	0	0	1357	1587	2498	1683
Zm00001eb332200	1	41	0	1	832	1072	1305	833
Zm00001eb367250	1	7	0	6	562	1242	1311	869
Zm00001eb291040	1	5	0	0	633	1074	1169	961
Zm00001eb043820	1	2	4	1	464	752	792	714
Zm00001eb121460	1	2	0	2	462	378	589	198
Zm00001eb283080	1	0	0	0	462	293	492	249
Zm00001eb380160	1	0	1	1	276	276	392	170
Zm00001eb152780	1	4	0	0	308	97	506	133
Zm00001eb103140	1	3	0	0	195	236	238	220
Zm00001eb355930	1	4	2	0	90	260	215	297
Zm00001eb277430	1	0	0	2	181	192	154	160
Zm00001eb270550	1	0	5	0	37	141	224	268
Zm00001eb378920	1	0	3	0	121	196	224	112
Zm00001eb031500	1	1	1	1	128	117	248	129
Zm00001eb086450	1	3	0	1	156	113	225	84
Zm00001eb360080	1	9	0	0	119	178	147	116
Zm00001eb178750	1	2	0	2	105	131	172	108
Zm00001eb107440	1	5	2	0	138	125	155	87
Zm00001eb132870	1	0	2	1	95	128	135	146
Zm00001eb241160	1	2	0	1	90	116	212	85
Zm00001eb150430	1	2	0	0	96	177	113	115
Zm00001eb367010	1	3	3	0	91	159	126	121
Zm00001eb161730	1	6	6	0	90	105	183	105
Zm00001eb156950	1	5	0	0	123	56	154	57
Zm00001eb363760	1	2	9	1	96	79	123	80
Zm00001eb039790	1	0	2	2	51	90	128	116
Zm00001eb055630	1	0	1	1	119	53	135	78
Zm00001eb170160	1	7	1	2	97	55	143	61
Zm00001eb122800	1	1	2	1	49	99	102	111
Zm00001eb257740	1	1	0	0	67	79	126	90
Zm00001eb171950	1	1	1	0	143	48	102	38
Zm00001eb104320	1	3	0	0	66	81	130	52
Zm00001eb173770	1	2	0	1	80	62	106	74
Zm00001eb203890	1	0	3	0	50	86	106	79
Zm00001eb293840	1	2	1	1	67	81	82	71
Zm00001eb072540	1	1	0	3	58	64	102	71
Zm00001eb248030	1	0	0	0	58	53	153	31
Zm00001eb077330	1	0	0	2	82	65	104	31
Zm00001eb432050	1	0	2	0	51	75	113	30
Zm00001eb172330	1	0	1	4	53	36	84	73
Zm00001eb058040	1	0	2	0	41	51	95	50
Zm00001eb401980	1	0	0	0	67	36	58	59
Zm00001eb357820	1	0	0	0	75	50	68	26
Zm00001eb288160	1	0	0	1	62	7	105	43
Zm00001eb431640	1	0	0	0	38	33	62	71
Zm00001eb046060	1	7	0	0	28	46	41	56
Zm00001eb019480	1	2	2	0	62	40	30	34
Zm00001eb060500	1	3	0	0	27	31	30	63
Zm00001eb114100	1	1	0	0	15	18	53	17
Zm00001eb292880	0	3	1	0	1311	2282	1786	1164
Zm00001eb391290	0	5	1	0	891	1898	1413	923
Zm00001eb072050	0	2	0	0	552	827	679	830
Zm00001eb317310	0	0	0	3	928	425	1035	374
Zm00001eb152140	0	1	2	0	388	672	768	673
Zm00001eb352960	0	1	11	1	628	338	787	711
Zm00001eb282500	0	9	0	0	357	767	656	430
Zm00001eb219380	0	4	1	0	408	147	1357	218
Zm00001eb400200	0	2	0	0	457	419	760	463
Zm00001eb299830	0	0	0	0	468	429	615	451
Zm00001eb304830	0	0	1	0	754	410	581	213
Zm00001eb162190	0	3	0	1	429	454	606	443
Zm00001eb400620	0	7	0	14	388	486	611	357
Zm00001eb059710	0	23	0	0	360	442	537	406
Zm00001eb282490	0	8	0	0	288	696	432	312
Zm00001eb253360	0	2	0	1	495	409	404	405
Zm00001eb396560	0	0	0	2	445	477	415	359
Zm00001eb238030	0	1	0	0	312	128	975	241
Zm00001eb241410	0	0	0	2	329	356	566	358
Zm00001eb008040	0	6	1	2	574	238	528	187
Zm00001eb116970	0	21	7	6	208	664	349	265
Zm00001eb020070	0	10	0	0	336	570	328	257
Zm00001eb301690	0	0	0	0	293	108	788	240
Zm00001eb301080	0	0	2	0	186	402	516	309
Zm00001eb364170	0	2	2	0	345	319	414	300
Zm00001eb096370	0	3	0	0	418	372	375	212
Zm00001eb117860	0	0	0	0	194	343	479	340
Zm00001eb057310	0	18	0	0	232	371	371	299
Zm00001eb371610	0	2	9	0	444	156	461	197
Zm00001eb301820	0	0	0	0	271	253	522	217
Zm00001eb355920	0	4	0	0	199	302	364	386
Zm00001eb354260	0	4	5	0	209	270	465	212
Zm00001eb329350	0	0	3	5	284	262	315	295
Zm00001eb350220	0	1	0	0	249	226	436	180
Zm00001eb339400	0	5	0	0	265	271	243	287
Zm00001eb249530	0	2	2	0	278	201	385	190
Zm00001eb355910	0	5	4	5	229	235	346	226
Zm00001eb234020	0	0	0	0	207	249	354	215
Zm00001eb153400	0	1	0	0	267	178	379	122
Zm00001eb157170	0	0	0	0	200	154	401	154
Zm00001eb094680	0	0	1	0	166	230	259	240
Zm00001eb281060	0	0	0	0	159	186	182	334
Zm00001eb432110	0	0	0	0	219	184	207	229
Zm00001eb324140	0	0	0	0	236	146	318	138
Zm00001eb329800	0	2	0	1	208	206	230	182
Zm00001eb365380	0	0	0	0	159	194	270	206
Zm00001eb324130	0	0	0	0	191	155	279	201
Zm00001eb152580	0	8	0	0	252	226	197	141
Zm00001eb156880	0	2	1	0	210	174	270	167
Zm00001eb008410	0	5	0	0	143	220	292	163
Zm00001eb154750	0	3	0	0	165	141	321	188
Zm00001eb230100	0	0	0	0	203	108	240	260
Zm00001eb418530	0	8	0	3	160	178	284	168
Zm00001eb364530	0	0	0	0	172	158	263	193
Zm00001eb113430	0	3	1	0	235	128	302	116
Zm00001eb044160	0	9	0	0	159	147	301	168
Zm00001eb045190	0	4	1	0	154	192	251	175
Zm00001eb117700	0	2	0	0	254	137	255	117
Zm00001eb427390	0	0	0	0	114	173	267	175
Zm00001eb298050	0	0	0	0	153	154	246	165
Zm00001eb390670	0	0	0	0	143	208	164	182
Zm00001eb228720	0	1	0	0	126	169	214	176
Zm00001eb072060	0	0	0	0	163	148	236	137
Zm00001eb041680	0	3	1	2	138	133	217	178
Zm00001eb142080	0	0	2	0	123	164	222	156
Zm00001eb193870	0	4	0	1	103	162	123	271
Zm00001eb335310	0	0	2	0	136	134	295	90
Zm00001eb131500	0	0	0	0	129	141	267	115
Zm00001eb121750	0	0	0	7	178	155	178	119
Zm00001eb210160	0	2	1	1	142	166	193	131
Zm00001eb146820	0	0	1	0	134	131	240	127
Zm00001eb328840	0	0	0	15	139	199	148	126
Zm00001eb355900	0	1	2	0	128	131	221	141
Zm00001eb181040	0	1	0	4	137	167	195	119
Zm00001eb364540	0	1	0	0	134	99	242	142
Zm00001eb290880	0	1	0	0	141	158	195	120
Zm00001eb208130	0	0	0	0	128	162	169	155
Zm00001eb350940	0	1	0	0	165	140	211	95
Zm00001eb354800	0	0	2	0	139	97	226	146
Zm00001eb354460	0	0	1	0	92	165	190	146
Zm00001eb214470	0	12	0	0	140	117	193	128
Zm00001eb123700	0	2	0	0	104	165	190	121
Zm00001eb153390	0	0	0	0	145	118	231	88
Zm00001eb175750	0	9	1	1	141	153	122	151
Zm00001eb076500	0	0	1	0	101	116	200	159
Zm00001eb148740	0	2	3	8	110	131	144	177
Zm00001eb177010	0	1	1	0	114	138	224	97
Zm00001eb299840	0	0	0	0	134	133	176	113
Zm00001eb330110	0	0	0	7	123	109	154	146
Zm00001eb418520	0	4	0	3	166	136	141	87
Zm00001eb027780	0	53	122	12	10	72	251	5
Zm00001eb037660	0	0	0	2	94	98	160	155
Zm00001eb016860	0	2	0	3	179	91	180	51
Zm00001eb199770	0	4	0	0	110	88	197	100
Zm00001eb188280	0	0	8	0	130	124	167	67
Zm00001eb245430	0	2	281	12	24	44	68	59
Zm00001eb216570	0	1	0	0	107	124	152	104
Zm00001eb140980	0	0	1	0	95	120	132	131
Zm00001eb102070	0	13	0	0	118	92	166	80
Zm00001eb338390	0	1	0	1	104	128	115	110
Zm00001eb180160	0	1	0	0	104	96	172	84
Zm00001eb166420	0	1	0	0	128	113	126	82
Zm00001eb212070	0	2	1	0	87	105	170	84
Zm00001eb072030	0	0	0	0	48	75	189	135
Zm00001eb072040	0	0	0	0	100	138	118	89
Zm00001eb008030	0	0	0	0	182	54	157	44
Zm00001eb358490	0	0	1	0	156	88	139	48
Zm00001eb193020	0	0	0	0	72	132	136	91
Zm00001eb307540	0	0	0	2	178	66	141	32
Zm00001eb235470	0	0	0	0	88	105	168	55
Zm00001eb313470	0	0	0	0	156	46	166	45
Zm00001eb310850	0	0	0	0	70	101	133	101
Zm00001eb356640	0	1	0	0	97	105	110	87
Zm00001eb019080	0	0	0	0	60	79	185	75
Zm00001eb413440	0	0	0	0	84	128	50	137
Zm00001eb348800	0	0	9	0	71	153	76	88
Zm00001eb201370	0	1	0	0	195	124	25	48
Zm00001eb317340	0	5	0	1	116	85	134	48
Zm00001eb179890	0	0	0	0	107	109	141	31
Zm00001eb362350	0	0	1	1	102	79	127	77
Zm00001eb184490	0	0	0	2	106	83	117	61
Zm00001eb343540	0	0	3	0	72	107	94	93
Zm00001eb358030	0	0	0	0	98	76	107	86
Zm00001eb152550	0	2	0	0	58	66	150	90
Zm00001eb308870	0	0	0	0	104	94	87	80
Zm00001eb424040	0	0	2	0	82	72	112	91
Zm00001eb244880	0	0	0	1	89	106	95	61
Zm00001eb431650	0	4	2	0	120	81	103	41
Zm00001eb344740	0	0	3	0	77	80	125	62
Zm00001eb179990	0	0	3	2	81	55	139	57
Zm00001eb018590	0	4	0	0	52	84	117	79
Zm00001eb159270	0	1	0	0	43	27	193	71
Zm00001eb076510	0	3	5	0	82	68	122	54
Zm00001eb090340	0	0	0	0	61	86	111	74
Zm00001eb127170	0	0	0	0	75	89	101	66
Zm00001eb152760	0	3	0	0	108	29	153	35
Zm00001eb099730	0	1	0	0	62	54	135	75
Zm00001eb257560	0	3	0	0	114	54	97	59
Zm00001eb299100	0	0	0	3	74	74	86	90
Zm00001eb264460	0	0	0	0	73	93	101	55
Zm00001eb228710	0	0	0	0	60	70	103	88
Zm00001eb302490	0	1	0	0	56	41	81	139
Zm00001eb395350	0	0	1	2	72	85	101	53
Zm00001eb308910	0	0	0	0	93	100	89	31
Zm00001eb169260	0	0	0	0	53	38	143	68
Zm00001eb188750	0	0	0	70	70	8	105	46
Zm00001eb200380	0	17	22	28	65	66	56	45
Zm00001eb317330	0	0	0	0	72	59	121	46
Zm00001eb083000	0	0	0	0	72	42	62	119
Zm00001eb362980	0	0	0	0	52	92	64	87
Zm00001eb296900	0	0	4	0	36	30	156	67
Zm00001eb431670	0	0	1	0	80	56	93	61
Zm00001eb054340	0	4	0	0	43	62	107	73
Zm00001eb110220	0	0	0	2	65	80	76	65
Zm00001eb076210	0	1	5	1	62	96	58	63
Zm00001eb299330	0	2	0	0	69	87	76	51
Zm00001eb228750	0	0	0	0	42	76	87	79
Zm00001eb060690	0	0	0	0	36	66	92	85
Zm00001eb115890	0	1	0	0	31	77	86	81
Zm00001eb153410	0	3	1	3	94	50	83	42
Zm00001eb141970	0	3	0	0	60	40	105	67
Zm00001eb284770	0	7	0	9	3	160	39	57
Zm00001eb136550	0	0	0	0	70	71	95	33
Zm00001eb243100	0	0	0	0	75	74	65	55
Zm00001eb382750	0	0	0	0	60	40	93	76
Zm00001eb040440	0	0	0	0	80	55	86	47
Zm00001eb024710	0	0	0	0	47	61	107	52
Zm00001eb070700	0	4	4	0	67	57	74	61
Zm00001eb044510	0	0	0	0	79	59	74	52
Zm00001eb393890	0	0	0	0	75	43	86	60
Zm00001eb213810	0	1	0	0	55	69	91	47
Zm00001eb354340	0	1	3	0	65	73	69	49
Zm00001eb396210	0	0	3	0	56	57	62	80
Zm00001eb076440	0	1	0	0	39	54	98	58
Zm00001eb346080	0	2	3	3	69	60	61	50
Zm00001eb348790	0	0	0	0	51	74	71	50
Zm00001eb357430	0	0	0	0	53	59	73	61
Zm00001eb231140	0	0	0	0	116	45	71	13
Zm00001eb037580	0	0	0	0	56	90	43	55
Zm00001eb289760	0	0	0	0	39	66	76	63
Zm00001eb228220	0	1	0	0	52	35	95	57
Zm00001eb171590	0	0	0	0	39	109	45	45
Zm00001eb011850	0	2	0	0	56	49	92	38
Zm00001eb157020	0	2	0	1	52	60	58	64
Zm00001eb152770	0	0	0	0	65	29	116	26
Zm00001eb179980	0	0	1	0	65	41	88	40
Zm00001eb334170	0	1	0	0	63	51	78	40
Zm00001eb248530	0	1	0	0	42	43	104	40
Zm00001eb413450	0	0	0	0	34	74	49	72
Zm00001eb089210	0	0	0	0	43	65	69	51
Zm00001eb058420	0	0	0	0	87	47	64	28
Zm00001eb110210	0	0	0	0	42	44	71	68
Zm00001eb262910	0	0	0	0	76	39	85	25
Zm00001eb223650	0	0	0	2	51	60	63	48
Zm00001eb169270	0	0	0	0	43	21	124	29
Zm00001eb429510	0	1	1	2	38	85	68	22
Zm00001eb331620	0	0	0	0	58	41	92	24
Zm00001eb281040	0	0	0	0	72	47	45	50
Zm00001eb156940	0	0	0	0	67	39	81	26
Zm00001eb109100	0	0	0	1	48	46	65	52
Zm00001eb000560	0	0	0	0	54	45	67	45
Zm00001eb409720	0	0	0	0	59	39	63	44
Zm00001eb394740	0	5	0	0	12	60	56	71
Zm00001eb028620	0	0	0	1	60	40	78	24
Zm00001eb389860	0	6	0	0	32	62	51	51
Zm00001eb326550	0	1	0	0	88	28	58	25
Zm00001eb178760	0	0	0	0	46	51	57	44
Zm00001eb383080	0	1	0	0	48	39	69	41
Zm00001eb199750	0	0	0	0	20	33	101	42
Zm00001eb223660	0	2	0	0	55	35	80	24
Zm00001eb398040	0	0	0	0	55	43	66	32
Zm00001eb022880	0	0	1	4	32	54	48	49
Zm00001eb059760	0	2	0	0	38	38	67	42
Zm00001eb342470	0	0	0	0	45	41	55	46
Zm00001eb139490	0	0	0	0	44	57	62	23
Zm00001eb293910	0	0	0	0	31	51	76	28
Zm00001eb114580	0	0	0	0	56	40	60	29
Zm00001eb308890	0	0	0	0	79	30	51	24
Zm00001eb425900	0	0	0	0	49	55	51	29
Zm00001eb160280	0	0	0	0	28	59	68	28
Zm00001eb413170	0	1	7	0	49	78	40	8
Zm00001eb357810	0	0	0	0	64	40	60	16
Zm00001eb400250	0	0	0	0	48	34	67	30
Zm00001eb344380	0	3	2	0	42	28	84	18
Zm00001eb429640	0	0	0	0	39	34	64	35
Zm00001eb018440	0	0	0	0	31	57	47	36
Zm00001eb151210	0	0	0	0	30	37	84	19
Zm00001eb256630	0	0	0	1	45	30	72	19
Zm00001eb307310	0	1	0	0	53	22	67	24
Zm00001eb131240	0	1	0	0	27	9	106	23
Zm00001eb011870	0	0	0	0	34	27	61	36
Zm00001eb152130	0	0	0	0	17	30	61	50
Zm00001eb400070	0	0	0	0	48	12	60	38
Zm00001eb183020	0	1	0	0	65	28	47	16
Zm00001eb400260	0	0	0	0	50	26	48	31
Zm00001eb426120	0	0	0	0	26	54	30	43
Zm00001eb234950	0	0	0	0	31	30	54	33
Zm00001eb032070	0	0	0	0	28	23	75	21
Zm00001eb283650	0	0	0	0	27	18	82	18
Zm00001eb102630	0	1	0	0	23	47	58	15
Zm00001eb244830	0	1	0	0	8	40	16	75
Zm00001eb345210	0	1	1	4	7	93	18	15
Zm00001eb194660	0	0	0	0	23	27	62	25
Zm00001eb214450	0	2	0	0	47	31	45	10
Zm00001eb090530	0	1	0	0	49	24	39	19
Zm00001eb077600	0	0	0	0	25	34	55	16
Zm00001eb097920	0	1	0	1	28	23	62	12
Zm00001eb397030	0	40	9	14	0	50	6	8
Zm00001eb086190	0	1	0	1	31	21	56	11
Zm00001eb261750	0	0	0	0	53	20	31	13
Zm00001eb064110	0	0	0	0	14	16	56	29
Zm00001eb298120	0	1	0	0	5	26	9	68
Zm00001eb204880	0	0	0	0	18	17	52	21
Zm00001eb140210	0	1	3	0	54	27	12	9
Zm00001eb029000	0	0	2	0	48	8	28	14
Zm00001eb263060	0	3	2	0	59	17	2	16
Zm00001eb318900	0	0	0	0	18	6	53	22
