ENSEMBL_GeneID	C_24_Susc_counts	C_24_Tol_counts	C_6_Susc_counts	C_6_Tol_counts	T_24_Susc_counts	T_24_Tol_counts	T_6_Susc_counts	T_6_Tol_counts
Zm00001eb273390	137	181	154	110	146	93	184	139
Zm00001eb273400	20	0	35	0	16	0	14	0
Zm00001eb273410	0	0	0	0	0	0	0	0
Zm00001eb273420	7	0	0	0	0	0	0	0
Zm00001eb273430	1113.57	1252.73	1375.68	1085.77	991.35	1313.88	1244.79	1429.9
Zm00001eb273440	1591	1301	2869	2275	1210	1129	1680	1384
Zm00001eb273450	34	0	32	0	10	0	22	0
Zm00001eb273460	1835	3412.92	2849	2112	2608	1537	2006	1906
Zm00001eb273470	0	0	0	0	0	0	0	0
Zm00001eb273480	18	24	12	27.85	5	4	17	14.76
Zm00001eb273490	326	298	365	304	345	278	480	277
Zm00001eb273500	0	0	0	0	0	0	0	0
Zm00001eb273510	827	59	955	46	726	53	905	65
Zm00001eb273520	0	0	2	0	0	0	0	0
Zm00001eb273530	570.92	350	637	300	293	212	432	250
Zm00001eb273540	185	287	166	140	86	157	153	257
Zm00001eb273550	28	45	27	50	15	29	26	27
Zm00001eb273570	156	223	168	177	147	194	149	191
Zm00001eb273580	370	394	398	290	176	188	314	253
Zm00001eb273590	565	404	444	380	430	289	688	411
Zm00001eb273600	388	408	192	267	113	162	260	250
Zm00001eb273610	1186	1440	897	814	801	1009	1319	1198
Zm00001eb273620	314	322	442	424	338	368	464	368
Zm00001eb273630	443	659	512	542	434	571	531	559
Zm00001eb273640	2711.58	2905.08	1401.19	1399.6	2864.1	2821.28	3018.56	2783.82
Zm00001eb273650	3855.83	4657.94	2105	2198	3857.37	4491.55	4480.96	4206
Zm00001eb273660	748.59	1866.98	479.81	890.4	426.53	1635.16	597.48	1731.18
Zm00001eb273670	3830	3578	2140	2153	2975	3297	4073	3673
Zm00001eb273690	890	918	1138	807	1053	961	1065	1078
Zm00001eb273720	200	188	276	188	171	128	221	191
Zm00001eb273730	10	32	8	5	6	12	21	12
Zm00001eb273740	0	0	0	0	0	0	0	0
Zm00001eb273750	0	0	0	1	0	0	0	0
Zm00001eb273760	10	28	11	25	16	26	39	40
Zm00001eb273770	66	70	44	114	50	60	80	83
Zm00001eb273780	0	0	0	0	0	0	0	0
Zm00001eb273790	0	0	0	0	0	0	0	0
Zm00001eb273800	15	5	21	8	10	1	48	22
Zm00001eb273810	0	0	0	0	0	0	0	0
Zm00001eb273840	433	435	682	535	511	310	666	441
Zm00001eb273850	266	316	271	210	342	356	371	359
Zm00001eb273860	113	136	87	107	109	109	140	140
Zm00001eb273870	1294	1417	880	768	931	1052	1442	1251
Zm00001eb273890	0	0	0	0	0	0	0	0
Zm00001eb273900	230	325	504	357	235	223	283	278
Zm00001eb273910	52.61	0	17.65	1.79	11.06	0	14.62	0
Zm00001eb273930	0	0	0	0	0	0	0	0
Zm00001eb273940	3328	66	7116	123	2455	24	2902	32
Zm00001eb273950	6	2	4	2	1	4	2	3
Zm00001eb273960	262	297	329	204	224	180	279	229
Zm00001eb273970	0	4	0	5	0	0	3	4
Zm00001eb273980	3	0	6	2	0	0	7	0
Zm00001eb273990	0	0	0	0	0	0	0	0
Zm00001eb274000	3	2	5	1	1	0	2	0
Zm00001eb274010	27	2	42	3	11	0	18	1
Zm00001eb274020	0	0	1	0	1	0	2	0
Zm00001eb274030	91	274	215	237.11	124	198.17	176	270
Zm00001eb274050	315	519	306	284	185	355	362	494
Zm00001eb274060	2	26	8	13	14	10	6	22
Zm00001eb274080	0	3	0	3	7	3	0	1
Zm00001eb274090	493	576	289	416	401	504	608	514
Zm00001eb274110	5814	6320	5000	4450	6460	5403	7179	6076
Zm00001eb274140	0	0	0	0	0	0	0	0
Zm00001eb274150	0	0	1	0	0	0	1	0
Zm00001eb274160	0	3	7	3	0	0	0	0
Zm00001eb274170	1.1	3.06	4.33	9.2	3.3	1.04	3.21	4.16
Zm00001eb274180	617	675	838	771	507	573	829	644
Zm00001eb274190	1353	1120	1670	1186	1996	1310	2022	1261
Zm00001eb274200	444.76	557	485	578	407.38	315	705.8	508
Zm00001eb274210	297	713	291	492	277	764	388	837
Zm00001eb274220	0	0	0	1	0	2	0	0
Zm00001eb274230	0	0	0	0	0	0	0	0
Zm00001eb274240	328.5	171.16	271	110.37	333.33	258.66	449.86	196.19
Zm00001eb274250	138.5	169.84	81	71.63	122.67	202.34	170.14	160.81
Zm00001eb274260	0	32	0	22	1	7	0	5
Zm00001eb274280	234	1006	200	417	249	574	271	681
Zm00001eb274290	413	454	305	201	195	282	264	301
Zm00001eb274300	1	0	1	0	0	0	4	0
Zm00001eb274310	16	1	5	0	0	0	13	0
Zm00001eb274320	28	8	27	3	22	12	31	2
Zm00001eb274330	0	1	0	0	1	3	0	3
Zm00001eb274340	109	154	152	83	111	168	167	216
Zm00001eb274350	0	0	0	0	0	0	0	0
Zm00001eb274360	37	113	121	150	93	149	51	148
Zm00001eb274370	0	0	0	0	0	0	0	2.01
Zm00001eb274380	0	0	6	2	0	0	0	0
Zm00001eb274390	1	3	0	0	0	0	0	0
Zm00001eb274400	1385	1063	1389	703	1647	723	1412	1033
Zm00001eb274410	200	59.91	144.62	42.17	129.66	33.57	189	32.44
Zm00001eb274430	274	275	178	114	245	226	281	189
Zm00001eb274440	3	72	5	56	3	54	4	43
Zm00001eb274480	0	0	0	0	0	0	0	0
Zm00001eb274490	15	44.33	24	27.56	18.96	37	6.01	29
Zm00001eb274500	169.01	223.78	151.53	206.06	77.59	110.29	166.7	149.01
Zm00001eb274510	301	206	363	216	206	146	315	195
Zm00001eb274520	105.99	132.13	76.63	85.62	43.55	87.13	70.03	97.14
Zm00001eb274530	0	0	0	2.05	0	0	0	0
Zm00001eb274540	0	0	0	0	0	0	0	0
Zm00001eb274550	0	9.19	1.22	10.15	1.2	9.01	1.27	9.42
Zm00001eb274560	0	0	0	0	0	4.1	1.02	0
Zm00001eb274570	0	0	0	0	0	0	0	0
Zm00001eb274580	0	5.67	0	1.44	6.04	0	1.99	0
Zm00001eb274590	0	0	0	0	0	0	0	0
Zm00001eb274600	469	332	402	226	552	322	616	445
Zm00001eb274610	0	0	0	1	0	0	0	0
Zm00001eb274630	229.12	616.7	199.42	436.52	210.32	590.05	267.27	561.1
Zm00001eb274640	65.88	119.3	83.58	61.48	35.68	59.95	64.73	71.9
Zm00001eb274650	151	157	199	164	106	70	187	149
Zm00001eb274660	7	15.67	12.09	10.53	15.99	25.98	29.93	10.28
Zm00001eb274690	81	83	5	16	31	28	274	290
Zm00001eb274700	249	263	362	294	213	167	310	257
Zm00001eb274710	352	143	365	101	256	109	330	121
Zm00001eb274720	0	22.2	0	9.14	0	15.13	0	0
Zm00001eb274730	0	0	0	0	0	0	0	0
Zm00001eb274740	0	1	0	0	0	0	0	3
Zm00001eb274750	2	1	7	2	4	3	3	6
Zm00001eb274760	36	25	50	29	21	16	51	11
Zm00001eb274770	17	62	19	33	11	49	10	37
Zm00001eb274800	11	4	9	4	21	0	48	0
Zm00001eb274810	0	0	0	0	0	0	0	0
Zm00001eb274820	0	0	0	0	0	0	0	0
Zm00001eb274840	55	96	39	49	10	35	9	23
Zm00001eb274850	137	318	74	195	58	242	60	159
Zm00001eb274860	0	0	6	0	0	0	0	0
Zm00001eb274870	0	7	2	2	19	0	2	4
Zm00001eb274880	0	0	2	0	2	0	0	0
Zm00001eb274890	1	8	12	4	8	5	2	3
Zm00001eb274910	450	423	420	236	263	192	610	359
Zm00001eb274920	97	80.34	47	62.56	60.74	25	89.7	32.69
Zm00001eb274940	551	798	639	624	555	608	663	608
Zm00001eb274950	49	50	50	24	24	27	66	51
Zm00001eb274960	263	541	162	256	206	441	325	472
Zm00001eb274970	841	910	936	589	682	720	843	861
Zm00001eb274980	11	50	8	41	9	26	12	39
Zm00001eb274990	132	136	145	158	54	91	123	113
Zm00001eb275000	295	250	526	428	124	130	229	242
Zm00001eb275010	2	0	0	0	0	0	0	0
Zm00001eb275020	0	0	0	0	0	0	0	0
Zm00001eb275030	94.69	122.84	201.16	178.43	100.9	68.1	137.9	124.2
Zm00001eb275040	192	231	194	116	97	107	155	103
Zm00001eb275050	124	183	193	200	114	67	138	138
Zm00001eb275060	0	0	0	0	0	0	0	0
Zm00001eb275070	0	0	0	0	0	0	0	0
Zm00001eb275080	19	9	42	42	25	13	33	31
Zm00001eb275090	260	207	244	332	120	199	238	349
Zm00001eb275100	0	0	0	0	0	0	0	0
Zm00001eb275110	0	0	3.2	0	0	0	1.48	0
Zm00001eb275120	138	215	164	110	165	335	165	257
Zm00001eb275130	89	97	98	92	128	105	130	167
Zm00001eb275140	79	19	39	18	106	44	135	33
Zm00001eb275150	314	242	554	297	283	183	280	182
Zm00001eb275160	88	117	97	52	29	63	72	68
Zm00001eb275180	10	2	2	0	0	5	6	2
Zm00001eb275200	1303	2635	1026	1618	1092	2306	1783	2271
Zm00001eb275220	602	553	707	427	438	309	621	326
Zm00001eb275230	1571	1943	1220	1235	1609	2072	1796	1993
Zm00001eb275240	517	971.34	443	764.36	603.33	955	760.31	1074.37
Zm00001eb275250	1040	1465	1150	1039	1421	1310	887	1461
Zm00001eb275260	267	106	317	97	271	68	305	80
Zm00001eb275270	0	0	0	0	0	0	0	0
Zm00001eb275280	0	0	0	0	0	0	0	0
Zm00001eb275290	0	3	0	4	0	1	0	0
Zm00001eb275300	0	0	0	0	0	0	0	0
Zm00001eb275310	0	0	0	0	0	0	0	0
Zm00001eb275320	0	0	0	0	0	0	0	0
Zm00001eb275330	0	0	0	0	0	0	0	0
Zm00001eb275340	2386	2464	1949	1823	1936	2014	2640	2523
Zm00001eb275350	0	0	0	0	0	0	0	0
Zm00001eb275370	0	0	0	0	0	0	0	0
Zm00001eb275380	361	385	316	263	298	346	445	373
Zm00001eb275390	2032	1887	2000	1305	2472	2292	2428	2167
Zm00001eb275400	31	31	31	16	297	239	63	38
Zm00001eb275410	300	739	205	227	218	414	570	663
Zm00001eb275420	168	196	26	49	45	162	322	266
Zm00001eb275430	127	181	141	93	68	82	110	114
Zm00001eb275450	1767.52	1961	2025.63	1353	1544.12	1677	2165	1738
Zm00001eb275460	6	2	12	11	4	3	5	7
Zm00001eb275480	84.09	102.63	144.34	129.88	44.88	113.79	110.87	116.14
Zm00001eb275490	306	125	236	215	518	446	533	650
Zm00001eb275500	16	23	17	13	7	11	11	12
Zm00001eb275510	64	267.93	63.93	129	82	260.86	54	116.87
Zm00001eb275520	13	34.07	8.07	17	21	22.14	10	14.13
Zm00001eb275530	0	0	0	0	0	0	0	0
Zm00001eb275540	2	2	3	1	1	1	0	5
Zm00001eb275550	213	327	532	509	181	121	212	251
Zm00001eb275560	0	10.6	0	1.73	0	4.74	0	3.17
Zm00001eb275570	386	486	265	268	340	493	480	641
Zm00001eb275580	2	11	7	3	2	0	6	4
Zm00001eb275590	17	13	7	5	13	3	10	5
Zm00001eb275610	0	0	0	0	0	0	1	0
Zm00001eb275620	210	225	246	154	184	236	247	193
Zm00001eb275630	60	45	61	67	111	77	135.36	34
Zm00001eb275640	903	959	1050	853	794	658	1015	744
Zm00001eb275650	9	6	17	2	16	9	24	10
Zm00001eb275660	1	8	8	9	0	4	0	11
Zm00001eb275670	48	42	45	29	44	25	40	13
Zm00001eb275680	154	184	197	144	137	181	94	169
Zm00001eb275690	408	599	344	294	226	348	309	364
Zm00001eb275700	0	0	0	0	0	0	0	0
Zm00001eb275710	5	42	3	77	4	66	3	63
Zm00001eb275720	304	364	273	268	343	378	407	458
Zm00001eb275730	1770	2337	1262	1031	1805	1952	1909	1752
Zm00001eb275740	50	128	32	44	16	53	32	38
Zm00001eb275750	2038	1921	1784	1669	1697	1798	2583	2257
Zm00001eb275760	0	0	0	0	0	0	2	0
Zm00001eb275770	1355	1533	926	1412	741	952	1385	1190
Zm00001eb275780	0	1	3	2	2	2	10	1
Zm00001eb275790	0	0	0	0	0	0	0	0
Zm00001eb275800	0	0	0	0	0	0	0	0
Zm00001eb275810	178	338	237	296	219	137	184	194
Zm00001eb275820	158	124	193	90	104	64	114	64
Zm00001eb275840	0	0	0	0	0	0	0	0
Zm00001eb275850	1	0	0	0	0	0	0	0
Zm00001eb275860	78	18	110	19	53	11	44	13
Zm00001eb275880	0	0	0	0	0	0	0	0
Zm00001eb275890	0	0	0	0	0	0	0	0
Zm00001eb275900	0	0	0	0	0	0	0	2
Zm00001eb275910	5	22	9	5	12	14	9	10
Zm00001eb275920	0	0	0	0	0	0	0	0
Zm00001eb275930	0	0	0	0	0	0	0	0
Zm00001eb275940	0	0	0	0	0	0	0	0
Zm00001eb275950	0	0	0	0	0	0	0	0
Zm00001eb275960	0	0	0	1	0	0	0	0
Zm00001eb275970	0	0	0	0	0	0	0	0
Zm00001eb275980	0	0	0	0	0	0	0	0
Zm00001eb275990	0	0	0	0	0	0	0	0
Zm00001eb276000	0	0	0	0	0	0	0	0
Zm00001eb276010	0	0	0	2	0	0	0	0
Zm00001eb276020	0	0	0	0.67	0	0	0	0
Zm00001eb276030	0	0	0	0.67	0	0	0	0
Zm00001eb276040	0	0	0	0	0	0	0	0
Zm00001eb276050	0	0	0	0	0	0	0	0
Zm00001eb276060	0	0	0	0.67	0	0	0	0
Zm00001eb276070	0	0	0	0	0	0	0	0
Zm00001eb276080	0	0	0	0	0	0	0	0
Zm00001eb276090	0	0	0	3	0	0	0	0
Zm00001eb276100	0	0	0	0	0	0	0	0
Zm00001eb276110	0	1	0	0	0	2	0	0
Zm00001eb276120	0	8	0	4	0	1	0	2
Zm00001eb276140	869	942	831	589	792	872	1046	909
Zm00001eb276150	1346	117	1635	146	827	20	581	80
Zm00001eb276160	491	597	458	485	498	569	521	468
Zm00001eb276170	350	408	378	356	363	296	371	337
Zm00001eb276190	589	864	736	886	588	624	628	882
Zm00001eb276200	2	1	7	0	1	0	0	0
Zm00001eb276210	9	0	4	0	1	0	3	0
Zm00001eb276220	51	77	62	50	47	83	74	75
Zm00001eb276230	145	106.88	223.69	144.82	163.76	86.34	143.3	108.58
Zm00001eb276240	0	24.12	13.31	6.18	11.24	2.66	6.7	4.42
Zm00001eb276250	410	200	1575	557	551	79	505	176
Zm00001eb276260	184	137	209	130	104	94	109	128
Zm00001eb276270	112	132	150	129	98	93	101	87
Zm00001eb276280	890	1941	1164	1760	1646	1551	1080	2121
Zm00001eb276290	0	1	0	0	0	0	0	0
Zm00001eb276300	0	0	0	0	0	0	0	0
Zm00001eb276310	13	0	15	0	4	0	4	0
Zm00001eb276320	0	5	0	1	0	1	0	0
Zm00001eb276330	0	0	0	0	0	0	0	1
Zm00001eb276340	0	0	0	0	0	0	0	0
Zm00001eb276350	0	0	0	0	0	0	0	0
Zm00001eb276360	0	0	0	0	0	0	0	0
Zm00001eb276370	0	0	0	0	0	0	0	0
Zm00001eb276380	0	0	0	0	0	0	0	1
Zm00001eb276390	0	0	0	0	0	0	0	0
Zm00001eb276400	0	0	0	0	0	0	0	1
Zm00001eb276410	0	0	0	0	0	0.5	0	0
Zm00001eb276420	0	0	0	0	0	0	0	0
Zm00001eb276430	0	0	0	0	0	0	0	2
Zm00001eb276440	0	0	0	0	0	0	0	0
Zm00001eb276450	0	0	0	0	0	0	0	1
Zm00001eb276470	0	0	0	0	0	0	0	0
Zm00001eb276490	0	3	0	2	1	0	0	2
Zm00001eb276500	0	0	0	0	0	0	0	0
Zm00001eb276510	0	0	0	0	0	0	0	0
Zm00001eb276520	137.71	209.04	69.93	85.11	117.89	276.9	174.07	204.2
Zm00001eb276530	0	0	1	0	4	1	0	0
Zm00001eb276540	121	193	93	138	62	100	37	85
Zm00001eb276550	0	0	0	0	0	0	0	0
Zm00001eb276570	730	841	589	590	716	933	1230	1003
Zm00001eb276580	762	998	685	651	737	929	735	894
Zm00001eb276590	983.52	943	1341.8	1053.14	799.12	831	1810.19	1600.45
Zm00001eb276600	0	0	0	0	0	0	0	0
Zm00001eb276610	0	0	0	0	0	0	0	0
Zm00001eb276620	0	0	0	0	0	0	0	0
Zm00001eb276630	0	0	0	0	0	0	0	0
Zm00001eb276640	0	0	0	0	0	0	0	0
Zm00001eb276650	0	0	0	0	0	0	0	0
Zm00001eb276660	0	0	0	0	0	0	0	0
Zm00001eb276670	0	0	0	0	0	0	0	0
Zm00001eb276680	898	746	721	588	691	548.9	1010	722
Zm00001eb276690	0	0	5.5	0	2.61	0	6.05	0
Zm00001eb276700	10	3	9.5	2	3.39	7	1.95	0
Zm00001eb276710	41.24	0	32.04	0	29.86	0	35.21	0
Zm00001eb276730	87	48	67	52	43	29	48	33
Zm00001eb276740	8	0	2	4	27	8	22	5
Zm00001eb276750	250.9	286.8	229.63	118.69	204.31	182	227.51	169.08
Zm00001eb276760	290	320.75	432	408	365	315	421	487
Zm00001eb276770	0	0	0	0	0	0	0	0
Zm00001eb276780	1	4	0	11	0	5	4	1
Zm00001eb276790	2	0	4	3	1	0	2	0
Zm00001eb276800	0	3	5	4	0	0	0	3
Zm00001eb276810	0	1	0	0	0	4	0	2
Zm00001eb276820	0	0	0	0	0	0	0	0
Zm00001eb276830	28	292	90	407	30	331	16	275
Zm00001eb276840	0	3	0	0	1	2	1	1
Zm00001eb276850	222	355	260	274	40	80	105	135
Zm00001eb276860	28929	36251	21517	23072	30696	37823.13	36398	40381
Zm00001eb276870	1305	1081	1152	847	1127	920	1350	782
Zm00001eb276880	0	0	0	0	0	0	0	0
Zm00001eb276890	0	0	0	0	0	1	0	0
Zm00001eb276900	0	0	0	0	0	0	0	0
Zm00001eb276910	0	0	0	0	0	0	0	0
Zm00001eb276920	2	26	0	24	0	1	5	14
Zm00001eb276930	0	0	0	0	0	0	0	0
Zm00001eb276940	31	32	29	21	19	36	29	28
Zm00001eb276950	0	0	0	0	0	0	0	0
Zm00001eb276960	1.07	1	0	0	2.66	1.36	1.18	0
Zm00001eb276970	0	0	0	0	0	0	0	0
Zm00001eb276980	119.39	252.83	121.22	146.07	60.34	110.21	153.39	167.21
Zm00001eb276990	15	176	29	186	14	181	17	397
Zm00001eb277000	512.68	725.01	617.9	950.34	656.58	522.66	593.98	627
Zm00001eb277040	799	149	622	244	1286	333	684	94
Zm00001eb277050	0	0	0	0	0	0	0	0
Zm00001eb277060	70	61	143	72	31	38	60	50
Zm00001eb277070	678	976	383	381	453	680	757	805
Zm00001eb277080	0	0	0	0	0	0	0	0
Zm00001eb277090	0	1	2	0	1	0	0	0
Zm00001eb277100	645	188	281	74	433	144	1108	231
Zm00001eb277110	11	49	11	26	6	14	4	29
Zm00001eb277130	20.44	82.9	17.61	34	17.31	45.76	28.75	66.13
Zm00001eb277140	0	3	0	0	0	2	0	0
Zm00001eb277150	0	0	0	3.32	3.04	0	0	4.82
Zm00001eb277160	28	33	14	28.68	8.96	33	13	20.18
Zm00001eb277180	247.56	194.1	192.39	159	81.69	75.24	189.25	108.87
Zm00001eb277190	0	0	0	0	0	0	0	0
Zm00001eb277200	0	2	0	3	0	0	0	0
Zm00001eb277210	0	0	0	0	0	0	0	1
Zm00001eb277230	0	0	0	0	1	0	0	0
Zm00001eb277240	7	4	6	8	9	1	10	4
Zm00001eb277250	510	473	500	282	445	400	590	447
Zm00001eb277260	108.59	28.34	58.01	2.72	60.18	8.7	88.99	36.43
Zm00001eb277270	45.41	18.66	30.99	22.28	33.82	25.3	48.01	12.57
Zm00001eb277280	950	566	961	289	1092	842	1144	614
Zm00001eb277290	0	5	0	3	0	0	0	6
Zm00001eb277300	58	117	187	160	50	38	74	86
Zm00001eb277310	0	0	0	1	0	1	0	0
Zm00001eb277320	14338.39	19286	11008.86	12689	12385.03	19139	17449.09	21084
Zm00001eb277330	12289	12134	12394	10396	11737	9763	14464	14109
Zm00001eb277340	0	0	0	0	0	0	0	0
Zm00001eb277350	37	61	18	47	48	96	63	152
Zm00001eb277360	734	967	535	514	542	689	762	797
Zm00001eb277370	438	525	529	471	330	774	314	508
Zm00001eb277380	47	97	54	63	81	51	72	48
Zm00001eb277390	476	575.61	534.35	643	439	398.51	681.71	527
Zm00001eb277400	21	30	19	12	37	26	31	27
Zm00001eb277410	807	996	901	1155	700	932	1098	758
Zm00001eb277420	186	312	326	305	175	140	205	225
Zm00001eb277430	0	116.71	1	132.06	0	124.11	0	145.47
Zm00001eb277440	0	0	2.05	0	0	0	0	0
Zm00001eb277450	1808	3065	1985	1950	1209	1928	1907	2346
Zm00001eb277460	660	1938	564	1306	346	1197	492	1588
Zm00001eb277480	622	1089.03	580.5	605.49	636	800	816	921
Zm00001eb277490	566	344	380	337	332	186	475	321
Zm00001eb277500	0	0	0	0.33	0	0.33	0	0
Zm00001eb277510	0	1	0	0	0	0	0	2
Zm00001eb277520	29	6	28	11	63	7	45	5
Zm00001eb277530	758.99	714	537.38	416	548.08	684	917.91	754
Zm00001eb277540	2300	2466	2435	2382	2709	1186	2492	2378
Zm00001eb277550	302	336	277	278	226	225	661	487
Zm00001eb277560	372	416	311	327	329	365	499	445
Zm00001eb277570	3	0	0	0	0	3	0	0
Zm00001eb277580	0	0	0	0	0	0	0	0
Zm00001eb277590	0	0	0	0	0	0	0	0
Zm00001eb277610	0	0	0	0	0	0	0	0
Zm00001eb277620	8	46	1	29	4	36	14	44
Zm00001eb277630	5	1	9	0	1	1	1	0
Zm00001eb277640	0	0	0	0	0	0	0	0
Zm00001eb277650	5	0	2.99	0	0	0	1.35	0
Zm00001eb277660	33	28	15	11	7	0	8	3
Zm00001eb277670	0	0	0	0	0	0	0	0
Zm00001eb277680	116.51	902.91	126.6	950.46	105.17	569.41	122.3	937.48
Zm00001eb277690	63	8	55	9	34	5	83	11
Zm00001eb277700	1114	1379	934	1078	1266	1427	1427	1822
Zm00001eb277710	223	60	176	70	64	47	108	76
Zm00001eb277720	27.15	1	14	1	10	0	18.8	3
Zm00001eb277730	15.27	0	9.26	0	2.6	0	9.93	0
Zm00001eb277740	2	0	7	0	2	0	0	0
Zm00001eb277760	0	0	0	0	0	0	0	0
Zm00001eb277770	154	126	93	158	27	68	17	142
Zm00001eb277780	15	20	25	20	28	22	11	31
Zm00001eb277790	3473	2572	2745	1332	2449	2941	3438	2632
Zm00001eb277800	3	0	3	0	3	0	7.63	0
Zm00001eb277810	0	0	0	0	0	0	0	0
Zm00001eb277820	26	27	61	27	30	21	24	35
Zm00001eb277830	172	310	296	347	91	203	140	255
Zm00001eb277840	27	11	60	13	15	16	17	22
Zm00001eb277850	3	0	17	0	4	0	7	0
Zm00001eb277860	467	376.72	507	338.09	448	507.37	350	311.1
Zm00001eb277870	518	515	694	403	569	341	654	451
Zm00001eb277880	82	58	135	51	36	27	62	42
Zm00001eb277900	22	9	14	8	8	10	28	4
Zm00001eb277910	41	14	34	5	8	1	38	0
Zm00001eb277920	3	3	1	0	4	0	1	0
Zm00001eb277940	1332	1244	1144	842	993	880	1209	949
Zm00001eb277950	711	878	1056	718	559	396	797	724
Zm00001eb277960	78	83	96	86	47	51	53	18
Zm00001eb277970	1.82	0	0.71	0	0	0	0	0
Zm00001eb277980	0	0	0	0	0	0	0	0
Zm00001eb277990	28	47	19	16	23	22	26	58
Zm00001eb278000	8	0	0	0	2	0	3	0
Zm00001eb278010	105	473	62	112	123	294	51	106
Zm00001eb278020	192	480	163	424	158	484	227	510
Zm00001eb278050	207	239	184	174	183	199	217	186
Zm00001eb278060	1062	1381	1101	868	1414	1573	1240	1560
Zm00001eb278070	1155	1321	306	431	442	779	372	671
Zm00001eb278080	0	0	0	0	0	0	0	0
Zm00001eb278090	7	0	12	0	2	0	6	0
Zm00001eb278100	758	655	692	557	816	455	1059	641
Zm00001eb278110	2090	2368	1778	1306	2423	2235	2188	1789
Zm00001eb278120	2624	2409.83	2542	1684.76	1971	1255.98	1649	1186.37
Zm00001eb278130	1060	697	1414	657	527	325	1023	582
Zm00001eb278140	1406	1695	1780	1860	995	1834	1234	1266
Zm00001eb278150	2	13	94	25	104	28	16	7
Zm00001eb278160	4	25	1	21	0	14	11	9
Zm00001eb278170	25	14	44	18	19	20	85	31
Zm00001eb278180	1337	1391	1021	907	1142	1173	1257	1214
Zm00001eb278190	23.97	64.98	26.4	28.59	14.75	24.98	18.7	32.32
Zm00001eb278210	1	2	3	4	1	0	7	4
Zm00001eb278220	0	0	0	0	0	0	0	0
Zm00001eb278230	107	115	145	147	76	70	101	97
Zm00001eb278240	26	69	36	45	32	44	35	42
Zm00001eb278250	40.34	0	25.06	0	21.33	0	45.13	0
Zm00001eb278260	49	6	14	8	30	5	24	3
Zm00001eb278280	204	257	93	298	122	93	187.74	346.98
Zm00001eb278290	0	0	0	0	0	0	0	0
Zm00001eb278300	473	330	339	318	294	241	309	193
Zm00001eb278310	10	6	6	6	0	0	2	7
Zm00001eb278320	0	0	0	0	0	0	0	0
Zm00001eb278330	0	3.27	0	0	0	0	0	0
Zm00001eb278340	788	951	608	723	594	679	908	703
Zm00001eb278350	520	494	437	387	426	560	389	405
Zm00001eb278360	860	1277	709	834.45	649	854.28	1043.06	855
Zm00001eb278370	13	21	23	18.55	21	17.72	22.94	19
Zm00001eb278380	0	0	2	2	0	0	0	0
Zm00001eb278390	1	0	0	0	1	0	2	0
Zm00001eb278400	1298	958	2837	1528	248	585	703	1031
Zm00001eb278410	0	0	0	0	0	0	0	0
Zm00001eb278420	422	1261	330	541	374	1256	377	652
Zm00001eb278450	978	1147	1071	1091	1020	924	1195	1270
Zm00001eb278460	1157	944	1385	575	816	673	899	794
Zm00001eb278470	543	503	749	395	366	297	552	461
Zm00001eb278480	2549	3462.58	2517	2724.71	2019	2752.81	2836	3675.61
Zm00001eb278490	1	0	0	0	0	0	0	0
Zm00001eb278500	2510	3870	2195	2433	2554	3568	3382	4266
Zm00001eb278510	1265	2196	671	852	535	912	428	621
Zm00001eb278530	764	912	710	577	669	854	881	917
Zm00001eb278540	2817	4227	2312	2354	2368	3515	3447	3853
Zm00001eb278570	6	15	22	10	13	10	4	3
Zm00001eb278580	1341.76	1943	859	1236	1493.77	1468.48	1664.8	1627.13
Zm00001eb278590	843.88	1511	1043.89	1156	1415.71	1411	1439.85	1325
Zm00001eb278600	249	280	260	173	184	180	263	305
Zm00001eb278610	1276	1278	1083	1326	873	1151	1474	1324
Zm00001eb278620	406	940	505	871	608	1018	530	1516
Zm00001eb278630	1.01	10	2	10	0	5	1	13
Zm00001eb278640	2076	3543	1741	2042	1528	2396	2453	2212
Zm00001eb278650	782	338	737	202	498	184	927	254
Zm00001eb278660	0	0	0	0	0	0	0	0
Zm00001eb278670	33	122	27	46	5	96	31	64
Zm00001eb278680	63	23	38	33	53	21	36	58
Zm00001eb278690	0	0	0	0	0	0	0	0
Zm00001eb278700	116	137	70.6	156	58	152	146	142
Zm00001eb278710	0	0	0	0	0	0	0	0
Zm00001eb278720	0	0	0	0	0	0	0	0
Zm00001eb278730	0	0	0	0	0	0	0	0
Zm00001eb278740	1253	1655	1223	1269	1331	1526	1829	1776
Zm00001eb278750	0	0	0	0	0	0	0	0
Zm00001eb278760	750	733	760	542	450	511	612	723
Zm00001eb278770	1312	1838	1303	1327	839	929	1149	1238
Zm00001eb278780	0	0	0	0	0	0	0	0
Zm00001eb278810	0	0	0	0	0	0	0	0
Zm00001eb278820	0	0	0	0	0	0	0	0
Zm00001eb278830	37	60	28	42	25	102	48	73
Zm00001eb278840	1	0	0	0	0	0	0	2
Zm00001eb278850	0	0	0	0	0	0	0	0
Zm00001eb278860	14.63	12.59	9.89	4.89	26.36	31.6	25.38	22.94
Zm00001eb278870	76	144	61	85	71	142	80	93
Zm00001eb278880	26	6	14	4	20	2	23	16
Zm00001eb278890	1086	1497	1039	1137	1080	1235	1357	1288
Zm00001eb278900	0	0	0	0	0	0	0	0
Zm00001eb278910	40.34	0	37.1	0	12	0	54	0
