ENSEMBL_GeneID	name_C_24_II	name_C_24_III	name_C_6_II	name_C_6_III	name_T_24_II	name_T_24_III	name_T_6_II	name_T_6_III
Zm00001eb252560	0	0	0	0	0	0	0	0
Zm00001eb252570	769	525	497	442	564	589	565	774
Zm00001eb252580	514	427	283	435	842	520	361	369
Zm00001eb252590	28	23	27	27	54	15	50	45
Zm00001eb252600	0	0	0	0	0	0	0	0
Zm00001eb252610	14	12	11	13	9	5	4	18
Zm00001eb252620	570	519	520	665	532	671	655	632
Zm00001eb252630	7456	6210	4582	5256	5993	6276	7212	8981
Zm00001eb252640	250	166	144	181	201	60	168	116
Zm00001eb252650	921	824	855	904	956	657	1118	1190
Zm00001eb252660	1383	1390	840	1055	1108	1190	1385	1745
Zm00001eb252670	204	52	144	92	111	41	136	56
Zm00001eb252680	601	500	540	666	353	397	497	598
Zm00001eb252690	2456	2693	1897	2305	2388	3468	3270	2897
Zm00001eb252700	0	0	2	0	0	0	0	0
Zm00001eb252710	0	0	4	0	0	0	0	0
Zm00001eb252720	8366	7524	8377	18796	4214	5681	5116	7169
Zm00001eb252730	5	2	2	7	0	0	0	2
Zm00001eb252740	0	0	0	0	0	0	0	0
Zm00001eb252750	0	1	1	0	0	0	0	0
Zm00001eb252760	430	486	426	692	203	355	280	428
Zm00001eb252770	138	202	60	188	74	129	74	173
Zm00001eb252780	2525	2882	2123	2389	2462	2635	3070	3070
Zm00001eb252790	4222	3313	2895	2722	3412	2612	3412	4085
Zm00001eb252800	442	254	247	212	317	145	217	132
Zm00001eb252820	0	0	0	1	0	0	1	0
Zm00001eb252830	8258	6654	4205	3855	7920	6484	7793	7654
Zm00001eb252840	1058	1939	971	1953	381	1288	918	1455
Zm00001eb252850	0	0	0	0	0	0	0	0
Zm00001eb252860	719	508	504	523	651	525	595	482
Zm00001eb252870	40236	32654	25429	25065	30814	31330	43780	41493
Zm00001eb252880	1069	1683	632	1485	360	640	524	1120
Zm00001eb252890	457	293	398	297	330	243	470	427
Zm00001eb252900	0	0	0	0	0	0	0	0
Zm00001eb252910	39	8	9	2	20	0	24	4
Zm00001eb252920	27	15	74	36	41	7	10	15
Zm00001eb252930	806	613	529	536	804	482	793	621
Zm00001eb252940	766	741	475	817	830	591	823	847
Zm00001eb252950	0	0	0	0	0	0	0	0
Zm00001eb252960	0	0	0	0	0	0	0	0
Zm00001eb252970	58	35	48	53	33	41	35	54
Zm00001eb252980	0	0	0	0	0	0	0	0
Zm00001eb252990	31	410	27	857	26	383	66	331
Zm00001eb253000	27	20	16	52	17	37	23	32
Zm00001eb253020	0	3	1	4	3	2	0	3
Zm00001eb253030	1397	951	1906	2453	739	1122	1185	795
Zm00001eb253040	555	462	257	167	244	234	288	354
Zm00001eb253050	2432	3454	1579	2760	1963	2753	2164	3157
Zm00001eb253060	0	0	2	0	0	0	0	0
Zm00001eb253070	932	599	523	454	573	455	862	663
Zm00001eb253080	989	588	776	631	822	768	1006	840
Zm00001eb253090	3794	3358	2506	3236	3234	3135	4314	4200
Zm00001eb253100	199	79	204	103	97	37	162	72
Zm00001eb253110	2645	1364	1723	1462	1082	1143	1639	1186
Zm00001eb253120	2831	2613	2041	2291	2722	2608	3399	3159
Zm00001eb253130	1072	908	749	820	483	868	878	1059
Zm00001eb253140	2363	2440	2538	2482	2133	2566	2454	3579
Zm00001eb253150	289	190	143	109	457	303	438	294
Zm00001eb253160	68	76	45	106	29	94	58	96
Zm00001eb253170	0	1	0	0	0	0	15	0
Zm00001eb253180	1753	1123	987	820	1285	852	1358	1483
Zm00001eb253190	320	203	164	154	208	99	187	200
Zm00001eb253200	1229	1380	1201	1253	1195	942	1381	1141
Zm00001eb253210	5	0	3	0	6	0	11	0
Zm00001eb253220	453	290	310	339	331	299	326	324
Zm00001eb253230	247	265	200	266	176	179	163	229
Zm00001eb253240	20	0	14	18	16	11	16	0
Zm00001eb253250	162	128	99	63	101	103	93	151
Zm00001eb253260	0	0	0	0	2	9	0	0
Zm00001eb253270	14	0	11	1	7	0	10	0
Zm00001eb253280	476	169	423	291	241	203	743	424
Zm00001eb253290	49	2	21	6	24	7	32	6
Zm00001eb253300	3	4	5	0	1	0	0	1
Zm00001eb253310	0	0	0	1	0	0	0	0
Zm00001eb253320	750	986	715	773	766	754	783	757
Zm00001eb253330	223	156	182	219	82	136	132	177
Zm00001eb253350	561	389	586	566	568	603	457	567
Zm00001eb253360	404	0	495	0	405	1	409	2
Zm00001eb253370	21	25	9	9	5	18	16	23
Zm00001eb253380	426	752	415	628	431	601	545	840
Zm00001eb253390	2280	1481	1082	1356	1724	1363	1502	1586
Zm00001eb253400	0	0	0	0	0	0	0	0
Zm00001eb253410	3727	2886	1896	1641	3846	2206	3667	3061
Zm00001eb253420	735	619	369	430	592	681	628	743
Zm00001eb253430	0	0	0	0	0	0	0	0
Zm00001eb253440	0	0	0	0	0	0	0	0
Zm00001eb253450	58	72	64	150	39	80	101	61
Zm00001eb253460	136	116	87	220	84	169	175	182
Zm00001eb253470	8661	7446	6878	10632	5578	6522	6234	6875
Zm00001eb253480	0	0	0	0	0	0	0	0
Zm00001eb253490	0	0	0	0	0	0	0	0
Zm00001eb253500	985	932	1317	1193	1027	1522	1272	1546
Zm00001eb253510	796	579	388	491	498	353	472	530
Zm00001eb253530	505	403	310	341	424	400	535	520
Zm00001eb253540	0	1	0	2	0	0	0	0
Zm00001eb253560	130	86	103	59	47	56	65	60
Zm00001eb253570	56	38	39	40	40	36	35	48
Zm00001eb253580	1731	1836	170	281	114	193	163	260
Zm00001eb253590	0	0	0	0	0	1	5	0
Zm00001eb253620	596	450	485	414	567	359	556	477
Zm00001eb253630	0	48	0	40	0	16	0	37
Zm00001eb253640	0	0	0	0	0	0	0	0
Zm00001eb253650	52	33	56	42	39	19	3	4
Zm00001eb253670	40	44	39	31	18	53	38	59
Zm00001eb253680	1	0	0	0	0	0	0	0
Zm00001eb253690	944	855	584	618	888	767	1219	995
Zm00001eb253700	4126	3009	3302	3186	2671	2165	3424	3526
Zm00001eb253710	198	127	56	73	120	72	102	91
Zm00001eb253720	1070	598	368	315	496	187	467	321
Zm00001eb253730	6	0	4	0	0	0	1	0
Zm00001eb253740	527	247	490	468	446	441	907	413
Zm00001eb253750	41	7	35	16	19	4	18	15
Zm00001eb253760	1061	668	561	683	765	415	823	521
Zm00001eb253770	127	21	103	20	58	8	67	7
Zm00001eb253780	90	151	59	76	54	32	49	47
Zm00001eb253790	165	101	122	165	195	145	192	156
Zm00001eb253800	0	0	0	0	0	0	0	0
Zm00001eb253810	1180	763	790	954	919	734	836	926
Zm00001eb253820	6893	10435	5367	11026	3218	7806	5516	9553
Zm00001eb253830	995	595	784	589	620	179	834	443
Zm00001eb253840	679	698	431	530	791	734	733	765
Zm00001eb253850	1509	986	745	607	1020	580	1022	1226
Zm00001eb253860	764	857	639	731	346	359	562	846
Zm00001eb253880	121	156	56	285	104	393	136	341
Zm00001eb253890	3135	3545	5271	3894	3579	4337	5177	4515
Zm00001eb253900	1006	606	687	492	802	549	788	944
Zm00001eb253910	0	0	0	0	0	0	0	0
Zm00001eb253920	4	23	5	28	9	47	9	18
Zm00001eb253950	0	0	3	0	0	0	0	0
Zm00001eb253960	29	86	86	142	35	70	32	51
Zm00001eb253970	1842	1803	1409	2017	1215	1729	1816	2345
Zm00001eb253980	1509	1080	1185	1336	1153	2612	1892	1743
Zm00001eb253990	4007	3038	2356	2227	3009	2745	4147	4089
Zm00001eb254000	0	1	0	2	0	0	0	4
Zm00001eb254020	0	0	0	0	0	0	0	0
Zm00001eb254030	1548	969	838	702	1375	655	824	776
Zm00001eb254040	99	155	175	318	68	205	92	167
Zm00001eb254050	1358	1171	1391	1727	1199	2493	1788	1535
Zm00001eb254060	2292	2010	2863	2991	2194	2591	2504	2658
Zm00001eb254070	77	115	42	72	24	80	23	98
Zm00001eb254080	6742	5192	4175	5710	4969	5153	6017	5489
Zm00001eb254090	869	843	447	547	737	602	804	904
Zm00001eb254100	138	311	74	87	204	120	148	164
Zm00001eb254110	7	16	18	11	10	9	28	28
Zm00001eb254120	111	213	128	237	140	194	110	198
Zm00001eb254130	398	325	263	211	261	301	429	261
Zm00001eb254140	0	0	0	0	0	3	0	0
Zm00001eb254150	166	64	74	79	228	89	80	35
Zm00001eb254160	1896	1709	1203	1526	1487	1387	1859	1905
Zm00001eb254180	819	693	646	807	715	736	695	803
Zm00001eb254190	842	530	366	369	366	553	553	413
Zm00001eb254200	6796	5590	4943	5698	7175	5466	6809	6040
Zm00001eb254220	0	0	0	0	1	0	0	0
Zm00001eb254230	0	0	0	0	0	0	4	0
Zm00001eb254240	0	0	0	0	0	0	1	0
Zm00001eb254250	1211	1233	755	1189	851	613	1070	1117
Zm00001eb254260	3183	1984	2235	1626	3948	2174	3686	2266
Zm00001eb254270	1921	1877	1502	1542	1642	1754	1685	2095
Zm00001eb254280	581	300	586	361	595	240	638	496
Zm00001eb254290	1283	723	633	423	588	355	762	954
Zm00001eb254300	233	138	131	160	56	45	69	70
Zm00001eb254310	333	245	183	307	144	126	127	182
Zm00001eb254320	1110	654	479	318	765	331	769	907
Zm00001eb254330	40	36	43	31	30	44	30	35
Zm00001eb254350	353	448	566	729	648	568	431	498
Zm00001eb254360	149	93	130	133	71	60	86	102
Zm00001eb254370	0	0	0	0	0	0	0	0
Zm00001eb254380	0	0	0	0	0	0	0	0
Zm00001eb254390	2222	1346	1480	1566	1296	1512	1223	1919
Zm00001eb254410	1629	1204	1596	1474	995	950	1282	1542
Zm00001eb254420	3	2	0	0	0	0	6	0
Zm00001eb254430	250	432	181	585	202	222	317	313
Zm00001eb254440	362	176	319	341	40	144	358	228
Zm00001eb254450	98	59	53	25	53	28	27	10
Zm00001eb254460	0	0	0	0	0	0	0	0
Zm00001eb254480	603	568	328	428	430	303	365	517
Zm00001eb254490	215	183	124	88	84	32	99	88
Zm00001eb254500	0	0	0	0	0	0	0	0
Zm00001eb254510	6438	3874	1885	1500	2575	1370	1468	1268
Zm00001eb254520	0	0	2	2	0	0	0	0
Zm00001eb254530	1310	673	880	702	885	543	900	602
Zm00001eb254540	1182	1135	1376	2887	709	529	1680	1192
Zm00001eb254550	0	3	1	1	0	4	1	5
Zm00001eb254560	42	35	18	48	27	38	31	80
Zm00001eb254570	432	439	526	721	398	577	539	479
Zm00001eb254580	114	100	78	58	89	39	102	92
Zm00001eb254590	1490	1185	1111	1054	1366	1171	1532	1552
Zm00001eb254600	268	276	215	358	156	216	162	364
Zm00001eb254610	0	110	0	142	0	35	0	102
Zm00001eb254630	40	49	23	46	28	22	51	54
Zm00001eb254640	0	0	0	0	0	0	1	1
Zm00001eb254650	0	0	0	0	0	0	0	0
Zm00001eb254660	40	64	26	49	34	41	29	77
Zm00001eb254670	0	0	0	1	0	0	0	0
Zm00001eb254680	1	8	0	21	0	10	0	10
Zm00001eb254690	9	19	5	13	3	19	5	9
Zm00001eb254700	38	14	21	17	8	8	20	20
Zm00001eb254710	10	3	7	4	0	1	2	0
Zm00001eb254720	0	0	0	0	0	0	0	0
Zm00001eb254730	0	0	0	5	1	0	2	0
Zm00001eb254740	0	0	0	0	0	0	0	0
Zm00001eb254750	2	67	6	78	11	81	15	120
Zm00001eb254760	0	0	0	0	0	0	0	0
Zm00001eb254770	37	24	35	40	30	26	46	30
Zm00001eb254780	0	0	0	0	0	0	0	0
Zm00001eb254790	0	0	0	0	0	0	0	0
Zm00001eb254800	291	197	126	210	96	89	139	198
Zm00001eb254810	5	2	6	1	3	3	4	2
Zm00001eb254820	42	8	17	16	9	12	22	30
Zm00001eb254830	3	13	3	21	2	6	1	8
Zm00001eb254840	0	0	0	0	0	0	2	0
Zm00001eb254850	449	396	245	476	320	321	259	426
Zm00001eb254860	825	559	547	590	862	672	717	699
Zm00001eb254880	0	0	0	0	0	0	0	0
Zm00001eb254890	0	1	0	0	0	0	1	3
Zm00001eb254900	263	260	199	236	166	149	831	654
Zm00001eb254910	561	386	376	399	389	462	442	599
Zm00001eb254920	243	146	184	168	154	179	235	143
Zm00001eb254930	104	416	93	502	62	351	77	395
Zm00001eb254940	2530	2907	1253	2443	2677	3043	2625	3052
Zm00001eb254950	2648	2119	1702	1817	2103	1634	2424	2196
Zm00001eb254960	8	6	17	8	52	19	34	28
Zm00001eb254990	114	74	88	105	140	94	78	73
Zm00001eb255000	0	0	0	0	0	0	0	0
Zm00001eb255020	0	0	0	0	0	0	0	0
Zm00001eb255040	387	314	345	300	322	325	349	340
Zm00001eb255050	541	470	344	510	591	783	598	582
Zm00001eb255060	0	0	0	0	0	0	0	0
Zm00001eb255070	0	0	1	0	21	0	3	0
Zm00001eb255080	0	0	0	0	0	0	0	0
Zm00001eb255090	358	308	212	308	325	248	354	361
Zm00001eb255100	27	4	4	10	18	6	27	20
Zm00001eb255110	254	406	117	201	69	70	141	131
Zm00001eb255120	523	718	264	410	294	366	152	283
Zm00001eb255130	30	6	14	21	17	44	44	29
Zm00001eb255140	3596	2945	2015	3271	2033	3864	3073	3405
Zm00001eb255150	11	29	3	16	5	31	11	23
Zm00001eb255160	1021	726	726	709	359	498	769	1011
Zm00001eb255170	166	37	166	60	27	20	127	29
Zm00001eb255180	16	5	14	10	9	5	21	14
Zm00001eb255190	224	199	134	189	167	181	225	245
Zm00001eb255200	278	340	397	563	301	514	856	616
Zm00001eb255210	62	202	56	267	79	309	192	295
Zm00001eb255230	417	114	218	142	93	69	310	95
Zm00001eb255240	21448	16113	21496	18290	22141	19306	26807	22302
Zm00001eb255250	5	15	2	20	7	26	1	29
Zm00001eb255260	0	0	0	0	0	0	0	0
Zm00001eb255270	9	5	6	0	2	3	11	2
Zm00001eb255290	283	41	113	35	149	17	160	45
Zm00001eb255300	534	353	561	340	530	607	667	484
Zm00001eb255310	582	584	427	475	717	675	728	812
Zm00001eb255320	801	1025	580	1044	738	804	720	986
Zm00001eb255330	0	0	0	0	0	0	0	0
Zm00001eb255340	910	292	663	338	594	398	585	411
Zm00001eb255360	185	186	200	193	196	173	192	225
Zm00001eb255370	696	514	379	445	573	583	944	916
Zm00001eb255380	646	494	349	435	597	474	452	438
Zm00001eb255390	14	14	22	0	37	10	32	25
Zm00001eb255400	0	0	0	0	0	0	0	0
Zm00001eb255410	0	0	0	0	0	0	0	0
Zm00001eb255430	2230	1522	1268	1822	1423	1311	1269	1595
Zm00001eb255450	1680	1960	1220	1734	1592	1958	1547	2045
Zm00001eb255460	1068	1017	877	948	739	791	692	956
Zm00001eb255470	47	9	36	31	10	12	8	9
Zm00001eb255480	24	97	15	105	4	16	16	138
Zm00001eb255490	488	985	229	546	166	297	393	830
Zm00001eb255510	314	855	57	97	21	51	25	79
Zm00001eb255520	161	203	131	186	62	138	69	245
Zm00001eb255530	268	116	174	107	160	85	183	114
Zm00001eb255540	407	453	595	595	507	502	469	590
Zm00001eb255550	149	82	152	73	128	75	80	71
Zm00001eb255560	1446	1084	823	1058	988	907	1405	1422
Zm00001eb255570	599	416	355	332	369	260	444	314
Zm00001eb255580	785	788	541	702	616	451	478	421
Zm00001eb255590	4596	3421	2878	2721	3247	2522	3414	4153
Zm00001eb255600	10161	10516	5899	8210	9925	9611	10554	11717
Zm00001eb255610	541	510	492	580	554	295	732	436
Zm00001eb255620	0	0	0	0	0	0	0	0
Zm00001eb255630	0	0	1	0	0	0	0	0
Zm00001eb255640	0	0	0	1	0	0	1	1
Zm00001eb255650	760	894	447	506	698	940	740	1033
Zm00001eb255670	47	150	26	179	40	128	35	195
Zm00001eb255680	1195	1585	881	1145	845	1046	1244	1649
Zm00001eb255690	4695	3136	2856	2207	4108	2538	3623	3500
Zm00001eb255700	892	509	580	485	710	602	722	476
Zm00001eb255710	795	432	393	312	924	410	724	501
Zm00001eb255720	2864	2863	2233	1953	2834	2418	3137	2947
Zm00001eb255730	772	675	482	457	658	332	782	602
Zm00001eb255740	1	0	6	0	0	0	5	0
Zm00001eb255750	631	713	383	652	320	747	416	572
Zm00001eb255760	780	822	648	1240	925	887	622	916
Zm00001eb255780	457	195	245	158	285	141	422	287
Zm00001eb255810	19	31	18	34	30	21	19	17
Zm00001eb255830	358	409	389	382	281	408	363	574
Zm00001eb255840	203	209	136	258	213	346	430	387
Zm00001eb255850	520	234	183	79	120	36	102	49
Zm00001eb255860	85	4	84	8	45	7	32	13
Zm00001eb255870	52	30	27	26	38	46	37	26
Zm00001eb255880	40	29	59	32	45	105	42	47
Zm00001eb255890	0	0	0	0	0	0	0	0
Zm00001eb255900	0	0	0	0	0	0	0	0
Zm00001eb255910	75	29	32	15	23	14	14	21
Zm00001eb255920	0	0	0	0	1	0	0	0
Zm00001eb255930	24	23	4	11	17	9	7	10
Zm00001eb255940	448	250	274	195	214	87	108	143
Zm00001eb255950	1	0	4	0	0	1	2	2
Zm00001eb255960	4882	4133	4983	6414	2999	2848	5049	3473
Zm00001eb255970	891	1210	456	505	242	370	623	608
Zm00001eb255980	1153	916	564	730	935	651	912	1199
Zm00001eb255990	3226	1377	2500	1506	3067	1582	3481	1806
Zm00001eb256000	359	2267	200	1081	459	501	275	775
Zm00001eb256010	247	107	156	209	109	129	188	159
Zm00001eb256020	12617	15492	7423	10913	13469	21464	15795	23621
Zm00001eb256030	282	158	247	285	118	245	244	191
Zm00001eb256040	19	0	12	1	8	5	3	0
Zm00001eb256050	0	0	0	0	0	0	0	0
Zm00001eb256060	28	7	14	18	11	8	16	7
Zm00001eb256070	0	0	0	0	0	0	0	0
Zm00001eb256080	0	0	0	0	0	0	0	0
Zm00001eb256090	365	556	312	333	473	388	460	568
Zm00001eb256100	207	96	128	148	92	98	174	167
Zm00001eb256110	481	447	189	364	333	425	575	566
Zm00001eb256120	1144	777	429	254	175	52	1100	455
Zm00001eb256130	156	72	72	56	133	55	163	138
Zm00001eb256140	0	0	0	0	0	0	0	1
Zm00001eb256150	2575	1957	1730	1220	1300	1059	1598	1322
Zm00001eb256160	53	131	123	122	34	81	67	83
Zm00001eb256170	999	690	979	810	931	710	968	1060
Zm00001eb256180	94	109	177	206	54	142	108	140
Zm00001eb256190	152	45	96	46	51	20	94	56
Zm00001eb256210	0	0	0	0	3	0	0	0
Zm00001eb256220	1	0	1	0	0	0	1	0
Zm00001eb256230	137	70	80	114	145	203	76	86
Zm00001eb256240	846	858	686	939	1101	1933	1193	1314
Zm00001eb256250	0	0	0	0	0	0	0	0
Zm00001eb256260	289	378	78	963	625	449	257	833
Zm00001eb256270	928	701	771	913	1514	1502	1777	1526
Zm00001eb256280	15	0	2	8	1	2	8	11
Zm00001eb256290	2207	2058	1101	1726	1753	1863	1829	2205
Zm00001eb256300	268	13	159	2	124	5	254	6
Zm00001eb256310	5	10	3	10	5	2	1	6
Zm00001eb256330	5	13	1	2	2	1	3	5
Zm00001eb256340	36	54	17	31	18	57	8	67
Zm00001eb256350	1006	912	913	1256	1247	1003	915	1097
Zm00001eb256360	59	92	52	84	74	62	54	86
Zm00001eb256370	115	127	140	167	62	35	64	89
Zm00001eb256380	33	80	26	61	131	220	71	91
Zm00001eb256390	0	0	0	0	0	0	0	0
Zm00001eb256400	2	0	0	2	0	0	2	1
Zm00001eb256410	9	17	4	3	0	12	5	16
Zm00001eb256420	369	249	278	150	414	160	247	283
Zm00001eb256430	1073	830	908	871	652	438	778	816
Zm00001eb256450	30	5	10	11	18	11	2	4
Zm00001eb256460	305	226	197	347	175	519	358	399
Zm00001eb256470	2049	2164	1398	2176	1555	1704	2104	2168
Zm00001eb256480	1211	884	759	845	1099	880	1021	1057
Zm00001eb256490	100	58	79	86	91	63	43	81
Zm00001eb256500	189	104	99	37	86	87	125	143
Zm00001eb256510	26	15	78	11	7	32	22	17
Zm00001eb256520	26	23	116	283	204	200	75	69
Zm00001eb256530	228	307	180	369	113	172	114	246
Zm00001eb256540	638	617	495	764	289	479	491	588
Zm00001eb256550	816	960	640	835	604	542	860	926
Zm00001eb256560	225	605	132	523	95	302	133	251
Zm00001eb256570	2967	1912	1780	1610	2140	1901	2454	2303
Zm00001eb256600	115	98	121	62	134	50	106	92
Zm00001eb256610	0	0	0	0	1	0	0	0
Zm00001eb256620	0	0	0	0	0	0	0	0
Zm00001eb256630	72	0	45	0	19	1	30	0
Zm00001eb256640	0	0	0	0	0	0	0	0
Zm00001eb256650	217	78	170	108	177	96	120	104
Zm00001eb256660	103	42	72	67	18	20	63	16
Zm00001eb256690	1519	979	1160	1113	702	652	980	932
Zm00001eb256700	179	148	162	214	220	154	203	183
Zm00001eb256720	0	0	0	0	0	0	0	0
Zm00001eb256730	0	0	0	0	0	0	0	0
Zm00001eb256740	8834	3603	3526	2593	8202	2356	5891	3425
Zm00001eb256750	15	35	3	34	3	20	3	22
Zm00001eb256760	1	34	0	21	4	15	0	23
Zm00001eb256770	28	0	16	0	10	0	8	0
Zm00001eb256780	0	0	0	0	1	2	0	0
Zm00001eb256800	0	0	0	0	0	0	0	0
Zm00001eb256810	0	0	0	0	0	0	0	0
Zm00001eb256820	3	1	1	0	1	0	1	0
Zm00001eb256840	296	290	304	205	295	197	251	297
Zm00001eb256850	23	6	3	8	19	8	9	11
Zm00001eb256860	0	0	0	0	0	0	0	0
Zm00001eb256870	1	0	0	1	0	0	0	0
Zm00001eb256880	1800	1294	1284	967	1308	833	1352	1329
Zm00001eb256890	1144	850	654	900	659	440	913	769
Zm00001eb256900	161	146	62	97	83	107	121	140
Zm00001eb256910	2205	1426	1439	1496	759	743	1689	1376
Zm00001eb256920	1979	1705	1508	2202	1379	1385	1540	1557
Zm00001eb256940	2	0	3	0	0	0	0	0
Zm00001eb256950	61	129	66	92	59	140	82	205
Zm00001eb256960	411	760	2087	2334	470	1010	1000	1933
Zm00001eb256970	2992	2666	5276	6476	1769	2348	2372	3320
Zm00001eb256980	0	0	0	0	0	0	0	0
Zm00001eb256990	662	619	346	570	481	777	811	716
Zm00001eb257000	186	137	174	234	134	223	150	191
Zm00001eb257010	821	530	539	440	685	505	740	621
Zm00001eb257020	0	0	0	0	0	0	0	1
Zm00001eb257030	6	2	5	0	4	7	10	1
Zm00001eb257040	34	2	23	7	23	7	18	13
Zm00001eb257050	2051	1828	1233	1749	1476	1264	1772	1915
Zm00001eb257060	391	279	277	265	469	291	382	324
Zm00001eb257070	176	104	178	171	159	149	192	176
Zm00001eb257080	157	130	61	94	68	91	146	117
Zm00001eb257100	0	3	2	1	0	0	0	2
Zm00001eb257110	2720	1636	1746	1620	2093	1351	2271	2096
Zm00001eb257120	1268	2199	706	2027	920	905	745	1154
Zm00001eb257130	4098	7727	280	482	860	781	331	348
Zm00001eb257140	0	0	0	0	0	0	0	0
Zm00001eb257150	0	0	0	0	3	0	2	0
Zm00001eb257160	2561	2329	2157	2680	1468	1717	1916	2126
Zm00001eb257170	665	612	533	525	820	699	743	632
Zm00001eb257180	9	6	6	12	1	6	5	13
Zm00001eb257190	6	1	2	2	8	2	3	1
Zm00001eb257200	3818	5134	3568	4193	4776	5659	5326	6119
Zm00001eb257210	53	149	26	65	12	95	26	96
Zm00001eb257220	0	2	0	3	0	2	2	4
Zm00001eb257230	0	0	0	0	0	0	0	0
Zm00001eb257240	2	0	0	2	1	1	0	0
Zm00001eb257250	1860	1414	1389	1407	1441	1129	1790	1771
Zm00001eb257270	472	496	539	638	550	441	497	633
Zm00001eb257280	1	5	20	7	7	11	6	3
Zm00001eb257290	932	1436	640	1488	678	1405	1425	1916
Zm00001eb257300	1288	1175	1006	1136	511	897	1034	1015
Zm00001eb257310	196	242	69	97	31	45	47	50
Zm00001eb257320	547	643	244	288	258	396	538	617
Zm00001eb257330	468	631	230	552	182	298	239	496
Zm00001eb257350	0	5	0	11	0	18	0	6
Zm00001eb257360	1072	868	1028	971	1064	1209	1118	1304
Zm00001eb257370	4	0	7	0	1	1	3	0
Zm00001eb257380	419	363	324	502	288	182	338	316
Zm00001eb257390	247	330	186	538	61	267	111	199
Zm00001eb257400	40	28	41	87	20	16	20	34
Zm00001eb257410	845	442	605	501	549	486	581	552
Zm00001eb257420	159	100	93	132	86	97	102	115
Zm00001eb257430	1648	997	915	1041	1069	1223	798	835
Zm00001eb257440	2830	2018	1363	1003	2025	1757	2438	1839
Zm00001eb257450	405	627	379	421	555	567	565	736
Zm00001eb257480	711	730	747	839	852	799	788	1064
Zm00001eb257490	80	66	22	7	49	16	32	32
Zm00001eb257500	1391	1017	737	858	835	516	792	598
Zm00001eb257510	175	240	334	521	298	457	222	392
Zm00001eb257520	259	430	281	761	151	383	300	289
Zm00001eb257530	114	155	70	255	34	103	40	143
Zm00001eb257550	33	0	36	0	47	0	49	1
Zm00001eb257560	97	0	114	0	59	0	54	3
Zm00001eb257570	105	47	47	28	36	8	18	10
Zm00001eb257580	2724	1897	1524	1140	2874	1625	3152	2416
Zm00001eb257590	1064	825	834	526	458	490	511	668
Zm00001eb257600	82	61	61	60	33	20	77	44
Zm00001eb257610	403	312	285	411	413	447	454	408
Zm00001eb257620	52	56	38	53	34	38	29	55
Zm00001eb257630	111	254	152	213	115	116	84	133
Zm00001eb257640	4844	3717	5309	4453	3994	3351	5158	3997
Zm00001eb257650	630	594	492	718	577	487	585	603
Zm00001eb257660	4197	2202	2016	1160	1786	1056	1393	1379
Zm00001eb257670	2884	4843	2539	5158	2372	4004	2548	4566
Zm00001eb257680	189	216	128	307	116	210	120	117
Zm00001eb257690	1233	997	890	836	664	697	733	1117
Zm00001eb257720	1462	815	736	604	1026	512	864	554
Zm00001eb257730	1800	470	622	343	974	329	1384	570
Zm00001eb257740	126	0	67	1	90	0	79	1
Zm00001eb257750	1657	1040	1334	922	1776	1076	1927	1895
Zm00001eb257760	5363	3297	6704	5008	4512	3889	6451	4999
Zm00001eb257770	429	284	512	316	414	324	377	357
Zm00001eb257780	0	8	1	3	6	4	0	5
Zm00001eb257800	0	0	0	0	0	0	0	0
Zm00001eb257810	431	671	301	560	170	445	452	686
Zm00001eb257820	879	660	516	550	611	411	766	712
Zm00001eb257830	5	3	2	0	1	1	1	1
Zm00001eb257840	1080	1302	757	970	888	1092	951	1288
Zm00001eb257850	984	890	740	1005	757	594	650	745
Zm00001eb257860	1489	1218	999	1246	1447	1963	1513	1547
Zm00001eb257870	0	0	0	0	0	0	0	0
Zm00001eb257880	363	256	225	168	179	154	189	207
Zm00001eb257890	2661	2050	2015	2018	2052	1751	2247	2472
Zm00001eb257900	3348	1679	1491	1202	2174	1362	2296	2357
Zm00001eb257910	4519	2629	2605	1465	3820	1975	3568	2144
Zm00001eb257920	1006	370	1545	585	577	313	1102	404
Zm00001eb257930	4578	3435	4782	3801	4190	3179	4665	4561
Zm00001eb257940	0	0	0	0	0	0	2	0
Zm00001eb257950	0	0	0	0	0	0	0	0
Zm00001eb257960	1183	837	800	1020	1267	1217	1355	1265
Zm00001eb257970	2157	1336	1362	1109	1697	1108	1980	1524
Zm00001eb257980	0	0	1	0	0	1	0	0
Zm00001eb257990	0	0	0	0	0	0	0	0
Zm00001eb258000	54	46	78	59	23	12	39	23
Zm00001eb258010	169	120	515	255	104	110	312	150
Zm00001eb258020	0	0	0	0	0	0	0	0
Zm00001eb258040	31	5	31	1	11	8	69	5
Zm00001eb258050	606	810	1051	1117	697	1344	822	1236
Zm00001eb258070	1359	1107	1052	1223	1670	1005	1016	1091
Zm00001eb258080	0	1	0	0	7	0	1	5
Zm00001eb258090	2462	2026	1574	1829	1667	1667	2035	2083
Zm00001eb258100	388	314	469	389	182	376	442	338
Zm00001eb258110	296	192	238	152	378	130	385	241
Zm00001eb258120	0	1	0	2	0	1	0	0
Zm00001eb258130	770	886	617	911	598	939	933	1098
Zm00001eb258150	228	457	131	288	275	221	227	298
Zm00001eb258160	0	0	2	5	0	2	2	2
Zm00001eb258170	6215	5250	4204	4079	5703	5340	6106	5915
